agraaripuolue	['N_ASTE']	boundaries=agraari|puolue
agraarivaltio	['N_TUOMIO']	boundaries=agraari|valtio
ahaa-elämys	['N_RÄJÄYTYS']	boundaries=ahaa-elämys
ahdashenkinen	['A_KYLMÄJÄRKINEN']	boundaries=ahdas|henkinen
ahdashenkisesti	['PCLE_TYHMÄSTI']	boundaries=ahdas|henkisesti
ahdashenkisyys	['N_KÖYHYYS']	boundaries=ahdas|henkisyys
ahdaskatseinen	['A_AAKKOSELLINEN']	boundaries=ahdas|katseinen
ahdaskulmaglaukooma	['N_SOITTAJA']	boundaries=ahdaskulma|glaukooma
ahdasmielinen	['A_KYLMÄJÄRKINEN']	boundaries=ahdas|mielinen
ahdasmielisesti	['PCLE_TYHMÄSTI']	boundaries=ahdas|mielisesti
ahdasmielisyys	['N_KÖYHYYS']	boundaries=ahdas|mielisyys
ahdasnäköinen	['A_KYLMÄJÄRKINEN']	boundaries=ahdas|näköinen
ahdasnäköisesti	['PCLE_TYHMÄSTI']	boundaries=ahdas|näköisesti
ahdasnäköisyys	['N_KÖYHYYS']	boundaries=ahdas|näköisyys
ahdasrajainen	['A_AAKKOSELLINEN']	boundaries=ahdas|rajainen
ahdasrajaisesti	['PCLE_NOPEASTI']	boundaries=ahdas|rajaisesti
ahdassuinen	['A_AAKKOSELLINEN']	boundaries=ahdas|suinen
ahdassuusammakko	['N_LEPAKKO']	boundaries=ahdassuu|sammakko
ahdekaunokki	['N_LOKKI']	boundaries=ahde|kaunokki
ahdelauha	['N_KIRJA']	boundaries=ahde|lauha
ahdinkotila	['N_KIRJA']	boundaries=ahdinko|tila
ahdinmalluainen	['N_AAKKOSTAMINEN']	boundaries=ahdin|malluainen
ahdistuneisuushäiriö	['N_HÄIRIÖ']	boundaries=ahdistuneisuus|häiriö
ahdistushysteria	['N_MAKKARA']	boundaries=ahdistus|hysteria
ahdistuskohtaus	['N_VAKUUTUS']	boundaries=ahdistus|kohtaus
ahdistusneuroosi	['N_KANAALI']	boundaries=ahdistus|neuroosi
ahdistustila	['N_KIRJA']	boundaries=ahdistus|tila
ahmimishäiriö	['N_HÄIRIÖ']	boundaries=ahmimis|häiriö
ahojäkkärä	['N_HÄKKYRÄ']	boundaries=aho|jäkkärä
ahokissankäpälä	['N_KÄPÄLÄ']	boundaries=aho|kissankäpälä
ahomansikka	['N_LUSIKKA']	boundaries=aho|mansikka
ahomatara	['N_KITARA']	boundaries=aho|matara
ahoniitty	['N_PYTTY']	boundaries=aho|niitty
ahonoidanlukko	['N_UKKO']	boundaries=ahonoidan|lukko
ahosuolaheinä	['N_HÖPÖTTÄJÄ']	boundaries=aho|suolaheinä
ahtausliike	['N_LÄÄKE']	boundaries=ahtaus|liike
ahtaustyö	['N_TYÖ']	boundaries=ahtaus|työ
ahtisaarna	['N_KIRJA']	boundaries=ahti|saarna
ahtoilma	['N_KIRJA']	boundaries=ahto|ilma
ahtojää	['N_PÄÄ']	boundaries=ahto|jää
ahtopaine	['N_ASTE']	boundaries=ahto|paine
ahtoutua	['V_ROHTUA']	boundaries=ahto|utua
ahvenheinä	['N_HÖPÖTTÄJÄ']	boundaries=ahven|heinä
ahvenkala	['N_KIRJA']	boundaries=ahven|kala
ahvenruoho	['N_TALO']	boundaries=ahven|ruoho
ahvenvita	['N_PATA']	boundaries=ahven|vita
aidanrako	['N_TEKO']	boundaries=aidan|rako
aidanseiväs	['N_SEIVÄS']	boundaries=aidan|seiväs
aidanvieri	['N_HIIRI']	boundaries=aidan|vieri
aidaskääpä	['N_LEIPÄ']	boundaries=aidas|kääpä
AIDS-potilas	['N_PATSAS']	boundaries=AIDS-potilas
aiepöytäkirja	['N_KIRJA']	boundaries=aie|pöytä|kirja
aiesopimus	['N_VAKUUTUS']	boundaries=aie|sopimus
aiheenmukainen	['A_AAKKOSELLINEN']	boundaries=aiheen|mukainen
aiheenvalinta	['N_KUTSUNTA']	boundaries=aiheen|valinta
aihepiiri	['N_TYYLI']	boundaries=aihe|piiri
aihetodiste	['N_ASTE']	boundaries=aihe|todiste
aiheutua	['V_ROHTUA']	boundaries=aihe|utua
aika-ajo	['N_TALO']	boundaries=aika-ajo
aika-arvo	['N_TALO']	boundaries=aika-arvo
aikaero	['N_TALO']	boundaries=aika|ero
aikaerorasitus	['N_VAKUUTUS']	boundaries=aika|ero|rasitus
aikaihminen	['N_KYLKIÄINEN']	boundaries=aika|ihminen
aikajakso	['N_TALO']	boundaries=aika|jakso
aikajana	['N_KIRJA']	boundaries=aika|jana
aikajärjestys	['N_RÄJÄYTYS']	boundaries=aika|järjestys
