new_paras	pos	kotus_tn	kotus_av	plurale_tantum	grade_dir	harmony	stem_vowel	stem_diphthong	possessive	clitics
['V_MOITTIA']	VERB	61	C	False	weaken	back	None	None	False	False
['V_MOJAHTAA']	VERB	53	F	False	weaken	back	None	None	False	False
['V_MORKATA']	VERB	73	A	False	strengthen	back	None	None	False	False
['V_MORKATA']	VERB	73	D	False	strengthen	back	None	None	False	False
['V_MULLATA']	VERB	73	I	False	strengthen	back	None	None	False	False
['V_MUODOTA']	VERB	75	F	False	strengthen	back	None	None	False	False
['V_MUTRISTAA']	VERB	53	None	False	weaken	back	None	None	False	False
['V_MYYDÄ']	VERB	63	None	False	strengthen	front	None	None	False	False
['V_MÄDÄTÄ']	VERB	72	F	False	strengthen	front	None	None	False	False
['V_MÄIKYÄ']	VERB	52	D	False	weaken	front	None	None	False	False
['V_MÖNKIÄ']	VERB	61	G	False	weaken	front	None	None	False	False
['V_NAKELLA']	VERB	67	A	False	strengthen	back	None	None	False	False
['V_NAKELLA']	VERB	67	D	False	strengthen	back	None	None	False	False
['V_NAKERRELLA']	VERB	67	K	False	strengthen	back	None	None	False	False
['V_NIUKETA']	VERB	72	A	False	strengthen	back	None	None	False	False
['V_NIUKETA']	VERB	72	D	False	strengthen	back	None	None	False	False
['V_NUOKKUA']	VERB	52	A	False	weaken	back	None	None	False	False
['V_NUOKKUA']	VERB	52	D	False	weaken	back	None	None	False	False
['V_NÄHDÄ']	VERB	71	None	False	strengthen	front	None	None	False	False
['V_NÄPERTÄÄ']	VERB	54	K	False	weaken	front	None	None	False	False
['V_OLLA']	VERB	1067	None	False	weaken	back	None	None	False	False
['V_OMMELLA']	VERB	67	H	False	strengthen	back	None	None	False	False
['V_ONKIA']	VERB	61	G	False	weaken	back	None	None	False	False
['V_PALKITA']	VERB	69	None	False	strengthen	back	None	None	False	False
['V_PANNA']	VERB	67	None	False	strengthen	back	None	None	False	False
['V_PEITOTA']	VERB	75	C	False	strengthen	back	None	None	False	False
['V_PENKOA']	VERB	52	G	False	weaken	back	None	None	False	False
['V_PIDETÄ']	VERB	72	F	False	strengthen	front	None	None	False	False
['V_PIERRÄ']	VERB	67	None	False	strengthen	front	None	None	False	False
['V_PIESTÄ']	VERB	70	None	False	strengthen	front	None	None	False	False
['V_PINGOTA']	VERB	74	G	False	strengthen	back	None	None	False	False
['V_POIKETA']	VERB	74	A	False	strengthen	back	None	None	False	False
['V_POIKETA']	VERB	74	D	False	strengthen	back	None	None	False	False
['V_POLKEA']	VERB	58	L	False	weaken	back	None	None	False	False
['V_PUKEA']	VERB	58	D	False	weaken	back	None	None	False	False
['V_PULPUTA']	VERB	74	B	False	strengthen	back	None	None	False	False
['V_PUNOA']	VERB	52	None	False	weaken	back	None	None	False	False
['V_PURKAA']	VERB	53	D	False	weaken	back	None	None	False	False
['V_PUSERTUA']	VERB	52	K	False	weaken	back	None	None	False	False
['V_PYYTÄÄ']	VERB	54	F	False	weaken	front	None	None	False	False
['V_PÄTEÄ']	VERB	58	F	False	weaken	front	None	None	False	False
['V_RAAPIA']	VERB	61	E	False	weaken	back	None	None	False	False
['V_RAIKAA']	VERB	78	None	False	weaken	back	None	None	False	False
['V_RANGAISTA']	VERB	66	G	False	strengthen	back	None	None	False	False
['V_REVETÄ']	VERB	74	E	False	strengthen	front	None	None	False	False
['V_RIIPIÄ']	VERB	61	E	False	weaken	front	None	None	False	False
['V_ROHTUA']	VERB	52	F	False	weaken	back	None	None	False	False
['V_RYNNÄTÄ']	VERB	73	J	False	strengthen	front	None	None	False	False
['V_RYPEÄ']	VERB	58	E	False	weaken	front	None	None	False	False
['V_RYSKIÄ']	VERB	61	None	False	weaken	front	None	None	False	False
['V_RYÖPYTÄ']	VERB	75	B	False	strengthen	front	None	None	False	False
['V_RÄPSYTTÄÄ']	VERB	53	C	False	weaken	front	None	None	False	False
['V_SAADA']	VERB	63	None	False	strengthen	back	None	None	False	False
['V_SAARTAA']	VERB	57	K	False	weaken	back	None	None	False	False
['V_SAMMOTA']	VERB	74	H	False	strengthen	back	None	None	False	False
['V_SATAA']	VERB	56	F	False	weaken	back	None	None	False	False
['V_SELVITÄ']	VERB	75	None	False	strengthen	front	None	None	False	False
['V_SIEPATA']	VERB	73	B	False	strengthen	back	None	None	False	False
['V_SILIYTYÄ']	VERB	52	F	False	weaken	front	None	None	False	False
['V_SILPOA']	VERB	52	E	False	weaken	back	None	None	False	False
['V_SIVALTAA']	VERB	54	I	False	weaken	back	None	None	False	False
['V_SORTAA']	VERB	53	K	False	weaken	back	None	None	False	False
['V_SOTKEA']	VERB	58	None	False	weaken	back	None	None	False	False
['V_SULATELLA']	VERB	67	C	False	strengthen	back	None	None	False	False
['V_SUPETA']	VERB	72	B	False	strengthen	back	None	None	False	False
['V_SURRA']	VERB	67	None	False	strengthen	back	None	None	False	False
['V_SUUNNATA']	VERB	73	J	False	strengthen	back	None	None	False	False
['V_SYÖDÄ']	VERB	64	None	False	strengthen	front	None	None	False	False
['V_SYÖPYÄ']	VERB	52	E	False	weaken	front	None	None	False	False
['V_SÄILÖÄ']	VERB	52	None	False	weaken	front	None	None	False	False
['V_SÄPSÄHDELLÄ']	VERB	67	F	False	strengthen	front	None	None	False	False
['V_SÄRKEÄ']	VERB	58	L	False	weaken	front	None	None	False	False
['V_SÖRKKIÄ']	VERB	61	A	False	weaken	front	None	None	False	False
['V_SÖRKKIÄ']	VERB	61	D	False	weaken	front	None	None	False	False
['V_TAITAA']	VERB	76	F	False	weaken	back	None	None	False	False
['V_TAKOA']	VERB	52	D	False	weaken	back	None	None	False	False
['V_TAPELLA']	VERB	67	B	False	strengthen	back	None	None	False	False
['V_TAPPAA']	VERB	56	B	False	weaken	back	None	None	False	False
['V_TEMMATA']	VERB	73	H	False	strengthen	back	None	None	False	False
['V_TEMPOA']	VERB	52	H	False	weaken	back	None	None	False	False
['V_TIETÄÄ']	VERB	76	F	False	weaken	front	None	None	False	False
['V_TIPAHDELLA']	VERB	67	F	False	strengthen	back	None	None	False	False
['V_TODETA']	VERB	74	F	False	strengthen	back	None	None	False	False
['V_TUIKKAA']	VERB	78	A	False	weaken	back	None	None	False	False
['V_TULLA']	VERB	67	None	False	strengthen	back	None	None	False	False
['V_TUNGETA']	VERB	74	G	False	strengthen	back	None	None	False	False
['V_TUNKEA']	VERB	58	G	False	weaken	back	None	None	False	False
['V_TUNTEA']	VERB	59	J	False	weaken	back	None	None	False	False
['V_TUODA']	VERB	64	None	False	strengthen	back	None	None	False	False
['V_TYHJENTYÄ']	VERB	52	J	False	weaken	front	None	None	False	False
['V_TYLPETÄ']	VERB	72	B	False	strengthen	front	None	None	False	False
['V_TYMPIÄ']	VERB	61	H	False	weaken	front	None	None	False	False
['V_TÄHDÄTÄ']	VERB	73	F	False	strengthen	front	None	None	False	False
['V_TÄHYTÄ']	VERB	74	None	False	strengthen	front	None	None	False	False
['V_ULOTA']	VERB	72	A	False	strengthen	back	None	None	False	False
['V_ULOTA']	VERB	72	D	False	strengthen	back	None	None	False	False
['V_UPOTA']	VERB	74	B	False	strengthen	back	None	None	False	False
['V_VAAHDOTA']	VERB	74	F	False	strengthen	back	None	None	False	False
['V_VAELLELLA']	VERB	67	I	False	strengthen	back	None	None	False	False
['V_VAKAANTUA']	VERB	52	J	False	weaken	back	None	None	False	False
['V_VARTOA']	VERB	52	K	False	weaken	back	None	None	False	False
['V_VASTAILLA']	VERB	67	None	False	strengthen	back	None	None	False	False
['V_VAVISTA']	VERB	66	E	False	strengthen	back	None	None	False	False
['V_VERRATA']	VERB	73	K	False	strengthen	back	None	None	False	False
['V_VIEDÄ']	VERB	64	None	False	strengthen	front	None	None	False	False
['V_VIEROITTAA']	VERB	53	C	False	weaken	back	None	None	False	False
['V_VIHELTÄÄ']	VERB	54	I	False	weaken	front	None	None	False	False
['V_VIITTOA']	VERB	52	C	False	weaken	back	None	None	False	False
['V_VINKUA']	VERB	52	G	False	weaken	back	None	None	False	False
['V_VIPAJAA']	VERB	77	None	False	weaken	back	None	None	False	False
['V_VIRKKAA']	VERB	56	A	False	weaken	back	None	None	False	False
['V_VIRKKAA']	VERB	56	D	False	weaken	back	None	None	False	False
['V_VONGATA']	VERB	73	G	False	strengthen	back	None	None	False	False
['V_VYYHDETÄ']	VERB	74	F	False	strengthen	front	None	None	False	False
['V_VÄHETÄ']	VERB	72	None	False	strengthen	front	None	None	False	False
['V_VÄLPÄTÄ']	VERB	73	B	False	strengthen	front	None	None	False	False
['V_VÄNGÄTÄ']	VERB	73	G	False	strengthen	front	None	None	False	False
['V_YLTÄÄ']	VERB	55	I	False	weaken	front	None	None	False	False
['V_YNNÄTÄ']	VERB	73	None	False	strengthen	front	None	None	False	False
['V_YSKÄHTÄÄ']	VERB	53	F	False	weaken	front	None	None	False	False
['V_YÖKÄTÄ']	VERB	73	A	False	strengthen	front	None	None	False	False
['V_YÖKÄTÄ']	VERB	73	D	False	strengthen	front	None	None	False	False
['V_ÄHKÄÄ']	VERB	78	None	False	weaken	front	None	None	False	False
['V_ÄKSYILLÄ']	VERB	67	None	False	strengthen	front	None	None	False	False
['V_ÄLLISTYÄ']	VERB	52	None	False	weaken	front	None	None	False	False
['V_ÄNGETÄ']	VERB	74	G	False	strengthen	front	None	None	False	False
['V_ÄRISTÄ']	VERB	66	None	False	strengthen	front	None	None	False	False
['V_ÖYKKÄRÖIDÄ']	VERB	62	None	False	strengthen	front	None	None	False	False
['N_51aavameri']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51hienosokeri']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51Iso-Britannia']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51isojako']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51isokoskelo']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51isokuovi']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51isokäpylintu']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51isolepinkäinen']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51isolokki']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51isomaksaruoho']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51isomasto']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51isopanda']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51isopistooli']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51isopurje']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51isorokko']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51isorumpu']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51isosisar']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51isosisko']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51isotaivot']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51isovarvas']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51isoveli']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51isoviha']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51karkearehu']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51kevytsarja']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51kirjavapillike']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51kuivakakku']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51kuivakukka']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51kuivamuona']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51kuivapaino']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51kuivapari']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51kuivarehu']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51kultainennoutaja']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51laiskakoira']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51lämminruoka']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51lämminvarasto']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51lämminvaunu']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51matalameri']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51mustaherukka']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51mustaleipä']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51mustaleski']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51mustalintu']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51mustamaija']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51mustamakkara']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51Mustameri']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51mustamies']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51mustamulta']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51mustapekka']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51mustapippuri']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51mustaraamattu']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51mustatorvisieni']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51mustaviinimarja']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51nuoriemäntä']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51nuoriherra']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51nuori-isäntä']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51nuorikarja']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51nuorimies']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51nuoripari']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51omakuva']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51omatunto']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51pahahenki']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51pahaputki']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51palavakivi']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51palavapensas']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51palavarakkaus']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51pitkähousu']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51pitkäkirkko']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51pitkäperjantai']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51pitkäpiimä']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51pitkäsiima']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51pitkätakki']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51pitkäthousut']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51Punainenmeri']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51puolikuu']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51puolimatka']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51puolipäivä']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51puoliväli']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51puoliyö']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51raitisilma']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51raskassarja']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51raskasvesi']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51raskasvety']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51sepiväpeippi']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51suorakulma']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51suoraommel']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51syvämeri']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51särkynytsydän']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51tyhjäpaino']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51täysikuu']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51Uusikaupunki']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51uusikuu']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51Uusimaa']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51Uusi-Seelanti']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51uusivuosi']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51vanhaemäntä']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51vanhaisäntä']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51vanhakaupunki']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51vanhapiika']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51vanhapoika']	NOUN	51	None	False	weaken	back	None	None	False	False
['N_51vierasmies']	NOUN	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksanbiljardia']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksanbiljoonaa']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksandekiljardia']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksandekiljoonaa']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksanduodekiljardia']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksanduodekiljoonaa']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksankahdeksatta']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksankiljardia']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksankiljoonaa']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksankolmatta']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksankuudetta']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksankvadriljardia']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksankvadriljoonaa']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksankvintiljardia']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksankvintiljoonaa']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksankymmentä']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksanmiljardia']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksanmiljoonaa']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksanneljättä']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksannoniljardia']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksannoniljoonaa']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksanoktiljardia']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksanoktiljoonaa']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksanpiljardia']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksanpiljoonaa']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksansataa']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksanseitsemättä']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksansentiljardia']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksansentiljoonaa']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksanseptiljardia']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksanseptiljoonaa']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksantoista']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksantredekiljardia']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksantredekiljoonaa']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksantriljardia']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksantriljoonaa']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksantsiljardia']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksantsiljoonaa']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksantuhatta']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksanundekiljardia']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksanundekiljoonaa']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksanviidettä']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksanyhdeksättä']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksasbiljardis']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksasbiljoonas']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksasdekiljardis']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksasdekiljoonas']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksasduodekiljardis']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksasduodekiljoonas']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksaskahdeksatta']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksaskiljardis']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksaskiljoonas']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksaskolmatta']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksaskuudetta']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksaskvadriljardis']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksaskvadriljoonas']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksaskvintiljardis']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksaskvintiljoonas']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksaskymmenes']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksasmiljardis']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksasmiljoonas']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksasneljästtä']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksasnoniljardis']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksasnoniljoonas']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksasoktiljardis']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksasoktiljoonas']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksaspiljardis']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksaspiljoonas']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksassadas']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksasseitsemättä']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksassentiljardis']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksassentiljoonas']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksasseptiljardis']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksasseptiljoonas']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksastoista']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksastredekiljardis']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksastredekiljoonas']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksastriljardis']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksastriljoonas']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksastsiljardis']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksastsiljoonas']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksastuhannes']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksasundekiljardis']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksasundekiljoonas']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksasviidettä']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeksasyhdeksättä']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdesbiljardis']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdesbiljoonas']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdesdekiljardis']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdesdekiljoonas']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdesduodekiljardis']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdesduodekiljoonas']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeskahdeksatta']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeskiljardis']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeskiljoonas']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeskolmatta']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeskuudetta']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeskvadriljardis']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeskvadriljoonas']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeskvintiljardis']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeskvintiljoonas']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdeskymmenes']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdesmiljardis']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdesmiljoonas']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdesneljästtä']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdesnoniljardis']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdesnoniljoonas']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdesoktiljardis']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdesoktiljoonas']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdespiljardis']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdespiljoonas']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdessadas']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdesseitsemättä']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdessentiljardis']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdessentiljoonas']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdesseptiljardis']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdesseptiljoonas']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdestoista']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdestredekiljardis']	NUMERAL	51	None	False	weaken	back	None	None	False	False
['NUM_51kahdestredekiljoonas']	NUMERAL	51	None	False	weaken	back	None	None	False	False
