new_para	upos	pos	kotus_tn	kotus_av	plurale_tantum	grade_dir	harmony	stem_vowel	stem_diphthong	possessive	clitics	suffix_regex	deletion
NOUN_NOUGAT	NOUN	NOUN	22	None	False	weaken	back	a	None	False	False	.
NOUN_NRO	NOUN	PARTICLE	99	None	False	False	both	None	None	False	False	.
NOUN_NUGAA	NOUN	NOUN	20	None	False	weaken	back	a	None	False	False	aa	a
NOUN_NUKKE	NOUN	NOUN	8	A	False	weaken	back	None	None	False	False	kke	ke
NOUN_NYLJIN	NOUN	NOUN	33	L	False	strengthen	front	None	None	False	False	jin	jin
NOUN_NÄKY	NOUN	NOUN	1	D	False	weaken	front	None	None	False	False	ky	ky
NOUN_NÄKÖ	NOUN	NOUN	1	D	False	weaken	front	None	None	False	False	kö	kö
NOUN_NÄLKÄ	NOUN	NOUN	10	D	False	weaken	front	ä	None	False	False	kä	kä
NOUN_OIKEUDET	NOUN	NOUN	40	None	obligatory	strengthen	back	None	None	False	False	det	det
NOUN_OLKA	NOUN	NOUN	10	L	False	weaken	back	a	None	False	False	ka	ka
NOUN_OLUT	NOUN	NOUN	43	None	False	strengthen	back	None	None	False	False	ut	t
NOUN_OMMEL	NOUN	NOUN	49	H	False	strengthen	back	None	None	False	False	mmel	mel
NOUN_ONKI	NOUN	NOUN	7	G	False	weaken	back	None	None	False	False	ki	ki
NOUN_ONNET	NOUN	NOUN	7	J	obligatory	weaken	back	None	None	False	False	net	et
NOUN_ONNI	NOUN	NOUN	7	None	False	weaken	back	None	None	False	False	i	i
NOUN_OOKOO	NOUN	NOUN	18	None	False	weaken	back	o	None	False	False	oo	o
NOUN_OPINNOT	NOUN	NOUN	1	J	obligatory	weaken	back	None	None	False	False	nnot	not
NOUN_ORI	NOUN	NOUN	48	None	False	strengthen	back	i	None	False	False	i	i
NOUN_OSATON	NOUN	NOUN	34	C	False	strengthen	back	None	None	False	False	ton	on
NOUN_OSOITE	NOUN	NOUN	48	C	False	strengthen	back	None	None	False	False	e	e
NOUN_PAIKAT	NOUN	NOUN	9	A	obligatory	weaken	back	None	None	False	False	at	at
NOUN_PANKIT	NOUN	NOUN	5	A	obligatory	weaken	back	None	None	False	False	kit	it
NOUN_PARFAIT	NOUN	NOUN	22	None	False	weaken	back	e	None	False	False	.
NOUN_PATA	NOUN	NOUN	9	F	False	weaken	back	a	None	False	False	ta	ta
NOUN_PATEE	NOUN	NOUN	20	None	False	weaken	back	e	None	False	False	ee	e
NOUN_PATSAS	NOUN	NOUN	41	None	False	strengthen	back	None	None	False	False	as	s
NOUN_PEIPOT	NOUN	NOUN	1	B	obligatory	weaken	back	None	None	False	False	pot	ot
NOUN_PELKO	NOUN	NOUN	1	D	False	weaken	back	None	None	False	False	ko	ko
NOUN_PELTI	NOUN	NOUN	5	I	False	weaken	front	None	None	False	False	lti	ti
NOUN_PENGER	NOUN	NOUN	49	G	False	strengthen	front	None	None	False	False	nger	ger
NOUN_PERKEET	NOUN	NOUN	48	L	obligatory	strengthen	front	None	None	False	False	keet	keet
NOUN_PIDOT	NOUN	NOUN	1	F	obligatory	weaken	back	None	None	False	False	dot	dot
NOUN_PIENNAR	NOUN	NOUN	49	J	False	strengthen	back	None	None	False	False	nnar	nar
NOUN_PIHDIT	NOUN	NOUN	5	F	obligatory	weaken	front	None	None	False	False	dit	dit
NOUN_PII	NOUN	NOUN	18	None	False	weaken	front	i	None	False	False	[^aou]i	i
NOUN_PIIROA	NOUN	NOUN	15	None	False	weaken	back	a	None	False	False	[ôo]a	a
NOUN_PINSETIT	NOUN	NOUN	5	C	obligatory	weaken	front	None	None	False	False	tit	it
NOUN_PIPPALOT	NOUN	NOUN	2	None	obligatory	weaken	back	None	None	False	False	ot	t
NOUN_PISTE	NOUN	NOUN	48	None	False	strengthen	front	None	None	False	False	
NOUN_POHATTA	NOUN	NOUN	14	C	False	weaken	back	a	None	False	False	tta	ta
NOUN_POHJE	NOUN	NOUN	48	L	False	strengthen	back	None	None	False	False	je	je
NOUN_POIKA	NOUN	NOUN	1010	D	False	weaken	back	a	None	False	False	oika	ika
NOUN_POIUT	NOUN	NOUN	43	D	False	strengthen	back	None	None	False	False	ut	ut
NOUN_POJAT	NOUN	NOUN	1010	D	obligatory	weaken	back	None	None	False	False	ojat	jat
NOUN_POLITIIKKA	NOUN	NOUN	9	A	False	weaken	back	a	None	False	False	kka	ka
NOUN_POLJIN	NOUN	NOUN	33	L	False	strengthen	back	None	None	False	False	jin	jin
NOUN_PONSI	NOUN	NOUN	28	J	False	weaken	back	None	None	False	False	nsi	si
NOUN_PORRAS	NOUN	NOUN	41	K	False	strengthen	back	None	None	False	False	rras	ras
NOUN_PORTAAT	NOUN	NOUN	41	K	obligatory	strengthen	back	None	None	False	False	rtaat	taat
NOUN_PROBLEEMA	NOUN	NOUN	11	None	False	weaken	back	a	None	False	False	a	a
NOUN_PROTOLYYSI	NOUN	NOUN	5	None	False	weaken	both	None	None	False	False	i	i
NOUN_PROTOLYYTTI	NOUN	NOUN	5	C	False	weaken	both	None	None	False	False	tti	ti
NOUN_PUHELIN	NOUN	NOUN	33	None	False	strengthen	back	None	None	False	False	n	n
NOUN_PUIN	NOUN	NOUN	33	D	False	strengthen	back	None	None	False	False	in	in
NOUN_PUKIMET	NOUN	NOUN	33	D	obligatory	strengthen	back	None	None	False	False	kimet	met
NOUN_PUNK	NOUN	NOUN	5	None	False	weaken	back	None	None	False	False	
NOUN_PUU	NOUN	NOUN	18	None	False	weaken	back	u	None	False	False	u	u
NOUN_PUUT	NOUN	NOUN	18	None	obligatory	weaken	back	None	None	False	False	uut	ut
NOUN_PYRAMIDI	NOUN	NOUN	5	None	False	weaken	both	None	None	False	False	i	i
NOUN_PYTTY	NOUN	NOUN	1	C	False	weaken	front	None	None	False	False	tty	ty
NOUN_PYYHE	NOUN	NOUN	48	D	False	strengthen	front	None	None	False	False	e	e
NOUN_PYYHIN	NOUN	NOUN	33	D	False	strengthen	front	None	None	False	False	in	in
NOUN_PYY	NOUN	NOUN	18	None	False	weaken	front	y	None	False	False	yy	y
NOUN_PYYT	NOUN	NOUN	18	None	obligatory	weaken	front	None	None	False	False	yyt	yt
NOUN_PÄÄ	NOUN	NOUN	18	None	False	weaken	front	ä	None	False	False	ää	ä
NOUN_PÖKSYT	NOUN	NOUN	1	None	obligatory	weaken	front	None	None	False	False	yt	t
NOUN_PÖLLÖT	NOUN	NOUN	1	None	obligatory	weaken	front	None	None	False	False	öt	t
NOUN_PÖNTTÖ	NOUN	NOUN	1	C	False	weaken	front	None	None	False	False	ttö	tö
NOUN_PÖYTÄ	NOUN	NOUN	10	F	False	weaken	front	ä	None	False	False	tä	tä
NOUN_RAAVIN	NOUN	NOUN	33	E	False	strengthen	back	None	None	False	False	vin	vin
NOUN_RAGUU	NOUN	NOUN	20	None	False	weaken	back	u	None	False	False	uu	u
NOUN_RAKENNE	NOUN	NOUN	48	J	False	strengthen	back	None	None	False	False	ne	ne
NOUN_RAMPA	NOUN	NOUN	9	H	False	weaken	back	a	None	False	False	mpa	pa
NOUN_RANGAT	NOUN	NOUN	9	G	obligatory	weaken	back	None	None	False	False	ngat	gat
NOUN_RAPPUSET	NOUN	NOUN	38	None	obligatory	strengthen	back	None	None	False	False	set	set
NOUN_RAPUT	NOUN	NOUN	1	B	obligatory	weaken	back	None	None	False	False	put	ut
NOUN_RATAS	NOUN	NOUN	41	C	False	strengthen	back	None	None	False	False	tas	as
NOUN_RATTAAT	NOUN	NOUN	41	C	obligatory	strengthen	back	None	None	False	False	ttaat	taat
NOUN_RAUDAT	NOUN	NOUN	9	F	obligatory	weaken	back	None	None	False	False	dat	dat
NOUN_RAUNIOT	NOUN	NOUN	3	None	obligatory	weaken	back	None	None	False	False	ot	t
NOUN_RAVET	NOUN	NOUN	8	None	obligatory	weaken	back	None	None	False	False	et	t
NOUN_RAVUT	NOUN	NOUN	1	E	obligatory	weaken	back	None	None	False	False	vut	vut
NOUN_REGGAE	NOUN	NOUN	21	None	False	weaken	back	None	None	False	False	.
NOUN_REIKÄ	NOUN	NOUN	10	D	False	weaken	front	ä	None	False	False	kä	kä
NOUN_RENKAAT	NOUN	NOUN	41	G	obligatory	strengthen	back	None	None	False	False	kaat	kaat
NOUN_RIMPI	NOUN	NOUN	7	H	False	weaken	front	None	None	False	False	mpi	pi
NOUN_RIPE	NOUN	NOUN	48	B	False	strengthen	front	None	None	False	False	pe	e
NOUN_RIPSET	NOUN	NOUN	7	None	obligatory	weaken	front	None	None	False	False	et	et
NOUN_RIUTAT	NOUN	NOUN	9	C	obligatory	weaken	back	None	None	False	False	tat	at
NOUN_ROHTIMET	NOUN	NOUN	33	F	obligatory	strengthen	back	None	None	False	False	timet	timet
NOUN_ROSÉ	NOUN	NOUN	21	None	False	weaken	back	é	None	False	False	.
NOUN_ROTAT	NOUN	NOUN	10	C	obligatory	weaken	back	None	None	False	False	tat	at
NOUN_ROTTA	NOUN	NOUN	10	C	False	weaken	back	a	None	False	False	tta	ta
NOUN_RUIPELO	NOUN	NOUN	2	None	False	weaken	back	None	None	False	False	o
NOUN_RUIS	NOUN	NOUN	41	D	False	strengthen	back	None	None	False	False	is	is
NOUN_RUMPU	NOUN	NOUN	1	H	False	weaken	back	None	None	False	False	mpu	pu
NOUN_RUNKO	NOUN	NOUN	1	G	False	weaken	back	None	None	False	False	nko	ko
NOUN_RUOKA	NOUN	NOUN	10	D	False	weaken	back	a	None	False	False	uoka	oka
NOUN_RUOKO	NOUN	NOUN	1	D	False	weaken	back	None	None	False	False	oko	ko
NOUN_RUUHI	NOUN	NOUN	24	None	False	weaken	back	None	None	False	False	i	i
NOUN_RUUMIS	NOUN	NOUN	41	None	False	strengthen	back	None	None	False	False	is	s
NOUN_RUUVI	NOUN	NOUN	5	None	False	weaken	back	None	None	False	False	i	i
NOUN_RYNNÄS	NOUN	NOUN	41	J	False	strengthen	front	None	None	False	False	nnäs	näs
NOUN_RYNTTYYT	NOUN	NOUN	41	C	obligatory	strengthen	front	None	None	False	False	ttyyt	tyyt
NOUN_RYNTÄÄT	NOUN	NOUN	41	J	obligatory	strengthen	front	None	None	False	False	täät	täät
NOUN_RYPÄS	NOUN	NOUN	41	B	False	strengthen	front	None	None	False	False	päs	äs
NOUN_RYYPPY	NOUN	NOUN	1	B	False	weaken	front	None	None	False	False	ppy	py
NOUN_RÄJÄYTYS	NOUN	NOUN	39	None	False	strengthen	front	None	None	False	False	s	s
NOUN_RÄMEET	NOUN	NOUN	48	None	obligatory	strengthen	front	None	None	False	False	eet	et
NOUN_RÄMIÄT	NOUN	NOUN	12	None	obligatory	weaken	front	None	None	False	False	ät	ät
NOUN_SAAPAS	NOUN	NOUN	41	B	False	strengthen	back	None	None	False	False	pas	as
NOUN_SAKSET	NOUN	NOUN	7	None	obligatory	weaken	back	None	None	False	False	et	et
NOUN_SALPA	NOUN	NOUN	9	E	False	weaken	back	a	None	False	False	pa	pa
NOUN_SAMPI	NOUN	NOUN	7	H	False	weaken	back	None	None	False	False	mpi	pi
NOUN_SAMPO	NOUN	NOUN	1	H	False	weaken	back	None	None	False	False	mpo	po
NOUN_SANKARI	NOUN	NOUN	6	None	False	weaken	back	None	None	False	False	i	i
NOUN_SAVI	NOUN	NOUN	5|6	None	False	weaken	back	None	None	False	False	[AOUIEaouie][^äöy]*i	i
NOUN_SEIKKAILU	NOUN	NOUN	2	None	False	weaken	back	None	None	False	False	u
NOUN_SEIVÄS	NOUN	NOUN	41	E	False	strengthen	front	None	None	False	False	väs	väs
NOUN_SEPPÄ	NOUN	NOUN	10	B	False	weaken	front	ä	None	False	False	ppä	pä
NOUN_SERKUKSET	NOUN	NOUN	39	None	obligatory	strengthen	back	None	None	False	False	kset	kset
NOUN_SHOW	NOUN	NOUN	22	None	False	weaken	back	u	None	False	False	.
NOUN_SIEMEN	NOUN	NOUN	32	None	False	strengthen	front	None	None	False	False	
NOUN_SIIRTO	NOUN	NOUN	1	K	False	weaken	back	None	None	False	False	rto	to
NOUN_SIIVILÄ	NOUN	NOUN	13	None	False	weaken	front	ä	None	False	False	ä	ä
NOUN_SILAKAT	NOUN	NOUN	14	A	obligatory	weaken	back	None	None	False	False	kat	at
NOUN_SISÄLTÖ	NOUN	NOUN	1	I	False	weaken	front	None	None	False	False	ltö	tö
NOUN_SIVELLIN	NOUN	NOUN	33	I	False	strengthen	front	None	None	False	False	llin	lin
NOUN_SIVISTYNYT	NOUN	NOUN	47	None	False	strengthen	front	y	None	False	False	nyt	yt
NOUN_SKEITTI	NOUN	NOUN	5	C	False	weaken	front	None	None	False	False	tti	ti
NOUN_SOINTI	NOUN	NOUN	5	J	False	weaken	back	None	None	False	False	nti	ti
NOUN_SOKEA	NOUN	NOUN	15	None	False	weaken	back	a	None	False	False	ea	a
NOUN_SOTA	NOUN	NOUN	10	F	False	weaken	back	a	None	False	False	ta	ta
NOUN_STADION	NOUN	NOUN	6	None	False	weaken	back	None	None	False	False	
NOUN_SUHTEET	NOUN	NOUN	48	F	obligatory	strengthen	back	None	None	False	False	teet	teet
NOUN_SUKAT	NOUN	NOUN	10	A	obligatory	weaken	back	None	None	False	False	kat	at
NOUN_SULKA	NOUN	NOUN	10	D	False	weaken	back	a	None	False	False	ka	ka
NOUN_SUODATIN	NOUN	NOUN	33	C	False	strengthen	back	None	None	False	False	tin	in
NOUN_SUOMALAINEN	NOUN	NOUN	38	None	False	strengthen	back	None	None	False	False	nen	nen
NOUN_SYDÄN	NOUN	NOUN	33	None	False	strengthen	front	None	None	False	False	n	n
NOUN_SYLI	NOUN	NOUN	23	None	False	weaken	front	None	None	False	False	i	i
NOUN_SYLTÄ	NOUN	NOUN	10	I	False	weaken	front	ä	None	False	False	tä	tä
NOUN_SYNNYTTIMET	NOUN	NOUN	33	C	obligatory	strengthen	front	None	None	False	False	ttimet	timet
NOUN_SYÖMINGIT	NOUN	NOUN	5	G	obligatory	weaken	front	None	None	False	False	ngit	git
NOUN_SÄEN	NOUN	NOUN	49	D	False	strengthen	front	None	None	False	False	en	en
NOUN_SÄNKY	NOUN	NOUN	1	G	False	weaken	front	None	None	False	False	nky	ky
NOUN_SÄRKÄT	NOUN	NOUN	10	A	obligatory	weaken	front	None	None	False	False	kät	ät
NOUN_SÄRVIN	NOUN	NOUN	33	E	False	strengthen	front	None	None	False	False	vin	vin
NOUN_SÄÄDIN	NOUN	NOUN	33	F	False	strengthen	front	None	None	False	False	din	din
NOUN_SÄÄNNÖT	NOUN	NOUN	1	J	obligatory	weaken	front	None	None	False	False	nnöt	nöt
NOUN_SÄÄRET	NOUN	NOUN	26	None	obligatory	weaken	front	None	None	False	False	et	et
NOUN_TAIMI	NOUN	NOUN	25	None	False	weaken	back	None	None	False	False	mi	mi
NOUN_TAIVAL	NOUN	NOUN	49	E	False	strengthen	back	None	None	False	False	val	val
NOUN_TALKOOT	NOUN	NOUN	17	None	obligatory	weaken	back	None	None	False	False	oot	ot
NOUN_TALO	NOUN	NOUN	1	None	False	weaken	back	None	None	False	False	[Oo]
NOUN_TANHUA	NOUN	NOUN	15	None	False	weaken	back	a	None	False	False	ua	a
NOUN_TARPEET	NOUN	NOUN	48	E	obligatory	strengthen	back	None	None	False	False	peet	peet
NOUN_TARVE	NOUN	NOUN	48	E	False	strengthen	back	None	None	False	False	ve	ve
NOUN_TAUDIT	NOUN	NOUN	5	F	obligatory	weaken	back	None	None	False	False	dit	dit
NOUN_TAUTI	NOUN	NOUN	5	F	False	weaken	back	None	None	False	False	ti	ti
NOUN_TAVAT	NOUN	NOUN	9	E	obligatory	weaken	back	None	None	False	False	vat	vat
NOUN_TEE	NOUN	NOUN	18	None	False	weaken	front	e	None	False	False	[ée]e	e
NOUN_TEHDAS	NOUN	NOUN	41	F	False	strengthen	back	None	None	False	False	das	das
NOUN_TEIN	NOUN	NOUN	33	D	False	strengthen	front	None	None	False	False	in	in
NOUN_TEKO	NOUN	NOUN	1	D	False	weaken	back	None	None	False	False	ko	ko
NOUN_TIENOO	NOUN	NOUN	17	None	False	weaken	back	o	None	False	False	oo	o
NOUN_TIE	NOUN	NOUN	19	None	False	weaken	front	None	None	False	False	ie	ie
NOUN_TIETEET	NOUN	NOUN	48	F	obligatory	strengthen	front	None	None	False	False	teet	teet
NOUN_TIET	NOUN	NOUN	19	None	obligatory	weaken	front	None	None	False	False	iet	iet
NOUN_TIKKAAT	NOUN	NOUN	41	A	obligatory	strengthen	back	None	None	False	False	kaat	kaat
NOUN_TIKKU	NOUN	NOUN	1	A	False	weaken	back	None	None	False	False	kku	ku
NOUN_TIPPA	NOUN	NOUN	9	B	False	weaken	back	a	None	False	False	ppa	pa
NOUN_TOIMET	NOUN	NOUN	25	None	obligatory	weaken	back	None	None	False	False	et	et
NOUN_TOKEE	NOUN	NOUN	17	None	False	weaken	back	e	None	False	False	ee	e
NOUN_TONGIT	NOUN	NOUN	5	G	obligatory	weaken	back	None	None	False	False	git	git
NOUN_TORTTU	NOUN	NOUN	1	C	False	weaken	back	None	None	False	False	tu	tu
NOUN_TRIKOO	NOUN	NOUN	20	None	False	weaken	back	o	None	False	False	oo	o
NOUN_TUHKA	NOUN	NOUN	10	None	False	weaken	back	a	None	False	False	hka	ka
NOUN_TULI	NOUN	NOUN	23	None	False	weaken	back	None	None	False	False	i	i
NOUN_TUNNIT	NOUN	NOUN	5	J	obligatory	weaken	back	None	None	False	False	nnit	nit
NOUN_TUNTO	NOUN	NOUN	1	J	False	weaken	back	None	None	False	False	nto	to
NOUN_TUOMIO	NOUN	NOUN	3	None	False	weaken	back	None	None	False	False	o
NOUN_TYPPI	NOUN	NOUN	7	B	False	weaken	front	None	None	False	False	ppi	pi
NOUN_TYTÄR	NOUN	NOUN	32	C	False	strengthen	front	None	None	False	False	tär	är
NOUN_TYTÖT	NOUN	NOUN	1	C	obligatory	weaken	front	None	None	False	False	töt	öt
NOUN_TYYLI	NOUN	NOUN	5	None	False	weaken	front	None	None	False	False	i	i
NOUN_TYYPPI	NOUN	NOUN	5	B	False	weaken	front	None	None	False	False	ppi	pi
NOUN_TYÖ	NOUN	NOUN	19	None	False	weaken	front	None	None	False	False	yö	yö
NOUN_TYÖT	NOUN	NOUN	19	None	obligatory	weaken	front	None	None	False	False	yöt	yöt
NOUN_TÖRPPÖ	NOUN	NOUN	1	B	False	weaken	front	None	None	False	False	ppö	pö
NOUN_UDAR	NOUN	NOUN	49	F	False	strengthen	back	None	None	False	False	dar	dar
NOUN_UKKO	NOUN	NOUN	1	A	False	weaken	back	None	None	False	False	kko	ko
NOUN_UKSI	NOUN	NOUN	29	None	False	weaken	back	None	None	False	False	ksi	ksi
NOUN_ULAPPA	NOUN	NOUN	14	B	False	weaken	back	a	None	False	False	ppa	pa
NOUN_UROS	NOUN	NOUN	41	None	False	strengthen	back	None	None	False	False	os	s
NOUN_VAADIN	NOUN	NOUN	33	F	False	strengthen	back	None	None	False	False	din	din
NOUN_VAAKA	NOUN	NOUN	9	D	False	weaken	back	a	None	False	False	ka	ka
NOUN_VAATTEET	NOUN	NOUN	48	C	obligatory	strengthen	back	None	None	False	False	tteet	teet
NOUN_VAINAA	NOUN	NOUN	17	None	False	weaken	back	a	None	False	False	aa	a
NOUN_VAKUUTUS	NOUN	NOUN	39	None	False	strengthen	back	None	None	False	False	s	s
NOUN_VALJAAT	NOUN	NOUN	41	None	obligatory	strengthen	back	None	None	False	False	aat	at
NOUN_VALLAT	NOUN	NOUN	9	I	obligatory	weaken	back	None	None	False	False	llat	lat
NOUN_VALTA	NOUN	NOUN	9	I	False	weaken	back	a	None	False	False	lta	ta
NOUN_VANHEMMAT	NOUN	NOUN	16	H	obligatory	weaken	back	None	None	False	False	mmat	mat
NOUN_VANHEMPI	NOUN	NOUN	16	H	False	weaken	back	None	None	False	False	mpi	pi
NOUN_VANKI	NOUN	NOUN	5	G	False	weaken	back	None	None	False	False	nki	ki
NOUN_VANTTUUT	NOUN	NOUN	17	None	obligatory	weaken	back	None	None	False	False	ttuut	tuut
NOUN_VANTUS	NOUN	NOUN	41	C	False	strengthen	back	None	None	False	False	tus	us
NOUN_VARAS	NOUN	NOUN	41	D	False	strengthen	back	None	None	False	False	as	as
NOUN_VARAT	NOUN	NOUN	9	None	obligatory	weaken	back	None	None	False	False	at	at
NOUN_VARSI	NOUN	NOUN	28	K	False	weaken	back	None	None	False	False	rsi	si
NOUN_VARVAS	NOUN	NOUN	41	E	False	strengthen	back	None	None	False	False	vas	vas
NOUN_VASEN	NOUN	NOUN	37	None	False	strengthen	back	None	None	False	False	en	n
NOUN_VEHKEILY	NOUN	NOUN	2	None	False	weaken	front	None	None	False	False	y
NOUN_VEITSI	NOUN	NOUN	30	None	False	weaken	front	None	None	False	False	tsi	tsi
NOUN_VELI	NOUN	NOUN	1007	None	False	weaken	front	None	None	False	False	eli	i
NOUN_VEMMEL	NOUN	NOUN	49	H	False	strengthen	front	None	None	False	False	mmel	mel
NOUN_VERI	NOUN	NOUN	1026	None	False	weaken	front	None	None	False	False	eri	i
NOUN_VETIMET	NOUN	NOUN	33	F	obligatory	strengthen	front	None	None	False	False	timet	timet
NOUN_VETO	NOUN	NOUN	1	F	False	weaken	back	None	None	False	False	to	to
NOUN_VETY	NOUN	NOUN	1	F	False	weaken	front	None	None	False	False	ty	ty
NOUN_VIENTI	NOUN	NOUN	5	J	False	weaken	front	None	None	False	False	nti	ti
NOUN_VIHKIÄISET	NOUN	NOUN	38	None	obligatory	strengthen	front	None	None	False	False	set	set
NOUN_VIHKO	NOUN	NOUN	1	D	False	weaken	back	None	None	False	False	hko	ko
NOUN_VIIVE	NOUN	NOUN	48	E	False	strengthen	front	None	None	False	False	ve	ve
NOUN_VIKA	NOUN	NOUN	9	D	False	weaken	back	a	None	False	False	ka	ka
NOUN_VINKU	NOUN	NOUN	1	G	False	weaken	back	None	None	False	False	nku	ku
NOUN_VIRRET	NOUN	NOUN	28	None	obligatory	weaken	front	None	None	False	False	rret	ret
NOUN_VIRSI	NOUN	NOUN	28	None	False	weaken	front	None	None	False	False	rsi	si
NOUN_VOIMA	NOUN	NOUN	10	None	False	weaken	back	a	None	False	False	a	a
NOUN_VUODET	NOUN	NOUN	27	None	obligatory	weaken	back	None	None	False	False	det	det
NOUN_VUOLLE	NOUN	NOUN	48	I	False	strengthen	back	None	None	False	False	lle	le
NOUN_VUO	NOUN	NOUN	19	None	False	weaken	back	None	None	False	False	uo	uo
NOUN_VUOSITUHAT	NOUN	NOUN	46	None	False	strengthen	back	None	None	False	False	t	t
NOUN_YHTIÖT	NOUN	NOUN	3	None	obligatory	weaken	front	None	None	False	False	öt	t
NOUN_YKSIKKÖ	NOUN	NOUN	4	A	False	weaken	front	None	None	False	False	kkö	kö
NOUN_YLEIS-	NOUN	NOUN	99	None	False	False	both	None	None	False	False	-	-
NOUN_YLKÄ	NOUN	NOUN	10	L	False	weaken	front	ä	None	False	False	kä	kä
NOUN_YLÄNKÖ	NOUN	NOUN	1	G	False	weaken	front	None	None	False	False	nkö	kö
NOUN_YMPÄRYSTÄ	NOUN	NOUN	9	None	False	weaken	front	ä	None	False	False	ä	ä
NOUN_YSTÄVYKSET	NOUN	NOUN	39	None	obligatory	strengthen	front	None	None	False	False	kset	kset
NOUN_YÖKKÖ	NOUN	NOUN	1	A	False	weaken	front	None	None	False	False	kkö	kö
NOUN_ZEN	NOUN	NOUN	5	None	False	weaken	front	None	None	False	False	
NOUN_DESIGN	NOUN	NOUN	5	None	False	weaken	both	None	None	False	False	
NOUN_ZOMBIE	NOUN	NOUN	3	None	False	weaken	back	None	None	False	False	e
NOUN_ÄITI	NOUN	NOUN	5	F?	False	weaken	front	None	None	False	False	ti	ti
NOUN_ÄVÄR	NOUN	NOUN	49	E	False	strengthen	front	None	None	False	False	vär	vär
NOUN_ÄYRÄS	NOUN	NOUN	41	None	False	strengthen	front	None	None	False	False	äs	s
NUM_51kahdeksanbiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	kahdeksanbiljardia	anbiljardia
NUM_51kahdeksanbiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	kahdeksanbiljoonaa	anbiljoonaa
NUM_51kahdeksandekiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	kahdeksandekiljardia	andekiljardia
NUM_51kahdeksandekiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	kahdeksandekiljoonaa	andekiljoonaa
NUM_51kahdeksanduodekiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	kahdeksanduodekiljardia	anduodekiljardia
NUM_51kahdeksanduodekiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	kahdeksanduodekiljoonaa	anduodekiljoonaa
NUM_51kahdeksankahdeksatta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	kahdeksankahdeksatta	ankahdeksatta
NUM_51kahdeksankiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	kahdeksankiljardia	ankiljardia
NUM_51kahdeksankiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	kahdeksankiljoonaa	ankiljoonaa
NUM_51kahdeksankolmatta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	kahdeksankolmatta	ankolmatta
NUM_51kahdeksankuudetta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	kahdeksankuudetta	ankuudetta
NUM_51kahdeksankvadriljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	kahdeksankvadriljardia	ankvadriljardia
NUM_51kahdeksankvadriljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	kahdeksankvadriljoonaa	ankvadriljoonaa
NUM_51kahdeksankvintiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	kahdeksankvintiljardia	ankvintiljardia
NUM_51kahdeksankvintiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	kahdeksankvintiljoonaa	ankvintiljoonaa
NUM_51kahdeksankymmentä	NUM	NUMERAL	51	None	False	weaken	front	None	None	False	False	kahdeksankymmentä	ankymmentä
NUM_51kahdeksanmiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	kahdeksanmiljardia	anmiljardia
NUM_51kahdeksanmiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	kahdeksanmiljoonaa	anmiljoonaa
NUM_51kahdeksanneljättä	NUM	NUMERAL	51	None	False	weaken	front	None	None	False	False	kahdeksanneljättä	anneljättä
NUM_51kahdeksannoniljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	kahdeksannoniljardia	annoniljardia
NUM_51kahdeksannoniljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	kahdeksannoniljoonaa	annoniljoonaa
NUM_51kahdeksanoktiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	kahdeksanoktiljardia	anoktiljardia
NUM_51kahdeksanoktiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	kahdeksanoktiljoonaa	anoktiljoonaa
NUM_51kahdeksanpiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	kahdeksanpiljardia	anpiljardia
NUM_51kahdeksanpiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	kahdeksanpiljoonaa	anpiljoonaa
NUM_51kahdeksansataa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	kahdeksansataa	ansataa
NUM_51kahdeksanseitsemättä	NUM	NUMERAL	51	None	False	weaken	front	None	None	False	False	kahdeksanseitsemättä	anseitsemättä
NUM_51kahdeksansentiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	kahdeksansentiljardia	ansentiljardia
