new_para	upos	pos	kotus_tn	kotus_av	plurale_tantum	grade_dir	harmony	stem_vowel	stem_diphthong	possessive	clitics	suffix_regex	deletion
PROPN_LANNET	PROPN	NOUN	44	J	False	strengthen	back	None	None	False	False	nnet	net
PROPN_LASIT	PROPN	NOUN	5	None	obligatory	weaken	back	None	None	False	False	t	t
PROPN_LEHDET	PROPN	NOUN	7	F	obligatory	weaken	front	None	None	False	False	det	det
PROPN_LEHTI	PROPN	NOUN	7	F	False	weaken	front	None	None	False	False	ti	ti
PROPN_LEIKKUU	PROPN	NOUN	17	None	False	weaken	back	u	None	False	False	uu	u
PROPN_LEIPÄ	PROPN	NOUN	10	E	False	weaken	front	ä	None	False	False	pä	pä
PROPN_LEIVANTI	PROPN	NOUN	5	J?	False	weaken	back	None	None	False	False	nti	ti
PROPN_LENTTEE	PROPN	NOUN	17	None	False	weaken	front	e	None	False	False	ee	e
PROPN_LEPAKKO	PROPN	NOUN	4	A	False	weaken	back	None	None	False	False	kko	ko
PROPN_LEVIS	PROPN	NOUN	5|39	None	False	strengthen	both	None	None	False	False	s	s
PROPN_LIEMI	PROPN	NOUN	25	None	False	weaken	front	None	None	False	False	mi	mi
PROPN_LIITTOUTUNEET	PROPN	NOUN	47	None	obligatory	strengthen	back	None	None	False	False	neet	et
PROPN_LIIVIT	PROPN	NOUN	5	None	obligatory	weaken	front	None	None	False	False	it	t
PROPN_LINGOT	PROPN	NOUN	1	G	obligatory	weaken	back	None	None	False	False	ngot	got
PROPN_LINTU	PROPN	NOUN	1	J	False	weaken	back	None	None	False	False	ntu	tu
PROPN_LIPEÄ	PROPN	NOUN	15	None	False	weaken	front	ä	None	False	False	eä	ä
PROPN_LIPOTTARET	PROPN	NOUN	32	C	obligatory	strengthen	back	None	None	False	False	ttaret	taret
PROPN_LIPPU	PROPN	NOUN	1	B	False	weaken	back	None	None	False	False	ppu	pu
PROPN_LIUKU	PROPN	NOUN	1	D	False	weaken	back	None	None	False	False	uku	ku
PROPN_LIVVADIEVÁT	PROPN	NOUN	21	None	obligatory	weaken	back	a	None	False	False	át	t
PROPN_LOKA	PROPN	NOUN	10	D	False	weaken	back	a	None	False	False	ka	ka
PROPN_LOKKI	PROPN	NOUN	5	A	False	weaken	back	None	None	False	False	kki	ki
PROPN_LOMMOL	PROPN	NOUN	49	H	False	strengthen	back	None	None	False	False	mol	mol
PROPN_LOTTE	PROPN	NOUN	8	C	False	weaken	back	None	None	False	False	tte	te
PROPN_LOUET	PROPN	NOUN	44	D	False	strengthen	back	None	None	False	False	uet	et
PROPN_LUHDAT	PROPN	NOUN	10	F	obligatory	weaken	back	None	None	False	False	dat	dat
PROPN_LUKU	PROPN	NOUN	1	M	False	weaken	back	None	None	False	False	uku	ku
PROPN_LUMME	PROPN	NOUN	48	H	False	strengthen	back	None	None	False	False	mme	me
PROPN_LUODE	PROPN	NOUN	48	F	False	strengthen	back	None	None	False	False	de	de
PROPN_LUODES	PROPN	NOUN	41	F	False	strengthen	back	None	None	False	False	des	des
PROPN_LUOKKA	PROPN	NOUN	10	A	False	weaken	back	a	None	False	False	kka	ka
PROPN_LUOLIKOT	PROPN	NOUN	4	A	obligatory	weaken	back	None	None	False	False	kot	ot
PROPN_LUPA	PROPN	NOUN	10	E	False	weaken	back	a	None	False	False	pa	pa
PROPN_LUSIKKA	PROPN	NOUN	14	A	False	weaken	back	a	None	False	False	kka	ka
PROPN_LÄHDES	PROPN	NOUN	41	F	False	strengthen	front	None	None	False	False	des	des
PROPN_LÄHDET	PROPN	NOUN	44	F	False	strengthen	front	None	None	False	False	det	det
PROPN_LÄHIN	PROPN	NOUN	36	None	False	strengthen	front	None	None	False	False	in	n
PROPN_LÄNSI	PROPN	NOUN	28	J	False	weaken	front	None	None	False	False	nsi	si
PROPN_LÄÄKE	PROPN	NOUN	48	A	False	strengthen	front	None	None	False	False	ke	e
PROPN_LÖPÖ	PROPN	NOUN	1	E	False	weaken	front	None	None	False	False	pö	pö
PROPN_MAA	PROPN	NOUN	18	None	False	weaken	back	a	None	False	False	aa	a
PROPN_MAJ	PROPN	NOUN	22	None	False	weaken	back	None	None	False	False	j
PROPN_MAKKARA	PROPN	NOUN	12	None	False	weaken	back	a	None	False	False	a	a
PROPN_MAKU	PROPN	NOUN	1	D	False	weaken	back	None	None	False	False	ku	ku
PROPN_MALKO	PROPN	NOUN	1	M	False	weaken	back	None	None	False	False	ko	ko
PROPN_MALMÖ	PROPN	NOUN	21	None	False	weaken	front	ö	None	False	False	.
PROPN_MANNER	PROPN	NOUN	49	J	False	strengthen	back	None	None	False	False	nner	ner
PROPN_MARIE	PROPN	NOUN	3|21	None	False	weaken	back	i	None	False	False	.
PROPN_MARKKINAT	PROPN	NOUN	12	None	obligatory	weaken	back	None	None	False	False	at	at
PROPN_MATEE	PROPN	NOUN	18	None	False	weaken	back	e	None	False	False	e	e
PROPN_MATKUET	PROPN	NOUN	43	None	obligatory	strengthen	back	None	None	False	False	et	et
PROPN_MC	PROPN	NOUN	99	None	False	False	both	None	None	False	False	.
PROPN_MERI	PROPN	NOUN	1024	None	False	weaken	front	None	None	False	False	i	i
PROPN_MERTU	PROPN	NOUN	1	K	False	weaken	back	None	None	False	False	rtu	tu
PROPN_METTE	PROPN	NOUN	8	C	False	weaken	front	None	None	False	False	tte	te
PROPN_MIEHET	PROPN	NOUN	42	None	obligatory	strengthen	front	None	None	False	False	[Mm]iehet	het
PROPN_MIELENGE	PROPN	NOUN	48	G	False	strengthen	front	None	None	False	False	nge	ge
PROPN_MIELLE	PROPN	NOUN	48	I	False	strengthen	front	None	None	False	False	lle	le
PROPN_MIES	PROPN	NOUN	42	None	False	strengthen	front	None	None	False	False	ies	s
PROPN_MINERVA	PROPN	NOUN	9|10	None	False	weaken	back	a	None	False	False	a	a
PROPN_MITTA	PROPN	NOUN	9	C	False	weaken	back	a	None	False	False	tta	ta
PROPN_MONSIEUR	PROPN	NOUN	22	None	False	weaken	both	ö	None	False	False	.
PROPN_MULTA	PROPN	NOUN	10	I	False	weaken	back	a	None	False	False	lta	ta
PROPN_MURTEET	PROPN	NOUN	48	K	obligatory	strengthen	back	None	None	False	False	rteet	teet
PROPN_MYRKKY	PROPN	NOUN	1	A	False	weaken	front	None	None	False	False	kky	ky
PROPN_MÄET	PROPN	NOUN	7	D	obligatory	weaken	front	None	None	False	False	et	et
PROPN_MÄNNYT	PROPN	NOUN	1	J	obligatory	weaken	front	None	None	False	False	nnyt	nyt
PROPN_MÄNTY	PROPN	NOUN	1	J	False	weaken	front	None	None	False	False	nty	ty
PROPN_MÄTTÄÄT	PROPN	NOUN	41	C	obligatory	strengthen	front	None	None	False	False	ttäät	täät
PROPN_MÖMMÖ	PROPN	NOUN	1	None	False	weaken	front	None	None	False	False	ö
PROPN_MÖRKÖ	PROPN	NOUN	1	D	False	weaken	front	None	None	False	False	kö	kö
PROPN_NAHKA	PROPN	NOUN	9	D?	False	weaken	back	a	None	False	False	ka	ka
PROPN_NALLE	PROPN	NOUN	8	None	False	weaken	back	None	None	False	False	[Eeëěĕéè]
PROPN_NATO	PROPN	ACRONYM	1	None	False	False	back	None	None	False	False	[HKOÅhkoå]
PROPN_NEITSYT	PROPN	NOUN	43	None	False	strengthen	front	None	None	False	False	yt	t
PROPN_NEUVOTTELUT	PROPN	NOUN	2	None	obligatory	weaken	back	None	None	False	False	ut	t
PROPN_NG	PROPN	NOUN	5	None	False	weaken	both	None	None	False	False	.
PROPN_NIEMET	PROPN	NOUN	25	None	obligatory	weaken	front	None	None	False	False	et	t
PROPN_NIHTI	PROPN	NOUN	5	F	False	weaken	front	None	None	False	False	ti	ti
PROPN_NIITUT	PROPN	NOUN	1	C	obligatory	weaken	back	None	None	False	False	tut	ut
PROPN_NIITYT	PROPN	NOUN	1	C	obligatory	weaken	front	None	None	False	False	tyt	yt
PROPN_NIMETÖIN	PROPN	NOUN	34	C	False	strengthen	front	None	None	False	False	töin	töin
PROPN_NIMETÖN	PROPN	NOUN	34	C	False	strengthen	front	None	None	False	False	tön	ön
PROPN_NISSE	PROPN	NOUN	8	None	False	weaken	front	None	None	False	False	[Eeěëéè]
PROPN_NOKI	PROPN	NOUN	7	D	False	weaken	back	None	None	False	False	ki	ki
PROPN_NOUGAT	PROPN	NOUN	22	None	False	weaken	back	a	None	False	False	.
PROPN_NUGAA	PROPN	NOUN	20	None	False	weaken	back	a	None	False	False	aa	a
PROPN_NUKKE	PROPN	NOUN	8	A	False	weaken	back	None	None	False	False	kke	ke
PROPN_NÄLKÄ	PROPN	NOUN	10	D	False	weaken	front	ä	None	False	False	kä	kä
PROPN_OIVE	PROPN	NOUN	48	None	False	strengthen	back	None	None	False	False	e	
PROPN_OLUT	PROPN	NOUN	43	None	False	strengthen	back	None	None	False	False	ut	t
PROPN_ONKI	PROPN	NOUN	7	G	False	weaken	back	None	None	False	False	ki	ki
PROPN_ONNET	PROPN	NOUN	7	J	obligatory	weaken	back	None	None	False	False	net	et
PROPN_ONNI	PROPN	NOUN	7	None	False	weaken	back	None	None	False	False	i	i
PROPN_OOKOO	PROPN	NOUN	18	None	False	weaken	back	o	None	False	False	oo	o
PROPN_OPINNOT	PROPN	NOUN	1	J	obligatory	weaken	back	None	None	False	False	nnot	not
PROPN_OSATON	PROPN	NOUN	34	C	False	strengthen	back	None	None	False	False	ton	ton
PROPN_OSOITE	PROPN	NOUN	48	C	False	strengthen	back	None	None	False	False	e	e
PROPN_PAIKAT	PROPN	NOUN	9	A	obligatory	weaken	back	None	None	False	False	at	at
PROPN_PANKIT	PROPN	NOUN	5	A	obligatory	weaken	back	None	None	False	False	kit	it
PROPN_PARFAIT	PROPN	NOUN	22	None	False	weaken	back	e	None	False	False	.
PROPN_PATA	PROPN	NOUN	9	F	False	weaken	back	a	None	False	False	ta	ta
PROPN_PATEE	PROPN	NOUN	20	None	False	weaken	back	e	None	False	False	ee	e
PROPN_PATSAS	PROPN	NOUN	41	None	False	strengthen	back	None	None	False	False	as	s
PROPN_PEIPOT	PROPN	NOUN	1	B	obligatory	weaken	back	None	None	False	False	pot	ot
PROPN_PELKO	PROPN	NOUN	1	D	False	weaken	back	None	None	False	False	ko	ko
PROPN_PELTI	PROPN	NOUN	5	I	False	weaken	front	None	None	False	False	lti	ti
PROPN_PENGER	PROPN	NOUN	49	G	False	strengthen	front	None	None	False	False	nger	ger
PROPN_PIDOT	PROPN	NOUN	1	F	obligatory	weaken	back	None	None	False	False	dot	dot
PROPN_PII	PROPN	NOUN	18	None	False	weaken	front	i	None	False	False	i	i
PROPN_PIIROA	PROPN	NOUN	15	None	False	weaken	back	a	None	False	False	[ôo]a	a
PROPN_PIPPALOT	PROPN	NOUN	2	None	obligatory	weaken	back	None	None	False	False	ot	t
PROPN_PISTE	PROPN	NOUN	48	None	False	strengthen	front	None	None	False	False	
PROPN_POHATTA	PROPN	NOUN	14	C	False	weaken	back	a	None	False	False	tta	ta
PROPN_POHJE	PROPN	NOUN	48	L	False	strengthen	back	None	None	False	False	je	je
PROPN_POIKA	PROPN	NOUN	1010	D	False	weaken	back	a	None	False	False	oika	ika
PROPN_POJAT	PROPN	NOUN	1010	D	obligatory	weaken	back	None	None	False	False	ojat	jat
PROPN_POLITIIKKA	PROPN	NOUN	9	A	False	weaken	back	a	None	False	False	kka	ka
PROPN_PONSI	PROPN	NOUN	28	J	False	weaken	back	None	None	False	False	nsi	si
PROPN_PORRAS	PROPN	NOUN	41	K	False	strengthen	back	None	None	False	False	rras	ras
PROPN_PORTAAT	PROPN	NOUN	41	K	obligatory	strengthen	back	None	None	False	False	rtaat	taat
PROPN_PROBLEEMA	PROPN	NOUN	11	None	False	weaken	back	a	None	False	False	a	a
PROPN_PUHELIN	PROPN	NOUN	33	None	False	strengthen	back	None	None	False	False	n	n
PROPN_PUNK	PROPN	NOUN	5	None	False	weaken	back	None	None	False	False	
PROPN_PUU	PROPN	NOUN	18	None	False	weaken	back	u	None	False	False	u	u
PROPN_PUUT	PROPN	NOUN	18	None	obligatory	weaken	back	None	None	False	False	uut	ut
PROPN_PYHTÄÄ	PROPN	NOUN	17	None	False	weaken	front	ä	None	False	False	ää	ä
PROPN_PYTTY	PROPN	NOUN	1	C	False	weaken	front	None	None	False	False	tty	ty
PROPN_PYY	PROPN	NOUN	18	None	False	weaken	front	y	None	False	False	yy	y
PROPN_PÄÄ	PROPN	NOUN	18	None	False	weaken	front	ä	None	False	False	ää	ä
PROPN_PÖKSYT	PROPN	NOUN	1	None	obligatory	weaken	front	None	None	False	False	yt	t
PROPN_PÖLHÄÄT	PROPN	NOUN	17	None	obligatory	weaken	front	None	None	False	False	äät	ät
PROPN_PÖLLÖT	PROPN	NOUN	1	None	obligatory	weaken	front	None	None	False	False	öt	t
PROPN_PÖNTTÖ	PROPN	NOUN	1	C	False	weaken	front	None	None	False	False	ttö	tö
PROPN_PÖYTÄ	PROPN	NOUN	10	F	False	weaken	front	ä	None	False	False	tä	tä
PROPN_RAGUU	PROPN	NOUN	20	None	False	weaken	back	u	None	False	False	uu	u
PROPN_RAKENNE	PROPN	NOUN	48	J	False	strengthen	back	None	None	False	False	ne	ne
PROPN_RAMPA	PROPN	NOUN	9	H	False	weaken	back	a	None	False	False	mpa	pa
PROPN_RANGAT	PROPN	NOUN	9	G	obligatory	weaken	back	None	None	False	False	ngat	gat
PROPN_RANNAT	PROPN	NOUN	9	J	obligatory	weaken	back	None	None	False	False	nnat	nat
PROPN_RAPPE	PROPN	NOUN	8	B	False	weaken	back	None	None	False	False	ppe	pe
PROPN_RAPPUSET	PROPN	NOUN	38	None	obligatory	strengthen	back	None	None	False	False	set	set
PROPN_RAPUT	PROPN	NOUN	1	B	obligatory	weaken	back	None	None	False	False	put	ut
PROPN_RATAS	PROPN	NOUN	41	C	False	strengthen	back	None	None	False	False	tas	as
PROPN_RAUDAT	PROPN	NOUN	9	F	obligatory	weaken	back	None	None	False	False	dat	dat
PROPN_RAUNIOT	PROPN	NOUN	3	None	obligatory	weaken	back	None	None	False	False	ot	t
PROPN_RAVUT	PROPN	NOUN	1	E	obligatory	weaken	back	None	None	False	False	vut	vut
PROPN_REGGAE	PROPN	NOUN	21	None	False	weaken	back	None	None	False	False	.
PROPN_REIKÄ	PROPN	NOUN	10	D	False	weaken	front	ä	None	False	False	kä	kä
PROPN_REIÄT	PROPN	NOUN	10	D	obligatory	weaken	front	None	None	False	False	ät	ät
PROPN_RENKAAT	PROPN	NOUN	41	G	obligatory	strengthen	back	None	None	False	False	kaat	kaat
PROPN_RIIPI	PROPN	NOUN	5	E	False	weaken	front	None	None	False	False	pi	pi
PROPN_RIIVET	PROPN	NOUN	7	E	obligatory	weaken	front	None	None	False	False	vet	vet
PROPN_RIMMI	PROPN	NOUN	5	H	False	weaken	front	None	None	False	False	mpi	pi
PROPN_RIMMIT	PROPN	NOUN	5	H	obligatory	weaken	front	None	None	False	False	mmit	mit
PROPN_RIMPI	PROPN	NOUN	7	H	False	weaken	front	None	None	False	False	mpi	pi
PROPN_RINNET	PROPN	NOUN	44	J	False	strengthen	front	None	None	False	False	nnet	net
PROPN_RINTEET	PROPN	NOUN	48	J	obligatory	strengthen	front	None	None	False	False	nteet	teet
PROPN_RIPE	PROPN	NOUN	48	B	False	strengthen	front	None	None	False	False	pe	e
PROPN_RIPSET	PROPN	NOUN	7	None	obligatory	weaken	front	None	None	False	False	et	et
PROPN_RITA	PROPN	NOUN	9	F?	False	weaken	back	a	None	False	False	ta	ta
PROPN_RIUTAT	PROPN	NOUN	9	C	obligatory	weaken	back	None	None	False	False	tat	at
PROPN_ROITOT	PROPN	NOUN	1	C	obligatory	weaken	back	None	None	False	False	tot	ot
PROPN_ROMPAAT	PROPN	NOUN	41	H	obligatory	strengthen	back	None	None	False	False	paat	paat
PROPN_ROPO	PROPN	NOUN	1	E?	False	weaken	back	None	None	False	False	po	po
PROPN_ROSÉ	PROPN	NOUN	21	None	False	weaken	back	e	None	False	False	.
PROPN_ROTTA	PROPN	NOUN	10	C	False	weaken	back	a	None	False	False	tta	ta
PROPN_RUIPELO	PROPN	NOUN	2	None	False	weaken	back	None	None	False	False	o
PROPN_RUIS	PROPN	NOUN	41	D	False	strengthen	back	None	None	False	False	is	is
PROPN_RUMPU	PROPN	NOUN	1	H	False	weaken	back	None	None	False	False	mpu	pu
PROPN_RUNKO	PROPN	NOUN	1	G	False	weaken	back	None	None	False	False	nko	ko
PROPN_RUOKO	PROPN	NOUN	1	D	False	weaken	back	None	None	False	False	oko	ko
PROPN_RUOPPAAT	PROPN	NOUN	41	B	obligatory	strengthen	back	None	None	False	False	ppaat	paat
PROPN_RUUHI	PROPN	NOUN	24	None	False	weaken	back	None	None	False	False	i	i
PROPN_RUUMIS	PROPN	NOUN	41	None	False	strengthen	back	None	None	False	False	is	s
PROPN_RUUVI	PROPN	NOUN	5	None	False	weaken	back	None	None	False	False	i	i
PROPN_RYPÄS	PROPN	NOUN	41	B	False	strengthen	front	None	None	False	False	päs	äs
PROPN_RYYPPY	PROPN	NOUN	1	B	False	weaken	front	None	None	False	False	ppy	py
PROPN_RYYTI	PROPN	NOUN	5	F?	False	weaken	front	None	None	False	False	ti	ti
PROPN_RÄJÄYTYS	PROPN	NOUN	39	None	False	strengthen	front	None	None	False	False	s	s
PROPN_RÄMEET	PROPN	NOUN	48	None	obligatory	strengthen	front	None	None	False	False	eet	et
PROPN_RÄMEÄT	PROPN	NOUN	15	None	obligatory	weaken	front	None	None	False	False	eät	ät
PROPN_RÄMIÄT	PROPN	NOUN	12	None	obligatory	weaken	front	None	None	False	False	ät	ät
PROPN_SAAPAS	PROPN	NOUN	41	B	False	strengthen	back	None	None	False	False	pas	as
PROPN_SAARET	PROPN	NOUN	24	None	obligatory	weaken	back	None	None	False	False	et	et
PROPN_SAINT_TROPEZ	PROPN	NOUN	5|22	None	False	weaken	back	e	None	False	False	.
PROPN_SAKSET	PROPN	NOUN	7	None	obligatory	weaken	back	None	None	False	False	et	et
PROPN_SALONTEET	PROPN	NOUN	48	J	obligatory	strengthen	back	None	None	False	False	nteet	teet
PROPN_SALPA	PROPN	NOUN	9	E	False	weaken	back	a	None	False	False	pa	pa
PROPN_SAMMALET	PROPN	NOUN	49	None	obligatory	strengthen	back	None	None	False	False	et	et
PROPN_SAMPI	PROPN	NOUN	7	H	False	weaken	back	None	None	False	False	mpi	pi
PROPN_SAMPO	PROPN	NOUN	1	H	False	weaken	back	None	None	False	False	mpo	po
PROPN_SATU	PROPN	NOUN	1	F?	False	weaken	back	None	None	False	False	tu	tu
PROPN_SAVI	PROPN	NOUN	5|7	None	False	weaken	back	None	None	False	False	i	i
PROPN_SEIKKAILU	PROPN	NOUN	2	None	False	weaken	back	None	None	False	False	u
PROPN_SEIVÄS	PROPN	NOUN	41	E	False	strengthen	front	None	None	False	False	väs	väs
PROPN_SELENE	PROPN	NOUN	2	None	False	weaken	front	None	None	False	False	
PROPN_SELJÄT	PROPN	NOUN	10	L	obligatory	weaken	front	None	None	False	False	jät	jät
PROPN_SEPPÄ	PROPN	NOUN	10	B	False	weaken	front	ä	None	False	False	ppä	pä
PROPN_SERGEJ	PROPN	NOUN	22	None	False	weaken	front	None	None	False	False	j
PROPN_SERKUKSET	PROPN	NOUN	39	None	obligatory	strengthen	back	None	None	False	False	kset	kset
PROPN_SHOW	PROPN	NOUN	22	None	False	weaken	back	None	None	False	False	.
PROPN_SIEMEN	PROPN	NOUN	32	None	False	strengthen	front	None	None	False	False	
PROPN_SIIRTO	PROPN	NOUN	1	K	False	weaken	back	None	None	False	False	rto	to
PROPN_SIIVILÄ	PROPN	NOUN	13	None	False	weaken	front	ä	None	False	False	ä	ä
PROPN_SILAKAT	PROPN	NOUN	14	A	obligatory	weaken	back	None	None	False	False	kat	at
PROPN_SILMÄKKEET	PROPN	NOUN	48	A	obligatory	strengthen	front	None	None	False	False	keet	keet
PROPN_SISÄLTÖ	PROPN	NOUN	1	I	False	weaken	front	None	None	False	False	ltö	tö
PROPN_SIUNAAMATTOMAT	PROPN	NOUN	34	C	obligatory	strengthen	back	None	None	False	False	ttomat	tomat
PROPN_SIVISTYNYT	PROPN	NOUN	47	None	False	strengthen	front	y	None	False	False	nyt	yt
PROPN_SKEITTI	PROPN	NOUN	5	C	False	weaken	front	None	None	False	False	tti	ti
PROPN_SOINTI	PROPN	NOUN	5	J	False	weaken	back	None	None	False	False	nti	ti
PROPN_SOKEA	PROPN	NOUN	15	None	False	weaken	back	a	None	False	False	ea	a
PROPN_SOTA	PROPN	NOUN	10	F	False	weaken	back	a	None	False	False	ta	ta
PROPN_SPOTIFY	PROPN	NOUN	21	None	False	weaken	both	i	None	False	False	.
PROPN_STADION	PROPN	NOUN	6	None	False	weaken	back	None	None	False	False	
PROPN_SUHTEET	PROPN	NOUN	48	F	obligatory	strengthen	back	None	None	False	False	teet	teet
PROPN_SUKAT	PROPN	NOUN	10	A	obligatory	weaken	back	None	None	False	False	kat	at
PROPN_SULKA	PROPN	NOUN	10	D	False	weaken	back	a	None	False	False	ka	ka
PROPN_SUODATIN	PROPN	NOUN	33	C	False	strengthen	back	None	None	False	False	tin	in
PROPN_SUOT	PROPN	NOUN	19	None	obligatory	weaken	back	None	None	False	False	uot	uot
PROPN_SYDÄN	PROPN	NOUN	33	None	False	strengthen	front	None	None	False	False	n	n
PROPN_SYLI	PROPN	NOUN	23	None	False	weaken	front	None	None	False	False	i	i
PROPN_SYÖMINGIT	PROPN	NOUN	5	G	obligatory	weaken	front	None	None	False	False	ngit	git
PROPN_SÄNKY	PROPN	NOUN	1	G	False	weaken	front	None	None	False	False	nky	ky
PROPN_SÄRKÄT	PROPN	NOUN	10	A	obligatory	weaken	front	None	None	False	False	kät	ät
PROPN_SÄÄDIN	PROPN	NOUN	33	F	False	strengthen	front	None	None	False	False	din	din
PROPN_SÄÄRET	PROPN	NOUN	26	None	obligatory	weaken	front	None	None	False	False	et	et
PROPN_SÄÄSKI	PROPN	NOUN	5|7	None	False	weaken	front	None	None	False	False	i	i
PROPN_TAIMI	PROPN	NOUN	25	None	False	weaken	back	None	None	False	False	mi	mi
PROPN_TAIVAL	PROPN	NOUN	49	E	False	strengthen	back	None	None	False	False	val	val
PROPN_TALKOOT	PROPN	NOUN	17	None	obligatory	weaken	back	None	None	False	False	oot	ot
PROPN_TALO	PROPN	NOUN	1	None	False	weaken	back	None	None	False	False	[Oo]
PROPN_TARVE	PROPN	NOUN	48	E	False	strengthen	back	None	None	False	False	ve	ve
PROPN_TAUDIT	PROPN	NOUN	5	F	obligatory	weaken	back	None	None	False	False	dit	dit
PROPN_TAUTI	PROPN	NOUN	5	F	False	weaken	back	None	None	False	False	ti	ti
PROPN_TAVAT	PROPN	NOUN	9	E	obligatory	weaken	back	None	None	False	False	vat	vat
PROPN_TEE	PROPN	NOUN	18	None	False	weaken	front	e	None	False	False	[ée]e	e
PROPN_TEHDAS	PROPN	NOUN	41	F	False	strengthen	back	None	None	False	False	das	das
PROPN_TEHTAAT	PROPN	NOUN	41	F	obligatory	strengthen	back	None	None	False	False	taat	taat
PROPN_TEISTE	PROPN	NOUN	8|48	None	False	weaken	front	None	None	False	False	[Eeěëéè]
PROPN_TEKO	PROPN	NOUN	1	D	False	weaken	back	None	None	False	False	ko	ko
PROPN_TIENOO	PROPN	NOUN	17	None	False	weaken	back	o	None	False	False	oo	o
PROPN_TIE	PROPN	NOUN	19	None	False	weaken	front	None	None	False	False	ie	ie
PROPN_TIETEET	PROPN	NOUN	48	F	obligatory	strengthen	front	None	None	False	False	teet	teet
PROPN_TIHVII	PROPN	NOUN	17	None	False	weaken	front	i	None	False	False	ii	i
PROPN_TIKKAAT	PROPN	NOUN	41	A	obligatory	strengthen	back	None	None	False	False	kaat	kaat
PROPN_TIKKU	PROPN	NOUN	1	A	False	weaken	back	None	None	False	False	kku	ku
PROPN_TIPPA	PROPN	NOUN	9	B	False	weaken	back	a	None	False	False	ppa	pa
PROPN_TOIMET	PROPN	NOUN	25	None	obligatory	weaken	back	None	None	False	False	et	et
PROPN_TOKEE	PROPN	NOUN	17	None	False	weaken	back	e	None	False	False	ee	e
PROPN_TONGIT	PROPN	NOUN	5	G	obligatory	weaken	back	None	None	False	False	git	git
PROPN_TORTTU	PROPN	NOUN	1	C	False	weaken	back	None	None	False	False	tu	tu
PROPN_TOULAT	PROPN	NOUN	40	None	False	strengthen	back	None	None	False	False	at	at
PROPN_TRIKOO	PROPN	NOUN	20	None	False	weaken	back	o	None	False	False	oo	o
PROPN_TULI	PROPN	NOUN	23	None	False	weaken	back	None	None	False	False	i	i
PROPN_TUNTO	PROPN	NOUN	1	J	False	weaken	back	None	None	False	False	nto	to
PROPN_TUOMIO	PROPN	NOUN	3	None	False	weaken	back	None	None	False	False	o
PROPN_TYTÄR	PROPN	NOUN	32	C	False	strengthen	front	None	None	False	False	tär	är
PROPN_TYTÖT	PROPN	NOUN	1	C	obligatory	weaken	front	None	None	False	False	töt	öt
PROPN_TYYLI	PROPN	NOUN	5	None	False	weaken	front	None	None	False	False	i	i
PROPN_TYYPPI	PROPN	NOUN	5	B	False	weaken	front	None	None	False	False	ppi	pi
PROPN_TYÖ	PROPN	NOUN	19	None	False	weaken	front	None	None	False	False	yö	yö
PROPN_TYÖTTÖMÄT	PROPN	NOUN	34	C	obligatory	strengthen	front	None	None	False	False	ttömät	tömät
PROPN_TÖLPÄKÖT	PROPN	NOUN	4	A	obligatory	weaken	front	None	None	False	False	köt	öt
PROPN_TÖLPÄT	PROPN	NOUN	10	B	obligatory	weaken	front	None	None	False	False	pät	ät
PROPN_TÖRPPÖ	PROPN	NOUN	1	B	False	weaken	front	None	None	False	False	ppö	pö
PROPN_UKKO	PROPN	NOUN	1	A	False	weaken	back	None	None	False	False	kko	ko
PROPN_ULAPPA	PROPN	NOUN	14	B	False	weaken	back	a	None	False	False	ppa	pa
PROPN_UNICEF	PROPN	ACRONYM	5	None	False	False	back	None	None	False	False	[FLMNRŠSXŽflmnršsxž²³]
PROPN_UNTO	PROPN	NOUN	1	J?	False	weaken	back	None	None	False	False	nto	to
PROPN_UOTI	PROPN	NOUN	5	F?	False	weaken	back	None	None	False	False	ti	ti
PROPN_VAADIN	PROPN	NOUN	33	F	False	strengthen	back	None	None	False	False	din	din
PROPN_VAAKA	PROPN	NOUN	9	D	False	weaken	back	a	None	False	False	ka	ka
PROPN_VAANII	PROPN	NOUN	17	None	False	weaken	back	i	None	False	False	i	i
PROPN_VAASAN	PROPN	NOUN	99	None	False	False	both	None	None	False	False	.
PROPN_VAINAA	PROPN	NOUN	17	None	False	weaken	back	a	None	False	False	aa	a
PROPN_VAKUUTUS	PROPN	NOUN	39	None	False	strengthen	back	None	None	False	False	s	s
PROPN_VALJAAT	PROPN	NOUN	41	None	obligatory	strengthen	back	None	None	False	False	aat	at
PROPN_VALLAT	PROPN	NOUN	9	I	obligatory	weaken	back	None	None	False	False	llat	lat
PROPN_VALTA	PROPN	NOUN	9	I	False	weaken	back	a	None	False	False	lta	ta
PROPN_VANHEMMAT	PROPN	NOUN	16	H	obligatory	weaken	back	None	None	False	False	mmat	mat
PROPN_VANKI	PROPN	NOUN	5	G	False	weaken	back	None	None	False	False	nki	ki
PROPN_VARAT	PROPN	NOUN	9	None	obligatory	weaken	back	None	None	False	False	at	at
PROPN_VARPAAT	PROPN	NOUN	41	E	obligatory	strengthen	back	None	None	False	False	paat	paat
PROPN_VARSI	PROPN	NOUN	28	K	False	weaken	back	None	None	False	False	rsi	si
PROPN_VARVAS	PROPN	NOUN	41	E	False	strengthen	back	None	None	False	False	vas	vas
PROPN_VEHKEILY	PROPN	NOUN	2	None	False	weaken	front	None	None	False	False	y
