lemma	homonym	new_para	origin
Lännen Puhelin	PROPN	PROPN_PUHELIN	finer
Lännen Räyhä	PROPN	PROPN_HÖPÖTTÄJÄ	finer
Lännen Tehtaat	PROPN	PROPN_TEHTAAT	finer
Länsförsäkringar Bank	PROPN	PROPN_PUNK	finer
Länsi-Lakian lahti	PROPN	PROPN_LAHTI	finer
Länsi-Suomen Elokuvakomissio	PROPN	PROPN_TUOMIO	finer
Länsi-Uudenmaan Urheilijat	PROPN	PROPN_MARKKINAT	finer
Lära för Livet Stiftelse	PROPN	PROPN_NISSE	finer
Läsänkosken kanava	PROPN	PROPN_VOIMA	finer
Lätäsenon-Hietajoen soidensuojelualue	PROPN	PROPN_ASTE	finer
Lääketieteellisen fysiikan ja tekniikan yhdistys	PROPN	PROPN_RÄJÄYTYS	finer
Lääkäriasema Pulssi	PROPN	PROPN_RUUVI	finer
Lääkärit ilman rajoja	PROPN	PROPN_VAASAN	finer
Lääkärit ydinsotaa vastaan	PROPN	PROPN_VAASAN	finer
Långbackan kartano	PROPN	PROPN_RUIPELO	finer
Límni Cheimadítis	PROPN	PROPN_PUNK	finer
Límni Doïráni	PROPN	PROPN_RUUVI	finer
Límni Kastrakíou	PROPN	PROPN_KUNGFU	finer
Límni Lysimáchia	PROPN	PROPN_MAKKARA	finer
Límni Pineioú	PROPN	PROPN_KUNGFU	finer
Límni Stymfalía	PROPN	PROPN_KIRJA	finer
Límni Tavropoú	PROPN	PROPN_KUNGFU	finer
Límni Trichonída	PROPN	PROPN_KIRJA	finer
Límni Voulkariá	PROPN	PROPN_CHACHACHA	finer
Límni Ylíki	PROPN	PROPN_TYYLI	finer
Lökkiön kämppä	PROPN	PROPN_SEPPÄ	finer
Löydön kartano	PROPN	PROPN_RUIPELO	finer
Löytynsuo-Maamonsuo luonnonsuojelualue	PROPN	PROPN_ASTE	finer
Löytämön Eteissaari	PROPN	PROPN_RUUHI	finer
Löytö-Kaisan kallio	PROPN	PROPN_TUOMIO	finer
L’Hospitalet de Llobregat	PROPN	PROPN_PUNK	finer
M.A.S.I Company	PROPN	PROPN_KÄRRY	finer
MF Global Finance USA	PROPN	PROPN_ACRO_AA	unk
MF Global	PROPN	PROPN_PUNK	finer
MFC Global Investment Management	PROPN	PROPN_PUNK	finer
MFS Investment Management	PROPN	PROPN_PUNK	finer
MG Icon	PROPN	PROPN_PUNK	finer
MGA Entertainment	PROPN	PROPN_PUNK	finer
MKS Supply	PROPN	PROPN_KÄRRY	finer
MOEX Offshore 2007	PROPN	PROPN_ACRO_SEITSEMÄN	unk
MRP Matila Röhr Production	PROPN	PROPN_PUNK	finer
MSP Engineering	PROPN	PROPN_ZEN	finer
Maa- ja elintarviketalouden tutkimuskeskus	PROPN	PROPN_VAKUUTUS	finer
Maa- ja metsätalousministeriö	PROPN	PROPN_HÄIRIÖ	finer
Maa- ja metsätaloustuottajain Keskusliitto	PROPN	PROPN_HIRTTO	finer
Maaherran Ojamaa	PROPN	PROPN_MAA	finer
Maailma ilman natsismia	PROPN	PROPN_VAASAN	finer
Maailman Sionistijärjestö	PROPN	PROPN_JÄÄTELÖ	finer
Maailman Sivu	PROPN	PROPN_ASU	finer
Maailman kauppajärjestö	PROPN	PROPN_JÄÄTELÖ	finer|enwikt
Maailman luonnonsuojeluliitto	PROPN	PROPN_HIRTTO	finer
Maailman lääkäriliitto	PROPN	PROPN_HIRTTO	finer
Maailman postiliitto	PROPN	PROPN_HIRTTO	finer
Maailman shakkiliitto	PROPN	PROPN_HIRTTO	finer
Maailman talousfoorumi	PROPN	PROPN_KANAALI	finer
Maailman terveysjärjestö	PROPN	PROPN_JÄÄTELÖ	finer
Maailman työjärjestö	PROPN	PROPN_JÄÄTELÖ	finer
Maailman veteraanijärjestö	PROPN	PROPN_JÄÄTELÖ	finer
Maakka-rukan niva	PROPN	PROPN_KIRJA	finer
Maalan Puntanen	PROPN	PROPN_AAKKOSTAMINEN	finer
Maamainen Maaherranrakli	PROPN	PROPN_RUUVI	finer
Maamainen Pihlavakari	PROPN	PROPN_RUUVI	finer
Maamainen Satamakari	PROPN	PROPN_RUUVI	finer
Maan Kukkosaari	PROPN	PROPN_RUUHI	finer
Maan Ystävät	PROPN	PROPN_KÄRÄJÄT	finer
Maan ystävät	PROPN	PROPN_KÄRÄJÄT	finer
Maaninkajärven Isoaho	PROPN	PROPN_TALO	finer
Maaninkajärven Pikkuaho	PROPN	PROPN_TALO	finer
Maanpuolustuskiltojen liitto	PROPN	PROPN_HIRTTO	finer
Maanpuolustusnaisten Liitto	PROPN	PROPN_HIRTTO	finer
Maanpään ulkokari	PROPN	PROPN_RUUVI	finer
Maanrakennus Katupojat	PROPN	PROPN_JUHLAT	finer
Maantien Pahtavaara	PROPN	PROPN_KIRJA	finer
Maantien Pesola	PROPN	PROPN_KITARA	finer
Maantieteen Opiskelijat	PROPN	PROPN_MARKKINAT	finer
Maanviljelijäin puolue	PROPN	PROPN_ASTE	finer
Maarianhaminan lentoasema	PROPN	PROPN_VOIMA	finer
Maaseudun Kunnallisten Viranhaltijain Liitto	PROPN	PROPN_HIRTTO	finer
Maaseudun Nuorten Liitto	PROPN	PROPN_HIRTTO	finer
Maaseudun Sivistysliitto	PROPN	PROPN_HIRTTO	finer
Maaseudun kehittämisyhdistys	PROPN	PROPN_RÄJÄYTYS	finer
Maatalous-metsäylioppilaiden liitto	PROPN	PROPN_HIRTTO	finer
Maataloustoimihenkilöjärjestöjen Liitto	PROPN	PROPN_HIRTTO	finer
Macedo de Cavaleiros	PROPN	PROPN_PUNK	finer
Mackmyra Svensk Whisky	PROPN	PROPN_KÄRRY	finer
Madhya Pradesh	PROPN	PROPN_PUNK	finer
Madinat Hamad	PROPN	PROPN_PUNK	finer
Mae Hong Son	PROPN	PROPN_PUNK	finer
Mae Sariang	PROPN	PROPN_PUNK	finer
Mae Sot	PROPN	PROPN_PUNK	finer
Magadanin alue	PROPN	PROPN_ASTE	finer
Magen David Adom	PROPN	PROPN_PUNK	finer
Magna Carta	PROPN	PROPN_KIRJA	finer
Magna Graecia	PROPN	PROPN_KITARA	enwikt
Maha-Paavon neva	PROPN	PROPN_KIRJA	finer
Mahindra & Mahindra	PROPN	PROPN_KIRJA	finer
Maidonjalostajien ja meijeritukkukauppiaiden liitto	PROPN	PROPN_HIRTTO	finer
Maija-Leenan lahti	PROPN	PROPN_LAHTI	finer
Maija-Liisan suo	PROPN	PROPN_VUO	finer
Maija-raukan saajo	PROPN	PROPN_TALO	finer
Maija-tädin saari	PROPN	PROPN_RUUHI	finer
Maijalan Kotikorpi	PROPN	PROPN_KORPI	finer
Maijan Aleksin jänkkä	PROPN	PROPN_HÖLKKÄ	finer
Mainostajien Liitto	PROPN	PROPN_HIRTTO	finer
Mainostajien liitto	PROPN	PROPN_HIRTTO	finer
Mainostoimisto 96	PROPN	PROPN_ACRO_KUUSI	unk
Maitolan Pienihauta	PROPN	PROPN_PATA	finer
Majavahiedan virkistysalue	PROPN	PROPN_ASTE	finer
Makedonian tasavalta	PROPN	PROPN_VALTA	enwikt
Makia Petäjäsaari	PROPN	PROPN_RUUHI	finer
Makow Mazowiecki	PROPN	PROPN_RUUVI	finer
Makow Podhalanski	PROPN	PROPN_RUUVI	finer
Maków Mazowiecki	PROPN	PROPN_RUUVI	finer
Maków Podhalański	PROPN	PROPN_RUUVI	finer
Mali Losinj	PROPN	PROPN_PUNK	finer
Malisen Hauta-aho	PROPN	PROPN_TALO	finer
Malkkilan kirkkopolku	PROPN	PROPN_ALKU	finer
Mallan luonnonpuisto	PROPN	PROPN_TALO	finer
Malmin Kettula	PROPN	PROPN_KITARA	finer
Malmin Super-Koris	PROPN	PROPN_VAKUUTUS	finer
Malmin hautausmaa	PROPN	PROPN_MAA	finer
Malmin ilmailukerho	PROPN	PROPN_TALO	finer
Maltan risti	NOUN	NOUN_RUUVI	enwikt
Maltio Kepperinoja	PROPN	PROPN_VOIMA	finer
Maltion luonnonpuisto	PROPN	PROPN_TALO	finer
Mamman kaivo	PROPN	PROPN_TALO	finer
Man Investments	PROPN	PROPN_ZEN	finer
Manaar Energy Consulting	PROPN	PROPN_PUNK	finer
Management Events	PROPN	PROPN_ZEN	finer
Mancester United	PROPN	PROPN_PUNK	finer
Manchester Airports Group	PROPN	PROPN_PUNK	finer
Manchester City	PROPN	PROPN_KÄRRY	finer
Manchester United	PROPN	PROPN_PUNK	finer
Mandatum Life	PROPN	PROPN_NISSE	finer
Manhattan Private School Advisors	PROPN	PROPN_PUNK	finer
Mankalan voimala	PROPN	PROPN_KITARA	finer
Manki-Heikin korpi	PROPN	PROPN_KORPI	finer
Mankkaan Taksi	PROPN	PROPN_RUUVI	finer
Mannerheimin Lastensuojeluliitto	PROPN	PROPN_HIRTTO	finer
Mannerheimin lastensuojeluliitto	PROPN	PROPN_HIRTTO	finer
Mannheimer Swartling	PROPN	PROPN_PUNK	finer
Mannilan sydänmaa	PROPN	PROPN_MAA	finer
Mannin Hautamaa	PROPN	PROPN_MAA	finer
Mannin Matti	PROPN	PROPN_KORTTI	finer
Manroland Websystems	PROPN	PROPN_ZEN	finer
Mansa Konko	PROPN	PROPN_TALO	finer
Manse PP	PROPN	PROPN_ACRO_EE	unk
Mansen Pesäpallo	PROPN	PROPN_TALO	finer
Mansikka-Jussin niemi	PROPN	PROPN_LIEMI	finer
Manswell Enterprises	PROPN	PROPN_ZEN	finer
Maple Leafs	PROPN	PROPN_PUNK	omorfi
Mar del Plata	PROPN	PROPN_PATA	finer
Marco de Canaveses	PROPN	PROPN_PUNK	finer
Marcum Electronics	PROPN	PROPN_PUNK	finer
Marek Lieberberg Konzertagentur	PROPN	PROPN_PUNK	finer
Marex Spectron Group	PROPN	PROPN_PUNK	finer
Mari-Liisan kivi	PROPN	PROPN_KIVI	finer
Maria-vainajan saari	PROPN	PROPN_RUUHI	finer
Marianske Lazne	PROPN	PROPN_NALLE	finer
Marina Horka	PROPN	PROPN_VOIMA	finer
Marine Stewardship Council	PROPN	PROPN_PUNK	finer
Mariner Energy	PROPN	PROPN_KÄRRY	finer
Marinha Grande	PROPN	PROPN_NALLE	finer
Mario Draghi	PROPN	PROPN_RUUVI	finer
Maritim Food	PROPN	PROPN_PUNK	finer
Mariánské Lázně	PROPN	PROPN_NALLE	finer
Marja Bothnia Berries	PROPN	PROPN_ZEN	finer
Marjalan Sitturi	PROPN	PROPN_KANAALI	finer
Mark Zuckerberg	PROPN	PROPN_PUNK	finer
Market Energia	PROPN	PROPN_MAKKARA	finer
Marketdata Enterprises	PROPN	PROPN_ZEN	finer
Marketing & Services	PROPN	PROPN_PUNK	omorfi
Markit Economics	PROPN	PROPN_PUNK	finer
Markkinointiviestinnän Toimistojen Liitto	PROPN	PROPN_HIRTTO	finer
Markkulan Matala	PROPN	PROPN_PROBLEEMA	finer
Marks & Spencer	PROPN	PROPN_BESSERWISSER	finer
Markuksen Aittasaari	PROPN	PROPN_RUUHI	finer
Markun Nilsan järvi	PROPN	PROPN_KIVI	finer
Marlin Equity Partners	PROPN	PROPN_PUNK	finer
Marmiksen Kuula	PROPN	PROPN_VOIMA	finer
Marsh Harbour	PROPN	PROPN_PUNK	finer
Marshall & Ilsley	PROPN	PROPN_JOCKEY	finer
Marskin maja	PROPN	PROPN_KIRJA	finer
Martimon välimaa	PROPN	PROPN_MAA	finer
Martin Antin järvi	PROPN	PROPN_KIVI	finer
Martin Antin vaara	PROPN	PROPN_KIRJA	finer
Martin Iskon palo	PROPN	PROPN_TALO	finer
Martin Kirkkometsä	PROPN	PROPN_HÖPÖTTÄJÄ	finer
Martin Kotajärvet	PROPN	PROPN_RIPSET	finer
Martinselkosen luonnonsuojelualue	PROPN	PROPN_ASTE	finer
Martti Kitunen	PROPN	PROPN_AAKKOSTAMINEN	finer
Martti-herran kallio	PROPN	PROPN_TUOMIO	finer
Marttilan Murto	PROPN	PROPN_SIIRTO	finer
Marttilan Myllymäki	PROPN	PROPN_KÄKI	finer
Marussia Motors	PROPN	PROPN_PUNK	finer
Marvel Comics	PROPN	PROPN_PUNK	finer
Mashava Mine	PROPN	PROPN_NISSE	finer
Masi Company	PROPN	PROPN_KÄRRY	finer
Masjed Soleyman	PROPN	PROPN_PUNK	finer
Maskaseljän Soklomat	PROPN	PROPN_JUHLAT	finer
Maskun Kalustetalo	PROPN	PROPN_TALO	finer
Maskun Kataja	PROPN	PROPN_VOIMA	finer
Mason Töyrisuo	PROPN	PROPN_VUO	finer
Massisen kanava	PROPN	PROPN_VOIMA	finer
Master Kong	PROPN	PROPN_PUNK	finer
Mata del Nance	PROPN	PROPN_NALLE	finer
Matala Eiran Luhtavaara	PROPN	PROPN_KIRJA	finer
Matala Harrijärvi	PROPN	PROPN_KIVI	finer
Matala Joukaisjärvi	PROPN	PROPN_KIVI	finer
Matala Karijärvi	PROPN	PROPN_KIVI	finer
Matala Kehtosvaara	PROPN	PROPN_KIRJA	finer
Matala Kekokari	PROPN	PROPN_RUUVI	finer
Matala Keurunkari	PROPN	PROPN_RUUVI	finer
Matala Kivirova	PROPN	PROPN_VOIMA	finer
Matala Koivajärvi	PROPN	PROPN_KIVI	finer
Matala Kokkolahti	PROPN	PROPN_LAHTI	finer
Matala Kotajärvi	PROPN	PROPN_KIVI	finer
Matala Kuusijärvi	PROPN	PROPN_KIVI	finer
Matala Kuusivaara	PROPN	PROPN_KIRJA	finer
Matala Löytöjärvi	PROPN	PROPN_KIVI	finer
Matala Mutajärvi	PROPN	PROPN_KIVI	finer
Matala Nivunkijärvi	PROPN	PROPN_KIVI	finer
Matala Paltojärvi	PROPN	PROPN_KIVI	finer
Matala Puljujärvi	PROPN	PROPN_KIVI	finer
Matala Ruskisrova	PROPN	PROPN_VOIMA	finer
Matala Selkäsaari	PROPN	PROPN_RUUHI	finer
Matala Sikajärvi	PROPN	PROPN_KIVI	finer
Matala Suokari	PROPN	PROPN_RUUVI	finer
Matala Suottajärvi	PROPN	PROPN_KIVI	finer
Matala Tervajärvi	PROPN	PROPN_KIVI	finer
Matala Vehkajärvi	PROPN	PROPN_KIVI	finer
Matala Vuontisjärvi	PROPN	PROPN_KIVI	finer
Matalan-Nivungin oja	PROPN	PROPN_VOIMA	finer
Matalan-Nivungin selkä	PROPN	PROPN_NÄLKÄ	finer
Matfabriken i Skandinavien	PROPN	PROPN_PUNK	finer
Matin Haukijärvi	PROPN	PROPN_KIVI	finer
Matin Kevätjärvi	PROPN	PROPN_KIVI	finer
Matin Kivisaari	PROPN	PROPN_RUUHI	finer
Matin Pekan niemi	PROPN	PROPN_LIEMI	finer
Matka-aavan lammit	PROPN	PROPN_LAMMIT	finer
Matkailu- ja Ravintolapalvelut	PROPN	PROPN_NEUVOTTELUT	finer
Matkailutoimittajien Kilta	PROPN	PROPN_VALTA	finer
Matkatoimisto Area	PROPN	PROPN_KITARA	finer
Matkatoimistovirkailijain Liitto	PROPN	PROPN_HIRTTO	finer
Matkavaaran Lakisuo	PROPN	PROPN_VUO	finer
MatlnPatterson Global Investors	PROPN	PROPN_PUNK	finer
Mato-Ellin mäki	PROPN	PROPN_KÄKI	finer
Matthew Town	PROPN	PROPN_PUNK	finer
Matti Mustan tupa	PROPN	PROPN_LUPA	finer
Matti-vaarin suo	PROPN	PROPN_VUO	finer
Matti-vainaan aho	PROPN	PROPN_TALO	finer
Matti-vainaan niemi	PROPN	PROPN_LIEMI	finer
Matti-vainaan oja	PROPN	PROPN_VOIMA	finer
Matti-vainaan palo	PROPN	PROPN_TALO	finer
Matti-äijän niemi	PROPN	PROPN_LIEMI	finer
Mattilan Leppänen	PROPN	PROPN_KYLKIÄINEN	finer
Mattilan Suurisuo	PROPN	PROPN_VUO	finer
Matu Capital	PROPN	PROPN_PUNK	finer
Maulan Sitturi	PROPN	PROPN_KANAALI	finer
Maunun Matti	PROPN	PROPN_KORTTI	finer
Maunun Tupasuvanto	PROPN	PROPN_TUNTO	finer
Maupertuisin muistomerkki	PROPN	PROPN_LOKKI	finer
Maverick Capital	PROPN	PROPN_PUNK	finer
Mawson Resources	PROPN	PROPN_PUNK	finer
Max Bank	PROPN	PROPN_PUNK	finer
Maximus Trading Platform	PROPN	PROPN_PUNK	finer
May Pen	PROPN	PROPN_ZEN	finer
Mazara del Vallo	PROPN	PROPN_TALO	finer
Mbamba Bay	PROPN	PROPN_GAY	finer
McKinsey & Company	PROPN	PROPN_KÄRRY	finer
Meadow Lake	PROPN	PROPN_NALLE	finer
Meat Corporation	PROPN	PROPN_STADION	finer
Mecator Advisory Group	PROPN	PROPN_PUNK	finer
Medeia Therapeutics	PROPN	PROPN_PUNK	finer
Mediasales Finland	PROPN	PROPN_PUNK	finer
Medicinarklubben Thorax	PROPN	PROPN_PUNK	finer
Medicine Hat	PROPN	PROPN_PUNK	finer
Megala Kalyvia	PROPN	PROPN_MAKKARA	finer
Megalo Chorio	PROPN	PROPN_ESQUIMAU	finer
Megála Kalývia	PROPN	PROPN_MAKKARA	finer
Megálo Chorió	PROPN	PROPN_ESQUIMAU	finer
Meidän Katsastus	PROPN	PROPN_VAKUUTUS	finer
Meijerialan Ammattilaiset	PROPN	PROPN_RAPPUSET	finer
Meikon luonnonsuojelualue	PROPN	PROPN_ASTE	finer
Meira Nova	PROPN	PROPN_VOIMA	finer
Mercedes Benz	PROPN	PROPN_ZEN	finer
Mercedes Marcó del Pont	PROPN	PROPN_PUNK	finer
Merikarvian Into	PROPN	PROPN_TUNTO	finer
Merilän Alakoski	PROPN	PROPN_ONNI	finer
Merkkisen kaltio	PROPN	PROPN_TUOMIO	finer
Merrill Lynch	PROPN	PROPN_ZEN	finer
Merrion Capital	PROPN	PROPN_PUNK	finer
Mersa Matruh	PROPN	PROPN_PUNK	finer
Mesa Air Group	PROPN	PROPN_PUNK	finer
Messiniakos Kolpos	PROPN	PROPN_PUNK	finer
Messiniakós Kólpos	PROPN	PROPN_PUNK	finer
Messukylän Toverit	PROPN	PROPN_FARMARIT	finer
Mestec Kralove	PROPN	PROPN_ROSÉ	finer
Mesto Albrechtice	PROPN	PROPN_NALLE	finer
Mesto Touskov	PROPN	PROPN_PUNK	finer
Metallityöväen Liitto	PROPN	PROPN_HIRTTO	finer
Meteli Seis	PROPN	PROPN_VAASAN	finer
Metro International	PROPN	PROPN_PUNK	finer
Metro-Goldwyn-Mayer Studios	PROPN	PROPN_PUNK	finer
Metroradio Finland	PROPN	PROPN_PUNK	finer
Metso Paper	PROPN	PROPN_STADION	finer
Metso Power	PROPN	PROPN_STADION	finer
Metsopalon Isolaki	PROPN	PROPN_NOKI	finer
Metsä Board	PROPN	PROPN_PUNK	finer
Metsä Fibre	PROPN	PROPN_NISSE	finer
Metsä Group	PROPN	PROPN_PUNK	finer
Metsä Tissue	PROPN	PROPN_ZOMBIE	finer
Metsä Wood	PROPN	PROPN_PUNK	finer
Metsä-Pietilän suo	PROPN	PROPN_VUO	finer
Metsä-Ruonan lammit	PROPN	PROPN_LAMMIT	finer
Metsä-Tuomelan jäteasema	PROPN	PROPN_VOIMA	finer
Metsäalan Asiantuntijat	PROPN	PROPN_MARKKINAT	finer
Metsäalan Työnjohtajaliitto	PROPN	PROPN_HIRTTO	finer
Metsälän kesätie	PROPN	PROPN_TIE	finer
Metsäniemen kesäkoti	PROPN	PROPN_TAUTI	finer
Metsäpirtin kompostointikenttä	PROPN	PROPN_KENTTÄ	finer
Metsätalouden kehittämiskeskus Tapio	PROPN	PROPN_TUOMIO	finer
Mexico City	PROPN	PROPN_KÄRRY	omorfi|finer
Meyer Werft	PROPN	PROPN_ZEN	finer
Miasteczko Slaskie	PROPN	PROPN_NALLE	finer
Miasteczko Śląskie	PROPN	PROPN_NALLE	finer
Michael Rake	PROPN	PROPN_NALLE	finer
MicroUnity Systems Engineering	PROPN	PROPN_ZEN	finer
Microsoft Corp	PROPN	PROPN_PUNK	finer
Midinvest Management	PROPN	PROPN_PUNK	finer
Midwest City	PROPN	PROPN_KÄRRY	finer
Miedzyrzec Podlaski	PROPN	PROPN_RUUVI	finer
Miehikkälän Vilkas	PROPN	PROPN_ASUKAS	finer
Miejska Gorka	PROPN	PROPN_VOIMA	finer
Miejska Górka	PROPN	PROPN_VOIMA	finer
Miekon Liski	PROPN	PROPN_TYYLI	finer
Mielenterveyden keskusliitto	PROPN	PROPN_HIRTTO	finer
Mielenterveys- ja kehitysvamma-alan liitto	PROPN	PROPN_HIRTTO	finer
Mielenterveysyhdistys Taimi	PROPN	PROPN_TAIMI	finer
Mielisairaanhoitajien Liitto	PROPN	PROPN_HIRTTO	finer
Miercurea Nirajului	PROPN	PROPN_HAI	finer
Miercurea Sibiului	PROPN	PROPN_HAI	finer
Miesjärjestöjen keskusliitto	PROPN	PROPN_HIRTTO	finer
Miesten tasa-arvo	PROPN	PROPN_TALO	finer
Miettilän Kunttasuo	PROPN	PROPN_VUO	finer
Migdal HaEmek	PROPN	PROPN_PUNK	finer
Miina-vainaan suo	PROPN	PROPN_VUO	finer
Mikkelin Hiihtäjät	PROPN	PROPN_KÄRÄJÄT	finer
Mikkelin Huili	PROPN	PROPN_RUUVI	finer
Mikkelin Kilpa-Veikot	PROPN	PROPN_JOUKOT	finer
Mikkelin Passarit	PROPN	PROPN_FARMARIT	finer
Mikki-Matin aho	PROPN	PROPN_TALO	finer
Mikko Määtän lampi	PROPN	PROPN_SAMPI	finer
Mikko Määtän vaara	PROPN	PROPN_KIRJA	finer
Mikko-raukan lahti	PROPN	PROPN_LAHTI	finer
Mikko-vainajan jänkkä	PROPN	PROPN_HÖLKKÄ	finer
Mikkolan Hangaskuru	PROPN	PROPN_ASU	finer
Mikkolan Hautalehto	PROPN	PROPN_VETO	finer
Mikon Jaakon Ahvenjärvet	PROPN	PROPN_RIPSET	finer
Mikon Kuokkamaa	PROPN	PROPN_MAA	finer
Mikon Munasaari	PROPN	PROPN_RUUHI	finer
Mikon Paavo	PROPN	PROPN_TALO	finer
Mikro Dereio	PROPN	PROPN_GALILEO	finer
Mikró Déreio	PROPN	PROPN_GALILEO	finer
Millenium Wave	PROPN	PROPN_NALLE	finer
Millennium Challenge Account	PROPN	PROPN_PUNK	finer
Milltown Malbay	PROPN	PROPN_BEIGNET	finer
Millward Brown	PROPN	PROPN_PUNK	finer
Milon Venus	PROPN	PROPN_VAKUUTUS	enwikt
Mina Salman	PROPN	PROPN_PUNK	finer
Mina’ Jabal ’Ali	PROPN	PROPN_BRASSERIE	finer
Mina’ Saqr	PROPN	PROPN_PUNK	finer
Mina’ Zayid	PROPN	PROPN_ZEN	finer
Mineralnyje Vody	PROPN	PROPN_KÄRRY	finer
Minkiön asema	PROPN	PROPN_VOIMA	finer
Minsk Mazowiecki	PROPN	PROPN_RUUVI	finer
Mirae Asset Securities	PROPN	PROPN_PUNK	finer
Miram Shah	PROPN	PROPN_PUNK	finer
Miranda do Douro	PROPN	PROPN_TALO	finer
Mirgor SACIFIA	PROPN	PROPN_ACRO_AA	unk
Mirror Worlds	PROPN	PROPN_PUNK	finer
Mitchell’s Plain	PROPN	PROPN_PUNK	finer
Mitrin Paloniemi	PROPN	PROPN_TAIMI	finer
Mitsubishi Corporation	PROPN	PROPN_STADION	finer
Mitsubishi Electric	PROPN	PROPN_ZEN	finer
Mitsubishi Heavy Industries	PROPN	PROPN_PUNK	finer
Mitsubishi Motors	PROPN	PROPN_PUNK	finer
Mitsubishi UFJ Asset Management	PROPN	PROPN_PUNK	finer
Mitsubishi UFJ Financial Group	PROPN	PROPN_PUNK	finer
Mitsubishi UFJ	PROPN	PROPN_ACRO_II	unk
Mitsui & Co	PROPN	PROPN_ACRO_OO	unk
Mitsui Fudosan	PROPN	PROPN_PUNK	finer
Mitsui Oil Exploration	PROPN	PROPN_STADION	finer
Mizan Teferi	PROPN	PROPN_TYYLI	finer
Mizuho Corporate Bank	PROPN	PROPN_PUNK	finer
Mizuho Financial Group	PROPN	PROPN_PUNK	finer
Mizuho International	PROPN	PROPN_PUNK	finer
Międzyrzec Podlaski	PROPN	PROPN_RUUVI	finer
Mińsk Mazowiecki	PROPN	PROPN_RUUVI	finer
Mlada Boleslav	PROPN	PROPN_PUNK	finer
Mlada Vozice	PROPN	PROPN_NALLE	finer
Mladá Boleslav	PROPN	PROPN_PUNK	finer
Mladá Vožice	PROPN	PROPN_NALLE	finer
Mnichovo Hradiste	PROPN	PROPN_NALLE	finer
Mnichovo Hradiště	PROPN	PROPN_NALLE	finer
Mnisek pod Brdy	PROPN	PROPN_KÄRRY	finer
Mníšek pod Brdy	PROPN	PROPN_KÄRRY	finer
Mo i Rana	PROPN	PROPN_KIRJA	finer
Mobila Electronics	PROPN	PROPN_PUNK	finer
Modern Time Group	PROPN	PROPN_PUNK	finer
Modi Group	PROPN	PROPN_PUNK	finer
Modry Kamen	PROPN	PROPN_PUNK	finer
Modrý Kameň	PROPN	PROPN_PUNK	finer
Moet Hennessy Louis Vuitton	PROPN	PROPN_STADION	finer
Mogale Alloys	PROPN	PROPN_ZEN	finer
Mogi das Cruzes	PROPN	PROPN_PUNK	finer
Mohale’s Hoek	PROPN	PROPN_PUNK	finer
Moikan Harrijärvet	PROPN	PROPN_RIPSET	finer
Moikan Harrioja	PROPN	PROPN_VOIMA	finer
Moilasen Raadesuo	PROPN	PROPN_VUO	finer
Moisionniityn muistokivi	PROPN	PROPN_ONNI	finer
Moldava nad Bodvou	PROPN	PROPN_KUNGFU	finer
Moldova Noua	PROPN	PROPN_VOIMA	finer
Moldova Nouă	PROPN	PROPN_VODĂ	finer
Mole Saint-Nicolas	PROPN	PROPN_CROIX	finer
Monacon ruhtinaskunta	PROPN	PROPN_VOIMA	enwikt
Mong Cai	PROPN	PROPN_HAI	finer
Monkey Bay	PROPN	PROPN_GAY	finer
Monkey River Town	PROPN	PROPN_PUNK	finer
Monosen Kuusinen	PROPN	PROPN_AAKKOSTAMINEN	finer
Monte Carlo -menetelmä	NOUN	NOUN_HÖPÖTTÄJÄ	enwikt
Monte Lirio	PROPN	PROPN_TUOMIO	finer
Monte dei Paschi di Siena	PROPN	PROPN_KIRJA	finer
Montego Bay	PROPN	PROPN_BEIGNET	finer
Montes Claros	PROPN	PROPN_PUNK	finer
Montin Pultti	PROPN	PROPN_KORTTI	finer
Moose Jaw	PROPN	PROPN_BORDEAUX	finer
Morant Bay	PROPN	PROPN_BEIGNET	finer
Moravska Trebova	PROPN	PROPN_CHACHACHA	finer
Moravske Budejovice	PROPN	PROPN_NALLE	finer
Moravsky Beroun	PROPN	PROPN_PUNK	finer
Moravsky Krumlov	PROPN	PROPN_PUNK	finer
Moravská Třebová	PROPN	PROPN_CHACHACHA	finer
Moravské Budějovice	PROPN	PROPN_NALLE	finer
Moravský Beroun	PROPN	PROPN_PUNK	finer
Moravský Krumlov	PROPN	PROPN_PUNK	finer
Morgamojan Kultala	PROPN	PROPN_KITARA	finer
Morgan Keegan	PROPN	PROPN_PUNK	finer
Morgan Stanley	PROPN	PROPN_JOCKEY	finer
Mosaid Technologies	PROPN	PROPN_PUNK	finer
Moskovan alue	PROPN	PROPN_ASTE	finer
Moskun Kaivosoja	PROPN	PROPN_VOIMA	finer
Moskun Saihomaa	PROPN	PROPN_MAA	finer
Motorola Home	PROPN	PROPN_NALLE	finer
Motorola Mobility	PROPN	PROPN_KÄRRY	finer
Motorola Solutions	PROPN	PROPN_PUNK	finer
Motorola Technologies	PROPN	PROPN_PUNK	finer
Mount Abu	PROPN	PROPN_ASU	finer
Mount Gambier	PROPN	PROPN_PUNK	finer
Mount Hagen	PROPN	PROPN_STADION	finer
Mount Isa	PROPN	PROPN_KIRJA	finer
Mount Pearl	PROPN	PROPN_PUNK	finer
Mount Vernon	PROPN	PROPN_STADION	finer
Moventas Santasalo	PROPN	PROPN_TALO	finer
