lemma	homonym	new_para	origin
Moventas Wind	PROPN	PROPN_ZEN	finer
Moving Goods	PROPN	PROPN_PUNK	finer
Mrkonjic Grad	PROPN	PROPN_PUNK	finer
Mrkonjić Grad	PROPN	PROPN_PUNK	finer
Mszana Dolna	PROPN	PROPN_VOIMA	finer
Muhoksen Pallo-Salamat	PROPN	PROPN_MARKKINAT	finer
Muhoksen Urheilijat	PROPN	PROPN_MARKKINAT	finer
Mukka-Lijangin saari	PROPN	PROPN_RUUHI	finer
Mulheim an der Ruhr	PROPN	PROPN_PUNK	finer
Muljulan kalmisto	PROPN	PROPN_RUIPELO	finer
Muljun Jalkapoika	PROPN	PROPN_POIKA	finer
Mullins River	PROPN	PROPN_ZEN	finer
Multi-Link Terminals	PROPN	PROPN_PUNK	finer
Muna-Antin saari	PROPN	PROPN_RUUHI	finer
Munich Re	PROPN	PROPN_BÉBÉ	finer
Munnin Pyöriäsuo	PROPN	PROPN_VUO	finer
Munsala IK	PROPN	PROPN_ACRO_OO	unk
Munuais- ja maksaliitto	PROPN	PROPN_HIRTTO	finer
Muonion Tunturi-Veikot	PROPN	PROPN_JOUKOT	finer
Muorravaarakan Purnuvaara	PROPN	PROPN_KIRJA	finer
Muotkatakan sotamuistomerkki	PROPN	PROPN_LOKKI	finer
Muotkatunturin erämaa-alue	PROPN	PROPN_ASTE	finer
Murata Manufacturing	PROPN	PROPN_PUNK	finer
Murikan Tukkiniemi	PROPN	PROPN_TAIMI	finer
Murmanskin alue	PROPN	PROPN_ASTE	finer
Muroleen kanava	PROPN	PROPN_VOIMA	finer
Murowana Goslina	PROPN	PROPN_KITARA	finer
Murowana Goślina	PROPN	PROPN_KITARA	finer
Murray Bridge	PROPN	PROPN_NISSE	finer
Murska Sobota	PROPN	PROPN_VOIMA	finer
Mursko Sredisce	PROPN	PROPN_NISSE	finer
Museoalan ammattiliitto	PROPN	PROPN_HIRTTO	finer
Museoalan ammattiyhdistys	PROPN	PROPN_RÄJÄYTYS	finer
Music Against Drugs	PROPN	PROPN_PUNK	finer
Music Export Finland	PROPN	PROPN_PUNK	finer
Mussalon satama	PROPN	PROPN_VOIMA	finer
Mustan Matin Rahajärvi	PROPN	PROPN_KIVI	finer
Mustan Parlammin korpi	PROPN	PROPN_KORPI	finer
Mustan-Jussin saari	PROPN	PROPN_RUUHI	finer
Mustan-Kohman joki	PROPN	PROPN_NOKI	finer
Mustan-Köykyn neva	PROPN	PROPN_KIRJA	finer
Mustan-Matin selkä	PROPN	PROPN_NÄLKÄ	finer
Mustankuljun Latosaari	PROPN	PROPN_RUUHI	finer
Mustanlahden teollisuusalue	PROPN	PROPN_ASTE	finer
Mustanmeren talousjärjestö	PROPN	PROPN_JÄÄTELÖ	finer
Mustanrinnantunturin luonnonsuojelualue	PROPN	PROPN_ASTE	finer
Mustavaaran Kaivos	PROPN	PROPN_VAKUUTUS	finer
Mustavuoman lehtojensuojelualue	PROPN	PROPN_ASTE	finer
Mustikkaharjun kytömaa	PROPN	PROPN_MAA	finer
Mustolan Haataja	PROPN	PROPN_VOIMA	finer
Mustolan satama	PROPN	PROPN_VOIMA	finer
Mustosensuon Ranta-aho	PROPN	PROPN_TALO	finer
Mutalan Riento	PROPN	PROPN_TUNTO	finer
Mutkan Matin kaski	PROPN	PROPN_ONNI	finer
Muuramen Lentopallo	PROPN	PROPN_TALO	finer
Muuramen Urheilijat	PROPN	PROPN_MARKKINAT	finer
Muuramen Yritys	PROPN	PROPN_RÄJÄYTYS	finer
Muutos 2011	PROPN	PROPN_ACRO_YKSI	unk
Muutosvoimat Suomi	PROPN	PROPN_ONNI	finer
Muuttopalvelu Grundell	PROPN	PROPN_PUNK	finer
Mykkä-Kaijan pottu	PROPN	PROPN_TORTTU	finer
Mylan Pharmaceuticals	PROPN	PROPN_PUNK	finer
Mylly-Jussin vuori	PROPN	PROPN_RUUHI	finer
Mylly-Kartun joki	PROPN	PROPN_NOKI	finer
Mylly-Pekan niitty	PROPN	PROPN_PYTTY	finer
Myllykankaan Pirttiselkä	PROPN	PROPN_NÄLKÄ	finer
Myllykosken voimala	PROPN	PROPN_KITARA	finer
Myllykoski Paper	PROPN	PROPN_STADION	finer
Myllykylän kartano	PROPN	PROPN_RUIPELO	finer
Myllynkivien laituri	PROPN	PROPN_KANAALI	finer
Myllärisen Marjo	PROPN	PROPN_TALO	finer
Mynämäen Suunnistajat -52	PROPN	PROPN_ACRO_KAKSI	unk
Myrtoo Pelagos	PROPN	PROPN_PUNK	finer
Myrtóo Pélagos	PROPN	PROPN_PUNK	finer
Myrän Roiha	PROPN	PROPN_VOIMA	finer
Myymäläesimiesten Liitto	PROPN	PROPN_HIRTTO	finer
Myynnin ja markkinoinnin ammattilaiset	PROPN	PROPN_RAPPUSET	finer
Mäen Pesola	PROPN	PROPN_KITARA	finer
Mäenpään Valkeinen	PROPN	PROPN_AAKKOSTAMINEN	finer
Mäkelän piiri	PROPN	PROPN_TYYLI	finer
Mäki-Juulan mäki	PROPN	PROPN_KÄKI	finer
Mäki-Matin kallio	PROPN	PROPN_TUOMIO	finer
Mäkilän Kalatoin	PROPN	PROPN_KALATOIN	finer
Mäkrän maja	PROPN	PROPN_KIRJA	finer
Mämmijoen Kotasaajo	PROPN	PROPN_TALO	finer
Männikkö-Aapon kari	PROPN	PROPN_RUUVI	finer
Mäntsälän Metsäkulma	PROPN	PROPN_VOIMA	finer
Mäntsälän Sähkö	PROPN	PROPN_MÖMMÖ	finer
Mäntsälän Urheilijat	PROPN	PROPN_MARKKINAT	finer
Mäntsälän ilmailukerho	PROPN	PROPN_TALO	finer
Mäntyharjun Jäntevä	PROPN	PROPN_HÖPÖTTÄJÄ	finer
Mäntyharjun Reissupolku	PROPN	PROPN_ALKU	finer
Mäntyharjun Virkistys	PROPN	PROPN_RÄJÄYTYS	finer
Mäntylammin kämppä	PROPN	PROPN_SEPPÄ	finer
Mäntyojan Lahnanen	PROPN	PROPN_AAKKOSTAMINEN	finer
Mäntyrinteen hautausmaa	PROPN	PROPN_MAA	finer
Mäntän Valo	PROPN	PROPN_TALO	finer
Määtän Hautamaa	PROPN	PROPN_MAA	finer
Mærsk Line	PROPN	PROPN_NISSE	finer
Médecins du Monde	PROPN	PROPN_NALLE	finer
Möller Maersk	PROPN	PROPN_PUNK	finer
Mölnlycke Health Care	PROPN	PROPN_NALLE	finer
Mölö-Matin korpi	PROPN	PROPN_KORPI	finer
Möttösen Peltoketo	PROPN	PROPN_VETO	finer
Mülheim an der Ruhr	PROPN	PROPN_PUNK	finer
Městec Králové	PROPN	PROPN_ROSÉ	finer
Město Albrechtice	PROPN	PROPN_NALLE	finer
Město Touškov	PROPN	PROPN_PUNK	finer
Mīnā’ Jabal ’Alī	PROPN	PROPN_BRASSERIE	finer
Mīnā’ Zāyid	PROPN	PROPN_ZEN	finer
Mīnā’ Şaqr	PROPN	PROPN_PUNK	finer
NA f.	NOUN	NOUN_ESIM.	unk
NCC Rakennus	PROPN	PROPN_VAKUUTUS	finer
NCG Banco	PROPN	PROPN_TALO	finer
NPD Group	PROPN	PROPN_PUNK	finer
NTT Docomo	PROPN	PROPN_TALO	finer
NYSE Euronext	PROPN	PROPN_PUNK	finer
Naantalin Koripalloilijat	PROPN	PROPN_MARKKINAT	finer
Naantalin Löyly	PROPN	PROPN_KÄRRY	finer
Naaran Puttola	PROPN	PROPN_KITARA	finer
Naarvan Virtala	PROPN	PROPN_KITARA	finer
Nabereznyje Tselny	PROPN	PROPN_KÄRRY	finer
Naberežnyje Tšelny	PROPN	PROPN_KÄRRY	finer
Nabors Industries	PROPN	PROPN_PUNK	finer
Nag Hammadi	PROPN	PROPN_RUUVI	finer
Nagar Haveli	PROPN	PROPN_KANAALI	finer
Nahka- ja Kumialojen Liitto	PROPN	PROPN_HIRTTO	finer
Naisasialiitto Unioni	PROPN	PROPN_KANAALI	finer
Naisjärjestöjen Keskusliitto	PROPN	PROPN_HIRTTO	finer
Naisjärjestöt Yhteistyössä	PROPN	PROPN_VAASAN	finer
Naisten pankki	PROPN	PROPN_LOKKI	finer
Naisten puolue	PROPN	PROPN_ASTE	finer
Nakhon Phanom	PROPN	PROPN_PUNK	finer
Nakhon Ratchasima	PROPN	PROPN_KIRJA	finer
Nakhon Sawan	PROPN	PROPN_PUNK	finer
Nakhon Si Thammarat	PROPN	PROPN_PUNK	finer
Nakkilan Paterit	PROPN	PROPN_FARMARIT	finer
Naklo nad Notecia	PROPN	PROPN_KIRJA	finer
Nakło nad Notecią	PROPN	PROPN_CHACHACHA	finer
Nalle Puh	PROPN	PROPN_PUNK	enwikt
Naltijärven kesäpaikka	PROPN	PROPN_POLITIIKKA	finer
Nam Dinh	PROPN	PROPN_ZEN	finer
Nam Thane	PROPN	PROPN_NALLE	finer
Namest nad Oslavou	PROPN	PROPN_KUNGFU	finer
Namibia Custom Smelters	PROPN	PROPN_ZEN	finer
Namika Lahti	PROPN	PROPN_LAHTI	finer
Napa Lemmistö	PROPN	PROPN_MÖMMÖ	finer
Napapiirin Palloketut	PROPN	PROPN_NIITUT	finer
Narsistien uhrien tuki	PROPN	PROPN_NOKI	finer
Naruskajoen tammi	PROPN	PROPN_ONNI	finer
Narvesen Baltija	PROPN	PROPN_MAKKARA	finer
Nasakkalan kämppä	PROPN	PROPN_SEPPÄ	finer
Nasaret Illit	PROPN	PROPN_ZEN	finer
Nasdaq OMX Helsinki	PROPN	PROPN_HÄMMINKI	finer
Nasdaq OMX	PROPN	PROPN_ACRO_ÄKS	unk
Nash Dom Primorye	PROPN	PROPN_NISSE	finer
Nash Dom	PROPN	PROPN_PUNK	finer
Nasin Paisto	PROPN	PROPN_TALO	finer
Nasserin kanava	PROPN	PROPN_VOIMA	finer
Nastolan Montari	PROPN	PROPN_KANAALI	finer
National Asset Management Agency	PROPN	PROPN_KÄRRY	finer
National Australia Bank	PROPN	PROPN_PUNK	finer
National Bank of Greece	PROPN	PROPN_NISSE	finer
National Bank	PROPN	PROPN_PUNK	finer
National Bureau of Economic Reserach	PROPN	PROPN_PUNK	finer
National Democratic Institute	PROPN	PROPN_NALLE	finer
National Electric Vehicle Sweden	PROPN	PROPN_ZEN	finer
National Geographic Society	PROPN	PROPN_KÄRRY	finer
National Geographic	PROPN	PROPN_PUNK	omorfi
National Iranian Copper Industries Company	PROPN	PROPN_KÄRRY	finer
National Irish Bank	PROPN	PROPN_PUNK	finer
National Modern Energy Holdings	PROPN	PROPN_PUNK	finer
National Oilwell	PROPN	PROPN_PUNK	finer
National Petroleum Corporation	PROPN	PROPN_STADION	finer
National Semiconductor Corporation	PROPN	PROPN_STADION	finer
National Semiconductor	PROPN	PROPN_STADION	finer
Nationwide Building Society	PROPN	PROPN_KÄRRY	finer
Natska-Pekan mäki	PROPN	PROPN_KÄKI	finer
Natura Castrén	PROPN	PROPN_PUNK	finer
NaturaMed Pharma	PROPN	PROPN_KIRJA	finer
Naujoji Akmene	PROPN	PROPN_ROSÉ	finer
Naujoji Akmenė	PROPN	PROPN_ROSÉ	finer
Nautelankosken luonnonsuojelualue	PROPN	PROPN_ASTE	finer
Navi Mumbai	PROPN	PROPN_HAI	finer
Navistar International	PROPN	PROPN_PUNK	finer
Nea Anchialos	PROPN	PROPN_FRANCIS	finer
Nea Fokaia	PROPN	PROPN_MAKKARA	finer
Nea Kallikrateia	PROPN	PROPN_KITARA	finer
Nea Kerdylia	PROPN	PROPN_KITARA	finer
Nea Madytos	PROPN	PROPN_VAKUUTUS	finer
Nea Michaniona	PROPN	PROPN_VOIMA	finer
Nea Moudania	PROPN	PROPN_CHACHACHA	finer
Nea Poteidaia	PROPN	PROPN_KITARA	finer
Nea Smyrni	PROPN	PROPN_TYYLI	finer
Nea Styra	PROPN	PROPN_KIRJA	finer
Nea Tiryntha	PROPN	PROPN_KIRJA	finer
Nea Zichni	PROPN	PROPN_TYYLI	finer
Neff Capital Management	PROPN	PROPN_PUNK	finer
Negele Boran	PROPN	PROPN_PUNK	finer
Negru Voda	PROPN	PROPN_VOIMA	finer
Negru Vodă	PROPN	PROPN_VODĂ	finer
Neitijärven kämpät	PROPN	PROPN_TÖLPÄT	finer
Neitsyen superjoukko	PROPN	PROPN_UKKO	enwikt
Neitsyt Maria	PROPN	PROPN_KITARA	enwikt
Neiturin kanava	PROPN	PROPN_VOIMA	finer
Neljän Pekan jänkkä	PROPN	PROPN_HÖLKKÄ	finer
Nelonen Media	PROPN	PROPN_KITARA	finer
Nemcice nad Hanou	PROPN	PROPN_KUNGFU	finer
Neo Industrial	PROPN	PROPN_PUNK	finer
Neo Karlovasi	PROPN	PROPN_RUUVI	finer
Neo Souli	PROPN	PROPN_RUUVI	finer
Neppersin huoltokoti	PROPN	PROPN_TAUTI	finer
Nerkoon kanava	PROPN	PROPN_VOIMA	finer
Nes Ziyyona	PROPN	PROPN_PROBLEEMA	finer
Neste Oil	PROPN	PROPN_PUNK	finer
Neste Shipping	PROPN	PROPN_ZEN	finer
Network Institute for Global Democratization	PROPN	PROPN_STADION	finer
Network Rail	PROPN	PROPN_PUNK	finer
Network Solutions	PROPN	PROPN_PUNK	finer
Neumarkt am Mieresch	PROPN	PROPN_ZEN	finer
Neustadt an der Weinstrasse	PROPN	PROPN_NALLE	finer
Neustadt an der Weinstraße	PROPN	PROPN_NALLE	finer
Neva-Hoikan neva	PROPN	PROPN_KIRJA	finer
Neva-Valkeisen saari	PROPN	PROPN_RUUHI	finer
New Amsterdam	PROPN	PROPN_PUNK	finer
New Brunswick	PROPN	PROPN_PUNK	finer|enwikt
New Bussa	PROPN	PROPN_VOIMA	finer
New Castle	PROPN	PROPN_NALLE	finer
New Century Financial	PROPN	PROPN_PUNK	finer
New Corporation	PROPN	PROPN_STADION	finer
New Energy Finance	PROPN	PROPN_NALLE	finer
New England Ventures	PROPN	PROPN_PUNK	finer
New Hampshire	PROPN	PROPN_NALLE	finer|enwikt
New Haven	PROPN	PROPN_STADION	finer
New Jersey	PROPN	PROPN_JOCKEY	finer|enwikt
New Mexico	PROPN	PROPN_RUIPELO	finer|enwikt
New Music Community	PROPN	PROPN_KÄRRY	finer
New Orleans	PROPN	PROPN_PUNK	finer
New Plymouth	PROPN	PROPN_PUNK	finer
New Richmond	PROPN	PROPN_PUNK	finer
New Rochelle	PROPN	PROPN_NALLE	finer
New Westminster	PROPN	PROPN_BESSERWISSER	finer
New York City	PROPN	PROPN_KÄRRY	finer
New York Mets	PROPN	PROPN_ZEN	finer
New York Stock Exchange	PROPN	PROPN_NALLE	finer
New York Times	PROPN	PROPN_ZEN	finer
New York	PROPN	PROPN_PUNK	finer|enwikt
New Yorker	PROPN	PROPN_STADION	finer
Newcastle United	PROPN	PROPN_PUNK	finer
Newcastle upon Tyne	PROPN	PROPN_NISSE	finer
Newmont Mining	PROPN	PROPN_ZEN	finer
Newport News	PROPN	PROPN_ZEN	finer
News Corp	PROPN	PROPN_PUNK	finer
News Corporation	PROPN	PROPN_STADION	finer
News International	PROPN	PROPN_PUNK	finer
News of the World	PROPN	PROPN_PUNK	finer
Nexit Ventures	PROPN	PROPN_PUNK	finer
Nha Trang	PROPN	PROPN_PUNK	finer
Niagara Falls	PROPN	PROPN_PUNK	finer
Nicholls Town	PROPN	PROPN_PUNK	finer
Nichols Hills	PROPN	PROPN_ZEN	finer
Niemen Karhula	PROPN	PROPN_KITARA	finer
Niemen Tuorla	PROPN	PROPN_PROBLEEMA	finer
Niemenharkin Kivikari	PROPN	PROPN_RUUVI	finer
Niemoon Etulahti	PROPN	PROPN_LAHTI	finer
Niemoon Takalahti	PROPN	PROPN_LAHTI	finer
Niepposen Kaitavaara	PROPN	PROPN_KIRJA	finer
Nieuw Amsterdam	PROPN	PROPN_PUNK	finer
Nieuw Nickerie	PROPN	PROPN_EDDIE	finer
Night People Group	PROPN	PROPN_PUNK	finer
Nihil Interit	PROPN	PROPN_ZEN	finer
Niileksen Niittyjärvi	PROPN	PROPN_KIVI	finer
Nikkarilan metsäopisto	PROPN	PROPN_RUIPELO	finer
Nikolain Kenkäheinälammet	PROPN	PROPN_LAMMET	finer
Nikolan Pitkätkorvet	PROPN	PROPN_KORVET	finer
Niku Säkkisen aho	PROPN	PROPN_TALO	finer
Niku-Ruikan huhta	PROPN	PROPN_SOTA	finer
Niliojan Korkeatieva	PROPN	PROPN_KIRJA	finer
Niliojan Lalvamaa	PROPN	PROPN_MAA	finer
Nilsiän Pallo-Haukat	PROPN	PROPN_PAIKAT	finer
Nilson Group	PROPN	PROPN_PUNK	finer
Nimetön Rautujärvi	PROPN	PROPN_KIVI	finer
Ningbo Seduno	PROPN	PROPN_TALO	finer
Nioro du Sahel	PROPN	PROPN_PUNK	finer
Nippalan Ranta	PROPN	PROPN_KUTSUNTA	finer
Nippon Express	PROPN	PROPN_ZEN	finer
Nippon Paper Group	PROPN	PROPN_PUNK	finer
Niritsan kota	PROPN	PROPN_SOTA	finer
Niritsankuusikon kota	PROPN	PROPN_SOTA	finer
Nisia Aigaiou Pelagous	PROPN	PROPN_PUNK	finer
Nisia Aigaiou	PROPN	PROPN_KUNGFU	finer
Nisiá Aigaíou Pelágous	PROPN	PROPN_PUNK	finer
Nisiá Aigaíou	PROPN	PROPN_KUNGFU	finer
Nissan Motor	PROPN	PROPN_STADION	finer
Nissin Ahonjänkä	PROPN	PROPN_KENKÄ	finer
Nissin kämppä	PROPN	PROPN_SEPPÄ	finer
Nissisen Kämppälampi	PROPN	PROPN_SAMPI	finer
Nisän kanava	PROPN	PROPN_VOIMA	finer
Niukkalan Salokylä	PROPN	PROPN_HÖPÖTTÄJÄ	finer
Nivalan Urheilijat	PROPN	PROPN_MARKKINAT	finer
Nizni Novgorod	PROPN	PROPN_PUNK	finer
Nizni Tagil	PROPN	PROPN_PUNK	finer
Nižni Novgorod	PROPN	PROPN_PUNK	finer
Nižni Novgorodin alue	PROPN	PROPN_ASTE	finer
Nižni Tagil	PROPN	PROPN_PUNK	finer
Nkayi eli Kayes	PROPN	PROPN_ZEN	finer
Noble Energy	PROPN	PROPN_KÄRRY	finer
Nokia Asset Management	PROPN	PROPN_PUNK	finer
Nokia Eden	PROPN	PROPN_ZEN	finer
Nokia Siemens Networks	PROPN	PROPN_PUNK	finer
Nokia Siemens	PROPN	PROPN_ZEN	finer
Nokia Telecommunication	PROPN	PROPN_STADION	finer
Nokian Panimo	PROPN	PROPN_RUIPELO	finer
Nokian Profiilit	PROPN	PROPN_LASIT	finer
Nokian Renkaat	PROPN	PROPN_RENKAAT	finer
Nokian Urheilijat	PROPN	PROPN_MARKKINAT	finer
Nokian kartano	PROPN	PROPN_RUIPELO	finer
Nombre de Dios	PROPN	PROPN_PUNK	finer
Nomura Holdings	PROPN	PROPN_PUNK	finer
Nomura International	PROPN	PROPN_PUNK	finer
Nomura Securities	PROPN	PROPN_PUNK	finer
Non Fighting Generation	PROPN	PROPN_STADION	finer
Nong Khai	PROPN	PROPN_HAI	finer
Nooa Säästöpankki	PROPN	PROPN_LOKKI	finer
Noormarkun Koitto	PROPN	PROPN_HIRTTO	finer
Noormarkun Nopsa	PROPN	PROPN_VOIMA	finer
Nord Pool	PROPN	PROPN_PUNK	finer
Nord Software	PROPN	PROPN_NALLE	finer
Nord Stream	PROPN	PROPN_PUNK	finer
Nordax Rahoitus	PROPN	PROPN_VAKUUTUS	finer
Nordea Bank Danmark	PROPN	PROPN_PUNK	finer
Nordea Bank Finland	PROPN	PROPN_PUNK	finer
Nordea Bank	PROPN	PROPN_PUNK	finer
Nordea Henkivakuutus	PROPN	PROPN_VAKUUTUS	finer
Nordea Pankki Suomi	PROPN	PROPN_ONNI	finer
Nordea Pankki	PROPN	PROPN_LOKKI	finer
Nordea Rahastoyhtiö	PROPN	PROPN_HÄIRIÖ	finer
Nordea Rahoitus	PROPN	PROPN_VAKUUTUS	finer
Nordex Energy	PROPN	PROPN_KÄRRY	finer
Nordia Management	PROPN	PROPN_PUNK	finer
Nordic Aluminium	PROPN	PROPN_PUNK	finer
Nordic Capital	PROPN	PROPN_PUNK	finer
Nordic Ferry Center	PROPN	PROPN_BESSERWISSER	finer
Nordic Global Airlines	PROPN	PROPN_PUNK	finer
Nordic Growth Market	PROPN	PROPN_PUNK	finer
Nordic Jetline	PROPN	PROPN_NISSE	finer
Nordic Lan & Wan	PROPN	PROPN_PUNK	finer
Nordic Mines	PROPN	PROPN_ZEN	finer
Nordisk Film Distribution	PROPN	PROPN_PUNK	finer
Nordisk Film	PROPN	PROPN_ZEN	finer
Nordsjön kartano	PROPN	PROPN_RUIPELO	finer
Norfolk County	PROPN	PROPN_KÄRRY	finer
Norgani Hotels	PROPN	PROPN_PUNK	finer
Norges Bank Investment Management	PROPN	PROPN_PUNK	finer
Norilsk Nickel	PROPN	PROPN_ZEN	finer
Norske Skog	PROPN	PROPN_PUNK	finer
North Andover	PROPN	PROPN_PUNK	finer
North Battleford	PROPN	PROPN_PUNK	finer
North Bay	PROPN	PROPN_GAY	finer
North Carolina	PROPN	PROPN_KIRJA	finer
North Dakota	PROPN	PROPN_KITARA	finer
North European Oil Trade	PROPN	PROPN_NALLE	finer
North Hub Services Finland	PROPN	PROPN_PUNK	finer
North Little Rock	PROPN	PROPN_PUNK	finer
North Platte	PROPN	PROPN_NALLE	finer
North Shore	PROPN	PROPN_NALLE	finer
North Vancouver	PROPN	PROPN_STADION	finer
North-West Concession Company	PROPN	PROPN_KÄRRY	finer
Northern Rock	PROPN	PROPN_PUNK	finer
Northland Resource	PROPN	PROPN_NALLE	finer
Northland Resources	PROPN	PROPN_PUNK	finer
Northwest Airlines	PROPN	PROPN_PUNK	finer
Norwegian Air Shuttle	PROPN	PROPN_NALLE	finer
Norwegian Property	PROPN	PROPN_KÄRRY	finer
Notio Aigaio	PROPN	PROPN_TALO	finer
Notios Evvoikos Kolpos	PROPN	PROPN_PUNK	finer
Nova Bana	PROPN	PROPN_KIRJA	finer
Nova Bystrice	PROPN	PROPN_NISSE	finer
Nova Dubnica	PROPN	PROPN_KIRJA	finer
Nova Gorica	PROPN	PROPN_KIRJA	finer
Nova Gradiska	PROPN	PROPN_KIRJA	finer
Nova Group	PROPN	PROPN_PUNK	finer
Nova Iguacu	PROPN	PROPN_ASU	finer
Nova Iguaçu	PROPN	PROPN_ASU	finer
Nova KBM	PROPN	PROPN_ACRO_ÄKS	unk
Nova Kah’ovka	PROPN	PROPN_VOIMA	finer
Nova Kiinteistökehitys	PROPN	PROPN_RÄJÄYTYS	finer
Nova Kreditna Banka Maribor	PROPN	PROPN_PUNK	finer
Nova Ljubljanska Banka	PROPN	PROPN_KIRJA	finer
Nova Paka	PROPN	PROPN_KIRJA	finer
Nova Role	PROPN	PROPN_NALLE	finer
Nova Scotia	PROPN	PROPN_MAKKARA	finer|enwikt
Nova Sintra	PROPN	PROPN_KIRJA	finer
Nova Vcelnice	PROPN	PROPN_NISSE	finer
Nove Hrady	PROPN	PROPN_KÄRRY	finer
Nove Mesto na Morave	PROPN	PROPN_NALLE	finer
Nove Mesto nad Metuji	PROPN	PROPN_BRASSERIE	finer
Nove Mesto nad Vahom	PROPN	PROPN_PUNK	finer
Nove Mesto pod Smrkem	PROPN	PROPN_ZEN	finer
Nove Sedlo	PROPN	PROPN_TALO	finer
Nove Straseci	PROPN	PROPN_GAY	finer
Nove Zamky	PROPN	PROPN_KÄRRY	finer
Novgorodin alue	PROPN	PROPN_ASTE	finer
Novi Marof	PROPN	PROPN_PUNK	finer
Novi Pazar	PROPN	PROPN_STADION	finer
Novi Sad	PROPN	PROPN_PUNK	finer
Novi Travnik	PROPN	PROPN_PUNK	finer
Novi Vinodolski	PROPN	PROPN_RUUVI	finer
Novo Hamburgo	PROPN	PROPN_TALO	finer
Novo Nordisk	PROPN	PROPN_PUNK	finer
Novo mesto	PROPN	PROPN_TALO	finer
Novosibirskin alue	PROPN	PROPN_ASTE	finer
Novy Bor	PROPN	PROPN_PUNK	finer
Novy Bydzov	PROPN	PROPN_PUNK	finer
Novy Jicin	PROPN	PROPN_ZEN	finer
Novy Knin	PROPN	PROPN_ZEN	finer
Novyi Urengoi	PROPN	PROPN_HAI	finer
Nová Baňa	PROPN	PROPN_KIRJA	finer
Nová Bystřice	PROPN	PROPN_NISSE	finer
Nová Dubnica	PROPN	PROPN_KIRJA	finer
Nová Paka	PROPN	PROPN_KIRJA	finer
Nová Role	PROPN	PROPN_NALLE	finer
Nová Včelnice	PROPN	PROPN_NISSE	finer
Nové Hrady	PROPN	PROPN_KÄRRY	finer
Nové Mesto nad Váhom	PROPN	PROPN_PUNK	finer
Nové Město na Moravě	PROPN	PROPN_NALLE	finer
Nové Město nad Metují	PROPN	PROPN_BRASSERIE	finer
Nové Město pod Smrkem	PROPN	PROPN_ZEN	finer
Nové Sedlo	PROPN	PROPN_TALO	finer
Nové Strašecí	PROPN	PROPN_BRASSERIE	finer
Nové Zámky	PROPN	PROPN_KÄRRY	finer
Nový Bor	PROPN	PROPN_PUNK	finer
Nový Bydžov	PROPN	PROPN_PUNK	finer
Nový Jičín	PROPN	PROPN_ZEN	finer
Nový Knín	PROPN	PROPN_ZEN	finer
Nowa Deba	PROPN	PROPN_KIRJA	finer
Nowa Dęba	PROPN	PROPN_KIRJA	finer
Nowa Ruda	PROPN	PROPN_VOIMA	finer
Nowa Sarzyna	PROPN	PROPN_KIRJA	finer
Nowa Sol	PROPN	PROPN_PUNK	finer
Nowa Sól	PROPN	PROPN_PUNK	finer
Nowe Miasteczko	PROPN	PROPN_TALO	finer
Nowe Miasto Lubawskie	PROPN	PROPN_NALLE	finer
Nowe Miasto nad Pilica	PROPN	PROPN_KIRJA	finer
Nowe Miasto nad Pilicą	PROPN	PROPN_CHACHACHA	finer
Nowe Skalmierzyce	PROPN	PROPN_NISSE	finer
Nowe Warpno	PROPN	PROPN_TALO	finer
Nowogrod Bobrzanski	PROPN	PROPN_RUUVI	finer
Nowogród Bobrzański	PROPN	PROPN_RUUVI	finer
Nowy Dwor Gdanski	PROPN	PROPN_RUUVI	finer
Nowy Dwor Mazowiecki	PROPN	PROPN_RUUVI	finer
Nowy Dwór Gdański	PROPN	PROPN_RUUVI	finer
Nowy Dwór Mazowiecki	PROPN	PROPN_RUUVI	finer
Nowy Sacz	PROPN	PROPN_PUNK	finer
Nowy Staw	PROPN	PROPN_PUNK	finer
Nowy Sącz	PROPN	PROPN_PUNK	finer
Nowy Targ	PROPN	PROPN_PUNK	finer
Nowy Tomysl	PROPN	PROPN_ZEN	finer
Nowy Tomyśl	PROPN	PROPN_ZEN	finer
Nowy Wisnicz	PROPN	PROPN_ZEN	finer
Nowy Wiśnicz	PROPN	PROPN_ZEN	finer
Nude Brands	PROPN	PROPN_PUNK	finer
Nueva Gorgona	PROPN	PROPN_VOIMA	finer
Nueva Helvecia	PROPN	PROPN_MAKKARA	finer
Nueva Loja	PROPN	PROPN_VOIMA	finer
Nueva Ocotepeque	PROPN	PROPN_NALLE	finer
Nueva Palmira	PROPN	PROPN_KITARA	finer
Nuevo Arraijan	PROPN	PROPN_PUNK	finer
Nuevo Arraiján	PROPN	PROPN_PUNK	finer
Nuevo Emperador	PROPN	PROPN_PUNK	finer
Nuevo Guarare	PROPN	PROPN_ROSÉ	finer
Nuevo Guararé	PROPN	PROPN_ROSÉ	finer
Nuevo San Juan	PROPN	PROPN_STADION	finer
Nuevo Vigia	PROPN	PROPN_KIRJA	finer
Nuevo Vigía	PROPN	PROPN_KIRJA	finer
Nuijamaan laituri	PROPN	PROPN_KANAALI	finer
Nuijamiesten muistomerkki	PROPN	PROPN_LOKKI	finer
Nukku-Matin kallio	PROPN	PROPN_TUOMIO	finer
Nuluspuksan tuore	PROPN	PROPN_ASTE	finer
Numis Securities	PROPN	PROPN_PUNK	finer
