continuation	stuffs	stempart	continuations... # <- HEADERS
NUM_51neljäsmiljardis	ORDINAL|Nsg|Xine	nnessämiljardinnessa	NUM_BACK_CLIT_OPT
NUM_51neljäsmiljardis	ORDINAL|Nsg|Xnom	smiljardis	NUM_BACK_CLIT_OPT
NUM_51neljäsmiljardis	ORDINAL|Nsg|Xpar	ttämiljarditta	NUM_BACK_CLIT_OPT
NUM_51neljäsmiljardis	ORDINAL|Nsg|Xtra	nneksimiljardinneksi	NUM_BACK_CLIT_OPT
NUM_51neljäsmiljoonas	ORDINAL|Npl|Xabe	nsittämiljoonansitta	NUM_BACK_CLIT_OPT
NUM_51neljäsmiljoonas	ORDINAL|Npl|Xabl	nsiltämiljoonansilta	NUM_BACK_CLIT_OPT
NUM_51neljäsmiljoonas	ORDINAL|Npl|Xade	nsillämiljoonansilla	NUM_BACK_CLIT_OPT
NUM_51neljäsmiljoonas	ORDINAL|Npl|Xall	nsillemiljoonansille	NUM_BACK_CLIT_OPT
NUM_51neljäsmiljoonas	ORDINAL|Npl|Xcom	nsinemiljoonansine	NUM_BACK_CLIT_OPT
NUM_51neljäsmiljoonas	ORDINAL|Npl|Xela	nsistämiljoonansista	NUM_BACK_CLIT_OPT
NUM_51neljäsmiljoonas	ORDINAL|Npl|Xess	nsinämiljoonansina	NUM_BACK_CLIT_OPT
NUM_51neljäsmiljoonas	ORDINAL|Npl|Xgen	nsienmiljoonansien	NUM_BACK_CLIT_OPT
NUM_51neljäsmiljoonas	ORDINAL|Npl|Xill	nsiinmiljoonansiin	NUM_BACK_CLIT_OPT
NUM_51neljäsmiljoonas	ORDINAL|Npl|Xine	nsissämiljoonansissa	NUM_BACK_CLIT_OPT
NUM_51neljäsmiljoonas	ORDINAL|Npl|Xins	nsinmiljoonansin	NUM_BACK_CLIT_OPT
NUM_51neljäsmiljoonas	ORDINAL|Npl|Xnom	nnetmiljoonannet	NUM_BACK_CLIT_OPT
NUM_51neljäsmiljoonas	ORDINAL|Npl|Xpar	nsiämiljoonansia	NUM_BACK_CLIT_OPT
NUM_51neljäsmiljoonas	ORDINAL|Npl|Xtra	nsiksimiljoonansiksi	NUM_BACK_CLIT_OPT
NUM_51neljäsmiljoonas	ORDINAL|Nsg|Xabe	nnettämiljoonannetta	NUM_BACK_CLIT_OPT
NUM_51neljäsmiljoonas	ORDINAL|Nsg|Xabl	nneltämiljoonannelta	NUM_BACK_CLIT_OPT
NUM_51neljäsmiljoonas	ORDINAL|Nsg|Xade	nnellämiljoonannella	NUM_BACK_CLIT_OPT
NUM_51neljäsmiljoonas	ORDINAL|Nsg|Xall	nnellemiljoonannelle	NUM_BACK_CLIT_OPT
NUM_51neljäsmiljoonas	ORDINAL|Nsg|Xela	nnestämiljoonannesta	NUM_BACK_CLIT_OPT
NUM_51neljäsmiljoonas	ORDINAL|Nsg|Xess	ntenämiljoonantena	NUM_BACK_CLIT_OPT
NUM_51neljäsmiljoonas	ORDINAL|Nsg|Xgen	nmiljoonannen	NUM_BACK_CLIT_OPT
NUM_51neljäsmiljoonas	ORDINAL|Nsg|Xill	nteenmiljoonanteen	NUM_BACK_CLIT_OPT
NUM_51neljäsmiljoonas	ORDINAL|Nsg|Xine	nnessämiljoonannessa	NUM_BACK_CLIT_OPT
NUM_51neljäsmiljoonas	ORDINAL|Nsg|Xnom	smiljoonas	NUM_BACK_CLIT_OPT
NUM_51neljäsmiljoonas	ORDINAL|Nsg|Xpar	ttämiljoonatta	NUM_BACK_CLIT_OPT
NUM_51neljäsmiljoonas	ORDINAL|Nsg|Xtra	nneksimiljoonanneksi	NUM_BACK_CLIT_OPT
NUM_51neljäsneljättä	ORDINAL|Npl|Xabe	nsittäneljättä	NUM_BACK_CLIT_OPT
NUM_51neljäsneljättä	ORDINAL|Npl|Xabl	nsiltäneljättä	NUM_BACK_CLIT_OPT
NUM_51neljäsneljättä	ORDINAL|Npl|Xade	nsilläneljättä	NUM_BACK_CLIT_OPT
NUM_51neljäsneljättä	ORDINAL|Npl|Xall	nsilleneljättä	NUM_BACK_CLIT_OPT
NUM_51neljäsneljättä	ORDINAL|Npl|Xcom	nsineneljättä	NUM_BACK_CLIT_OPT
NUM_51neljäsneljättä	ORDINAL|Npl|Xela	nsistäneljättä	NUM_BACK_CLIT_OPT
NUM_51neljäsneljättä	ORDINAL|Npl|Xess	nsinäneljättä	NUM_BACK_CLIT_OPT
NUM_51neljäsneljättä	ORDINAL|Npl|Xgen	nsienneljättä	NUM_BACK_CLIT_OPT
NUM_51neljäsneljättä	ORDINAL|Npl|Xill	nsiinneljättä	NUM_BACK_CLIT_OPT
NUM_51neljäsneljättä	ORDINAL|Npl|Xine	nsissäneljättä	NUM_BACK_CLIT_OPT
NUM_51neljäsneljättä	ORDINAL|Npl|Xnom	nnetneljättä	NUM_BACK_CLIT_OPT
NUM_51neljäsneljättä	ORDINAL|Npl|Xpar	nsiäneljättä	NUM_BACK_CLIT_OPT
NUM_51neljäsneljättä	ORDINAL|Npl|Xtra	nsiksineljättä	NUM_BACK_CLIT_OPT
NUM_51neljäsneljättä	ORDINAL|Nsg|Xabe	nnettäneljättä	NUM_BACK_CLIT_OPT
NUM_51neljäsneljättä	ORDINAL|Nsg|Xabl	nneltäneljättä	NUM_BACK_CLIT_OPT
NUM_51neljäsneljättä	ORDINAL|Nsg|Xade	nnelläneljättä	NUM_BACK_CLIT_OPT
NUM_51neljäsneljättä	ORDINAL|Nsg|Xall	nnelleneljättä	NUM_BACK_CLIT_OPT
NUM_51neljäsneljättä	ORDINAL|Nsg|Xela	nnestäneljättä	NUM_BACK_CLIT_OPT
NUM_51neljäsneljättä	ORDINAL|Nsg|Xess	ntenäneljättä	NUM_BACK_CLIT_OPT
NUM_51neljäsneljättä	ORDINAL|Nsg|Xgen	nnenneljättä	NUM_BACK_CLIT_OPT
NUM_51neljäsneljättä	ORDINAL|Nsg|Xill	nteenneljättä	NUM_BACK_CLIT_OPT
NUM_51neljäsneljättä	ORDINAL|Nsg|Xine	nnessäneljättä	NUM_BACK_CLIT_OPT
NUM_51neljäsneljättä	ORDINAL|Nsg|Xnom	sneljättä	NUM_BACK_CLIT_OPT
NUM_51neljäsneljättä	ORDINAL|Nsg|Xpar	ttäneljättä	NUM_BACK_CLIT_OPT
NUM_51neljäsneljättä	ORDINAL|Nsg|Xtra	nneksineljättä	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljardis	ORDINAL|Npl|Xabe	nsittänoniljardinsitta	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljardis	ORDINAL|Npl|Xabl	nsiltänoniljardinsilta	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljardis	ORDINAL|Npl|Xade	nsillänoniljardinsilla	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljardis	ORDINAL|Npl|Xall	nsillenoniljardinsille	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljardis	ORDINAL|Npl|Xcom	nsinenoniljardinsine	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljardis	ORDINAL|Npl|Xela	nsistänoniljardinsista	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljardis	ORDINAL|Npl|Xess	nsinänoniljardinsina	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljardis	ORDINAL|Npl|Xgen	nsiennoniljardinsien	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljardis	ORDINAL|Npl|Xill	nsiinnoniljardinsiin	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljardis	ORDINAL|Npl|Xine	nsissänoniljardinsissa	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljardis	ORDINAL|Npl|Xins	nsinnoniljardinsin	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljardis	ORDINAL|Npl|Xnom	nnetnoniljardinnet	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljardis	ORDINAL|Npl|Xpar	nsiänoniljardinsia	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljardis	ORDINAL|Npl|Xtra	nsiksinoniljardinsiksi	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljardis	ORDINAL|Nsg|Xabe	nnettänoniljardinnetta	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljardis	ORDINAL|Nsg|Xabl	nneltänoniljardinnelta	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljardis	ORDINAL|Nsg|Xade	nnellänoniljardinnella	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljardis	ORDINAL|Nsg|Xall	nnellenoniljardinnelle	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljardis	ORDINAL|Nsg|Xela	nnestänoniljardinnesta	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljardis	ORDINAL|Nsg|Xess	ntenänoniljardina	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljardis	ORDINAL|Nsg|Xgen	nnoniljardinnen	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljardis	ORDINAL|Nsg|Xill	nteennoniljardinteen	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljardis	ORDINAL|Nsg|Xine	nnessänoniljardinnessa	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljardis	ORDINAL|Nsg|Xnom	snoniljardis	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljardis	ORDINAL|Nsg|Xpar	ttänoniljarditta	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljardis	ORDINAL|Nsg|Xtra	nneksinoniljardinneksi	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljoonas	ORDINAL|Npl|Xabe	nsittänoniljoonansitta	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljoonas	ORDINAL|Npl|Xabl	nsiltänoniljoonansilta	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljoonas	ORDINAL|Npl|Xade	nsillänoniljoonansilla	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljoonas	ORDINAL|Npl|Xall	nsillenoniljoonansille	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljoonas	ORDINAL|Npl|Xcom	nsinenoniljoonansine	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljoonas	ORDINAL|Npl|Xela	nsistänoniljoonansista	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljoonas	ORDINAL|Npl|Xess	nsinänoniljoonansina	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljoonas	ORDINAL|Npl|Xgen	nsiennoniljoonansien	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljoonas	ORDINAL|Npl|Xill	nsiinnoniljoonansiin	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljoonas	ORDINAL|Npl|Xine	nsissänoniljoonansissa	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljoonas	ORDINAL|Npl|Xins	nsinnoniljoonansin	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljoonas	ORDINAL|Npl|Xnom	nnetnoniljoonannet	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljoonas	ORDINAL|Npl|Xpar	nsiänoniljoonansia	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljoonas	ORDINAL|Npl|Xtra	nsiksinoniljoonansiksi	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljoonas	ORDINAL|Nsg|Xabe	nnettänoniljoonannetta	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljoonas	ORDINAL|Nsg|Xabl	nneltänoniljoonannelta	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljoonas	ORDINAL|Nsg|Xade	nnellänoniljoonannella	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljoonas	ORDINAL|Nsg|Xall	nnellenoniljoonannelle	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljoonas	ORDINAL|Nsg|Xela	nnestänoniljoonannesta	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljoonas	ORDINAL|Nsg|Xess	ntenänoniljoonantena	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljoonas	ORDINAL|Nsg|Xgen	nnoniljoonannen	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljoonas	ORDINAL|Nsg|Xill	nteennoniljoonanteen	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljoonas	ORDINAL|Nsg|Xine	nnessänoniljoonannessa	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljoonas	ORDINAL|Nsg|Xnom	snoniljoonas	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljoonas	ORDINAL|Nsg|Xpar	ttänoniljoonatta	NUM_BACK_CLIT_OPT
NUM_51neljäsnoniljoonas	ORDINAL|Nsg|Xtra	nneksinoniljoonanneksi	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljardis	ORDINAL|Npl|Xabe	nsittäoktiljardinsitta	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljardis	ORDINAL|Npl|Xabl	nsiltäoktiljardinsilta	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljardis	ORDINAL|Npl|Xade	nsilläoktiljardinsilla	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljardis	ORDINAL|Npl|Xall	nsilleoktiljardinsille	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljardis	ORDINAL|Npl|Xcom	nsineoktiljardinsine	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljardis	ORDINAL|Npl|Xela	nsistäoktiljardinsista	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljardis	ORDINAL|Npl|Xess	nsinäoktiljardinsina	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljardis	ORDINAL|Npl|Xgen	nsienoktiljardinsien	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljardis	ORDINAL|Npl|Xill	nsiinoktiljardinsiin	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljardis	ORDINAL|Npl|Xine	nsissäoktiljardinsissa	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljardis	ORDINAL|Npl|Xins	nsinoktiljardinsin	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljardis	ORDINAL|Npl|Xnom	nnetoktiljardinnet	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljardis	ORDINAL|Npl|Xpar	nsiäoktiljardinsia	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljardis	ORDINAL|Npl|Xtra	nsiksioktiljardinsiksi	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljardis	ORDINAL|Nsg|Xabe	nnettäoktiljardinnetta	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljardis	ORDINAL|Nsg|Xabl	nneltäoktiljardinnelta	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljardis	ORDINAL|Nsg|Xade	nnelläoktiljardinnella	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljardis	ORDINAL|Nsg|Xall	nnelleoktiljardinnelle	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljardis	ORDINAL|Nsg|Xela	nnestäoktiljardinnesta	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljardis	ORDINAL|Nsg|Xess	ntenäoktiljardina	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljardis	ORDINAL|Nsg|Xgen	noktiljardinnen	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljardis	ORDINAL|Nsg|Xill	nteenoktiljardinteen	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljardis	ORDINAL|Nsg|Xine	nnessäoktiljardinnessa	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljardis	ORDINAL|Nsg|Xnom	soktiljardis	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljardis	ORDINAL|Nsg|Xpar	ttäoktiljarditta	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljardis	ORDINAL|Nsg|Xtra	nneksioktiljardinneksi	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljoonas	ORDINAL|Npl|Xabe	nsittäoktiljoonansitta	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljoonas	ORDINAL|Npl|Xabl	nsiltäoktiljoonansilta	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljoonas	ORDINAL|Npl|Xade	nsilläoktiljoonansilla	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljoonas	ORDINAL|Npl|Xall	nsilleoktiljoonansille	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljoonas	ORDINAL|Npl|Xcom	nsineoktiljoonansine	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljoonas	ORDINAL|Npl|Xela	nsistäoktiljoonansista	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljoonas	ORDINAL|Npl|Xess	nsinäoktiljoonansina	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljoonas	ORDINAL|Npl|Xgen	nsienoktiljoonansien	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljoonas	ORDINAL|Npl|Xill	nsiinoktiljoonansiin	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljoonas	ORDINAL|Npl|Xine	nsissäoktiljoonansissa	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljoonas	ORDINAL|Npl|Xins	nsinoktiljoonansin	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljoonas	ORDINAL|Npl|Xnom	nnetoktiljoonannet	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljoonas	ORDINAL|Npl|Xpar	nsiäoktiljoonansia	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljoonas	ORDINAL|Npl|Xtra	nsiksioktiljoonansiksi	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljoonas	ORDINAL|Nsg|Xabe	nnettäoktiljoonannetta	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljoonas	ORDINAL|Nsg|Xabl	nneltäoktiljoonannelta	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljoonas	ORDINAL|Nsg|Xade	nnelläoktiljoonannella	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljoonas	ORDINAL|Nsg|Xall	nnelleoktiljoonannelle	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljoonas	ORDINAL|Nsg|Xela	nnestäoktiljoonannesta	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljoonas	ORDINAL|Nsg|Xess	ntenäoktiljoonantena	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljoonas	ORDINAL|Nsg|Xgen	noktiljoonannen	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljoonas	ORDINAL|Nsg|Xill	nteenoktiljoonanteen	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljoonas	ORDINAL|Nsg|Xine	nnessäoktiljoonannessa	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljoonas	ORDINAL|Nsg|Xnom	soktiljoonas	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljoonas	ORDINAL|Nsg|Xpar	ttäoktiljoonatta	NUM_BACK_CLIT_OPT
NUM_51neljäsoktiljoonas	ORDINAL|Nsg|Xtra	nneksioktiljoonanneksi	NUM_BACK_CLIT_OPT
NUM_51neljäspiljardis	ORDINAL|Npl|Xabe	nsittäpiljardinsitta	NUM_BACK_CLIT_OPT
NUM_51neljäspiljardis	ORDINAL|Npl|Xabl	nsiltäpiljardinsilta	NUM_BACK_CLIT_OPT
NUM_51neljäspiljardis	ORDINAL|Npl|Xade	nsilläpiljardinsilla	NUM_BACK_CLIT_OPT
NUM_51neljäspiljardis	ORDINAL|Npl|Xall	nsillepiljardinsille	NUM_BACK_CLIT_OPT
NUM_51neljäspiljardis	ORDINAL|Npl|Xcom	nsinepiljardinsine	NUM_BACK_CLIT_OPT
NUM_51neljäspiljardis	ORDINAL|Npl|Xela	nsistäpiljardinsista	NUM_BACK_CLIT_OPT
NUM_51neljäspiljardis	ORDINAL|Npl|Xess	nsinäpiljardinsina	NUM_BACK_CLIT_OPT
NUM_51neljäspiljardis	ORDINAL|Npl|Xgen	nsienpiljardinsien	NUM_BACK_CLIT_OPT
NUM_51neljäspiljardis	ORDINAL|Npl|Xill	nsiinpiljardinsiin	NUM_BACK_CLIT_OPT
NUM_51neljäspiljardis	ORDINAL|Npl|Xine	nsissäpiljardinsissa	NUM_BACK_CLIT_OPT
NUM_51neljäspiljardis	ORDINAL|Npl|Xins	nsinpiljardinsin	NUM_BACK_CLIT_OPT
NUM_51neljäspiljardis	ORDINAL|Npl|Xnom	nnetpiljardinnet	NUM_BACK_CLIT_OPT
NUM_51neljäspiljardis	ORDINAL|Npl|Xpar	nsiäpiljardinsia	NUM_BACK_CLIT_OPT
NUM_51neljäspiljardis	ORDINAL|Npl|Xtra	nsiksipiljardinsiksi	NUM_BACK_CLIT_OPT
NUM_51neljäspiljardis	ORDINAL|Nsg|Xabe	nnettäpiljardinnetta	NUM_BACK_CLIT_OPT
NUM_51neljäspiljardis	ORDINAL|Nsg|Xabl	nneltäpiljardinnelta	NUM_BACK_CLIT_OPT
NUM_51neljäspiljardis	ORDINAL|Nsg|Xade	nnelläpiljardinnella	NUM_BACK_CLIT_OPT
NUM_51neljäspiljardis	ORDINAL|Nsg|Xall	nnellepiljardinnelle	NUM_BACK_CLIT_OPT
NUM_51neljäspiljardis	ORDINAL|Nsg|Xela	nnestäpiljardinnesta	NUM_BACK_CLIT_OPT
NUM_51neljäspiljardis	ORDINAL|Nsg|Xess	ntenäpiljardina	NUM_BACK_CLIT_OPT
NUM_51neljäspiljardis	ORDINAL|Nsg|Xgen	npiljardinnen	NUM_BACK_CLIT_OPT
NUM_51neljäspiljardis	ORDINAL|Nsg|Xill	nteenpiljardinteen	NUM_BACK_CLIT_OPT
NUM_51neljäspiljardis	ORDINAL|Nsg|Xine	nnessäpiljardinnessa	NUM_BACK_CLIT_OPT
NUM_51neljäspiljardis	ORDINAL|Nsg|Xnom	spiljardis	NUM_BACK_CLIT_OPT
NUM_51neljäspiljardis	ORDINAL|Nsg|Xpar	ttäpiljarditta	NUM_BACK_CLIT_OPT
NUM_51neljäspiljardis	ORDINAL|Nsg|Xtra	nneksipiljardinneksi	NUM_BACK_CLIT_OPT
NUM_51neljäspiljoonas	ORDINAL|Npl|Xabe	nsittäpiljoonansitta	NUM_BACK_CLIT_OPT
NUM_51neljäspiljoonas	ORDINAL|Npl|Xabl	nsiltäpiljoonansilta	NUM_BACK_CLIT_OPT
NUM_51neljäspiljoonas	ORDINAL|Npl|Xade	nsilläpiljoonansilla	NUM_BACK_CLIT_OPT
NUM_51neljäspiljoonas	ORDINAL|Npl|Xall	nsillepiljoonansille	NUM_BACK_CLIT_OPT
NUM_51neljäspiljoonas	ORDINAL|Npl|Xcom	nsinepiljoonansine	NUM_BACK_CLIT_OPT
NUM_51neljäspiljoonas	ORDINAL|Npl|Xela	nsistäpiljoonansista	NUM_BACK_CLIT_OPT
NUM_51neljäspiljoonas	ORDINAL|Npl|Xess	nsinäpiljoonansina	NUM_BACK_CLIT_OPT
NUM_51neljäspiljoonas	ORDINAL|Npl|Xgen	nsienpiljoonansien	NUM_BACK_CLIT_OPT
NUM_51neljäspiljoonas	ORDINAL|Npl|Xill	nsiinpiljoonansiin	NUM_BACK_CLIT_OPT
NUM_51neljäspiljoonas	ORDINAL|Npl|Xine	nsissäpiljoonansissa	NUM_BACK_CLIT_OPT
NUM_51neljäspiljoonas	ORDINAL|Npl|Xins	nsinpiljoonansin	NUM_BACK_CLIT_OPT
NUM_51neljäspiljoonas	ORDINAL|Npl|Xnom	nnetpiljoonannet	NUM_BACK_CLIT_OPT
NUM_51neljäspiljoonas	ORDINAL|Npl|Xpar	nsiäpiljoonansia	NUM_BACK_CLIT_OPT
NUM_51neljäspiljoonas	ORDINAL|Npl|Xtra	nsiksipiljoonansiksi	NUM_BACK_CLIT_OPT
NUM_51neljäspiljoonas	ORDINAL|Nsg|Xabe	nnettäpiljoonannetta	NUM_BACK_CLIT_OPT
NUM_51neljäspiljoonas	ORDINAL|Nsg|Xabl	nneltäpiljoonannelta	NUM_BACK_CLIT_OPT
NUM_51neljäspiljoonas	ORDINAL|Nsg|Xade	nnelläpiljoonannella	NUM_BACK_CLIT_OPT
NUM_51neljäspiljoonas	ORDINAL|Nsg|Xall	nnellepiljoonannelle	NUM_BACK_CLIT_OPT
NUM_51neljäspiljoonas	ORDINAL|Nsg|Xela	nnestäpiljoonannesta	NUM_BACK_CLIT_OPT
NUM_51neljäspiljoonas	ORDINAL|Nsg|Xess	ntenäpiljoonantena	NUM_BACK_CLIT_OPT
NUM_51neljäspiljoonas	ORDINAL|Nsg|Xgen	npiljoonannen	NUM_BACK_CLIT_OPT
NUM_51neljäspiljoonas	ORDINAL|Nsg|Xill	nteenpiljoonanteen	NUM_BACK_CLIT_OPT
NUM_51neljäspiljoonas	ORDINAL|Nsg|Xine	nnessäpiljoonannessa	NUM_BACK_CLIT_OPT
NUM_51neljäspiljoonas	ORDINAL|Nsg|Xnom	spiljoonas	NUM_BACK_CLIT_OPT
NUM_51neljäspiljoonas	ORDINAL|Nsg|Xpar	ttäpiljoonatta	NUM_BACK_CLIT_OPT
NUM_51neljäspiljoonas	ORDINAL|Nsg|Xtra	nneksipiljoonanneksi	NUM_BACK_CLIT_OPT
NUM_51neljässadas	ORDINAL|Npl|Xabe	nsittäsadoitta	NUM_BACK_CLIT_OPT
NUM_51neljässadas	ORDINAL|Npl|Xabl	nsiltäsadoilta	NUM_BACK_CLIT_OPT
NUM_51neljässadas	ORDINAL|Npl|Xade	nsilläsadoilla	NUM_BACK_CLIT_OPT
NUM_51neljässadas	ORDINAL|Npl|Xall	nsillesadoille	NUM_BACK_CLIT_OPT
NUM_51neljässadas	ORDINAL|Npl|Xcom	nsinesatoine	NUM_BACK_CLIT_OPT
NUM_51neljässadas	ORDINAL|Npl|Xela	nsistäsadoista	NUM_BACK_CLIT_OPT
NUM_51neljässadas	ORDINAL|Npl|Xess	nsinäsatoina	NUM_BACK_CLIT_OPT
NUM_51neljässadas	ORDINAL|Npl|Xgen	nsiensatojen	NUM_BACK_CLIT_OPT
NUM_51neljässadas	ORDINAL|Npl|Xill	nsiinsatoihin	NUM_BACK_CLIT_OPT
NUM_51neljässadas	ORDINAL|Npl|Xine	nsissäsadoissa	NUM_BACK_CLIT_OPT
NUM_51neljässadas	ORDINAL|Npl|Xins	nsinsadoin	NUM_BACK_CLIT_OPT
NUM_51neljässadas	ORDINAL|Npl|Xnom	nnetsadat	NUM_BACK_CLIT_OPT
NUM_51neljässadas	ORDINAL|Npl|Xpar	nsiäsatoja	NUM_BACK_CLIT_OPT
NUM_51neljässadas	ORDINAL|Npl|Xtra	nsiksisadoiksi	NUM_BACK_CLIT_OPT
NUM_51neljässadas	ORDINAL|Nsg|Xabe	nnettäsadatta	NUM_BACK_CLIT_OPT
NUM_51neljässadas	ORDINAL|Nsg|Xabl	nneltäsadalta	NUM_BACK_CLIT_OPT
NUM_51neljässadas	ORDINAL|Nsg|Xade	nnelläsadalla	NUM_BACK_CLIT_OPT
NUM_51neljässadas	ORDINAL|Nsg|Xall	nnellesadalle	NUM_BACK_CLIT_OPT
NUM_51neljässadas	ORDINAL|Nsg|Xela	nnestäsadasta	NUM_BACK_CLIT_OPT
NUM_51neljässadas	ORDINAL|Nsg|Xess	ntenäsatana	NUM_BACK_CLIT_OPT
NUM_51neljässadas	ORDINAL|Nsg|Xgen	nsadan	NUM_BACK_CLIT_OPT
NUM_51neljässadas	ORDINAL|Nsg|Xill	nteensataan	NUM_BACK_CLIT_OPT
NUM_51neljässadas	ORDINAL|Nsg|Xine	nnessäsadassa	NUM_BACK_CLIT_OPT
