Incoming morph	analyses	stem part	continuations...	#<- HEADERS
A_BACK_CLIT_OPT			#	A_BACK_CLIT
A_COMPOUND_IDEN		{MB}i{MB}den	A_COMPOUND
A_COMPOUND_IEN		{MB}i{MB}en	A_COMPOUND
A_COMPOUND_IN		{MB}i{MB}n	A_COMPOUND
A_COMPOUND_ITTEN		{MB}i{MB}tten	A_COMPOUND
A_COMPOUND_JEN		{MB}j{MB}en	A_COMPOUND
A_COMPOUND_N		{MB}n	A_COMPOUND
A_COMPOUND_NOUN_SUFF	B←	-	#
A_COMPOUND_NOUN_SUFF	Bc	{hyph?}	NOUN	SUFFIX
A_COMPOUND_S	Ds	{DB}s	A_COMPOUND_NOUN_SUFF
A_COMPOUND_TEN		{MB}ten	A_COMPOUND
A_FRONT_CLIT_OPT			#	A_FRONT_CLIT
A_FRONT_CLIT	Qhan	{MB}hän	#
A_FRONT_CLIT	Qhan|Qkaan	{MB}hän{MB}kään	#
A_FRONT_CLIT	Qhan|Qko	{MB}hän{MB}kö	#
A_FRONT_CLIT	Qhan|Qpa	{MB}hän{MB}pä	#
A_FRONT_CLIT	Qkaan	{MB}kään	#
A_FRONT_CLIT	Qkaan|Qhan	{MB}kään{MB}hän	#
A_FRONT_CLIT	Qkaan|Qkin	{MB}kään{MB}kin	#
A_FRONT_CLIT	Qkaan|Qko	{MB}kään{MB}kö	#
A_FRONT_CLIT	Qkaan|Qpa	{MB}kään{MB}pä	#
A_FRONT_CLIT	Qkin	{MB}kin	#
A_FRONT_CLIT	Qkin|Qhan	{MB}kin{MB}hän	#
A_FRONT_CLIT	Qkin|Qkaan	{MB}kin{MB}kään	#
A_FRONT_CLIT	Qkin|Qko	{MB}kin{MB}kö	#
A_FRONT_CLIT	Qkin|Qpa	{MB}kin{MB}pä	#
A_FRONT_CLIT	Qko	{MB}kö	#
A_FRONT_CLIT	Qko|Qhan	{MB}kö{MB}hän	#
A_FRONT_CLIT	Qko|Qkaan	{MB}kö{MB}kään	#
A_FRONT_CLIT	Qko|Qkin	{MB}kö{MB}kin	#
A_FRONT_CLIT	Qko|Qpa	{MB}kö{MB}pä	#
A_FRONT_CLIT	Qko|Qs	{MB}kö{MB}s	#
A_FRONT_CLIT	Qpa	{MB}pä	#
A_FRONT_CLIT	Qpa|Qhan	{MB}pä{MB}hän	#
A_FRONT_CLIT	Qpa|Qkaan	{MB}pä{MB}kään	#
A_FRONT_CLIT	Qpa|Qkin	{MB}pä{MB}kin	#
A_FRONT_CLIT	Qpa|Qko	{MB}pä{MB}kö	#
A_FRONT_CLIT	Qpa|Qs	{MB}pä{MB}s	#
A_FRONT_COMPARATIVE	Dmpi|Ccmp	{DB}m	A_FRONT_COMPARATIVE_STEMS
A_FRONT_COMPARATIVE_STEMS		{STUB}m	A_FRONT_WEAK_PLURALS
A_FRONT_COMPARATIVE_STEMS		{STUB}mä	A_FRONT_WEAK_SINGULARS
A_FRONT_COMPARATIVE_STEMS		{STUB}p	A_FRONT_STRONG_PLURALS	A_FRONT_PARTITIVE_IÄ	A_FRONT_GENITIVE_IEN	A_FRONT_ILLATIVE_IIN
A_FRONT_COMPARATIVE_STEMS		{STUB}pi	A_FRONT_NOMINATIVE	A_FRONT_ILLATIVE_IN
A_FRONT_COMPARATIVE_STEMS		{STUB}pä	A_FRONT_STRONG_SINGULARS	A_FRONT_PARTITIVE_Ä	A_FRONT_GENITIVE_IN	A_FRONT_ILLATIVE_ÄN
A_FRONT_GENITIVE_IDEN	Npl|Xgen	{MB}i{MB}de	A_FRONT_POSS
A_FRONT_GENITIVE_IDEN	Npl|Xgen	{MB}i{MB}den	A_FRONT_CLIT_OPT
A_FRONT_GENITIVE_IEN	Npl|Xgen	{MB}i{MB}e	A_FRONT_POSS
A_FRONT_GENITIVE_IEN	Npl|Xgen	{MB}i{MB}en	A_FRONT_CLIT_OPT
A_FRONT_GENITIVE_IN	Npl|Xgen|Uarch	{MB}i{MB}	A_FRONT_POSS
A_FRONT_GENITIVE_IN	Npl|Xgen|Uarch	{MB}i{MB}n	A_FRONT_CLIT_OPT
A_FRONT_GENITIVE_ITTEN	Npl|Xgen	{MB}i{MB}tte	A_FRONT_POSS
A_FRONT_GENITIVE_ITTEN	Npl|Xgen	{MB}i{MB}tten	A_FRONT_CLIT_OPT
A_FRONT_GENITIVE_JEN	Npl|Xgen	{MB}j{MB}e	A_FRONT_POSS
A_FRONT_GENITIVE_JEN	Npl|Xgen	{MB}j{MB}en	A_FRONT_CLIT_OPT
A_FRONT_GENITIVE_TEN	Npl|Xgen	{MB}te	A_FRONT_POSS
A_FRONT_GENITIVE_TEN	Npl|Xgen	{MB}ten	A_FRONT_CLIT_OPT
A_FRONT_ILLATIVE_EN	Nsg|Xill	{MB}e	A_FRONT_POSS
A_FRONT_ILLATIVE_EN	Nsg|Xill	{MB}en	A_FRONT_CLIT_OPT
A_FRONT_ILLATIVE_HIN	Nsg|Xill	{MB}hi	A_FRONT_POSS
A_FRONT_ILLATIVE_HIN	Nsg|Xill	{MB}hin	A_FRONT_CLIT_OPT
A_FRONT_ILLATIVE_HYN	Nsg|Xill	{MB}hy	A_FRONT_POSS
A_FRONT_ILLATIVE_HYN	Nsg|Xill	{MB}hyn	A_FRONT_CLIT_OPT
A_FRONT_ILLATIVE_HÄN	Nsg|Xill	{MB}hä	A_FRONT_POSS
A_FRONT_ILLATIVE_HÄN	Nsg|Xill	{MB}hän	A_FRONT_CLIT_OPT
A_FRONT_ILLATIVE_IHIN	Npl|Xill	{MB}i{MB}hi	A_FRONT_POSS
A_FRONT_ILLATIVE_IHIN	Npl|Xill	{MB}i{MB}hin	A_FRONT_CLIT_OPT
A_FRONT_ILLATIVE_IIN	Npl|Xill	{MB}i{MB}i	A_FRONT_POSS
A_FRONT_ILLATIVE_IIN	Npl|Xill	{MB}i{MB}in	A_FRONT_CLIT_OPT
A_FRONT_ILLATIVE_IN	Nsg|Xill	{MB}i	A_FRONT_POSS
A_FRONT_ILLATIVE_IN	Nsg|Xill	{MB}in	A_FRONT_CLIT_OPT
A_FRONT_ILLATIVE_ISIIN	Npl|Xill	{MB}i{MB}sii	A_FRONT_POSS
A_FRONT_ILLATIVE_ISIIN	Npl|Xill	{MB}i{MB}siin	A_FRONT_CLIT_OPT
A_FRONT_ILLATIVE_SEEN	Nsg|Xill	{MB}see	A_FRONT_POSS
A_FRONT_ILLATIVE_SEEN	Nsg|Xill	{MB}seen	A_FRONT_CLIT_OPT
A_FRONT_ILLATIVE_YN	Nsg|Xill	{MB}y	A_FRONT_POSS
A_FRONT_ILLATIVE_YN	Nsg|Xill	{MB}yn	A_FRONT_CLIT_OPT
A_FRONT_ILLATIVE_ÄN	Nsg|Xill	{MB}ä	A_FRONT_POSS
A_FRONT_ILLATIVE_ÄN	Nsg|Xill	{MB}än	A_FRONT_CLIT_OPT
A_FRONT_ILLATIVE_ÖN	Nsg|Xill	{MB}ö	A_FRONT_POSS
A_FRONT_ILLATIVE_ÖN	Nsg|Xill	{MB}ön	A_FRONT_CLIT_OPT
A_FRONT_NOMINATIVE	Nsg|Xnom		A_FRONT_CLIT_OPT
A_FRONT_PARTITIVE_ITÄ	Npl|Xpar	{MB}i{MB}tä	A_FRONT_POSS_ÄN_CLIT_OPT
A_FRONT_PARTITIVE_IÄ	Npl|Xpar	{MB}i{MB}ä	A_FRONT_POSS_ÄN_CLIT_OPT
A_FRONT_PARTITIVE_JÄ	Npl|Xpar	{MB}j{MB}ä	A_FRONT_POSS_ÄN_CLIT_OPT
A_FRONT_PARTITIVE_TÄ	Nsg|Xpar	{MB}tä	A_FRONT_POSS_ÄN_CLIT_OPT
A_FRONT_PARTITIVE_TÄ_ARCHAIC	Nsg|Xpar|Uarch	{MB}tä	A_FRONT_POSS_ÄN_CLIT_OPT
A_FRONT_PARTITIVE_Ä_NONSTD	Nsg|Xpar|Unonstd	{MB}ä	A_FRONT_POSS_CLIT_OPT
A_FRONT_PARTITIVE_Ä	Nsg|Xpar	{MB}ä	A_FRONT_POSS_CLIT_OPT
A_FRONT_PARTITIVE_Ä_ÄN	Nsg|Xpar	{MB}ä	A_FRONT_POSS_ÄN_CLIT_OPT
A_FRONT_PLNOM_CLIT	Npl|Xnom	{MB}t	A_FRONT_CLIT_OPT
A_FRONT_PLURALS			A_FRONT_STRONG_PLURALS	A_FRONT_WEAK_PLURALS
A_FRONT_POSS_CLIT_OPT			A_FRONT_POSS	A_FRONT_CLIT	#
A_FRONT_POSS_EN_CLIT_OPT			A_FRONT_POSS	A_FRONT_POSS_EN	A_FRONT_CLIT	#
A_FRONT_POSS_EN	O3	{MB}en	A_FRONT_CLIT_OPT
A_FRONT_POSS_EN_OBL			A_FRONT_POSS	A_FRONT_POSS_EN
A_FRONT_POSS	O3	{MB}nsä	A_FRONT_CLIT_OPT
A_FRONT_POSS	Opl1	{MB}mme	A_FRONT_CLIT_OPT
A_FRONT_POSS	Opl2	{MB}nne	A_FRONT_CLIT_OPT
A_FRONT_POSS	Osg1	{MB}ni	A_FRONT_CLIT_OPT
A_FRONT_POSS	Osg2	{MB}si	A_FRONT_CLIT_OPT
A_FRONT_POSS_ÄN_CLIT_OPT			A_FRONT_POSS	A_FRONT_POSS_ÄN	A_FRONT_CLIT	#
A_FRONT_POSS_ÄN	O3	{MB}än	A_FRONT_CLIT_OPT
A_FRONT_SINGULARS			A_FRONT_STRONG_SINGULARS	A_FRONT_WEAK_SINGULARS
A_FRONT_STRONG_PLURALS	Npl|Xess	{MB}i{MB}nä	A_FRONT_POSS_ÄN_CLIT_OPT
A_FRONT_STRONG_PLURALS	Xcom	{MB}i{MB}ne	A_FRONT_POSS_ÄN_CLIT_OPT
A_FRONT_STRONG_SINGULARS	Npl|Xnom		A_FRONT_POSS
A_FRONT_STRONG_SINGULARS	Nsg|Xess	{MB}nä	A_FRONT_POSS_ÄN_CLIT_OPT
A_FRONT_STRONG_SINGULARS	Nsg|Xgen		A_FRONT_POSS
A_FRONT_STRONG_SINGULARS	Nsg|Xnom		A_FRONT_POSS
A_FRONT_SUPERLATIVE	Din|Csup	{DB}i	A_FRONT_SUPERLATIVE_STEMS
A_FRONT_SUPERLATIVE_STEMS		{STUB}mm	A_FRONT_WEAK_PLURALS
A_FRONT_SUPERLATIVE_STEMS		{STUB}mmä	A_FRONT_WEAK_SINGULARS
A_FRONT_SUPERLATIVE_STEMS		{STUB}mp	A_FRONT_STRONG_PLURALS	A_FRONT_PARTITIVE_IÄ	A_FRONT_GENITIVE_IEN	A_FRONT_ILLATIVE_IIN
