Incoming morph	analyses	stem part	continuations...	#<- HEADERS
N_BACK_CLIT_OPT			#	N_BACK_CLIT
N_FRONT_CLIT	Qko|Qhan	{MB}kö{MB}hän	#
N_FRONT_CLIT	Qko|Qkaan	{MB}kö{MB}kään	#
N_FRONT_CLIT	Qko|Qkin	{MB}kö{MB}kin	#
N_FRONT_CLIT	Qko|Qpa	{MB}kö{MB}pä	#
N_FRONT_CLIT	Qko|Qs	{MB}kö{MB}s	#
N_FRONT_CLIT	Qpa	{MB}pä	#
N_FRONT_CLIT	Qpa|Qhan	{MB}pä{MB}hän	#
N_FRONT_CLIT	Qpa|Qkaan	{MB}pä{MB}kään	#
N_FRONT_CLIT	Qpa|Qkin	{MB}pä{MB}kin	#
N_FRONT_CLIT	Qpa|Qko	{MB}pä{MB}kö	#
N_FRONT_CLIT	Qpa|Qs	{MB}pä{MB}s	#
N_FRONT_GENITIVE_IDEN	Npl|Xgen	{MB}i{MB}de	N_FRONT_POSS
N_FRONT_GENITIVE_IDEN	Npl|Xgen	{MB}i{MB}den	N_FRONT_CLIT_OPT
N_FRONT_GENITIVE_IEN	Npl|Xgen	{MB}i{MB}e	N_FRONT_POSS
N_FRONT_GENITIVE_IEN	Npl|Xgen	{MB}i{MB}en	N_FRONT_CLIT_OPT
N_FRONT_GENITIVE_IN	Npl|Xgen|Uarch	{MB}i	N_FRONT_POSS
N_FRONT_GENITIVE_IN	Npl|Xgen|Uarch	{MB}i{MB}n	N_FRONT_CLIT_OPT
N_FRONT_GENITIVE_ITTEN	Npl|Xgen	{MB}i{MB}tte	N_FRONT_POSS
N_FRONT_GENITIVE_ITTEN	Npl|Xgen	{MB}i{MB}tten	N_FRONT_CLIT_OPT
N_FRONT_GENITIVE_JEN	Npl|Xgen	{MB}j{MB}e	N_FRONT_POSS
N_FRONT_GENITIVE_JEN	Npl|Xgen	{MB}j{MB}en	N_FRONT_CLIT_OPT
N_FRONT_GENITIVE_TEN	Npl|Xgen	{MB}te	N_FRONT_POSS
N_FRONT_GENITIVE_TEN	Npl|Xgen	{MB}ten	N_FRONT_CLIT_OPT
N_FRONT_ILLATIVE_EN	Nsg|Xill	{MB}e	N_FRONT_POSS
N_FRONT_ILLATIVE_EN	Nsg|Xill	{MB}en	N_FRONT_CLIT_OPT
N_FRONT_ILLATIVE_HEN	Nsg|Xill	{MB}he	N_FRONT_POSS
N_FRONT_ILLATIVE_HEN	Nsg|Xill	{MB}hen	N_FRONT_CLIT_OPT
N_FRONT_ILLATIVE_HIN	Nsg|Xill	{MB}hi	N_FRONT_POSS
N_FRONT_ILLATIVE_HIN	Nsg|Xill	{MB}hin	N_FRONT_CLIT_OPT
N_FRONT_ILLATIVE_HYN	Nsg|Xill	{MB}hy	N_FRONT_POSS
N_FRONT_ILLATIVE_HYN	Nsg|Xill	{MB}hyn	N_FRONT_CLIT_OPT
N_FRONT_ILLATIVE_HÄN	Nsg|Xill	{MB}hä	N_FRONT_POSS
N_FRONT_ILLATIVE_HÄN	Nsg|Xill	{MB}hän	N_FRONT_CLIT_OPT
N_FRONT_ILLATIVE_HÖN	Nsg|Xill	{MB}hö	N_FRONT_POSS
N_FRONT_ILLATIVE_HÖN	Nsg|Xill	{MB}hön	N_FRONT_CLIT_OPT
N_FRONT_ILLATIVE_IHIN	Npl|Xill	{MB}i{MB}hin	N_FRONT_CLIT_OPT
N_FRONT_ILLATIVE_IHIN	Npl|Xill	{MB}i{MB}hi	N_FRONT_POSS
N_FRONT_ILLATIVE_IIN	Npl|Xill	{MB}i{MB}in	N_FRONT_CLIT_OPT
N_FRONT_ILLATIVE_IIN	Npl|Xill	{MB}i{MB}i	N_FRONT_POSS
N_FRONT_ILLATIVE_IN	Nsg|Xill	{MB}i	N_FRONT_POSS
N_FRONT_ILLATIVE_IN	Nsg|Xill	{MB}in	N_FRONT_CLIT_OPT
N_FRONT_ILLATIVE_ISIIN	Npl|Xill	{MB}i{MB}siin	N_FRONT_CLIT_OPT
N_FRONT_ILLATIVE_ISIIN	Npl|Xill	{MB}i{MB}sii	N_FRONT_POSS
N_FRONT_ILLATIVE_SEEN	Nsg|Xill	{MB}see	N_FRONT_POSS
N_FRONT_ILLATIVE_SEEN	Nsg|Xill	{MB}seen	N_FRONT_CLIT_OPT
N_FRONT_ILLATIVE_YN	Nsg|Xill	{MB}y	N_FRONT_POSS
N_FRONT_ILLATIVE_YN	Nsg|Xill	{MB}yn	N_FRONT_CLIT_OPT
N_FRONT_ILLATIVE_ÄN	Nsg|Xill	{MB}ä	N_FRONT_POSS
N_FRONT_ILLATIVE_ÄN	Nsg|Xill	{MB}än	N_FRONT_CLIT_OPT
N_FRONT_ILLATIVE_ÖN	Nsg|Xill	{MB}ö	N_FRONT_POSS
N_FRONT_ILLATIVE_ÖN	Nsg|Xill	{MB}ön	N_FRONT_CLIT_OPT
N_FRONT_NOMINATIVE	Nsg|Xnom		N_FRONT_CLIT_OPT
N_FRONT_PARTITIVE_ITÄ	Npl|Xpar	{MB}i{MB}tä	N_FRONT_POSS_ÄN_OPT
N_FRONT_PARTITIVE_IÄ	Npl|Xpar	{MB}i{MB}ä	N_FRONT_POSS_ÄN_OPT
N_FRONT_PARTITIVE_JÄ	Npl|Xpar	{MB}j{MB}ä	N_FRONT_POSS_ÄN_OPT
N_FRONT_PARTITIVE_TÄ	Nsg|Xpar	{MB}tä	N_FRONT_POSS_ÄN_OPT
N_FRONT_PARTITIVE_TÄ_ARCHAIC	Nsg|Xpar|Uarch	{MB}tä	N_FRONT_POSS_ÄN_OPT
N_FRONT_PARTITIVE_Ä_NONSTD	Nsg|Xpar|Unonstd	{MB}ä	N_FRONT_POSS_OPT
N_FRONT_PARTITIVE_Ä	Nsg|Xpar	{MB}ä	N_FRONT_POSS_OPT
N_FRONT_PARTITIVE_Ä_ÄN	Nsg|Xpar	{MB}ä	N_FRONT_POSS_ÄN_OPT
N_FRONT_PLNOM_CLIT	Npl|Xnom	{MB}t	N_FRONT_CLIT_OPT
N_FRONT_PLNOM_POSS	Npl|Xnom		N_FRONT_POSS
N_FRONT_PLURALS			N_FRONT_STRONG_PLURALS	N_FRONT_WEAK_PLURALS
N_FRONT_POSS_EN	O3	{MB}en	N_FRONT_CLIT_OPT
N_FRONT_POSS_EN_OBL			N_FRONT_POSS	N_FRONT_POSS_EN
N_FRONT_POSS_EN_OPT			N_FRONT_POSS	N_FRONT_POSS_EN	N_FRONT_CLIT	#
N_FRONT_POSS	O3	{MB}nsä	N_FRONT_CLIT_OPT
N_FRONT_POSS	Opl1	{MB}mme	N_FRONT_CLIT_OPT
N_FRONT_POSS	Opl2	{MB}nne	N_FRONT_CLIT_OPT
N_FRONT_POSS_OPT			N_FRONT_POSS	N_FRONT_CLIT	#
