new_para	lemma	stuff	gloss
EXCEPTIONS	meen		
EXCEPTIONS	tuut		
INTERJ	aah	aah|Interj	
INTERJ	äh	äh|Interj	
N	talo	talo|NOUN|Nsg|Xnom	house 
N	taloa	talo|NOUN|Nsg|Xpar	
N	taloissa	talo|NOUN|Npl|Xine	
N	talostani	talo|NOUN|Nsg|Xela|Osg1	
N	talollako	talo|NOUN|Nsg|Xade|Qko	
N	taloiltammepa	talo|NOUN|Npl|Xabl|Opl1|Qpa	
N	taloja	talo|NOUN|Npl|Xpar	
N	sälöjä	sälö|NOUN|Npl|Xpar	splinter 
N	valtioita	valtio|NOUN|Npl|Xpar	state 
N	lepakot	lepakko|NOUN|Npl|Xnom	bat 
N	padoissa	pato|NOUN|Npl|Xine	dam 
N_TALO	talo	talo|NOUN|Nsg|Xnom	house 
N_TALO	talona	talo|NOUN|Nsg|Xess	
N_TALO	talossa	talo|NOUN|Nsg|Xine	
N_TALO	taloina	talo|NOUN|Npl|Xess	
N_TALO	taloista	talo|NOUN|Npl|Xela	
N_TALO	taloa	talo|NOUN|Nsg|Xpar	
N_TALO	talota	talo|NOUN|Nsg|Xpar	
N_TALO	taloon	talo|NOUN|Nsg|Xill	
N_TALO	taloseen	talo|NOUN|Nsg|Xill	
N_TALO	taloja	talo|NOUN|Npl|Xpar	
N_TALO	taloita	talo|NOUN|Npl|Xpar	
N_TALO	talojen	talo|NOUN|Npl|Xgen	
N_TALO	taloiden	talo|NOUN|Npl|Xgen	
N_TALO	taloitten	talo|NOUN|Npl|Xgen	
N_TALO	taloihin	talo|NOUN|Npl|Xill	
N_TALO	talojuttu	talo|NOUN|Nsg|Nom|Bc|juttu|NOUN|Nsg|Xnom	house thing 
N_TALO	talonjuttu	talo|NOUN|Nsg|Gen|Bc|juttu|NOUN|Nsg|Xnom	house’s thing 
N_TALO	talojenjuttu	talo|NOUN|Npl|Gen|Bc|juttu|NOUN|Nsg|Xnom	houses’ thing 
N_TALO	taloin	talo|NOUNUrare|Npl|Xgen	
N_TALO	talohon	talo|NOUN|Unon|Nsg|Xill	
N_ASU	asu	asu|NOUN|Nsg|Xnom	outfit 
N_ASU	asua	asu|NOUN|Nsg|Xpar	
N_ASU	asuun	asu|NOUN|Nsg|Xill	
N_ASU	asuna	asu|NOUN|Nsg|Xess	
N_ASU	asussa	asu|NOUN|Nsg|Xine	
N_ASU	asuja	asu|NOUN|Npl|Xpar	
N_ASU	asujen	asu|NOUN|Npl|Xgen	
N_ASU	asuihin	asu|NOUN|Npl|Xill	
N_ASU	asuina	asu|NOUN|Npl|Xess	
N_ASU	asuissa	asu|NOUN|Npl|Xine	
N_ASU	asuin	asu|NOUNUrare|Npl|Xgen	
N_ASU	asuhun	asu|NOUN|Unon|Nsg|Xill	
N_KÄRRY	kärry	kärry|NOUN|Nsg|Xnom	cart 
N_KÄRRY	kärryä	kärry|NOUN|Nsg|Xpar	
N_KÄRRY	kärryyn	kärry|NOUN|Nsg|Xill	
N_KÄRRY	kärrynä	kärry|NOUN|Nsg|Xess	
N_KÄRRY	kärryssä	kärry|NOUN|Nsg|Xine	
N_KÄRRY	kärryjä	kärry|NOUN|Npl|Xpar	
N_KÄRRY	kärryjen	kärry|NOUN|Npl|Xgen	
N_KÄRRY	kärryihin	kärry|NOUN|Npl|Xill	
N_KÄRRY	kärryinä	kärry|NOUN|Npl|Xess	
N_KÄRRY	kärryissä	kärry|NOUN|Npl|Xine	
N_KÄRRY	kärryin	kärry|NOUNUrare|Npl|Xgen	
N_KÄRRY	kärryhyn	kärry|NOUN|Unon|Nsg|Xill	
N_MÖMMÖ	mömmö	mömmö|NOUN|Nsg|Xnom	gunk 
N_MÖMMÖ	mömmöä	mömmö|NOUN|Nsg|Xpar	
N_MÖMMÖ	mömmöön	mömmö|NOUN|Nsg|Xill	
N_MÖMMÖ	mömmönä	mömmö|NOUN|Nsg|Xess	
N_MÖMMÖ	mömmössä	mömmö|NOUN|Nsg|Xine	
N_MÖMMÖ	mömmöjä	mömmö|NOUN|Npl|Xpar	
N_MÖMMÖ	mömmöjen	mömmö|NOUN|Npl|Xgen	
N_MÖMMÖ	mömmöihin	mömmö|NOUN|Npl|Xill	
N_MÖMMÖ	mömmöinä	mömmö|NOUN|Npl|Xess	
N_MÖMMÖ	mömmöissä	mömmö|NOUN|Npl|Xine	
N_MÖMMÖ	mömmöin	mömmö|NOUNUrare|Npl|Xgen	
N_MÖMMÖ	mömmöhön	mömmö|NOUN|Unon|Nsg|Xill	
N_UKKO	ukko	ukko|NOUN|Nsg|Xnom	geezer 
N_UKKO	ukossa	ukko|NOUN|Nsg|Xine	
N_UKKO	ukoista	ukko|NOUN|Npl|Xela	
N_UKKO	ukkoihin	ukko|NOUN|Npl|Xill	
N_UKKO	ukkoin	ukko|NOUNUrare|Npl|Xgen	
N_UKKO	ukkohon	ukko|NOUN|Unon|Nsg|Xill	
N_TIKKU	tikku	tikku|NOUN|Nsg|Xnom	stick 
N_TIKKU	tikussa	tikku|NOUN|Nsg|Xine	
N_TIKKU	tikuista	tikku|NOUN|Npl|Xela	
N_TIKKU	tikkuihin	tikku|NOUN|Npl|Xill	
N_TIKKU	tikkuin	tikku|NOUNUrare|Npl|Xgen	
N_TIKKU	tikkuhun	tikku|NOUN|Unon|Nsg|Xill	
N_MYRKKY	myrkky	myrkky|NOUN|Nsg|Xnom	poison 
N_MYRKKY	myrkyssä	myrkky|NOUN|Nsg|Xine	
N_MYRKKY	myrkyistä	myrkky|NOUN|Npl|Xela	
N_MYRKKY	myrkkyihin	myrkky|NOUN|Npl|Xill	
N_MYRKKY	myrkkyin	myrkky|NOUNUrare|Npl|Xgen	
N_MYRKKY	myrkkyhyn	myrkky|NOUN|Unon|Nsg|Xill	
N_YÖKKÖ	yökkö	yökkö|NOUN|Nsg|Xnom	nightfly 
N_YÖKKÖ	yökössä	yökkö|NOUN|Nsg|Xine	
N_YÖKKÖ	yököistä	yökkö|NOUN|Npl|Xela	
N_YÖKKÖ	yökköihin	yökkö|NOUN|Npl|Xill	
N_YÖKKÖ	yökköin	yökkö|NOUNUrare|Npl|Xgen	
N_YÖKKÖ	yökköhön	yökkö|NOUN|Unon|Nsg|Xill	
N_HAPPO	happo	happo|NOUN|Nsg|Xnom	acid 
N_HAPPO	hapossa	happo|NOUN|Nsg|Xine	
N_HAPPO	hapoista	happo|NOUN|Npl|Xela	
N_HAPPO	happoihin	happo|NOUN|Npl|Xill	
N_HAPPO	happoin	happo|NOUNUrare|Npl|Xgen	
N_HAPPO	happohon	happo|NOUN|Unon|Nsg|Xill	
N_LIPPU	lippu	lippu|NOUN|Nsg|Xnom	
N_LIPPU	lipussa	lippu|NOUN|Nsg|Xine	
N_LIPPU	lipuista	lippu|NOUN|Npl|Xela	
N_LIPPU	lippuihin	lippu|NOUN|Npl|Xill	
N_LIPPU	lippuin	lippu|NOUNUrare|Npl|Xgen	
N_LIPPU	lippuhun	lippu|NOUN|Unon|Nsg|Xill	
N_RYYPPY	ryyppy	ryyppy|NOUN|Nsg|Xnom	swirl 
N_RYYPPY	ryypyssä	ryyppy|NOUN|Nsg|Xine	
N_RYYPPY	ryypyistä	ryyppy|NOUN|Npl|Xela	
N_RYYPPY	ryyppyihin	ryyppy|NOUN|Npl|Xill	
N_RYYPPY	ryyppyin	ryyppy|NOUNUrare|Npl|Xgen	
N_RYYPPY	ryyppyhyn	ryyppy|NOUN|Unon|Nsg|Xill	
N_TÖRPPÖ	törppö	törppö|NOUN|Nsg|Xnom	bozo 
N_TÖRPPÖ	törpössä	törppö|NOUN|Nsg|Xine	
N_TÖRPPÖ	törpöistä	törppö|NOUN|Npl|Xela	
N_TÖRPPÖ	törppöihin	törppö|NOUN|Npl|Xill	
N_TÖRPPÖ	törppöin	törppö|NOUNUrare|Npl|Xgen	
N_TÖRPPÖ	törppöhön	törppö|NOUN|Unon|Nsg|Xill	
N_HIRTTO	hirtto	hirtto|NOUN|Nsg|Xnom	hanging 
N_HIRTTO	hirtossa	hirtto|NOUN|Nsg|Xine	
N_HIRTTO	hirtoista	hirtto|NOUN|Npl|Xela	
N_HIRTTO	hirttoihin	hirtto|NOUN|Npl|Xill	
N_HIRTTO	hirttoin	hirtto|NOUNUrare|Npl|Xgen	
N_HIRTTO	hirttohon	hirtto|NOUN|Unon|Nsg|Xill	
N_TORTTU	torttu	torttu|NOUN|Nsg|Xnom	tart 
N_TORTTU	tortussa	torttu|NOUN|Nsg|Xine	
N_TORTTU	tortuista	torttu|NOUN|Npl|Xela	
N_TORTTU	torttuihin	torttu|NOUN|Npl|Xill	
N_TORTTU	torttuin	torttu|NOUNUrare|Npl|Xgen	
N_TORTTU	torttuhon	torttu|NOUN|Unon|Nsg|Xill	
N_PYTTY	pytty	pytty|NOUN|Nsg|Xnom	cup 
N_PYTTY	pytyssä	pytty|NOUN|Nsg|Xine	
N_PYTTY	pytyistä	pytty|NOUN|Npl|Xela	
N_PYTTY	pyttyihin	pytty|NOUN|Npl|Xill	
N_PYTTY	pyttyin	pytty|NOUNUrare|Npl|Xgen	
N_PYTTY	pyttyhyn	pytty|NOUN|Unon|Nsg|Xill	
N_PÖNTTÖ	pönttö	pönttö|NOUN|Nsg|Xnom	pot 
N_PÖNTTÖ	pöntössä	pönttö|NOUN|Nsg|Xine	
N_PÖNTTÖ	pöntöistä	pönttö|NOUN|Npl|Xela	
N_PÖNTTÖ	pönttöihin	pönttö|NOUN|Npl|Xill	
N_PÖNTTÖ	pönttöin	pönttö|NOUNUrare|Npl|Xgen	
N_PÖNTTÖ	pönttöhön	pönttö|NOUN|Unon|Nsg|Xill	
N_TEKO	teko	teko|NOUN|Nsg|Xnom	action 
N_TEKO	teossa	teko|NOUN|Nsg|Xine	
N_TEKO	te’ossa	teko|NOUN|Nsg|Xine	
N_TEKO	tekoin	teko|NOUNUrare|Npl|Xgen	
N_TEKO	tekohon	teko|NOUN|Unon|Nsg|Xill	
N_MAKU	maku	maku|NOUN|Nsg|Xnom	taste 
N_MAKU	maussa	maku|NOUN|Nsg|Xine	
N_MAKU	ma’ussa	maku|NOUN|Nsg|Xine	
N_MAKU	makuin	maku|NOUNUrare|Npl|Xgen	
N_MAKU	makuhon	maku|NOUN|Unon|Nsg|Xill	
N_NÄKY	näky	näky|NOUN|Nsg|Xnom	vision 
N_NÄKY	näyssä	näky|NOUN|Nsg|Xine	
N_NÄKY	nä’yssä	näky|NOUN|Nsg|Xine	
N_NÄKY	näkyin	näky|NOUNUrare|Npl|Xgen	
N_NÄKY	näkyhyn	näky|NOUN|Unon|Nsg|Xill	
N_NÄKÖ	näkö	näkö|NOUN|Nsg|Xnom	eyesight 
N_NÄKÖ	näössä	näkö|NOUN|Nsg|Xine	
N_NÄKÖ	nä’össä	näkö|NOUN|Nsg|Xine	
N_NÄKÖ	näköin	näkö|NOUNUrare|Npl|Xgen	
N_NÄKÖ	näköhön	näkö|NOUN|Unon|Nsg|Xill	
N_RUOKO	ruoko	ruoko|NOUN|Nsg|Xnom	straw 
N_RUOKO	ruo’ossa	ruoko|NOUN|Nsg|Xine	
N_RUOKO	ruokoin	ruoko|NOUNUrare|Npl|Xgen	
N_RUOKO	ruokohon	ruoko|NOUN|Unon|Nsg|Xill	
N_LIUKU	liuku	liuku|NOUN|Nsg|Xnom	slide 
N_LIUKU	liu’ussa	liuku|NOUN|Nsg|Xine	
N_LIUKU	liukuin	liuku|NOUNUrare|Npl|Xgen	
N_LIUKU	liukuhun	liuku|NOUN|Unon|Nsg|Xill	
N_HEPO	hepo	hepo|NOUN|Nsg|Xnom	horse 
N_HEPO	hevossa	hepo|NOUN|Nsg|Xine	
N_HEPO	hepoina	hepo|NOUN|Npl|Xess	
N_HEPO	hevoista	hepo|NOUN|Npl|Xela	
N_HEPO	hepoin	hepo|NOUNUrare|Npl|Xgen	
N_HEPO	hepohon	hepo|NOUN|Unon|Nsg|Xill	
N_APU	apu	apu|NOUN|Nsg|Xnom	help 
N_APU	avussa	apu|NOUN|Nsg|Xine	
N_APU	apuihin	apu|NOUN|Npl|Xill	
N_APU	avuista	apu|NOUN|Npl|Xela	
N_APU	apuin	apu|NOUNUrare|Npl|Xgen	
N_APU	apuhun	apu|NOUN|Unon|Nsg|Xill	
N_KÄPY	käpy	käpy|NOUN|Nsg|Xnom	pinecone 
N_KÄPY	kävyssä	käpy|NOUN|Nsg|Xine	
N_KÄPY	käpyihin	käpy|NOUN|Npl|Xill	
N_KÄPY	kävyistä	käpy|NOUN|Npl|Xela	
N_KÄPY	käpyin	käpy|NOUNUrare|Npl|Xgen	
N_KÄPY	käpyhyn	käpy|NOUN|Unon|Nsg|Xill	
N_LÖPÖ	löpö	löpö|NOUN|Nsg|Xnom	gasoline 
N_LÖPÖ	lövössä	löpö|NOUN|Nsg|Xine	
N_LÖPÖ	löpöihin	löpö|NOUN|Npl|Xill	
N_LÖPÖ	lövöistä	löpö|NOUN|Npl|Xela	
N_LÖPÖ	löpöin	löpö|NOUNUrare|Npl|Xgen	
N_LÖPÖ	löpöhyn	löpö|NOUN|Unon|Nsg|Xill	
N_VETO	veto	veto|NOUN|Nsg|Xnom	draft 
N_VETO	vedossa	veto|NOUN|Nsg|Xine	
N_VETO	vetoihin	veto|NOUN|Npl|Xill	
N_VETO	vedoista	veto|NOUN|Npl|Xela	
N_VETO	vetoin	veto|NOUNUrare|Npl|Xgen	
N_VETO	vetohon	veto|NOUN|Unon|Nsg|Xill	
N_KUITU	kuitu	kuitu|NOUN|Nsg|Xnom	fiber 
N_KUITU	kuidussa	kuitu|NOUN|Nsg|Xine	
N_KUITU	kuituihin	kuitu|NOUN|Npl|Xill	
N_KUITU	kuiduista	kuitu|NOUN|Npl|Xela	
N_KUITU	kuituin	kuitu|NOUNUrare|Npl|Xgen	
N_KUITU	kuituhon	kuitu|NOUN|Unon|Nsg|Xill	
N_VETY	vety	vety|NOUN|Nsg|Xnom	hydrogen 
N_VETY	vedyssä	vety|NOUN|Nsg|Xine	
N_VETY	vetyihin	vety|NOUN|Npl|Xill	
N_VETY	vedyistä	vety|NOUN|Npl|Xela	
N_VETY	vetyin	vety|NOUNUrare|Npl|Xgen	
N_VETY	vetyhyn	vety|NOUN|Unon|Nsg|Xill	
N_HÄÄTÖ	häätö	häätö|NOUN|Nsg|Xnom	evictment 
N_HÄÄTÖ	häädössä	häätö|NOUN|Nsg|Xine	
N_HÄÄTÖ	häädöistä	häätö|NOUN|Npl|Xela	
N_HÄÄTÖ	häätöihin	häätö|NOUN|Npl|Xill	
N_HÄÄTÖ	häätöin	häätö|NOUNUrare|Npl|Xgen	
N_HÄÄTÖ	häätöhön	häätö|NOUN|Unon|Nsg|Xill	
N_RUNKO	runko	runko|NOUN|Nsg|Xnom	body 
N_RUNKO	rungossa	runko|NOUN|Nsg|Xine	
N_RUNKO	rungoista	runko|NOUN|Npl|Xela	
N_RUNKO	runkoihin	runko|NOUN|Npl|Xill	
N_RUNKO	runkoin	runko|NOUNUrare|Npl|Xgen	
N_RUNKO	runkohon	runko|NOUN|Unon|Nsg|Xill	
N_VINKU	vinku	vinku|NOUN|Nsg|Xnom	squeal 
N_VINKU	vingussa	vinku|NOUN|Nsg|Xine	
N_VINKU	vinguista	vinku|NOUN|Npl|Xela	
N_VINKU	vinkuihin	vinku|NOUN|Npl|Xill	
N_VINKU	vinkuin	vinku|NOUNUrare|Npl|Xgen	
N_VINKU	vinkuhun	vinku|NOUN|Unon|Nsg|Xill	
N_SÄNKY	sänky	sänky|NOUN|Nsg|Xnom	bed 
N_SÄNKY	sängyssä	sänky|NOUN|Nsg|Xine	
N_SÄNKY	sängyistä	sänky|NOUN|Npl|Xela	
N_SÄNKY	sänkyihin	sänky|NOUN|Npl|Xill	
N_SÄNKY	sänkyin	sänky|NOUNUrare|Npl|Xgen	
N_SÄNKY	sänkyhyn	sänky|NOUN|Unon|Nsg|Xill	
N_YLÄNKÖ	ylänkö	ylänkö|NOUN|Nsg|Xnom	highlands 
N_YLÄNKÖ	ylängössä	ylänkö|NOUN|Nsg|Xine	
N_YLÄNKÖ	ylängöistä	ylänkö|NOUN|Npl|Xela	
N_YLÄNKÖ	ylänköihin	ylänkö|NOUN|Npl|Xill	
N_YLÄNKÖ	ylänköin	ylänkö|NOUNUrare|Npl|Xgen	
N_YLÄNKÖ	ylänköhön	ylänkö|NOUN|Unon|Nsg|Xill	
N_SAMPO	sampo	sampo|NOUN|Nsg|Xnom	sampo 
N_SAMPO	sammossa	sampo|NOUN|Nsg|Xine	
N_SAMPO	sampoina	sampo|NOUN|Npl|Xess	
N_SAMPO	sammoista	sampo|NOUN|Npl|Xela	
N_SAMPO	sampoin	sampo|NOUNUrare|Npl|Xgen	
N_SAMPO	sampohon	sampo|NOUN|Unon|Nsg|Xill	
N_RUMPU	rumpu	rumpu|NOUN|Nsg|Xnom	drum 
N_RUMPU	rummussa	rumpu|NOUN|Nsg|Xine	
N_RUMPU	rumpuihin	rumpu|NOUN|Npl|Xill	
N_RUMPU	rummuista	rumpu|NOUN|Npl|Xela	
N_RUMPU	rumpuin	rumpu|NOUNUrare|Npl|Xgen	
N_RUMPU	rumpuhun	rumpu|NOUN|Unon|Nsg|Xill	
N_LÄMPÖ	lämpö	lämpö|NOUN|Nsg|Xnom	warmth 
N_LÄMPÖ	lämmössä	lämpö|NOUN|Nsg|Xine	
N_LÄMPÖ	lämpöihin	lämpö|NOUN|Npl|Xill	
N_LÄMPÖ	lämmöistä	lämpö|NOUN|Npl|Xela	
N_LÄMPÖ	lämpöin	lämpö|NOUNUrare|Npl|Xgen	
N_LÄMPÖ	lämpöhön	lämpö|NOUN|Unon|Nsg|Xill	
N_KIELTO	kielto	kielto|NOUN|Nsg|Xnom	denial 
N_KIELTO	kiellossa	kielto|NOUN|Nsg|Xine	
N_KIELTO	kieltoihin	kielto|NOUN|Npl|Xill	
N_KIELTO	kielloista	kielto|NOUN|Npl|Xela	
N_KIELTO	kieltoin	kielto|NOUNUrare|Npl|Xgen	
N_KIELTO	kieltohon	kielto|NOUN|Unon|Nsg|Xill	
N_HUOLITELTU	huoliteltu	huoliteltu|NOUN|Nsg|Xnom	neat 
N_HUOLITELTU	huolitellussa	huoliteltu|NOUN|Nsg|Xine	
N_HUOLITELTU	huoliteltuihin	huoliteltu|NOUN|Npl|Xill	
N_HUOLITELTU	huolitelluista	huoliteltu|NOUN|Npl|Xela	
N_HUOLITELTU	huoliteltuin	huoliteltu|NOUNUrare|Npl|Xgen	
N_HUOLITELTU	huoliteltuhun	huoliteltu|NOUN|Unon|Nsg|Xill	
N_EPÄILTY	epäilty	epäilty|NOUN|Nsg|Xnom	suspect 
N_EPÄILTY	epäillyssä	epäilty|NOUN|Nsg|Xine	
N_EPÄILTY	epäiltyihin	epäilty|NOUN|Npl|Xill	
N_EPÄILTY	epäillyistä	epäilty|NOUN|Npl|Xela	
N_EPÄILTY	epäiltyin	epäilty|NOUNUrare|Npl|Xgen	
N_EPÄILTY	epäiltyhyn	epäilty|NOUN|Unon|Nsg|Xill	
N_SISÄLTÖ	sisältö	sisältö|NOUN|Nsg|Xnom	content 
N_SISÄLTÖ	sisällössä	sisältö|NOUN|Nsg|Xine	
N_SISÄLTÖ	sisällöistä	sisältö|NOUN|Npl|Xela	
N_SISÄLTÖ	sisältöihin	sisältö|NOUN|Npl|Xill	
N_SISÄLTÖ	sisältöin	sisältö|NOUNUrare|Npl|Xgen	
N_SISÄLTÖ	sisältöhön	sisältö|NOUN|Unon|Nsg|Xill	
N_TUNTO	tunto	tunto|NOUN|Nsg|Xnom	sense 
N_TUNTO	tunnossa	tunto|NOUN|Nsg|Xine	
N_TUNTO	tuntoihin	tunto|NOUN|Npl|Xill	
N_TUNTO	tunnoista	tunto|NOUN|Npl|Xela	
N_TUNTO	tuntoin	tunto|NOUNUrare|Npl|Xgen	
N_TUNTO	tuntohon	tunto|NOUN|Unon|Nsg|Xill	
N_LINTU	lintu	lintu|NOUN|Nsg|Xnom	bird 
N_LINTU	linnussa	lintu|NOUN|Nsg|Xine	
N_LINTU	lintuihin	lintu|NOUN|Npl|Xill	
N_LINTU	linnuista	lintu|NOUN|Npl|Xela	
N_LINTU	lintuin	lintu|NOUNUrare|Npl|Xgen	
N_LINTU	lintuhon	lintu|NOUN|Unon|Nsg|Xill	
N_MÄNTY	mänty	mänty|NOUN|Nsg|Xnom	pine tree 
N_MÄNTY	männyssä	mänty|NOUN|Nsg|Xine	
N_MÄNTY	mäntyihin	mänty|NOUN|Npl|Xill	
N_MÄNTY	männyistä	mänty|NOUN|Npl|Xela	
N_MÄNTY	mäntyin	mänty|NOUNUrare|Npl|Xgen	
N_MÄNTY	mäntyhyn	mänty|NOUN|Unon|Nsg|Xill	
N_KÄÄNTÖ	kääntö	kääntö|NOUN|Nsg|Xnom	turn 
N_KÄÄNTÖ	käännössä	kääntö|NOUN|Nsg|Xine	
N_KÄÄNTÖ	käännöistä	kääntö|NOUN|Npl|Xela	
N_KÄÄNTÖ	kääntöihin	kääntö|NOUN|Npl|Xill	
N_KÄÄNTÖ	kääntöin	kääntö|NOUNUrare|Npl|Xgen	
N_KÄÄNTÖ	kääntöhön	kääntö|NOUN|Unon|Nsg|Xill	
N_SIIRTO	siirto	siirto|NOUN|Nsg|Xnom	move 
N_SIIRTO	siirrossa	siirto|NOUN|Nsg|Xine	
N_SIIRTO	siirtoihin	siirto|NOUN|Npl|Xill	
N_SIIRTO	siirroista	siirto|NOUN|Npl|Xela	
N_SIIRTO	siirtoin	siirto|NOUNUrare|Npl|Xgen	
N_SIIRTO	siirtohon	siirto|NOUN|Unon|Nsg|Xill	
N_LUKU	luku	luku|NOUN|Nsg|Xnom	figure 
N_LUKU	luvussa	luku|NOUN|Nsg|Xine	
N_LUKU	luvuista	luku|NOUN|Npl|Xela	
N_LUKU	lukuihin	luku|NOUN|Npl|Xill	
N_LUKU	lukuin	luku|NOUNUrare|Npl|Xgen	
N_LUKU	lukuhun	luku|NOUN|Unon|Nsg|Xill	
N_KYKY	kyky	kyky|NOUN|Nsg|Xnom	skill 
N_KYKY	kyvyssä	kyky|NOUN|Nsg|Xine	
N_KYKY	kyvyistä	kyky|NOUN|Npl|Xela	
N_KYKY	kykyihin	kyky|NOUN|Npl|Xill	
N_KYKY	kykyin	kyky|NOUNUrare|Npl|Xgen	
N_KYKY	kykyhyn	kyky|NOUN|Unon|Nsg|Xill	
N_RUIPELO	ruipelo	ruipelo|NOUN|Nsg|Xnom	squirt 
N_RUIPELO	ruipeloita	ruipelo|NOUN|Npl|Xpar	
N_RUIPELO	ruipeloja	ruipelo|NOUN|Npl|Xpar	
N_RUIPELO	ruipelojen	ruipelo|NOUN|Npl|Xgen	
N_RUIPELO	ruipeloiden	ruipelo|NOUN|Npl|Xgen	
N_RUIPELO	ruipeloitten	ruipelo|NOUN|Npl|Xgen	
N_RUIPELO	ruipeloin	ruipelo|NOUNUrare|Npl|Xgen	
N_RUIPELO	ruipelohon	ruipelo|NOUN|Unon|Nsg|Xill	
N_SEIKKAILU	seikkailu	seikkailu|NOUN|Nsg|Xnom	adventure 
N_SEIKKAILU	seikkailuja	seikkailu|NOUN|Npl|Xpar	
N_SEIKKAILU	seikkailuita	seikkailu|NOUN|Npl|Xpar	
N_SEIKKAILU	seikkailujen	seikkailu|NOUN|Npl|Xgen	
N_SEIKKAILU	seikkailuiden	seikkailu|NOUN|Npl|Xgen	
N_SEIKKAILU	seikkailuitten	seikkailu|NOUN|Npl|Xgen	
N_SEIKKAILU	seikkailuin	seikkailu|NOUNUrare|Npl|Xgen	
N_SEIKKAILU	seikkailuhun	seikkailu|NOUN|Unon|Nsg|Xill	
N_VEHKEILY	vehkeily	vehkeily|NOUN|Nsg|Xnom	mutiny 
N_VEHKEILY	vehkeilyjä	vehkeily|NOUN|Npl|Xpar	
N_VEHKEILY	vehkeilyitä	vehkeily|NOUN|Npl|Xpar	
N_VEHKEILY	vehkeilyjen	vehkeily|NOUN|Npl|Xgen	
N_VEHKEILY	vehkeilyitten	vehkeily|NOUN|Npl|Xgen	
N_VEHKEILY	vehkeilyiden	vehkeily|NOUN|Npl|Xgen	
N_VEHKEILY	vehkeilyin	vehkeily|NOUNUrare|Npl|Xgen	
N_VEHKEILY	vehkeilyhyn	vehkeily|NOUN|Unon|Nsg|Xill	
N_JÄÄTELÖ	jäätelö	jäätelö|NOUN|Nsg|Xnom	iced cream 
N_JÄÄTELÖ	jäätelöjen	jäätelö|NOUN|Npl|Xgen	
N_JÄÄTELÖ	jäätelöiden	jäätelö|NOUN|Npl|Xgen	
N_JÄÄTELÖ	jäätelöitten	jäätelö|NOUN|Npl|Xgen	
N_JÄÄTELÖ	jäätelöin	jäätelö|NOUNUrare|Npl|Xgen	
N_JÄÄTELÖ	jäätelöhön	jäätelö|NOUN|Unon|Nsg|Xill	
N_TUOMIO	tuomio	tuomio|NOUN|Nsg|Xnom	judgment 
N_TUOMIO	tuomiota	tuomio|NOUN|Nsg|Xpar	
N_TUOMIO	tuomioa	tuomio|NOUN|Nsg|Xpar	
N_TUOMIO	tuomioita	tuomio|NOUN|Npl|Xpar	
N_TUOMIO	tuomioiden	tuomio|NOUN|Npl|Xgen	
N_TUOMIO	tuomioitten	tuomio|NOUN|Npl|Xgen	
N_TUOMIO	tuomiojen	tuomio|NOUN|Npl|Xgen	
N_TUOMIO	tuomioa	tuomio|NOUNUrare|Npl|Xpar	
N_TUOMIO	tuomioin	tuomio|NOUNUrare|Npl|Xgen	
N_TUOMIO	tuomiohon	tuomio|NOUN|Unon|Nsg|Xill	
N_TUOMIO	tuomioja	tuomio|NOUN|Unon|Nsg|Xpar	
N_TUOMIO	tuomiojen	tuomio|NOUN|Unon|Nsg|Xgen	
N_HÄIRIÖ	häiriö	häiriö|NOUN|Nsg|Xnom	disruption 
N_HÄIRIÖ	häiriötä	häiriö|NOUN|Nsg|Xpar	
N_HÄIRIÖ	häiriöiden	häiriö|NOUN|Npl|Xgen	
N_HÄIRIÖ	häiriöitten	häiriö|NOUN|Npl|Xgen	
N_HÄIRIÖ	häiriöä	häiriö|NOUNUrare|Npl|Xpar	
N_HÄIRIÖ	häiriöin	häiriö|NOUNUrare|Npl|Xgen	
N_HÄIRIÖ	häiriöhön	häiriö|NOUN|Unon|Nsg|Xill	
N_HÄIRIÖ	häiriöjä	häiriö|NOUN|Unon|Nsg|Xpar	
N_HÄIRIÖ	häiriöjen	häiriö|NOUN|Unon|Nsg|Xgen	
N_ZOMBIE	zombie	zombie|NOUN|Nsg|Xnom	zombie 
N_ZOMBIE	zombieta	zombie|NOUN|Nsg|Xpar	
N_ZOMBIE	zombieita	zombie|NOUN|Npl|Xpar	
N_ZOMBIE	zombieiden	zombie|NOUN|Npl|Xgen	
N_ZOMBIE	zombieitten	zombie|NOUN|Npl|Xgen	
N_ZOMBIE	zombiea	zombie|NOUNUrare|Npl|Xpar	
N_ZOMBIE	zombiein	zombie|NOUNUrare|Npl|Xgen	
N_ZOMBIE	zombiehen	zombie|NOUN|Unon|Nsg|Xill	
N_ZOMBIE	zombieja	zombie|NOUN|Unon|Nsg|Xpar	
N_ZOMBIE	zombiejen	zombie|NOUN|Unon|Nsg|Xgen	
N_BERNIE	Bernie	Bernie|NOUN|PROPER|Nsg|Xnom	Bernie 
N_BERNIE	Bernietä	Bernie|NOUN|PROPER|Nsg|Xpar	
N_BERNIE	Bernieitä	Bernie|NOUN|PROPER|Npl|Xpar	
N_BERNIE	Bernieiden	Bernie|NOUN|PROPER|Npl|Xgen	
N_BERNIE	Bernieitten	Bernie|NOUN|PROPER|Npl|Xgen	
N_BERNIE	Berniea	Bernie|NOUNUrare|Npl|Xpar	
N_BERNIE	Berniein	Bernie|NOUNUrare|Npl|Xgen	
