new_para	suffix_regex
NUM_51seitsemästuhannes	seitsemästuhannes
NUM_51seitsemäsundekiljardis	seitsemäsundekiljardis
NUM_51seitsemäsundekiljoonas	seitsemäsundekiljoonas
NUM_51seitsemäsviidettä	seitsemäsviidettä
NUM_51seitsemäsyhdeksättä	seitsemäsyhdeksättä
NUM_51viidesbiljardis	viidesbiljardis
NUM_51viidesbiljoonas	viidesbiljoonas
NUM_51viidesdekiljardis	viidesdekiljardis
NUM_51viidesdekiljoonas	viidesdekiljoonas
NUM_51viidesduodekiljardis	viidesduodekiljardis
NUM_51viidesduodekiljoonas	viidesduodekiljoonas
NUM_51viideskahdeksatta	viideskahdeksatta
NUM_51viideskiljardis	viideskiljardis
NUM_51viideskiljoonas	viideskiljoonas
NUM_51viideskolmatta	viideskolmatta
NUM_51viideskuudetta	viideskuudetta
NUM_51viideskvadriljardis	viideskvadriljardis
NUM_51viideskvadriljoonas	viideskvadriljoonas
NUM_51viideskvintiljardis	viideskvintiljardis
NUM_51viideskvintiljoonas	viideskvintiljoonas
NUM_51viideskymmenes	viideskymmenes
NUM_51viidesmiljardis	viidesmiljardis
NUM_51viidesmiljoonas	viidesmiljoonas
NUM_51viidesneljästtä	viidesneljästtä
NUM_51viidesnoniljardis	viidesnoniljardis
NUM_51viidesnoniljoonas	viidesnoniljoonas
NUM_51viidesoktiljardis	viidesoktiljardis
NUM_51viidesoktiljoonas	viidesoktiljoonas
NUM_51viidespiljardis	viidespiljardis
NUM_51viidespiljoonas	viidespiljoonas
NUM_51viidessadas	viidessadas
NUM_51viidesseitsemättä	viidesseitsemättä
NUM_51viidessentiljardis	viidessentiljardis
NUM_51viidessentiljoonas	viidessentiljoonas
NUM_51viidesseptiljardis	viidesseptiljardis
NUM_51viidesseptiljoonas	viidesseptiljoonas
NUM_51viidestoista	viidestoista
NUM_51viidestredekiljardis	viidestredekiljardis
NUM_51viidestredekiljoonas	viidestredekiljoonas
NUM_51viidestriljardis	viidestriljardis
NUM_51viidestriljoonas	viidestriljoonas
NUM_51viidestsiljardis	viidestsiljardis
NUM_51viidestsiljoonas	viidestsiljoonas
NUM_51viidestuhannes	viidestuhannes
NUM_51viidesundekiljardis	viidesundekiljardis
NUM_51viidesundekiljoonas	viidesundekiljoonas
NUM_51viidesviidettä	viidesviidettä
NUM_51viidesyhdeksättä	viidesyhdeksättä
NUM_51viisibiljardia	viisibiljardia
NUM_51viisibiljoonaa	viisibiljoonaa
NUM_51viisidekiljardia	viisidekiljardia
NUM_51viisidekiljoonaa	viisidekiljoonaa
NUM_51viisiduodekiljardia	viisiduodekiljardia
NUM_51viisiduodekiljoonaa	viisiduodekiljoonaa
NUM_51viisikahdeksatta	viisikahdeksatta
NUM_51viisikiljardia	viisikiljardia
NUM_51viisikiljoonaa	viisikiljoonaa
NUM_51viisikolmatta	viisikolmatta
NUM_51viisikuudetta	viisikuudetta
NUM_51viisikvadriljardia	viisikvadriljardia
NUM_51viisikvadriljoonaa	viisikvadriljoonaa
NUM_51viisikvintiljardia	viisikvintiljardia
NUM_51viisikvintiljoonaa	viisikvintiljoonaa
NUM_51viisikymmentä	viisikymmentä
NUM_51viisimiljardia	viisimiljardia
NUM_51viisimiljoonaa	viisimiljoonaa
NUM_51viisineljättä	viisineljättä
NUM_51viisinoniljardia	viisinoniljardia
NUM_51viisinoniljoonaa	viisinoniljoonaa
NUM_51viisioktiljardia	viisioktiljardia
NUM_51viisioktiljoonaa	viisioktiljoonaa
NUM_51viisipiljardia	viisipiljardia
NUM_51viisipiljoonaa	viisipiljoonaa
NUM_51viisisataa	viisisataa
NUM_51viisiseitsemättä	viisiseitsemättä
NUM_51viisisentiljardia	viisisentiljardia
NUM_51viisisentiljoonaa	viisisentiljoonaa
NUM_51viisiseptiljardia	viisiseptiljardia
NUM_51viisiseptiljoonaa	viisiseptiljoonaa
NUM_51viisitoista	viisitoista
NUM_51viisitredekiljardia	viisitredekiljardia
NUM_51viisitredekiljoonaa	viisitredekiljoonaa
NUM_51viisitriljardia	viisitriljardia
NUM_51viisitriljoonaa	viisitriljoonaa
NUM_51viisitsiljardia	viisitsiljardia
NUM_51viisitsiljoonaa	viisitsiljoonaa
NUM_51viisituhatta	viisituhatta
NUM_51viisiundekiljardia	viisiundekiljardia
NUM_51viisiundekiljoonaa	viisiundekiljoonaa
NUM_51viisiviidettä	viisiviidettä
NUM_51viisiyhdeksättä	viisiyhdeksättä
NUM_51yhdeksänbiljardia	yhdeksänbiljardia
NUM_51yhdeksänbiljoonaa	yhdeksänbiljoonaa
NUM_51yhdeksändekiljardia	yhdeksändekiljardia
NUM_51yhdeksändekiljoonaa	yhdeksändekiljoonaa
NUM_51yhdeksänduodekiljardia	yhdeksänduodekiljardia
NUM_51yhdeksänduodekiljoonaa	yhdeksänduodekiljoonaa
NUM_51yhdeksänkahdeksatta	yhdeksänkahdeksatta
NUM_51yhdeksänkiljardia	yhdeksänkiljardia
NUM_51yhdeksänkiljoonaa	yhdeksänkiljoonaa
NUM_51yhdeksänkolmatta	yhdeksänkolmatta
NUM_51yhdeksänkuudetta	yhdeksänkuudetta
NUM_51yhdeksänkvadriljardia	yhdeksänkvadriljardia
NUM_51yhdeksänkvadriljoonaa	yhdeksänkvadriljoonaa
NUM_51yhdeksänkvintiljardia	yhdeksänkvintiljardia
NUM_51yhdeksänkvintiljoonaa	yhdeksänkvintiljoonaa
NUM_51yhdeksänkymmentä	yhdeksänkymmentä
NUM_51yhdeksänmiljardia	yhdeksänmiljardia
NUM_51yhdeksänmiljoonaa	yhdeksänmiljoonaa
NUM_51yhdeksänneljättä	yhdeksänneljättä
NUM_51yhdeksännoniljardia	yhdeksännoniljardia
NUM_51yhdeksännoniljoonaa	yhdeksännoniljoonaa
NUM_51yhdeksänoktiljardia	yhdeksänoktiljardia
NUM_51yhdeksänoktiljoonaa	yhdeksänoktiljoonaa
NUM_51yhdeksänpiljardia	yhdeksänpiljardia
NUM_51yhdeksänpiljoonaa	yhdeksänpiljoonaa
NUM_51yhdeksänsataa	yhdeksänsataa
NUM_51yhdeksänseitsemättä	yhdeksänseitsemättä
NUM_51yhdeksänsentiljardia	yhdeksänsentiljardia
NUM_51yhdeksänsentiljoonaa	yhdeksänsentiljoonaa
NUM_51yhdeksänseptiljardia	yhdeksänseptiljardia
NUM_51yhdeksänseptiljoonaa	yhdeksänseptiljoonaa
NUM_51yhdeksäntoista	yhdeksäntoista
NUM_51yhdeksäntredekiljardia	yhdeksäntredekiljardia
NUM_51yhdeksäntredekiljoonaa	yhdeksäntredekiljoonaa
NUM_51yhdeksäntriljardia	yhdeksäntriljardia
NUM_51yhdeksäntriljoonaa	yhdeksäntriljoonaa
NUM_51yhdeksäntsiljardia	yhdeksäntsiljardia
NUM_51yhdeksäntsiljoonaa	yhdeksäntsiljoonaa
NUM_51yhdeksäntuhatta	yhdeksäntuhatta
NUM_51yhdeksänundekiljardia	yhdeksänundekiljardia
NUM_51yhdeksänundekiljoonaa	yhdeksänundekiljoonaa
NUM_51yhdeksänviidettä	yhdeksänviidettä
NUM_51yhdeksänyhdeksättä	yhdeksänyhdeksättä
NUM_51yhdeksäsbiljardis	yhdeksäsbiljardis
NUM_51yhdeksäsbiljoonas	yhdeksäsbiljoonas
NUM_51yhdeksäsdekiljardis	yhdeksäsdekiljardis
NUM_51yhdeksäsdekiljoonas	yhdeksäsdekiljoonas
NUM_51yhdeksäsduodekiljardis	yhdeksäsduodekiljardis
NUM_51yhdeksäsduodekiljoonas	yhdeksäsduodekiljoonas
NUM_51yhdeksäskahdeksatta	yhdeksäskahdeksatta
NUM_51yhdeksäskiljardis	yhdeksäskiljardis
NUM_51yhdeksäskiljoonas	yhdeksäskiljoonas
NUM_51yhdeksäskolmatta	yhdeksäskolmatta
NUM_51yhdeksäskuudetta	yhdeksäskuudetta
NUM_51yhdeksäskvadriljardis	yhdeksäskvadriljardis
NUM_51yhdeksäskvadriljoonas	yhdeksäskvadriljoonas
NUM_51yhdeksäskvintiljardis	yhdeksäskvintiljardis
NUM_51yhdeksäskvintiljoonas	yhdeksäskvintiljoonas
NUM_51yhdeksäskymmenes	yhdeksäskymmenes
NUM_51yhdeksäsmiljardis	yhdeksäsmiljardis
NUM_51yhdeksäsmiljoonas	yhdeksäsmiljoonas
NUM_51yhdeksäsneljästtä	yhdeksäsneljästtä
NUM_51yhdeksäsnoniljardis	yhdeksäsnoniljardis
NUM_51yhdeksäsnoniljoonas	yhdeksäsnoniljoonas
NUM_51yhdeksäsoktiljardis	yhdeksäsoktiljardis
NUM_51yhdeksäsoktiljoonas	yhdeksäsoktiljoonas
NUM_51yhdeksäspiljardis	yhdeksäspiljardis
NUM_51yhdeksäspiljoonas	yhdeksäspiljoonas
NUM_51yhdeksässadas	yhdeksässadas
NUM_51yhdeksässeitsemättä	yhdeksässeitsemättä
NUM_51yhdeksässentiljardis	yhdeksässentiljardis
NUM_51yhdeksässentiljoonas	yhdeksässentiljoonas
NUM_51yhdeksässeptiljardis	yhdeksässeptiljardis
NUM_51yhdeksässeptiljoonas	yhdeksässeptiljoonas
NUM_51yhdeksästoista	yhdeksästoista
NUM_51yhdeksästredekiljardis	yhdeksästredekiljardis
NUM_51yhdeksästredekiljoonas	yhdeksästredekiljoonas
NUM_51yhdeksästriljardis	yhdeksästriljardis
NUM_51yhdeksästriljoonas	yhdeksästriljoonas
NUM_51yhdeksästsiljardis	yhdeksästsiljardis
NUM_51yhdeksästsiljoonas	yhdeksästsiljoonas
NUM_51yhdeksästuhannes	yhdeksästuhannes
NUM_51yhdeksäsundekiljardis	yhdeksäsundekiljardis
NUM_51yhdeksäsundekiljoonas	yhdeksäsundekiljoonas
NUM_51yhdeksäsviidettä	yhdeksäsviidettä
NUM_51yhdeksäsyhdeksättä	yhdeksäsyhdeksättä
NUM_51yhdeskahdeksatta	yhdeskahdeksatta
NUM_51yhdeskolmatta	yhdeskolmatta
NUM_51yhdeskuudetta	yhdeskuudetta
NUM_51yhdesneljästtä	yhdesneljästtä
NUM_51yhdesseitsemättä	yhdesseitsemättä
NUM_51yhdestoista	yhdestoista
NUM_51yhdesviidettä	yhdesviidettä
NUM_51yhdesyhdeksättä	yhdesyhdeksättä
NUM_51yksikahdeksatta	yksikahdeksatta
NUM_51yksikolmatta	yksikolmatta
NUM_51yksikuudetta	yksikuudetta
NUM_51yksineljättä	yksineljättä
NUM_51yksiseitsemättä	yksiseitsemättä
NUM_51yksitoista	yksitoista
NUM_51yksiviidettä	yksiviidettä
NUM_51yksiyhdeksättä	yksiyhdeksättä
NUM_ENSIMMÄINEN	inen
NUM_KAHDEKSAN	kahdeksan
NUM_KAKSI	kaksi
NUM_KOLMASOSA	osa
NUM_KOLMAS	s
NUM_KOLME	kolme
NUM_KUUSI	kuusi
NUM_KUUTISEN	isen
NUM_KYMMENEN	kymmenen
NUM_KYMMENKUNTA	kunta
NUM_KYMMEN	kymmen
NUM_KYMMENTÄ
NUM_MILJARDI	iljardi
NUM_MILJOONA	a
NUM_NELJÄ	neljä
NUM_NELJÄS	s
NUM_PARI	i
NUM_PUOLI	i
NUM_SATA	sata
NUM_TOINEN	inen
NUM_TUHAT	tuhat
NUM_VIISI	viisi
NUM_VIITISEN	isen
NUM_YHDEKSÄN	än
NUM_YKSI	yksi
omorfi	.
PRON_AINOA	a
PRON_ERÄS	s
PRON_HÄÄ	hää
PRON_HÄN	hän
PRON_IKINEN	nen
PRON_ITSE	itse
PRON_JOKAINEN	nen
PRON_JOKA	ka
PRON_JOKIN	kin
PRON_JOKU	joku
PRON_JOMPIKUMPI	jompikumpi
PRON_KAIKKI	kaikki
PRON_KOKO
PRON_KUKAAN	kukaan
PRON_KUKAKIN	kukakin
PRON_KUKA	kuka
PRON_KUKIN	kukin
PRON_KUMPIKAAN	mpikaan
PRON_KUMPIKIN	mpikin
PRON_KUMPI	mpi
PRON_MA	a
PRON_MÄ	ä
PRON_MÄÄ	.
PRON_ME	e
PRON_MIE	ie
PRON_MIKÄÄN	mikään
PRON_MIKÄKIN	mikäkin
PRON_MIKÄ	mikä
PRON_MIKIN	mikin
PRON_MINÄ	inä
PRON_MOLEMMAT	molemmat
PRON_MONES	mones
PRON_MONIAS	monias
PRON_MONI	moni
PRON_MONTA	monta
PRON_MUUAN	an
PRON_MUU	muu
PRON_MUUTAMA	muutama
PRON_NÄMÄ	nämä
PRON_NE	ne
PRON_NOI	noi
PRON_NUO	nuo
PRON_SAMA	a
PRON_SE	se
PRON_TÄMÄ	tämä
PRON_TOINEN	toinen
PRON_TOI	toi
PRON_TUO	tuo
PRON_USEAMPI	mpi
PRON_USEA	usea
PRON_USEIMMAT	useimmat
PRON_YKSI	yksi
PROPN_51Iso-Britannia	Iso-Britannia
PROPN_51Mustameri	Mustameri
PROPN_51Punainenmeri	Punainenmeri
PROPN_51Tyynimeri	Tyynimeri
PROPN_51Uusikaupunki	Uusikaupunki
PROPN_51Uusimaa	Uusimaa
PROPN_51Uusi-Seelanti	Uusi-Seelanti
PROPN_A.	\.
PROPN_AAKKOSELLISUUS	us
PROPN_AAKKOSTAMINEN	nen
PROPN_AALLOT	lot
PROPN_AARRE	rre
PROPN_ACRO_AA	[Aa]
PROPN_ACRO_ÄKS	[FLMNRŠSXŽflmnršsxž²³]
PROPN_ACRO_DOLLARI	.
PROPN_ACRO_EE	[BCDEGPTVWbcdegptvw]
PROPN_ACRO_GRAMMA	.
PROPN_ACRO_II	[IJij]
PROPN_ACRO_JÄRJESTÖ	.
PROPN_ACRO_KAHDEKSAN	8
PROPN_ACRO_KAKSI	2
PROPN_ACRO_KANDELA	.
PROPN_ACRO_KOLME	3
PROPN_ACRO_KUUSI	6
PROPN_ACRO_LEHTI
PROPN_ACRO_METRI	.
PROPN_ACRO_NELJÄ	4
PROPN_ACRO_NOLLA	0
PROPN_ACRO_OO	[HKOÅhkoå]
PROPN_ACRO_ÖÖ	[Öö]
PROPN_ACRO_PUNTA	.
PROPN_ACRO_SEITSEMÄN	.
PROPN_ACRO_UU	[QUqu]
PROPN_ACRO_VIISI	.
PROPN_ACRO_WEBER	.
PROPN_ACRO_YHDEKSÄN	9
PROPN_ACRO_YKSI	1
PROPN_ACRO_YY	[YÜyü]
PROPN_ACRO_ZET	[ZŽzž]
PROPN_ACRO_Ω	.
PROPN_ACRO_Ω	.
PROPN_AHDET	det
PROPN_AIVOKUOLLUT	ut
PROPN_AIVOT	ot
PROPN_AJATAR	tar
PROPN_ALKU	ku
PROPN_ALLAS	las
PROPN_ALTIS	tis
PROPN_APE	e
PROPN_APU	pu
PROPN_ARISTOTELES	es
PROPN_ARKI	ki
PROPN_ASEMA	a
PROPN_ASKAR
PROPN_ASTE	e
PROPN_ASUKAS	kas
PROPN_ASU	[Uuú]
PROPN_ATERIMET	met
PROPN_ÄYRÄS	äs
PROPN_BÉBÉ
PROPN_BEIGNET
PROPN_BERNIE	e
PROPN_BESSERWISSER
PROPN_BIDEE	ee
PROPN_BIKINIT	it
PROPN_BORDEAUX
PROPN_BRASSERIE
PROPN_BRIE	.
PROPN_CAMUS
PROPN_CHACHACHA
PROPN_COMPOUND	.
PROPN_COWBOY	.
PROPN_DIMITRIS	s
PROPN_EKKE	ke
PROPN_ELÄMÄ	ä
PROPN_ELIN	n
PROPN_EPÄILTY	lty
PROPN_ESQUIMAU
PROPN_EUGENE
PROPN_FÄNRIKIT	it
PROPN_FARKUT	ut
PROPN_FARMARIT	it
PROPN_FIFA
PROPN_FONDUE
PROPN_GAY
PROPN_HAAKSI	ksi
PROPN_HÄÄT	äät
PROPN_HÄÄTÖ	tö
PROPN_HAI	i
PROPN_HÄIRIÖ	ö
PROPN_HAIT	it
PROPN_HÄKKI	ki
PROPN_HÄKKYRÄ	ä
PROPN_HÄMET	t
PROPN_HAMMAS	mmas
PROPN_HÄMMINKI	nki
PROPN_HÄNNÄT	nnät
PROPN_HÄNTÄ	ntä
PROPN_HAPPI	ppi
PROPN_HAPPO	ppo
PROPN_HÄRKIN	n
PROPN_HEITIN	tin
PROPN_HENKI	nki
PROPN_HEPO	po
PROPN_HIIRI	i
PROPN_HIRTTO	tto
PROPN_HIUTALEET	eet
PROPN_HÖLKKÄ	kkä
PROPN_HONKA	nka
PROPN_HOPEAT	eat
PROPN_HÖPÖTTÄJÄ	ä
PROPN_HORTA	rta
PROPN_HOUSUT	ut
PROPN_HÖYHENET	et
PROPN_HUOLITELTU	ltu
PROPN_HUPI	pi
PROPN_HYLKY	ky
PROPN_HYÖTYY	yy
PROPN_INGET	nget
PROPN_ITÄMAAT	aat
PROPN_JÄÄTELÖ	ö
PROPN_JÄRJESTÖT	öt
PROPN_JÄRKI	ki
PROPN_JÄRVITAHDON	don
PROPN_JEPPE	ppe
PROPN_JOCKEY
PROPN_JOUKOT	ot
PROPN_JOUTSEN
PROPN_JUHLAT	at
PROPN_JUOVAT	vat
PROPN_JYLKYT	kyt
PROPN_KÄÄNTÖ	ntö
PROPN_KAARET	et
PROPN_KAARRET	rret
PROPN_KAARROT	rrot
PROPN_KÄKI	ki
PROPN_KALATOIN	toin
PROPN_KÄMMEKKÄ	kkä
PROPN_KANAALI	i
PROPN_KANGASALA	a
PROPN_KANGAS	ngas
PROPN_KANKAHAT	hat
PROPN_KANNEL	nnel
PROPN_KÄPÄLÄ	ä
PROPN_KÄPY	py
PROPN_KÄRÄJÄT	ät
PROPN_KÄRJET	jet
PROPN_KARRAT	rrat
PROPN_KÄRRY	[YÜyÿü]
PROPN_KÄRSÄKÄS	käs
PROPN_KÄSITE	e
PROPN_KASTANJETIT	tit
PROPN_KASTIKE	ke
PROPN_KASTILJAT	at
PROPN_KAUSI	si
PROPN_KEHVELI	i
PROPN_KENGÄT	ngät
PROPN_KENKÄ	nkä
PROPN_KENTÄT	tät
PROPN_KENTTÄ	ttä
PROPN_KERITSIMET	met
PROPN_KERTA	rta
PROPN_KEVÄT	t
PROPN_KIDE	de
PROPN_KIELTO	lto
PROPN_KIERRE	rre
PROPN_KIHARAT	at
PROPN_KIINNE	nne
PROPN_KILPI	pi
PROPN_KINNAS	nnas
PROPN_KIRITTÄRET	ttäret
PROPN_KIRJA	a
PROPN_KIRVES	es
PROPN_KITARA	a
PROPN_KIVI	i
PROPN_KLUMPIT	pit
PROPN_KOE	e
PROPN_KOKO	ko
PROPN_KOMPA	mpa
PROPN_KÖNGÄS	ngäs
PROPN_KÖÖ	öö
PROPN_KORPI	pi
PROPN_KORTES	tes
PROPN_KORTET	tet
PROPN_KORTTI	tti
PROPN_KORVET	vet
PROPN_KOUVOT	ot
PROPN_KÖYHYYS	ys
PROPN_KÖYSI	si
PROPN_KREUS	us
PROPN_KUITU	tu
PROPN_KUMMUT	mmut
PROPN_KUNGFU
PROPN_KUNNAT	nnat
PROPN_KUNTA	nta
PROPN_KUOPAT	pat
PROPN_KUOPPA	ppa
PROPN_KUPPI	ppi
PROPN_KUTSUNTA	nta
PROPN_KUULOKKEET	keet
PROPN_KUUS	s
PROPN_KYDÖT	döt
PROPN_KYKY	yky
PROPN_KYLÄNVANHIN	n
PROPN_KYLKIÄINEN	nen
PROPN_KYNNÄÄT	äät
PROPN_KYNNET	nnet
PROPN_LÄÄKE	ke
PROPN_LAET	et
PROPN_LÄHDES	des
PROPN_LAHDET	det
PROPN_LÄHDET	det
PROPN_LÄHIN	in
PROPN_LAHTI	ti
PROPN_LAIDUN	dun
PROPN_LAKI	ki
PROPN_LAMMET	mmet
PROPN_LAMMI	mpi
PROPN_LAMMIT	mmit
PROPN_LANKA	nka
PROPN_LANNET	nnet
PROPN_LÄNSI	nsi
PROPN_LASIT	t
PROPN_LEHDET	det
PROPN_LEHTI	ti
PROPN_LEIKKUU	uu
PROPN_LEIPÄ	pä
PROPN_LENTTEE	ee
PROPN_LEPAKKO	kko
PROPN_LIEMI	mi
PROPN_LIITTOUTUNEET	neet
PROPN_LIIVIT	it
PROPN_LINGOT	ngot
PROPN_LINTU	ntu
PROPN_LIPEÄ	eä
PROPN_LIPOTTARET	ttaret
PROPN_LIPPU	ppu
PROPN_LIUKU	uku
PROPN_LIVVADIEVÁT	át
PROPN_LOKA	ka
PROPN_LOKKI	kki
PROPN_LOMMOL	mol
PROPN_LÖPÖ	pö
PROPN_LOTTE	tte
PROPN_LOUET	uet
PROPN_LUHDAT	dat
PROPN_LUKU	uku
PROPN_LUMME	mme
PROPN_LUODE	de
PROPN_LUODES	des
PROPN_LUOKKA	kka
PROPN_LUOLIKOT	kot
PROPN_LUPA	pa
PROPN_LUSIKKA	kka
PROPN_MAA	aa
PROPN_MÄET	et
PROPN_MAKKARA	a
PROPN_MAKU	ku
PROPN_MALKO	ko
PROPN_MALMÖ
PROPN_MÄNNYT	nnyt
PROPN_MÄNTY	nty
PROPN_MARKKINAT	at
PROPN_MATEE	e
PROPN_MATKUET	et
PROPN_MÄTTÄÄT	ttäät
PROPN_MC	.
PROPN_MERI	i
PROPN_MERTU	rtu
PROPN_METTE	tte
PROPN_MIEHET	iehet
PROPN_MIELENGE	nge
PROPN_MIELLE	lle
PROPN_MIES	ies
PROPN_MITTA	tta
PROPN_MÖMMÖ	ö
PROPN_MONSIEUR
PROPN_MÖRKÖ	kö
PROPN_MULTA	lta
PROPN_MURTEET	rteet
PROPN_MYRKKY	kky
PROPN_NÄKY	ky
PROPN_NÄLKÄ	kä
PROPN_NALLE	[Eeëěĕ]
PROPN_NEUVOTTELUT	ut
PROPN_NIEMET	et
PROPN_NIHTI	ti
PROPN_NIITUT	tut
PROPN_NIITYT	tyt
PROPN_NIMETÖIN	töin
PROPN_NIMETÖN	tön
PROPN_NISSE	[Eeěë]
PROPN_NOKI	ki
PROPN_NOUGAT
PROPN_NUGAA	aa
PROPN_NUKKE	kke
PROPN_OLUT	ut
PROPN_ONKI	ki
PROPN_ONNET	net
PROPN_ONNI	i
PROPN_OOKOO	oo
PROPN_OPINNOT	nnot
PROPN_OSATON	ton
PROPN_OSOITE	e
PROPN_PÄÄ	ää
PROPN_PAIKAT	at
PROPN_PANKIT	kit
PROPN_PARFAIT
PROPN_PATA	ta
PROPN_PATEE	ee
PROPN_PATSAS	as
PROPN_PEIPOT	pot
PROPN_PELKO	ko
PROPN_PELTI	lti
PROPN_PENGER	nger
PROPN_PIDOT	dot
PROPN_PII	i
PROPN_PIIROA	[ôo]a
PROPN_PIPPALOT	ot
PROPN_PISTE
PROPN_POHATTA	tta
PROPN_POHJE	je
PROPN_POIKA	oika
PROPN_POJAT	ojat
PROPN_PÖKSYT	yt
PROPN_PÖLHÄÄT	äät
PROPN_POLITIIKKA	kka
PROPN_PÖLLÖT	öt
PROPN_PONSI	nsi
PROPN_PÖNTTÖ	ttö
PROPN_PORRAS	rras
PROPN_PORTAAT	rtaat
PROPN_PÖYTÄ	tä
PROPN_PROBLEEMA	a
PROPN_PUHELIN	n
PROPN_PUNK	.
PROPN_PUUT	uut
PROPN_PUU	u
PROPN_PYHTÄÄ	ää
PROPN_PYTTY	tty
PROPN_PYY	yy
PROPN_RAGUU	uu
PROPN_RÄJÄYTYS	s
PROPN_RAKENNE	ne
PROPN_RÄMEÄT	eät
PROPN_RÄMEET	eet
PROPN_RÄMIÄT	ät
PROPN_RAMPA	mpa
PROPN_RANGAT	ngat
PROPN_RANNAT	nnat
PROPN_RAPPE	ppe
PROPN_RAPPUSET	set
PROPN_RAPUT	put
PROPN_RATAS	tas
PROPN_RAUDAT	dat
PROPN_RAUNIOT	ot
PROPN_RAVUT	vut
PROPN_REGGAE
PROPN_REIÄT	ät
PROPN_REIKÄ	kä
PROPN_RENKAAT	kaat
PROPN_RIIPI	pi
PROPN_RIIVET	vet
PROPN_RIMMI	mpi
PROPN_RIMMIT	mmit
PROPN_RIMPI	mpi
PROPN_RINNET	nnet
PROPN_RINTEET	nteet
PROPN_RIPE	pe
PROPN_RIPSET	et
PROPN_RIUTAT	tat
PROPN_ROITOT	tot
PROPN_ROMPAAT	paat
PROPN_ROSÉ
PROPN_ROTTA	tta
PROPN_RUIPELO	o
PROPN_RUIS	is
PROPN_RUMPU	mpu
PROPN_RUNKO	nko
PROPN_RUOKO	oko
PROPN_RUOPPAAT	ppaat
PROPN_RUUHI	i
PROPN_RUUMIS	is
PROPN_RUUVI	i
PROPN_RYPÄS	päs
PROPN_RYYPPY	ppy
PROPN_SÄÄDIN	din
PROPN_SAAPAS	pas
PROPN_SAARET	et
PROPN_SÄÄRET	et
PROPN_SAKSET	et
PROPN_SALONTEET	nteet
PROPN_SALPA	pa
PROPN_SAMMALET	et
PROPN_SAMPI	mpi
PROPN_SAMPO	mpo
PROPN_SÄNKY	nky
PROPN_SÄRKÄT	kät
PROPN_SEIKKAILU	u
PROPN_SEIVÄS	väs
PROPN_SELENE
PROPN_SELJÄT	jät
PROPN_SEPPÄ	ppä
PROPN_SERGEJ	j
PROPN_SERKUKSET	kset
PROPN_SHOW
PROPN_SIEMEN
PROPN_SIIRTO	rto
PROPN_SIIVILÄ	ä
PROPN_SILAKAT	kat
PROPN_SILMÄKKEET	keet
PROPN_SISÄLTÖ	ltö
PROPN_SIUNAAMATTOMAT	ttomat
PROPN_SIVISTYNYT	nyt
PROPN_SKEITTI	tti
PROPN_SOINTI	nti
PROPN_SOKEA	ea
PROPN_SOTA	ta
PROPN_SPOTIFY
PROPN_STADION	.
PROPN_SUHTEET	teet
PROPN_SUKAT	kat
PROPN_SULKA	ka
PROPN_SUODATIN	tin
PROPN_SUOT	uot
PROPN_SYDÄN	n
PROPN_SYLI	i
PROPN_SYÖMINGIT	ngit
PROPN_TAIMI	mi
PROPN_TAIVAL	val
PROPN_TALKOOT	oot
PROPN_TALO	[Oo]
PROPN_TARVE	ve
PROPN_TAUDIT	dit
PROPN_TAUTI	ti
PROPN_TAVAT	vat
PROPN_TEE	[ée]e
PROPN_TEHDAS	das
PROPN_TEHTAAT	taat
PROPN_TEKO	ko
PROPN_TIE	ie
PROPN_TIENOO	oo
PROPN_TIETEET	teet
PROPN_TIHVII	ii
PROPN_TIKKAAT	kaat
PROPN_TIKKU	kku
PROPN_TIPPA	ppa
PROPN_TOIMET	et
PROPN_TOKEE	ee
PROPN_TÖLPÄKÖT	köt
PROPN_TÖLPÄT	pät
PROPN_TONGIT	git
PROPN_TÖRPPÖ	ppö
PROPN_TORTTU	tu
PROPN_TOULAT	at
PROPN_TRIKOO	oo
PROPN_TULI	i
PROPN_TUNTO	nto
PROPN_TUOMIO	o
PROPN_TYÖTTÖMÄT	ttömät
PROPN_TYÖ	yö
PROPN_TYTÄR	tär
PROPN_TYTÖT	töt
PROPN_TYYLI	i
PROPN_TYYPPI	ppi
PROPN_UKKO	kko
PROPN_ULAPPA	ppa
PROPN_VAADIN	din
PROPN_VAAKA	ka
PROPN_VAANII	i
PROPN_VAASAN
PROPN_VAINAA	aa
PROPN_VAKUUTUS	s
PROPN_VALJAAT	aat
PROPN_VALLAT	llat
PROPN_VALTA	lta
PROPN_VANHEMMAT	mmat
PROPN_VANKI	nki
PROPN_VARAS	as
PROPN_VARAT	at
PROPN_VARPAAT	paat
PROPN_VARSI	rsi
PROPN_VÄRTÖ	rtö
PROPN_VARVAS	vas
PROPN_VEHKEILY	y
PROPN_VEITSI	tsi
PROPN_VELJET	eljet
PROPN_VERSAILLES
PROPN_VETO	to
PROPN_VETY	ty
PROPN_VIENTI	nti
PROPN_VIHKIÄISET	set
PROPN_VIIRRET	rret
PROPN_VIIS	s
PROPN_VIIVE	ve
PROPN_VIKA	ka
PROPN_VINKU	nku
PROPN_VIRSI	rsi
PROPN_VODĂ	ă
PROPN_VOIMA	a
PROPN_VON	.
PROPN_VUODET	det
PROPN_VUOLLE	lle
PROPN_VUOLLET	llet
PROPN_VUO	uo
PROPN_YHTIÖT	t
