new_para	deletion
NUM_51viisiviidettä	siviidettä
NUM_51viisiyhdeksättä	siyhdeksättä
NUM_51yhdeksänbiljardia	änbiljardia
NUM_51yhdeksänbiljoonaa	änbiljoonaa
NUM_51yhdeksändekiljardia	ändekiljardia
NUM_51yhdeksändekiljoonaa	ändekiljoonaa
NUM_51yhdeksänduodekiljardia	änduodekiljardia
NUM_51yhdeksänduodekiljoonaa	änduodekiljoonaa
NUM_51yhdeksänkahdeksatta	änkahdeksatta
NUM_51yhdeksänkiljardia	änkiljardia
NUM_51yhdeksänkiljoonaa	änkiljoonaa
NUM_51yhdeksänkolmatta	änkolmatta
NUM_51yhdeksänkuudetta	änkuudetta
NUM_51yhdeksänkvadriljardia	änkvadriljardia
NUM_51yhdeksänkvadriljoonaa	änkvadriljoonaa
NUM_51yhdeksänkvintiljardia	änkvintiljardia
NUM_51yhdeksänkvintiljoonaa	änkvintiljoonaa
NUM_51yhdeksänkymmentä	änkymmentä
NUM_51yhdeksänmiljardia	änmiljardia
NUM_51yhdeksänmiljoonaa	änmiljoonaa
NUM_51yhdeksänneljättä	änneljättä
NUM_51yhdeksännoniljardia	ännoniljardia
NUM_51yhdeksännoniljoonaa	ännoniljoonaa
NUM_51yhdeksänoktiljardia	änoktiljardia
NUM_51yhdeksänoktiljoonaa	änoktiljoonaa
NUM_51yhdeksänpiljardia	änpiljardia
NUM_51yhdeksänpiljoonaa	änpiljoonaa
NUM_51yhdeksänsataa	änsataa
NUM_51yhdeksänseitsemättä	änseitsemättä
NUM_51yhdeksänsentiljardia	änsentiljardia
NUM_51yhdeksänsentiljoonaa	änsentiljoonaa
NUM_51yhdeksänseptiljardia	änseptiljardia
NUM_51yhdeksänseptiljoonaa	änseptiljoonaa
NUM_51yhdeksäntoista	äntoista
NUM_51yhdeksäntredekiljardia	äntredekiljardia
NUM_51yhdeksäntredekiljoonaa	äntredekiljoonaa
NUM_51yhdeksäntriljardia	äntriljardia
NUM_51yhdeksäntriljoonaa	äntriljoonaa
NUM_51yhdeksäntsiljardia	äntsiljardia
NUM_51yhdeksäntsiljoonaa	äntsiljoonaa
NUM_51yhdeksäntuhatta	äntuhatta
NUM_51yhdeksänundekiljardia	änundekiljardia
NUM_51yhdeksänundekiljoonaa	änundekiljoonaa
NUM_51yhdeksänviidettä	änviidettä
NUM_51yhdeksänyhdeksättä	änyhdeksättä
NUM_51yhdeksäsbiljardis	sbiljardis
NUM_51yhdeksäsbiljoonas	sbiljoonas
NUM_51yhdeksäsdekiljardis	sdekiljardis
NUM_51yhdeksäsdekiljoonas	sdekiljoonas
NUM_51yhdeksäsduodekiljardis	sduodekiljardis
NUM_51yhdeksäsduodekiljoonas	sduodekiljoonas
NUM_51yhdeksäskahdeksatta	skahdeksatta
NUM_51yhdeksäskiljardis	skiljardis
NUM_51yhdeksäskiljoonas	skiljoonas
NUM_51yhdeksäskolmatta	skolmatta
NUM_51yhdeksäskuudetta	skuudetta
NUM_51yhdeksäskvadriljardis	skvadriljardis
NUM_51yhdeksäskvadriljoonas	skvadriljoonas
NUM_51yhdeksäskvintiljardis	skvintiljardis
NUM_51yhdeksäskvintiljoonas	skvintiljoonas
NUM_51yhdeksäskymmenes	skymmenes
NUM_51yhdeksäsmiljardis	smiljardis
NUM_51yhdeksäsmiljoonas	smiljoonas
NUM_51yhdeksäsneljästtä	sneljästtä
NUM_51yhdeksäsnoniljardis	snoniljardis
NUM_51yhdeksäsnoniljoonas	snoniljoonas
NUM_51yhdeksäsoktiljardis	soktiljardis
NUM_51yhdeksäsoktiljoonas	soktiljoonas
NUM_51yhdeksäspiljardis	spiljardis
NUM_51yhdeksäspiljoonas	spiljoonas
NUM_51yhdeksässadas	ssadas
NUM_51yhdeksässeitsemättä	sseitsemättä
NUM_51yhdeksässentiljardis	ssentiljardis
NUM_51yhdeksässentiljoonas	ssentiljoonas
NUM_51yhdeksässeptiljardis	sseptiljardis
NUM_51yhdeksässeptiljoonas	sseptiljoonas
NUM_51yhdeksästoista	stoista
NUM_51yhdeksästredekiljardis	stredekiljardis
NUM_51yhdeksästredekiljoonas	stredekiljoonas
NUM_51yhdeksästriljardis	striljardis
NUM_51yhdeksästriljoonas	striljoonas
NUM_51yhdeksästsiljardis	stsiljardis
NUM_51yhdeksästsiljoonas	stsiljoonas
NUM_51yhdeksästuhannes	stuhannes
NUM_51yhdeksäsundekiljardis	sundekiljardis
NUM_51yhdeksäsundekiljoonas	sundekiljoonas
NUM_51yhdeksäsviidettä	sviidettä
NUM_51yhdeksäsyhdeksättä	syhdeksättä
NUM_51yhdeskahdeksatta	skahdeksatta
NUM_51yhdeskolmatta	skolmatta
NUM_51yhdeskuudetta	skuudetta
NUM_51yhdesneljästtä	sneljästtä
NUM_51yhdesseitsemättä	sseitsemättä
NUM_51yhdestoista	stoista
NUM_51yhdesviidettä	sviidettä
NUM_51yhdesyhdeksättä	syhdeksättä
NUM_51yksikahdeksatta	ksikahdeksatta
NUM_51yksikolmatta	ksikolmatta
NUM_51yksikuudetta	ksikuudetta
NUM_51yksineljättä	ksineljättä
NUM_51yksiseitsemättä	ksiseitsemättä
NUM_51yksitoista	ksitoista
NUM_51yksiviidettä	ksiviidettä
NUM_51yksiyhdeksättä	ksiyhdeksättä
NUM_ENSIMMÄINEN	nen
NUM_KAHDEKSAN	an
NUM_KAKSI	ksi
NUM_KOLMAS	s
NUM_KOLMASOSA	a
NUM_KOLME	e
NUM_KUUSI	si
NUM_KUUTISEN	
NUM_KYMMEN	
NUM_KYMMENEN	en
NUM_KYMMENKUNTA	a
NUM_KYMMENTÄ	
NUM_MILJARDI	i
NUM_MILJOONA	a
NUM_NELJÄ	ä
NUM_NELJÄS	s
NUM_PARI	i
NUM_PUOLI	i
NUM_SATA	ta
NUM_TOINEN	nen
NUM_TUHAT	t
NUM_VIISI	si
NUM_VIITISEN	
NUM_YHDEKSÄN	än
NUM_YKSI	ksi
PRON_AINOA	a
PRON_ERÄS	s
PRON_HÄN	
PRON_IKINEN	nen
PRON_ITSE	
PRON_JOKA	ka
PRON_JOKAINEN	nen
PRON_JOKIN	kin
PRON_JOKU	ku
PRON_JOMPIKUMPI	pikumpi
PRON_KAIKKI	ki
PRON_KOKO	
PRON_KUKA	uka
PRON_KUKAAN	ukaan
PRON_KUKAKIN	ukakin
PRON_KUKIN	ukin
PRON_KUMPI	pi
PRON_KUMPIKAAN	pikaan
PRON_KUMPIKIN	pikin
PRON_MÄÄ	
PRON_MÄ	ä
PRON_MA	
PRON_ME	
PRON_MIE	e
PRON_MIKÄÄN	kään
PRON_MIKÄ	kä
PRON_MIKÄKIN	käkin
PRON_MIKIN	kin
PRON_MINÄ	nä
PRON_MOLEMMAT	mat
PRON_MONES	s
PRON_MONI	i
PRON_MONIAS	s
PRON_MONTA	
PRON_MUU	u
PRON_MUUAN	n
PRON_MUUTAMA	a
PRON_NÄMÄ	mä
PRON_NE	e
PRON_NOI	
PRON_NUO	uo
PRON_SAMA	a
PRON_SE	e
PRON_TÄMÄ	mä
PRON_TOI	i
PRON_TOINEN	nen
PRON_TUO	uo
PRON_USEA	a
PRON_USEAMPI	pi
PRON_USEIMMAT	mmat
PRON_YKSI	ksi
