new_para	upos	pos	kotus_tn	kotus_av	plurale_tantum	grade_dir	harmony	stem_vowel	stem_diphthong	possessive	clitics
NOUN_NIITUT	NOUN	NOUN	1	C	obligatory	weaken	back	None	None	False	False
NOUN_NIITYT	NOUN	NOUN	1	C	obligatory	weaken	front	None	None	False	False
NOUN_NIMETÖIN	NOUN	NOUN	34	C	False	strengthen	front	None	None	False	False
NOUN_NIMETÖN	NOUN	NOUN	34	C	False	strengthen	front	None	None	False	False
NOUN_NISSE	NOUN	NOUN	8	None	False	weaken	front	None	None	False	False
NOUN_NOKI	NOUN	NOUN	7	D	False	weaken	back	None	None	False	False
NOUN_NOUGAT	NOUN	NOUN	22	None	False	weaken	back	a	None	False	False
NOUN_NOUGAT	NOUN	NOUN	22	None	False	weaken	back	None	None	False	False
NOUN_NUGAA	NOUN	NOUN	20	None	False	weaken	back	a	None	False	False
NOUN_NUKKE	NOUN	NOUN	8	A	False	weaken	back	None	None	False	False
NOUN_NYLJIN	NOUN	NOUN	33	L	False	strengthen	front	None	None	False	False
NOUN_NÄKY	NOUN	NOUN	1	D	False	weaken	front	None	None	False	False
NOUN_NÄKÖ	NOUN	NOUN	1	D	False	weaken	front	None	None	False	False
NOUN_NÄLKÄ	NOUN	NOUN	10	D	False	weaken	front	ä	None	False	False
NOUN_OIKEUDET	NOUN	NOUN	40	None	obligatory	strengthen	back	None	None	False	False
NOUN_OLKA	NOUN	NOUN	10	L	False	weaken	back	a	None	False	False
NOUN_OLUT	NOUN	NOUN	43	None	False	strengthen	back	None	None	False	False
NOUN_OMMEL	NOUN	NOUN	49	H	False	strengthen	back	None	None	False	False
NOUN_ONKI	NOUN	NOUN	7	G	False	weaken	back	None	None	False	False
NOUN_ONNET	NOUN	NOUN	7	J	obligatory	weaken	back	None	None	False	False
NOUN_ONNI	NOUN	NOUN	7	None	False	weaken	back	None	None	False	False
NOUN_OOKOO	NOUN	NOUN	18	None	False	weaken	back	o	None	False	False
NOUN_OPINNOT	NOUN	NOUN	1	J	obligatory	weaken	back	None	None	False	False
NOUN_ORI	NOUN	NOUN	48	None	False	strengthen	back	i	None	False	False
NOUN_OSATON	NOUN	NOUN	34	C	False	strengthen	back	None	None	False	False
NOUN_OSOITE	NOUN	NOUN	48	C	False	strengthen	back	None	None	False	False
NOUN_PAIKAT	NOUN	NOUN	9	A	obligatory	weaken	back	None	None	False	False
NOUN_PANKIT	NOUN	NOUN	5	A	obligatory	weaken	back	None	None	False	False
NOUN_PARFAIT	NOUN	NOUN	22	None	False	weaken	back	e	None	False	False
NOUN_PATA	NOUN	NOUN	9	F	False	weaken	back	a	None	False	False
NOUN_PATEE	NOUN	NOUN	20	None	False	weaken	back	e	None	False	False
NOUN_PATSAS	NOUN	NOUN	41	None	False	strengthen	back	None	None	False	False
NOUN_PEIPOT	NOUN	NOUN	1	B	obligatory	weaken	back	None	None	False	False
NOUN_PELKO	NOUN	NOUN	1	D	False	weaken	back	None	None	False	False
NOUN_PELTI	NOUN	NOUN	5	I	False	weaken	front	None	None	False	False
NOUN_PENGER	NOUN	NOUN	49	G	False	strengthen	front	None	None	False	False
NOUN_PERKEET	NOUN	NOUN	48	L	obligatory	strengthen	front	None	None	False	False
NOUN_PIDOT	NOUN	NOUN	1	F	obligatory	weaken	back	None	None	False	False
NOUN_PIENNAR	NOUN	NOUN	49	J	False	strengthen	back	None	None	False	False
NOUN_PIHDIT	NOUN	NOUN	5	F	obligatory	weaken	front	None	None	False	False
NOUN_PII	NOUN	NOUN	18	None	False	weaken	front	i	None	False	False
NOUN_PIIROA	NOUN	NOUN	15	None	False	weaken	back	a	None	False	False
NOUN_PINSETIT	NOUN	NOUN	5	C	obligatory	weaken	front	None	None	False	False
NOUN_PIPPALOT	NOUN	NOUN	2	None	obligatory	weaken	back	None	None	False	False
NOUN_PISTE	NOUN	NOUN	48	None	False	strengthen	front	None	None	False	False
NOUN_POHATTA	NOUN	NOUN	14	C	False	weaken	back	a	None	False	False
NOUN_POHJE	NOUN	NOUN	48	L	False	strengthen	back	None	None	False	False
NOUN_POIKA	NOUN	NOUN	1010	D	False	weaken	back	a	None	False	False
NOUN_POIUT	NOUN	NOUN	43	D	False	strengthen	back	None	None	False	False
NOUN_POJAT	NOUN	NOUN	1010	D	obligatory	weaken	back	None	None	False	False
NOUN_POLITIIKKA	NOUN	NOUN	9	A	False	weaken	back	a	None	False	False
NOUN_POLJIN	NOUN	NOUN	33	L	False	strengthen	back	None	None	False	False
NOUN_PONSI	NOUN	NOUN	28	J	False	weaken	back	None	None	False	False
NOUN_PORRAS	NOUN	NOUN	41	K	False	strengthen	back	None	None	False	False
NOUN_PORTAAT	NOUN	NOUN	41	K	obligatory	strengthen	back	None	None	False	False
NOUN_PROBLEEMA	NOUN	NOUN	11	None	False	weaken	back	a	None	False	False
NOUN_PUHELIN	NOUN	NOUN	33	None	False	strengthen	back	None	None	False	False
NOUN_PUIN	NOUN	NOUN	33	D	False	strengthen	back	None	None	False	False
NOUN_PUKIMET	NOUN	NOUN	33	D	obligatory	strengthen	back	None	None	False	False
NOUN_PUNK	NOUN	NOUN	5	None	False	weaken	back	None	None	False	False
NOUN_PUU	NOUN	NOUN	18	None	False	weaken	back	u	None	False	False
NOUN_PUUT	NOUN	NOUN	18	None	obligatory	weaken	back	None	None	False	False
NOUN_PYKÄLÄ	NOUN	ACRONYM	0	None	False	False	back	None	None	False	False
NOUN_PYTTY	NOUN	NOUN	1	C	False	weaken	front	None	None	False	False
NOUN_PYY	NOUN	NOUN	18	None	False	weaken	front	y	None	False	False
NOUN_PYYHE	NOUN	NOUN	48	D	False	strengthen	front	None	None	False	False
NOUN_PYYHIN	NOUN	NOUN	33	D	False	strengthen	front	None	None	False	False
NOUN_PYYT	NOUN	NOUN	18	None	obligatory	weaken	front	None	None	False	False
NOUN_PÄÄ	NOUN	NOUN	18	None	False	weaken	front	ä	None	False	False
NOUN_PÖKSYT	NOUN	NOUN	1	None	obligatory	weaken	front	None	None	False	False
NOUN_PÖLHÄÄT	NOUN	NOUN	17	None	obligatory	weaken	front	None	None	False	False
NOUN_PÖLLÖT	NOUN	NOUN	1	None	obligatory	weaken	front	None	None	False	False
NOUN_PÖNTTÖ	NOUN	NOUN	1	C	False	weaken	front	None	None	False	False
NOUN_PÖYTÄ	NOUN	NOUN	10	F	False	weaken	front	ä	None	False	False
NOUN_RAAVIN	NOUN	NOUN	33	E	False	strengthen	back	None	None	False	False
NOUN_RAGUU	NOUN	NOUN	20	None	False	weaken	back	u	None	False	False
NOUN_RAKENNE	NOUN	NOUN	48	J	False	strengthen	back	None	None	False	False
NOUN_RAMPA	NOUN	NOUN	9	H	False	weaken	back	a	None	False	False
NOUN_RANGAT	NOUN	NOUN	9	G	obligatory	weaken	back	None	None	False	False
NOUN_RANNAT	NOUN	NOUN	9	J	obligatory	weaken	back	None	None	False	False
NOUN_RAPPE	NOUN	NOUN	8	B	False	weaken	back	None	None	False	False
NOUN_RAPPUSET	NOUN	NOUN	38	None	obligatory	strengthen	back	None	None	False	False
NOUN_RAPUT	NOUN	NOUN	1	B	obligatory	weaken	back	None	None	False	False
NOUN_RATAS	NOUN	NOUN	41	C	False	strengthen	back	None	None	False	False
NOUN_RATTAAT	NOUN	NOUN	41	C	obligatory	strengthen	back	None	None	False	False
NOUN_RAUDAT	NOUN	NOUN	9	F	obligatory	weaken	back	None	None	False	False
NOUN_RAUNIOT	NOUN	NOUN	3	None	obligatory	weaken	back	None	None	False	False
NOUN_RAVET	NOUN	NOUN	8	None	obligatory	weaken	back	None	None	False	False
NOUN_RAVUT	NOUN	NOUN	1	E	obligatory	weaken	back	None	None	False	False
NOUN_REGGAE	NOUN	NOUN	21	None	False	weaken	back	None	None	False	False
NOUN_REIKÄ	NOUN	NOUN	10	D	False	weaken	front	ä	None	False	False
NOUN_REIÄT	NOUN	NOUN	10	D	obligatory	weaken	front	None	None	False	False
NOUN_RENKAAT	NOUN	NOUN	41	G	obligatory	strengthen	back	None	None	False	False
NOUN_RIIPI	NOUN	NOUN	5	E	False	weaken	front	None	None	False	False
NOUN_RIIVET	NOUN	NOUN	7	E	obligatory	weaken	front	None	None	False	False
NOUN_RIMMI	NOUN	NOUN	5	H	False	weaken	front	None	None	False	False
NOUN_RIMMIT	NOUN	NOUN	5	H	obligatory	weaken	front	None	None	False	False
NOUN_RIMPI	NOUN	NOUN	7	H	False	weaken	front	None	None	False	False
NOUN_RINNET	NOUN	NOUN	44	J	False	strengthen	front	None	None	False	False
NOUN_RINTEET	NOUN	NOUN	48	J	obligatory	strengthen	front	None	None	False	False
NOUN_RIPE	NOUN	NOUN	48	B	False	strengthen	front	None	None	False	False
NOUN_RIPSET	NOUN	NOUN	7	None	obligatory	weaken	front	None	None	False	False
NOUN_RIUTAT	NOUN	NOUN	9	C	obligatory	weaken	back	None	None	False	False
NOUN_ROHTIMET	NOUN	NOUN	33	F	obligatory	strengthen	back	None	None	False	False
NOUN_ROITOT	NOUN	NOUN	1	C	obligatory	weaken	back	None	None	False	False
NOUN_ROMPAAT	NOUN	NOUN	41	H	obligatory	strengthen	back	None	None	False	False
NOUN_ROSÉ	NOUN	NOUN	21	None	False	weaken	back	é	None	False	False
NOUN_ROTAT	NOUN	NOUN	10	C	obligatory	weaken	back	None	None	False	False
NOUN_ROTTA	NOUN	NOUN	10	C	False	weaken	back	a	None	False	False
NOUN_RUIPELO	NOUN	NOUN	2	None	False	weaken	back	None	None	False	False
NOUN_RUIS	NOUN	NOUN	41	D	False	strengthen	back	None	None	False	False
NOUN_RUMPU	NOUN	NOUN	1	H	False	weaken	back	None	None	False	False
NOUN_RUNKO	NOUN	NOUN	1	G	False	weaken	back	None	None	False	False
NOUN_RUOKA	NOUN	NOUN	10	D	False	weaken	back	a	None	False	False
NOUN_RUOKO	NOUN	NOUN	1	D	False	weaken	back	None	None	False	False
NOUN_RUOPPAAT	NOUN	NOUN	41	B	obligatory	strengthen	back	None	None	False	False
NOUN_RUUHI	NOUN	NOUN	24	None	False	weaken	back	None	None	False	False
NOUN_RUUMIS	NOUN	NOUN	41	None	False	strengthen	back	None	None	False	False
NOUN_RUUVI	NOUN	NOUN	5	None	False	weaken	back	None	None	False	False
NOUN_RYNNÄS	NOUN	NOUN	41	J	False	strengthen	front	None	None	False	False
NOUN_RYNTTYYT	NOUN	NOUN	41	C	obligatory	strengthen	front	None	None	False	False
NOUN_RYNTÄÄT	NOUN	NOUN	41	J	obligatory	strengthen	front	None	None	False	False
NOUN_RYPÄS	NOUN	NOUN	41	B	False	strengthen	front	None	None	False	False
NOUN_RYYPPY	NOUN	NOUN	1	B	False	weaken	front	None	None	False	False
NOUN_RÄJÄYTYS	NOUN	NOUN	39	None	False	strengthen	front	None	None	False	False
NOUN_RÄMEET	NOUN	NOUN	48	None	obligatory	strengthen	front	None	None	False	False
NOUN_RÄMEÄT	NOUN	NOUN	15	None	obligatory	weaken	front	None	None	False	False
NOUN_RÄMIÄT	NOUN	NOUN	12	None	obligatory	weaken	front	None	None	False	False
NOUN_SAAPAS	NOUN	NOUN	41	B	False	strengthen	back	None	None	False	False
NOUN_SAKSET	NOUN	NOUN	7	None	obligatory	weaken	back	None	None	False	False
NOUN_SALONTEET	NOUN	NOUN	48	J	obligatory	strengthen	back	None	None	False	False
NOUN_SALPA	NOUN	NOUN	9	E	False	weaken	back	a	None	False	False
NOUN_SAMMALET	NOUN	NOUN	49	None	obligatory	strengthen	back	None	None	False	False
NOUN_SAMPI	NOUN	NOUN	7	H	False	weaken	back	None	None	False	False
NOUN_SAMPO	NOUN	NOUN	1	H	False	weaken	back	None	None	False	False
NOUN_SANKARI	NOUN	NOUN	6	None	False	weaken	back	None	None	False	False
NOUN_SEIKKAILU	NOUN	NOUN	2	None	False	weaken	back	None	None	False	False
NOUN_SEIVÄS	NOUN	NOUN	41	E	False	strengthen	front	None	None	False	False
NOUN_SELENE	NOUN	NOUN	2	None	False	weaken	front	None	None	False	False
NOUN_SELJÄT	NOUN	NOUN	10	L	obligatory	weaken	front	None	None	False	False
NOUN_SENTTI	NOUN	ACRONYM	0	None	False	weaken	front	None	None	False	False
NOUN_SEPPÄ	NOUN	NOUN	10	B	False	weaken	front	ä	None	False	False
NOUN_SERGEJ	NOUN	NOUN	22	None	False	weaken	back	None	None	False	False
NOUN_SERGEJ	NOUN	NOUN	22	None	False	weaken	front	None	None	False	False
NOUN_SERKUKSET	NOUN	NOUN	39	None	obligatory	strengthen	back	None	None	False	False
NOUN_SHOW	NOUN	NOUN	22	None	False	weaken	back	None	None	False	False
NOUN_SHOW	NOUN	NOUN	22	None	False	weaken	back	u	None	False	False
NOUN_SIEMEN	NOUN	NOUN	32	None	False	strengthen	front	None	None	False	False
NOUN_SIIRTO	NOUN	NOUN	1	K	False	weaken	back	None	None	False	False
NOUN_SIIVILÄ	NOUN	NOUN	13	None	False	weaken	front	ä	None	False	False
NOUN_SILAKAT	NOUN	NOUN	14	A	obligatory	weaken	back	None	None	False	False
NOUN_SILMÄKKEET	NOUN	NOUN	48	A	obligatory	strengthen	front	None	None	False	False
NOUN_SISÄLTÖ	NOUN	NOUN	1	I	False	weaken	front	None	None	False	False
NOUN_SIUNAAMATTOMAT	NOUN	NOUN	34	C	obligatory	strengthen	back	None	None	False	False
NOUN_SIVELLIN	NOUN	NOUN	33	I	False	strengthen	front	None	None	False	False
NOUN_SIVISTYNYT	NOUN	NOUN	47	None	False	strengthen	front	y	None	False	False
NOUN_SKEITTI	NOUN	NOUN	5	C	False	weaken	front	None	None	False	False
NOUN_SOINTI	NOUN	NOUN	5	J	False	weaken	back	None	None	False	False
NOUN_SOKEA	NOUN	NOUN	15	None	False	weaken	back	a	None	False	False
NOUN_SOTA	NOUN	NOUN	10	F	False	weaken	back	a	None	False	False
NOUN_SPOTIFY	NOUN	NOUN	21	None	False	weaken	front	i	None	False	False
NOUN_STADION	NOUN	NOUN	6	None	False	weaken	back	None	None	False	False
NOUN_SUHTEET	NOUN	NOUN	48	F	obligatory	strengthen	back	None	None	False	False
NOUN_SUKAT	NOUN	NOUN	10	A	obligatory	weaken	back	None	None	False	False
NOUN_SULKA	NOUN	NOUN	10	D	False	weaken	back	a	None	False	False
NOUN_SUODATIN	NOUN	NOUN	33	C	False	strengthen	back	None	None	False	False
NOUN_SUOMALAINEN	NOUN	NOUN	38	None	False	strengthen	back	None	None	False	False
NOUN_SUOT	NOUN	NOUN	19	None	obligatory	weaken	back	None	None	False	False
NOUN_SYDÄN	NOUN	NOUN	33	None	False	strengthen	front	None	None	False	False
NOUN_SYLI	NOUN	NOUN	23	None	False	weaken	front	None	None	False	False
NOUN_SYLTÄ	NOUN	NOUN	10	I	False	weaken	front	ä	None	False	False
NOUN_SYNNYTTIMET	NOUN	NOUN	33	C	obligatory	strengthen	front	None	None	False	False
NOUN_SYÖMINGIT	NOUN	NOUN	5	G	obligatory	weaken	front	None	None	False	False
NOUN_SÄEN	NOUN	NOUN	49	D	False	strengthen	front	None	None	False	False
NOUN_SÄNKY	NOUN	NOUN	1	G	False	weaken	front	None	None	False	False
NOUN_SÄRKÄT	NOUN	NOUN	10	A	obligatory	weaken	front	None	None	False	False
NOUN_SÄRVIN	NOUN	NOUN	33	E	False	strengthen	front	None	None	False	False
NOUN_SÄÄDIN	NOUN	NOUN	33	F	False	strengthen	front	None	None	False	False
NOUN_SÄÄNNÖT	NOUN	NOUN	1	J	obligatory	weaken	front	None	None	False	False
NOUN_SÄÄRET	NOUN	NOUN	26	None	obligatory	weaken	front	None	None	False	False
NOUN_TAIMI	NOUN	NOUN	25	None	False	weaken	back	None	None	False	False
NOUN_TAIVAL	NOUN	NOUN	49	E	False	strengthen	back	None	None	False	False
NOUN_TALKOOT	NOUN	NOUN	17	None	obligatory	weaken	back	None	None	False	False
NOUN_TALO	NOUN	NOUN	1	None	False	weaken	back	None	None	False	False
NOUN_TANHUA	NOUN	NOUN	15	None	False	weaken	back	a	None	False	False
NOUN_TARPEET	NOUN	NOUN	48	E	obligatory	strengthen	back	None	None	False	False
NOUN_TARVE	NOUN	NOUN	48	E	False	strengthen	back	None	None	False	False
NOUN_TAUDIT	NOUN	NOUN	5	F	obligatory	weaken	back	None	None	False	False
NOUN_TAUTI	NOUN	NOUN	5	F	False	weaken	back	None	None	False	False
NOUN_TAVAT	NOUN	NOUN	9	E	obligatory	weaken	back	None	None	False	False
NOUN_TEE	NOUN	NOUN	18	None	False	weaken	front	e	None	False	False
NOUN_TEHDAS	NOUN	NOUN	41	F	False	strengthen	back	None	None	False	False
NOUN_TEHTAAT	NOUN	NOUN	41	F	obligatory	strengthen	back	None	None	False	False
NOUN_TEKO	NOUN	NOUN	1	D	False	weaken	back	None	None	False	False
NOUN_TIE	NOUN	NOUN	19	None	False	weaken	front	None	None	False	False
NOUN_TIENOO	NOUN	NOUN	17	None	False	weaken	back	o	None	False	False
NOUN_TIET	NOUN	NOUN	19	None	obligatory	weaken	front	None	None	False	False
NOUN_TIETEET	NOUN	NOUN	48	F	obligatory	strengthen	front	None	None	False	False
NOUN_TIHVII	NOUN	NOUN	17	None	False	weaken	front	i	None	False	False
NOUN_TIKKAAT	NOUN	NOUN	41	A	obligatory	strengthen	back	None	None	False	False
NOUN_TIKKAAT	NOUN	NOUN	41	D	obligatory	strengthen	back	None	None	False	False
NOUN_TIKKU	NOUN	NOUN	1	A	False	weaken	back	None	None	False	False
NOUN_TIPPA	NOUN	NOUN	9	B	False	weaken	back	a	None	False	False
NOUN_TOIMET	NOUN	NOUN	25	None	obligatory	weaken	back	None	None	False	False
NOUN_TOKEE	NOUN	NOUN	17	None	False	weaken	back	e	None	False	False
NOUN_TONGIT	NOUN	NOUN	5	G	obligatory	weaken	back	None	None	False	False
NOUN_TORTTU	NOUN	NOUN	1	C	False	weaken	back	None	None	False	False
NOUN_TOULAT	NOUN	NOUN	40	None	False	strengthen	back	None	None	False	False
NOUN_TRIKOO	NOUN	NOUN	20	None	False	weaken	back	o	None	False	False
NOUN_TUHANNES	NOUN	NOUN	45	None	False	strengthen	back	None	None	False	False
NOUN_TUHKA	NOUN	NOUN	10	None	False	weaken	back	a	None	False	False
NOUN_TULI	NOUN	NOUN	23	None	False	weaken	back	None	None	False	False
NOUN_TUNNIT	NOUN	NOUN	5	J	obligatory	weaken	back	None	None	False	False
NOUN_TUNTO	NOUN	NOUN	1	J	False	weaken	back	None	None	False	False
NOUN_TUOMIO	NOUN	NOUN	3	None	False	weaken	back	None	None	False	False
NOUN_TYPPI	NOUN	NOUN	7	B	False	weaken	front	None	None	False	False
NOUN_TYTÄR	NOUN	NOUN	32	C	False	strengthen	front	None	None	False	False
NOUN_TYTÖT	NOUN	NOUN	1	C	obligatory	weaken	front	None	None	False	False
NOUN_TYYLI	NOUN	NOUN	5	None	False	weaken	front	None	None	False	False
NOUN_TYYPPI	NOUN	NOUN	5	B	False	weaken	front	None	None	False	False
NOUN_TYÖ	NOUN	NOUN	19	None	False	weaken	front	None	None	False	False
NOUN_TYÖT	NOUN	NOUN	19	None	obligatory	weaken	front	None	None	False	False
NOUN_TYÖTTÖMÄT	NOUN	NOUN	34	C	obligatory	strengthen	front	None	None	False	False
NOUN_TÖLPÄKÖT	NOUN	NOUN	4	A	obligatory	weaken	front	None	None	False	False
NOUN_TÖLPÄT	NOUN	NOUN	10	B	obligatory	weaken	front	None	None	False	False
NOUN_TÖRPPÖ	NOUN	NOUN	1	B	False	weaken	front	None	None	False	False
NOUN_UDAR	NOUN	NOUN	49	F	False	strengthen	back	None	None	False	False
NOUN_UKKO	NOUN	NOUN	1	A	False	weaken	back	None	None	False	False
NOUN_UKSI	NOUN	NOUN	29	None	False	weaken	back	None	None	False	False
NOUN_ULAPPA	NOUN	NOUN	14	B	False	weaken	back	a	None	False	False
NOUN_UROS	NOUN	NOUN	41	None	False	strengthen	back	None	None	False	False
NOUN_VAADIN	NOUN	NOUN	33	F	False	strengthen	back	None	None	False	False
NOUN_VAAKA	NOUN	NOUN	9	D	False	weaken	back	a	None	False	False
NOUN_VAANII	NOUN	NOUN	17	None	False	weaken	back	i	None	False	False
NOUN_VAATTEET	NOUN	NOUN	48	C	obligatory	strengthen	back	None	None	False	False
NOUN_VAINAA	NOUN	NOUN	17	None	False	weaken	back	a	None	False	False
NOUN_VAKUUTUS	NOUN	NOUN	39	None	False	strengthen	back	None	None	False	False
NOUN_VALJAAT	NOUN	NOUN	41	None	obligatory	strengthen	back	None	None	False	False
NOUN_VALLAT	NOUN	NOUN	9	I	obligatory	weaken	back	None	None	False	False
NOUN_VALTA	NOUN	NOUN	9	I	False	weaken	back	a	None	False	False
NOUN_VANHEMMAT	NOUN	NOUN	16	H	obligatory	weaken	back	None	None	False	False
NOUN_VANHEMPI	NOUN	NOUN	16	H	False	weaken	back	None	None	False	False
NOUN_VANKI	NOUN	NOUN	5	G	False	weaken	back	None	None	False	False
NOUN_VANTUS	NOUN	NOUN	41	C	False	strengthen	back	None	None	False	False
NOUN_VARAS	NOUN	NOUN	41	D	False	strengthen	back	None	None	False	False
NOUN_VARAT	NOUN	NOUN	9	None	obligatory	weaken	back	None	None	False	False
NOUN_VARPAAT	NOUN	NOUN	41	E	obligatory	strengthen	back	None	None	False	False
NOUN_VARSI	NOUN	NOUN	28	K	False	weaken	back	None	None	False	False
NOUN_VARSI	NOUN	NOUN	28	None	False	weaken	back	None	None	False	False
NOUN_VARVAS	NOUN	NOUN	41	E	False	strengthen	back	None	None	False	False
NOUN_VASEN	NOUN	NOUN	37	None	False	strengthen	back	None	None	False	False
NOUN_VEHKEILY	NOUN	NOUN	2	None	False	weaken	front	None	None	False	False
NOUN_VEITSI	NOUN	NOUN	30	None	False	weaken	front	None	None	False	False
NOUN_VELI	NOUN	NOUN	1007	None	False	weaken	front	None	None	False	False
NOUN_VELJET	NOUN	NOUN	1007	L	obligatory	weaken	front	None	None	False	False
NOUN_VEMMEL	NOUN	NOUN	49	H	False	strengthen	front	None	None	False	False
NOUN_VERI	NOUN	NOUN	1026	None	False	weaken	front	None	None	False	False
NOUN_VERSAILLES	NOUN	NOUN	22	None	False	weaken	back	i	None	False	False
NOUN_VETIMET	NOUN	NOUN	33	F	obligatory	strengthen	front	None	None	False	False
NOUN_VETO	NOUN	NOUN	1	F	False	weaken	back	None	None	False	False
NOUN_VETY	NOUN	NOUN	1	F	False	weaken	front	None	None	False	False
NOUN_VIENTI	NOUN	NOUN	5	J	False	weaken	front	None	None	False	False
NOUN_VIHKIÄISET	NOUN	NOUN	38	None	obligatory	strengthen	front	None	None	False	False
NOUN_VIHKO	NOUN	NOUN	1	D	False	weaken	back	None	None	False	False
NOUN_VIIRRET	NOUN	NOUN	44	K	False	strengthen	front	None	None	False	False
NOUN_VIIS	NOUN	NOUN	27	None	False	weaken	front	None	None	False	False
NOUN_VIIVE	NOUN	NOUN	48	E	False	strengthen	front	None	None	False	False
NOUN_VIKA	NOUN	NOUN	9	D	False	weaken	back	a	None	False	False
NOUN_VINKU	NOUN	NOUN	1	G	False	weaken	back	None	None	False	False
NOUN_VIRRET	NOUN	NOUN	28	None	obligatory	weaken	front	None	None	False	False
NOUN_VIRSI	NOUN	NOUN	28	K	False	weaken	front	None	None	False	False
NOUN_VIRSI	NOUN	NOUN	28	None	False	weaken	front	None	None	False	False
NOUN_VOIMA	NOUN	NOUN	10	None	False	weaken	back	a	None	False	False
NOUN_VUO	NOUN	NOUN	19	None	False	weaken	back	None	None	False	False
NOUN_VUODET	NOUN	NOUN	27	None	obligatory	weaken	back	None	None	False	False
NOUN_VUOLLE	NOUN	NOUN	48	I	False	strengthen	back	None	None	False	False
NOUN_VUOLLET	NOUN	NOUN	44	I	False	strengthen	back	None	None	False	False
NOUN_VUOSITUHAT	NOUN	NOUN	46	None	False	strengthen	back	None	None	False	False
NOUN_VÄRTÖ	NOUN	NOUN	1	K	False	weaken	front	None	None	False	False
NOUN_YHTIÖT	NOUN	NOUN	3	None	obligatory	weaken	front	None	None	False	False
NOUN_YKSIKKÖ	NOUN	NOUN	4	A	False	weaken	front	None	None	False	False
NOUN_YLEIS	NOUN	NOUN	99	None	False	False	front	None	None	False	False
NOUN_YLKÄ	NOUN	NOUN	10	L	False	weaken	front	ä	None	False	False
NOUN_YLÄNKÖ	NOUN	NOUN	1	G	False	weaken	front	None	None	False	False
NOUN_YLÖÖ	NOUN	NOUN	17	None	False	weaken	front	ö	None	False	False
NOUN_YMPÄRYSTÄ	NOUN	NOUN	9	None	False	weaken	front	ä	None	False	False
NOUN_YSTÄVYKSET	NOUN	NOUN	39	None	obligatory	strengthen	front	None	None	False	False
NOUN_YÖKKÖ	NOUN	NOUN	1	A	False	weaken	front	None	None	False	False
NOUN_ZEN	NOUN	NOUN	5	None	False	weaken	front	None	None	False	False
NOUN_ZOMBIE	NOUN	NOUN	3	None	False	weaken	back	None	None	False	False
NOUN_ÄYRÄS	NOUN	NOUN	41	None	False	strengthen	front	None	None	False	False
NUM_51kahdeksanbiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51kahdeksanbiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51kahdeksandekiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51kahdeksandekiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51kahdeksanduodekiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51kahdeksanduodekiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51kahdeksankahdeksatta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51kahdeksankiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51kahdeksankiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51kahdeksankolmatta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51kahdeksankuudetta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51kahdeksankvadriljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51kahdeksankvadriljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51kahdeksankvintiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51kahdeksankvintiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51kahdeksankymmentä	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51kahdeksanmiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51kahdeksanmiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51kahdeksanneljättä	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51kahdeksannoniljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51kahdeksannoniljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51kahdeksanoktiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51kahdeksanoktiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51kahdeksanpiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51kahdeksanpiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51kahdeksansataa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51kahdeksanseitsemättä	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51kahdeksansentiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51kahdeksansentiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
