lemma	homonym	argument
muistiinkirjoittaa	1	intransitive
muistiinmerkitä	1	intransitive
muistiinpanna	1	intransitive
muistua	1	intransitive
muistutella	1	intransitive
muistuttaa	1	intransitive
mukaanlukea	1	intransitive
mukaantua	1	intransitive
mukailla	1	intransitive
mukauttaa	1	intransitive
mukautua	1	intransitive
mukavoittaa	1	intransitive
mukavoitua	1	intransitive
mukiloida	1	intransitive
mukista	1	intransitive
muksahtaa	1	intransitive
muksauttaa	1	intransitive
muksia	1	intransitive
mukuloida	1	intransitive
mulahtaa	1	intransitive
mulauttaa	1	intransitive
muljahdella	1	intransitive
muljahtaa	1	intransitive
muljautella	1	intransitive
muljauttaa	1	intransitive
mulkaista	1	intransitive
mulkoilla	1	intransitive
mullata	1	intransitive
mullistaa	1	intransitive
mullistua	1	intransitive
mullittaa	1	intransitive
mulskahtaa	1	intransitive
multaantua	1	intransitive
multautua	1	intransitive
multipleksoida	1	intransitive
mumista	1	intransitive
munata	1	intransitive
munia	1	intransitive
munittaa	1	intransitive
muodistaa	1	intransitive
muodontaa	1	intransitive
muodostaa	1	intransitive
muodostella	1	intransitive
muodostua	1	intransitive
muodota	1	intransitive
muokata	1	intransitive
muokkaantua	1	intransitive
muokkautua	1	intransitive
muonittaa	1	intransitive
muotoilla	1	intransitive
muotoutua	1	intransitive
muovaantua	1	intransitive
muovailla	1	intransitive
muovata	1	intransitive
muovautua	1	intransitive
muovipinnoittaa	1	intransitive
muovittaa	1	intransitive
murahdella	1	intransitive
murahtaa	1	intransitive
murehduttaa	1	intransitive
murehtia	1	intransitive
murentaa	1	intransitive
murentua	1	intransitive
mureta	1	intransitive
mureuttaa	1	intransitive
mureutua	1	intransitive
murhata	1	intransitive
murhauttaa	1	intransitive
murista	1	intransitive
murjaista	1	intransitive
murjoa	1	intransitive
murjottaa	1	intransitive
murjoutua	1	intransitive
murkinoida	1	intransitive
murrostaa	1	intransitive
murskaantua	1	intransitive
murskata	1	intransitive
murskautua	1	intransitive
murtaa	1	intransitive
murtautua	1	intransitive
murtua	1	intransitive
murustaa	1	intransitive
murustella	1	intransitive
murustua	1	intransitive
museoida	1	intransitive
museoitua	1	intransitive
musertaa	1	intransitive
musertua	1	intransitive
musisoida	1	intransitive
mussuttaa	1	intransitive
mustaantua	1	intransitive
mustamaalata	1	intransitive
mustata	1	intransitive
mustentaa	1	intransitive
musteta	1	intransitive
mustua	1	intransitive
mustuttaa	1	intransitive
mutatoitua	1	intransitive
mutista	1	intransitive
mutkistaa	1	intransitive
mutkistua	1	intransitive
mutkistuttaa	1	intransitive
mutkitella	1	intransitive
mutristaa	1	intransitive
mutristella	1	intransitive
mutruilla	1	intransitive
muttei	1	intransitive
mutustaa	1	intransitive
mutustella	1	intransitive
muukalaistua	1	intransitive
muumioida	1	intransitive
muumioitua	1	intransitive
muunnella	1	intransitive
muuntaa	1	intransitive
muuntautua	1	intransitive
muuntua	1	intransitive
muurata	1	intransitive
muurautua	1	intransitive
muurittaa	1	intransitive
muusata	1	intransitive
muutattaa	1	intransitive
muutella	1	intransitive
muuttaa	1	intransitive
muuttua	1	intransitive
myhähdellä	1	intransitive
myhähtää	1	intransitive
myhäillä	1	intransitive
mykistyttää	1	intransitive
mykistyä	1	intransitive
mykistää	1	intransitive
myllertää	1	intransitive
myllyttää	1	intransitive
myllätä	1	intransitive
mylviä	1	intransitive
mylvähtää	1	intransitive
myrkyttyä	1	intransitive
myrkyttää	1	intransitive
myrskytä	1	intransitive
myrtyä	1	intransitive
mystifioida	1	intransitive
mytologisoida	1	intransitive
myydä	1	intransitive
myyskennellä	1	intransitive
myödä	1	intransitive
myödätä	1	intransitive
myöhentyä	1	intransitive
myöhentää	1	intransitive
myöhäistää	1	intransitive
myöhästellä	1	intransitive
myöhästyttää	1	intransitive
myöhästyä	1	intransitive
myönnellä	1	intransitive
myönnytellä	1	intransitive
myönnyttää	1	intransitive
myöntyä	1	intransitive
myöntää	1	intransitive
myöstää	1	intransitive
myötäeläytyä	1	intransitive
myötäelää	1	intransitive
myötäillä	1	intransitive
myötäkarvata	1	intransitive
myötävaikuttaa	1	intransitive
mädännyttää	1	intransitive
mädäntyä	1	intransitive
mädättää	1	intransitive
mädätä	1	intransitive
mählätä	1	intransitive
mäikyä	1	intransitive
mäikää	1	intransitive
mäiskiä	1	intransitive
mäiskyttää	1	intransitive
mäiskyä	1	intransitive
mäiskähdellä	1	intransitive
mäiskähtää	1	intransitive
mäiskäyttää	1	intransitive
mäiskää	1	intransitive
mäjähdellä	1	intransitive
mäjähtää	1	intransitive
mäjäyttää	1	intransitive
mäkättää	1	intransitive
mällätä	1	intransitive
mämmätä	1	intransitive
märehtiä	1	intransitive
märistä	1	intransitive
märkiä	1	intransitive
märättää	1	intransitive
mäskätä	1	intransitive
mässyttää	1	intransitive
mässäillä	1	intransitive
mässätä	1	intransitive
mätiä	1	intransitive
mätkiä	1	intransitive
mätkähdellä	1	intransitive
mätkähtää	1	intransitive
mätkäistä	1	intransitive
mätkätä	1	intransitive
mätkäyttää	1	intransitive
mättää	1	intransitive
mätästyä	1	intransitive
mätästää	1	intransitive
määkiä	1	intransitive
määkyä	1	intransitive
määritellä	1	intransitive
määrittyä	1	intransitive
määrittää	1	intransitive
määräaikaistaa	1	intransitive
määräillä	1	intransitive
määrätä	1	intransitive
määräytyä	1	intransitive
möhliä	1	intransitive
möhlätä	1	intransitive
mökeltää	1	intransitive
mökkeillä	1	intransitive
mököttää	1	intransitive
mölistä	1	intransitive
möllöttää	1	intransitive
mölytä	1	intransitive
mölähtää	1	intransitive
möläyttää	1	intransitive
mölöttää	1	intransitive
mönjätä	1	intransitive
mönkiä	1	intransitive
möristä	1	intransitive
mörähtää	1	intransitive
möyhentää	1	intransitive
möyhiä	1	intransitive
möykätä	1	intransitive
möyriä	1	intransitive
möyrytä	1	intransitive
naamioida	1	intransitive
naamioitua	1	intransitive
naarata	1	intransitive
naarmuttaa	1	intransitive
naarmuttua	1	intransitive
naarmuuntua	1	intransitive
naavoittua	1	intransitive
nahinoida	1	intransitive
nahista	1	intransitive
nahistella	1	intransitive
nahistua	1	intransitive
nahjustella	1	intransitive
nahkoa	1	intransitive
nahoittaa	1	intransitive
naida	1	intransitive
naisistua	1	intransitive
naismaistaa	1	intransitive
naisvaltaistua	1	intransitive
naitattaa	1	intransitive
naittaa	1	intransitive
nakata	1	intransitive
nakella	1	intransitive
nakerrella	1	intransitive
nakertaa	1	intransitive
naksaa	1	intransitive
naksahdella	1	intransitive
naksahtaa	1	intransitive
naksautella	1	intransitive
naksauttaa	1	intransitive
naksua	1	intransitive
naksutella	1	intransitive
naksuttaa	1	intransitive
nakutella	1	intransitive
nakuttaa	1	intransitive
naljailla	1	intransitive
nalkuttaa	1	intransitive
napata	1	intransitive
napatanssia	1	intransitive
napauttaa	1	intransitive
napeerata	1	intransitive
napista	1	intransitive
napittaa	1	intransitive
napostella	1	intransitive
nappailla	1	intransitive
napsaa	1	intransitive
napsahdella	1	intransitive
napsahtaa	1	intransitive
napsaista	1	intransitive
napsautella	1	intransitive
napsauttaa	1	intransitive
napsia	1	intransitive
napsua	1	intransitive
napsutella	1	intransitive
napsuttaa	1	intransitive
naputella	1	intransitive
naputtaa	1	intransitive
narahdella	1	intransitive
narahtaa	1	intransitive
narauttaa	1	intransitive
narista	1	intransitive
narisuttaa	1	intransitive
narkata	1	intransitive
narrailla	1	intransitive
narrata	1	intransitive
narskahdella	1	intransitive
narskahtaa	1	intransitive
narskauttaa	1	intransitive
narskua	1	intransitive
narskuttaa	1	intransitive
naruttaa	1	intransitive
nasaalistua	1	intransitive
nasalisoida	1	intransitive
nasaloida	1	intransitive
nasevoida	1	intransitive
nasevoittaa	1	intransitive
nasevoitua	1	intransitive
nastata	1	intransitive
nastoittaa	1	intransitive
natista	1	intransitive
natisuttaa	1	intransitive
natsata	1	intransitive
natsilaistaa	1	intransitive
natustaa	1	intransitive
natustella	1	intransitive
nauhoitella	1	intransitive
nauhoittaa	1	intransitive
naukaista	1	intransitive
naukata	1	intransitive
naukkailla	1	intransitive
naukua	1	intransitive
naulata	1	intransitive
nauliintua	1	intransitive
naulita	1	intransitive
nauliutua	1	intransitive
nauraa	1	intransitive
naurahdella	1	intransitive
naurahtaa	1	intransitive
naurattaa	1	intransitive
naureksia	1	intransitive
naureskella	1	intransitive
naurunalaistaa	1	intransitive
nautiskella	1	intransitive
nauttia	1	intransitive
navakoitua	1	intransitive
navigoida	1	intransitive
neiditellä	1	intransitive
nekrotisoitua	1	intransitive
nelinkertaistaa	1	intransitive
nelinkertaistua	1	intransitive
nelistää	1	intransitive
neliöidä	1	intransitive
nepata	1	intransitive
nepittää	1	intransitive
nesteyttää	1	intransitive
nesteytyä	1	intransitive
netota	1	intransitive
nettailla	1	intransitive
nettouttaa	1	intransitive
neulata	1	intransitive
neuloa	1	intransitive
neuroottistua	1	intransitive
neurotisoitua	1	intransitive
neutraalistaa	1	intransitive
neutraalistua	1	intransitive
neutralisoida	1	intransitive
neutralisoitua	1	intransitive
neutraloida	1	intransitive
neutraloitua	1	intransitive
neuvoa	1	intransitive
neuvostolaistaa	1	intransitive
neuvostoliittolaistaa	1	intransitive
neuvotella	1	intransitive
nevoittua	1	intransitive
nielaista	1	intransitive
nieleksiä	1	intransitive
nieleskellä	1	intransitive
niellä	1	intransitive
nietostaa	1	intransitive
nietostua	1	intransitive
niiata	1	intransitive
niisittää	1	intransitive
niisiä	1	intransitive
niiskauttaa	1	intransitive
niiskuttaa	1	intransitive
niistää	1	intransitive
niitata	1	intransitive
niittää	1	intransitive
nikkaroida	1	intransitive
nikkelöidä	1	intransitive
niklata	1	intransitive
nikotella	1	intransitive
nikottaa	1	intransitive
nikotuttaa	1	intransitive
niksaa	1	intransitive
niksahdella	1	intransitive
niksahtaa	1	intransitive
niksauttaa	1	intransitive
niksua	1	intransitive
niljaantua	1	intransitive
nilkutella	1	intransitive
nilkuttaa	1	intransitive
nimestää	1	intransitive
nimetä	1	intransitive
nimikoida	1	intransitive
nimitellä	1	intransitive
nimittää	1	intransitive
nimiöidä	1	intransitive
nipistellä	1	intransitive
nipistää	1	intransitive
nipottaa	1	intransitive
nipsahtaa	1	intransitive
nipsauttaa	1	intransitive
niputtaa	1	intransitive
nirhaista	1	intransitive
nirhata	1	intransitive
nirskahtaa	1	intransitive
nirskua	1	intransitive
nirskutella	1	intransitive
nirskuttaa	1	intransitive
nirsoilla	1	intransitive
niskoitella	1	intransitive
niskuroida	1	intransitive
nitistä	1	intransitive
nitistää	1	intransitive
nitoa	1	intransitive
nitrata	1	intransitive
nitratoida	1	intransitive
nitrosoitua	1	intransitive
niuhottaa	1	intransitive
niukahtaa	1	intransitive
niukentaa	1	intransitive
niukentua	1	intransitive
niuketa	1	intransitive
niveltyä	1	intransitive
niveltää	1	intransitive
nivoa	1	intransitive
nivoutua	1	intransitive
noeta	1	intransitive
noitua	1	intransitive
nojailla	1	intransitive
nojata	1	intransitive
nojautua	1	intransitive
nokeentua	1	intransitive
nokeutua	1	intransitive
nokittaa	1	intransitive
nokkaista	1	intransitive
nokkia	1	intransitive
nolata	1	intransitive
nollaantua	1	intransitive
nollata	1	intransitive
nollautua	1	intransitive
nolostua	1	intransitive
nolostuttaa	1	intransitive
nolottaa	1	intransitive
nopeuttaa	1	intransitive
nopeutua	1	intransitive
norahtaa	1	intransitive
norjentaa	1	intransitive
norjentua	1	intransitive
norjeta	1	intransitive
norjistaa	1	intransitive
norjistua	1	intransitive
norkoilla	1	intransitive
normaalistaa	1	intransitive
normaalistua	1	intransitive
normalisoida	1	intransitive
normalisoitua	1	intransitive
normaloida	1	intransitive
normittaa	1	intransitive
norua	1	intransitive
nostaa	1	intransitive
nostattaa	1	intransitive
nostella	1	intransitive
noteerata	1	intransitive
notkahdella	1	intransitive
notkahtaa	1	intransitive
notkauttaa	1	intransitive
notketa	1	intransitive
notkeuttaa	1	intransitive
notkeutua	1	intransitive
notkistaa	1	intransitive
notkistua	1	intransitive
notkua	1	intransitive
notkutella	1	intransitive
notkuttaa	1	intransitive
noudatella	1	intransitive
noudattaa	1	intransitive
noukkia	1	intransitive
nousta	1	intransitive
noutaa	1	intransitive
nuhdella	1	intransitive
nuhjaantua	1	intransitive
nuhjata	1	intransitive
nuhraantua	1	intransitive
nuhrata	1	intransitive
nuhrautua	1	intransitive
nuijia	1	intransitive
nujakoida	1	intransitive
nujertaa	1	intransitive
nujertua	1	intransitive
nujuta	1	intransitive
nujuuttaa	1	intransitive
nukahdella	1	intransitive
nukahtaa	1	intransitive
nukata	1	intransitive
nukittaa	1	intransitive
nukkaantua	1	intransitive
nukkautua	1	intransitive
nukkua	1	intransitive
nukuttaa	1	intransitive
nuljahdella	1	intransitive
nuljahtaa	1	intransitive
nulkata	1	intransitive
numeeristaa	1	intransitive
numeroida	1	intransitive
nuohota	1	intransitive
nuokahdella	1	intransitive
nuokahtaa	1	intransitive
nuokkua	1	intransitive
nuolaista	1	intransitive
nuoleksia	1	intransitive
nuoleskella	1	intransitive
nuolla	1	intransitive
nuorentaa	1	intransitive
nuorentua	1	intransitive
nuoreta	1	intransitive
nuorittaa	1	intransitive
nuorruttaa	1	intransitive
nuortua	1	intransitive
nuotata	1	intransitive
nuotintaa	1	intransitive
nuotittaa	1	intransitive
nupista	1	intransitive
nurista	1	intransitive
nurjahtaa	1	intransitive
nurkata	1	intransitive
nurkua	1	intransitive
nurmettaa	1	intransitive
nurmettua	1	intransitive
nussia	1	intransitive
nutistaa	1	intransitive
nuuduttaa	1	intransitive
nuuhkaista	1	intransitive
nuuhkia	1	intransitive
nuukahdella	1	intransitive
nuukahtaa	1	intransitive
nuukailla	1	intransitive
nuuskaista	1	intransitive
nuuskata	1	intransitive
nuuskia	1	intransitive
nuutata	1	intransitive
nuutua	1	intransitive
nyansoida	1	intransitive
nyhertää	1	intransitive
nyhjäillä	1	intransitive
nyhjäistä	1	intransitive
nyhjätä	1	intransitive
nyhjöttää	1	intransitive
nyhrätä	1	intransitive
nyhtäistä	1	intransitive
nyhtää	1	intransitive
nykertää	1	intransitive
nykiä	1	intransitive
nykyaikaistaa	1	intransitive
nykyaikaistua	1	intransitive
nykyttää	1	intransitive
nykäistä	1	intransitive
nylkeä	1	intransitive
nylkyttää	1	intransitive
nynniä	1	intransitive
nynnyillä	1	intransitive
nypelöidä	1	intransitive
nyplätä	1	intransitive
nyppiä	1	intransitive
nyppyyntyä	1	intransitive
nyppäistä	1	intransitive
nypätä	1	intransitive
nyrhiä	1	intransitive
nyrjähdellä	1	intransitive
nyrjähdyttää	1	intransitive
nyrjähtää	1	intransitive
nyrjäyttää	1	intransitive
nyrkistää	1	intransitive
nyrkkeillä	1	intransitive
nyrpistellä	1	intransitive
nyrpistyä	1	intransitive
nyrpistää	1	intransitive
nytkiä	1	intransitive
nytkyttää	1	intransitive
nytkyä	1	intransitive
nytkähdellä	1	intransitive
nytkähtää	1	intransitive
nytkäyttää	1	intransitive
nyyhkiä	1	intransitive
nyyhkyttää	1	intransitive
nyyhkäistä	1	intransitive
nyykähtää	1	intransitive
nyysiä	1	intransitive
nyökkiä	1	intransitive
nyökkäillä	1	intransitive
nyökytellä	1	intransitive
nyökyttää	1	intransitive
nyökähdellä	1	intransitive
nyökähtää	1	intransitive
nyökätä	1	intransitive
nyökäyttää	1	intransitive
nyörittää	1	intransitive
nähdä	1	intransitive
näivertää	1	intransitive
näivettyä	1	intransitive
näivettää	1	intransitive
näkyä	1	intransitive
nälkiinnyttää	1	intransitive
nälkiintyä	1	intransitive
nälviä	1	intransitive
nälväistä	1	intransitive
nälättää	1	intransitive
näpelöidä	1	intransitive
näperrellä	1	intransitive
näpertää	1	intransitive
näpistellä	1	intransitive
näpistää	1	intransitive
näplätä	1	intransitive
näppäillä	1	intransitive
näpräillä	1	intransitive
näprätä	1	intransitive
näpsyttää	1	intransitive
näpsäyttää	1	intransitive
näpytellä	1	intransitive
näpyttää	1	intransitive
näpätä	1	intransitive
näpäytellä	1	intransitive
näpäyttää	1	intransitive
närkästyttää	1	intransitive
närkästyä	1	intransitive
närästää	1	intransitive
nävertää	1	intransitive
näykkiä	1	intransitive
näykkäistä	1	intransitive
näykätä	1	intransitive
näytellä	1	intransitive
näyttäytyä	1	intransitive
näyttää	1	intransitive
näännyttää	1	intransitive
nääntyä	1	intransitive
nököttää	1	intransitive
nöpelöidä	1	intransitive
nöyhtäytyä	1	intransitive
nöyhtääntyä	1	intransitive
nöyristellä	1	intransitive
nöyrryttää	1	intransitive
nöyrtyä	1	intransitive
nöyryyttää	1	intransitive
observoida	1	intransitive
odotella	1	intransitive
odottaa	1	intransitive
odotuttaa	1	intransitive
oheistaa	1	intransitive
ohentaa	1	intransitive
ohentua	1	intransitive
oheta	1	intransitive
ohiajaa	1	intransitive
ohiastua	1	intransitive
ohikulkea	1	intransitive
ohimennä	1	intransitive
ohitella	1	intransitive
ohittaa	1	intransitive
ohittua	1	intransitive
ohjailla	1	intransitive
ohjastaa	1	intransitive
ohjata	1	intransitive
ohjautua	1	intransitive
ohjeistaa	1	intransitive
ohjelmoida	1	intransitive
oieta	1	intransitive
oieta	2	intransitive
oikaista	1	intransitive
oikeistolaistua	1	intransitive
oikeuttaa	1	intransitive
oikkuilla	1	intransitive
oikoa	1	intransitive
oikoilla	1	intransitive
oikolukea	1	intransitive
oikosulkea	1	intransitive
oikutella	1	intransitive
oirehtia	1	intransitive
oireilla	1	intransitive
oivaltaa	1	intransitive
ojennella	1	intransitive
ojentaa	1	intransitive
ojentautua	1	intransitive
ojentua	1	intransitive
ojittaa	1	intransitive
oksastaa	1	intransitive
oksennella	1	intransitive
oksennuttaa	1	intransitive
oksentaa	1	intransitive
oksettaa	1	intransitive
oksia	1	intransitive
oksidoida	1	intransitive
oksidoitua	1	intransitive
oleilla	1	intransitive
oleksia	1	intransitive
oleskella	1	intransitive
olettaa	1	intransitive
olla	1	intransitive
omaksiottaa	1	intransitive
omaksua	1	intransitive
omata	1	intransitive
omavaraistaa	1	intransitive
omavaraistua	1	intransitive
omia	1	intransitive
omistaa	1	intransitive
omistautua	1	intransitive
ommella	1	intransitive
ompeluttaa	1	intransitive
onanoida	1	intransitive
onkia	1	intransitive
onnahdella	1	intransitive
onnahtaa	1	intransitive
onnellistaa	1	intransitive
onnellistuttaa	1	intransitive
onnestaa	1	intransitive
onnistaa	1	intransitive
onnistua	1	intransitive
onnitella	1	intransitive
onteloida	1	intransitive
onteloitua	1	intransitive
ontua	1	intransitive
ootrata	1	intransitive
oottaa	1	intransitive
opalisoida	1	intransitive
opastaa	1	intransitive
operoida	1	intransitive
opetella	1	intransitive
opettaa	1	intransitive
opiskella	1	intransitive
oppia	1	intransitive
opponoida	1	intransitive
opsonoida	1	intransitive
optimoida	1	intransitive
orastaa	1	intransitive
orastua	1	intransitive
organisoida	1	intransitive
organisoitua	1	intransitive
orientoida	1	intransitive
orientoitua	1	intransitive
orjailla	1	intransitive
orjuuttaa	1	intransitive
orkestroida	1	intransitive
osallistaa	1	intransitive
osallistua	1	intransitive
osarahoittaa	1	intransitive
osastoida	1	intransitive
osata	1	ainf
osioida	1	intransitive
ositella	1	intransitive
osittaa	1	intransitive
osittua	1	intransitive
oskuloida	1	intransitive
osoitella	1	intransitive
osoittaa	1	intransitive
osoittautua	1	intransitive
ostaa	1	intransitive
ostattaa	1	intransitive
ostella	1	intransitive
osua	1	intransitive
osuttaa	1	intransitive
otaksua	1	intransitive
otattaa	1	intransitive
otatuttaa	1	intransitive
otella	1	intransitive
otsikoida	1	intransitive
otsonisoida	1	intransitive
otsonoida	1	intransitive
ottaa	1	intransitive
otteluttaa	1	intransitive
oudoksua	1	intransitive
oudoksuttaa	1	intransitive
oudostella	1	intransitive
oudostuttaa	1	intransitive
ounastaa	1	intransitive
ounastella	1	intransitive
paaduttaa	1	intransitive
paahtaa	1	intransitive
paahtua	1	intransitive
paakkuuntua	1	intransitive
paalata	1	intransitive
paalittaa	1	intransitive
paaluttaa	1	intransitive
paanuttaa	1	intransitive
paapattaa	1	intransitive
paapoa	1	intransitive
paasata	1	intransitive
paastota	1	intransitive
paatua	1	intransitive
padota	1	intransitive
paeta	1	intransitive
pahaksua	1	intransitive
pahanlaatuistua	1	intransitive
pahastua	1	intransitive
pahastuttaa	1	intransitive
paheksia	1	intransitive
paheksua	1	intransitive
pahentaa	1	intransitive
pahentua	1	intransitive
paheta	1	intransitive
pahoinpidellä	1	intransitive
pahoitella	1	intransitive
pahoittaa	1	intransitive
pahoittua	1	intransitive
paijata	1	intransitive
paikallistaa	1	intransitive
paikallistua	1	intransitive
paikantaa	1	intransitive
paikantua	1	intransitive
paikata	1	intransitive
paikkailla	1	intransitive
paikkamaalata	1	intransitive
paikkauttaa	1	intransitive
paikkuuttaa	1	intransitive
paikoittaa	1	intransitive
paimentaa	1	intransitive
painaa	1	intransitive
painaltaa	1	intransitive
painattaa	1	intransitive
painautua	1	intransitive
paineistaa	1	intransitive
painekeittää	1	intransitive
painekyllästää	1	intransitive
painella	1	intransitive
painepestä	1	intransitive
painia	1	intransitive
painiskella	1	intransitive
painostaa	1	intransitive
painottaa	1	intransitive
painottua	1	intransitive
painua	1	intransitive
paipattaa	1	intransitive
paiskata	1	intransitive
paiskautua	1	intransitive
paiskella	1	intransitive
paiskia	1	intransitive
paiskoa	1	intransitive
paistaa	1	intransitive
paistatella	1	intransitive
paistattaa	1	intransitive
paistua	1	intransitive
paisua	1	intransitive
paisutella	1	intransitive
paisuttaa	1	intransitive
pajattaa	1	intransitive
pajukoitua	1	intransitive
pajuttua	1	intransitive
pakahduttaa	1	intransitive
pakahtua	1	intransitive
pakanallistaa	1	intransitive
pakastaa	1	intransitive
pakastekuivattaa	1	intransitive
pakastua	1	intransitive
pakata	1	intransitive
pakertaa	1	intransitive
paketoida	1	intransitive
pakinoida	1	intransitive
pakista	1	intransitive
pakittaa	1	intransitive
pakkaantua	1	intransitive
pakkauttaa	1	intransitive
pakkautua	1	intransitive
pakkeloida	1	intransitive
pakkojuottaa	1	intransitive
pakkolaskeutua	1	intransitive
pakkolomauttaa	1	intransitive
pakkolunastaa	1	intransitive
pakkoluovuttaa	1	intransitive
pakko-ottaa	1	intransitive
pakkosiirtää	1	intransitive
pakkosyöttää	1	intransitive
paklata	1	intransitive
pakoilla	1	intransitive
pakollistaa	1	intransitive
pakottaa	1	intransitive
pakottautua	1	intransitive
paksuntaa	1	intransitive
paksuntua	1	intransitive
paksuta	1	intransitive
paksuuntua	1	intransitive
palaa	1	intransitive
palailla	1	intransitive
palata	1	intransitive
palataalistaa	1	intransitive
palataalistua	1	intransitive
palautella	1	intransitive
palauttaa	1	intransitive
palautua	1	intransitive
palella	1	intransitive
palelluttaa	1	intransitive
paleltaa	1	intransitive
paleltua	1	intransitive
paljastaa	1	intransitive
paljastua	1	intransitive
paljoksua	1	intransitive
palkata	1	intransitive
palkita	1	intransitive
palloilla	1	intransitive
pallotella	1	intransitive
pallottaa	1	intransitive
palmikoida	1	intransitive
paloa	1	intransitive
paloitella	1	intransitive
paloittaa	1	intransitive
palosuojata	1	intransitive
palovakuuttaa	1	intransitive
palpattaa	1	intransitive
palpoida	1	intransitive
palsamoida	1	intransitive
palstoittaa	1	intransitive
paltata	1	intransitive
palttaa	1	intransitive
palvata	1	intransitive
palvella	1	intransitive
palvoa	1	intransitive
pamahdella	1	intransitive
pamahtaa	1	intransitive
pamautella	1	intransitive
pamauttaa	1	intransitive
pamista	1	intransitive
pampattaa	1	intransitive
pamppailla	1	intransitive
pamputtaa	1	intransitive
paneerata	1	intransitive
paneloida	1	intransitive
paneroida	1	intransitive
paneskella	1	intransitive
panetella	1	intransitive
panettaa	1	intransitive
paneutua	1	intransitive
panikoida	1	intransitive
panna	1	intransitive
panoroida	1	intransitive
panostaa	1	intransitive
panssaroida	1	intransitive
panssaroitua	1	intransitive
pantata	1	intransitive
papattaa	1	intransitive
paperoida	1	intransitive
parafinoida	1	intransitive
parafoida	1	intransitive
parahtaa	1	intransitive
parannella	1	intransitive
parantaa	1	intransitive
parantua	1	intransitive
parata	1	intransitive
parfymoida	1	intransitive
pariloida	1	intransitive
paritella	1	intransitive
parittaa	1	intransitive
pariuttaa	1	intransitive
pariutua	1	intransitive
parjata	1	intransitive
parkaista	1	intransitive
parketoida	1	intransitive
parkita	1	intransitive
parkkeerata	1	intransitive
parkkiintua	1	intransitive
parkkiutua	1	intransitive
parkua	1	intransitive
parodioida	1	intransitive
parroittua	1	intransitive
parsia	1	intransitive
partioida	1	intransitive
partitioida	1	intransitive
parturoida	1	intransitive
parveilla	1	intransitive
parveutua	1	intransitive
paseerailla	1	intransitive
paseerata	1	intransitive
paskantaa	1	intransitive
paskattaa	1	intransitive
paskoa	1	intransitive
pasmata	1	intransitive
passata	1	intransitive
passauttaa	1	intransitive
passiivistaa	1	intransitive
passiivistua	1	intransitive
passittaa	1	intransitive
passivoida	1	intransitive
passivoitua	1	intransitive
pasteerailla	1	intransitive
pasteerata	1	intransitive
pastöroida	1	intransitive
pasuttaa	1	intransitive
patentoida	1	intransitive
patikoida	1	intransitive
patinoida	1	intransitive
patinoitua	1	intransitive
patistaa	1	intransitive
patistella	1	intransitive
patoutua	1	intransitive
patsastella	1	intransitive
patukoida	1	intransitive
pauhata	1	intransitive
pauhuta	1	intransitive
paukahdella	1	intransitive
paukahtaa	1	intransitive
paukautella	1	intransitive
paukauttaa	1	intransitive
paukkaa	1	intransitive
paukkua	1	intransitive
paukutella	1	intransitive
paukuttaa	1	intransitive
pauloittaa	1	intransitive
pedata	1	intransitive
peesata	1	intransitive
pehertää	1	intransitive
pehmentyä	1	intransitive
pehmentää	1	intransitive
pehmetä	1	intransitive
pehmittyä	1	intransitive
pehmittää	1	intransitive
pehmitä	1	intransitive
pehmoilla	1	intransitive
pehmustaa	1	intransitive
peilailla	1	intransitive
peilata	1	intransitive
peilautua	1	intransitive
peipata	1	intransitive
peitata	1	intransitive
peitellä	1	intransitive
peitota	1	intransitive
peitsata	1	intransitive
peittyä	1	intransitive
peittää	1	intransitive
pelailla	1	intransitive
pelastaa	1	intransitive
pelastautua	1	intransitive
pelastua	1	intransitive
pelata	1	intransitive
pelauttaa	1	intransitive
pelehtiä	1	intransitive
peljästyttää	1	intransitive
peljästyä	1	intransitive
peljättää	1	intransitive
peljätä	1	intransitive
pelkistyä	1	intransitive
pelkistää	1	intransitive
pelleillä	1	intransitive
pelletoida	1	intransitive
pellittää	1	intransitive
pelmahdella	1	intransitive
pelmahtaa	1	intransitive
pelmuta	1	intransitive
pelmuttaa	1	intransitive
pelotella	1	intransitive
pelottaa	1	intransitive
peluuttaa	1	intransitive
pelästyttää	1	intransitive
pelästyä	1	intransitive
pelätä	1	intransitive
penetroida	1	intransitive
pengertää	1	intransitive
penikoida	1	intransitive
penkoa	1	intransitive
penkoutua	1	intransitive
pensastaa	1	intransitive
pensastua	1	intransitive
penslata	1	intransitive
pensoa	1	intransitive
pensoittua	1	intransitive
pensselöidä	1	intransitive
penätä	1	intransitive
peptisoida	1	intransitive
perata	1	intransitive
perehdyttää	1	intransitive
perehtyä	1	intransitive
perennoida	1	intransitive
perforoida	1	intransitive
perhostaa	1	intransitive
perhostella	1	intransitive
periyttää	1	intransitive
periytyä	1	intransitive
periä	1	intransitive
permanentata	1	intransitive
perseveroida	1	intransitive
personifioida	1	intransitive
personoida	1	intransitive
personoitua	1	intransitive
persoonallistua	1	intransitive
perua	1	intransitive
peruskartoittaa	1	intransitive
peruskorjata	1	intransitive
perustaa	1	intransitive
perustella	1	intransitive
perustua	1	intransitive
peruuntua	1	intransitive
peruuttaa	1	intransitive
peruutua	1	intransitive
perätä	1	intransitive
peräyttää	1	intransitive
