lemma	homonym	argument
komplisoida	1	intransitive
komplisoitua	1	intransitive
kompostoida	1	intransitive
komprimoida	1	intransitive
kompromettoida	1	intransitive
kompuroida	1	intransitive
kondensoida	1	intransitive
kondensoitua	1	intransitive
koneellistaa	1	intransitive
koneellistua	1	intransitive
koneistaa	1	intransitive
koneistua	1	intransitive
konekirjoittaa	1	intransitive
konfiguroida	1	intransitive
konfirmoida	1	intransitive
kongruoida	1	intransitive
konjugoida	1	intransitive
konjugoitua	1	intransitive
konkata	1	intransitive
konkreettistaa	1	intransitive
konkreettistua	1	intransitive
konkretisoida	1	intransitive
konkretisoitua	1	intransitive
konsentroida	1	intransitive
konsentroitua	1	intransitive
konsertoida	1	intransitive
konservoida	1	intransitive
konsolidoida	1	intransitive
konsonoida	1	intransitive
konstailla	1	intransitive
konstruoida	1	intransitive
konsultoida	1	intransitive
kontaminoida	1	intransitive
kontata	1	intransitive
kontia	1	intransitive
kontraindikoida	1	intransitive
kontrastoida	1	intransitive
kontrolloida	1	intransitive
konttailla	1	intransitive
konttoristaa	1	intransitive
konttoristua	1	intransitive
konvergoida	1	intransitive
konvergoitua	1	intransitive
konvertoida	1	intransitive
koodata	1	intransitive
koodittaa	1	intransitive
koolata	1	intransitive
koontaa	1	intransitive
koordinoida	1	intransitive
koossapitää	1	intransitive
koostaa	1	intransitive
koostua	1	intransitive
koota	1	intransitive
kopahdella	1	intransitive
kopahtaa	1	intransitive
kopata	1	intransitive
kopautella	1	intransitive
kopauttaa	1	intransitive
kopeilla	1	intransitive
kopeloida	1	intransitive
kopioida	1	intransitive
kopista	1	intransitive
kopistaa	1	intransitive
kopistella	1	intransitive
kopisuttaa	1	intransitive
koplata	1	intransitive
kopolymeroida	1	intransitive
kopsaa	1	intransitive
kopsahdella	1	intransitive
kopsahtaa	1	intransitive
kopsata	1	intransitive
kopsauttaa	1	intransitive
koputella	1	intransitive
koputtaa	1	intransitive
korahdella	1	intransitive
korahtaa	1	intransitive
koreilla	1	intransitive
koreta	1	intransitive
korista	1	intransitive
koristaa	1	intransitive
koristautua	1	intransitive
koristella	1	intransitive
korjaantua	1	intransitive
korjailla	1	intransitive
korjata	1	intransitive
korjauslukea	1	intransitive
korjauttaa	1	intransitive
korjautua	1	intransitive
korjuuttaa	1	intransitive
korkata	1	intransitive
korkita	1	intransitive
korkittaa	1	intransitive
korkkiintua	1	intransitive
korkkiutua	1	intransitive
korostaa	1	intransitive
korostua	1	intransitive
korottaa	1	intransitive
korotuttaa	1	intransitive
korpeentua	1	intransitive
korreloida	1	intransitive
korreloitua	1	intransitive
korruptoida	1	intransitive
korruptoitua	1	intransitive
korskahdella	1	intransitive
korskahtaa	1	intransitive
korskeilla	1	intransitive
korskua	1	intransitive
kortistoida	1	intransitive
kortittaa	1	intransitive
koruommella	1	intransitive
korvaantua	1	intransitive
korvamerkitä	1	intransitive
korvata	1	intransitive
korvautua	1	intransitive
korventaa	1	intransitive
korventua	1	intransitive
korveta	1	intransitive
kosia	1	intransitive
kosiskella	1	intransitive
koskea	1	intransitive
kosketella	1	intransitive
koskettaa	1	intransitive
kostaa	1	intransitive
kostautua	1	intransitive
kosteuttaa	1	intransitive
kostua	1	intransitive
kostuttaa	1	intransitive
koteloida	1	intransitive
koteloitua	1	intransitive
kotiinkuljettaa	1	intransitive
kotiinkutsua	1	intransitive
kotimaistaa	1	intransitive
kotimaistua	1	intransitive
kotiuttaa	1	intransitive
kotiutua	1	intransitive
kotkata	1	intransitive
kotkottaa	1	intransitive
kotoistaa	1	intransitive
kotouttaa	1	intransitive
kouhottaa	1	intransitive
koukata	1	intransitive
koukeroida	1	intransitive
koukerrella	1	intransitive
koukistaa	1	intransitive
koukistua	1	intransitive
koukuta	1	intransitive
koukuttaa	1	intransitive
koulata	1	intransitive
koulia	1	intransitive
kouliintua	1	intransitive
kouliutua	1	intransitive
kouluttaa	1	intransitive
kouluttautua	1	intransitive
kouluttua	1	intransitive
kouraista	1	intransitive
kouria	1	intransitive
kouristaa	1	intransitive
kouristella	1	intransitive
kouristua	1	intransitive
kouruilla	1	intransitive
kouruttaa	1	intransitive
kouruuntua	1	intransitive
kovajuottaa	1	intransitive
kovarioida	1	intransitive
koventaa	1	intransitive
koventua	1	intransitive
kovertaa	1	intransitive
kovertua	1	intransitive
koveta	1	intransitive
kovettaa	1	intransitive
kovettua	1	intransitive
kovistaa	1	intransitive
kovistella	1	intransitive
kovittaa	1	intransitive
kraavata	1	intransitive
krakata	1	intransitive
krakeloida	1	intransitive
krakkautua	1	intransitive
kreditoida	1	intransitive
krematoida	1	intransitive
kreneloida	1	intransitive
kreolistua	1	intransitive
krepata	1	intransitive
kriisiytyä	1	intransitive
kriminaalistaa	1	intransitive
kriminalisoida	1	intransitive
kristallisoida	1	intransitive
kristallisoitua	1	intransitive
kristalloida	1	intransitive
kristalloitua	1	intransitive
kristillistää	1	intransitive
kritikoida	1	intransitive
kritisoida	1	intransitive
krokata	1	intransitive
kromata	1	intransitive
kromatografoida	1	intransitive
kromioida	1	intransitive
kromittaa	1	intransitive
kronikoida	1	intransitive
kroolata	1	intransitive
kroonistaa	1	intransitive
kroonistua	1	intransitive
kruksata	1	intransitive
kruunata	1	intransitive
kruunauttaa	1	intransitive
kruusailla	1	intransitive
kruusata	1	intransitive
kryptata	1	intransitive
kränätä	1	intransitive
kualla	1	intransitive
kuherrella	1	intransitive
kuhertaa	1	intransitive
kuhista	1	intransitive
kuhkia	1	intransitive
kuhmuuntua	1	intransitive
kuhnailla	1	intransitive
kuhnia	1	intransitive
kuhnustella	1	intransitive
kuiduttaa	1	intransitive
kuihduttaa	1	intransitive
kuihtua	1	intransitive
kuikuilla	1	intransitive
kuiskailla	1	intransitive
kuiskata	1	intransitive
kuiskia	1	intransitive
kuiskutella	1	intransitive
kuiskuttaa	1	intransitive
kuitata	1	intransitive
kuittaantua	1	intransitive
kuittautua	1	intransitive
kuivaa	1	intransitive
kuivahtaa	1	intransitive
kuivailla	1	intransitive
kuivapestä	1	intransitive
kuivasokeroida	1	intransitive
kuivasuolata	1	intransitive
kuivata	1	intransitive
kuivatella	1	intransitive
kuivatislata	1	intransitive
kuivattaa	1	intransitive
kuivettaa	1	intransitive
kuivettua	1	intransitive
kuivittaa	1	intransitive
kuivua	1	intransitive
kujeilla	1	intransitive
kujertaa	1	intransitive
kukahtaa	1	intransitive
kukertaa	1	intransitive
kukistaa	1	intransitive
kukistua	1	intransitive
kukittaa	1	intransitive
kukkia	1	intransitive
kukkoilla	1	intransitive
kukkua	1	intransitive
kukoistaa	1	intransitive
kukuttaa	1	intransitive
kulahtaa	1	intransitive
kulautella	1	intransitive
kulauttaa	1	intransitive
kuleksia	1	intransitive
kulettaa	1	intransitive
kuljeksia	1	intransitive
kuljeskella	1	intransitive
kuljetella	1	intransitive
kuljettaa	1	intransitive
kuljetuttaa	1	intransitive
kulkea	1	intransitive
kulkeentua	1	intransitive
kulkeutua	1	intransitive
kullastaa	1	intransitive
kullata	1	intransitive
kulmata	1	intransitive
kulminoida	1	intransitive
kulminoitua	1	intransitive
kulottaa	1	intransitive
kulottua	1	intransitive
kuloutua	1	intransitive
kultautua	1	intransitive
kultivoida	1	intransitive
kultivoitua	1	intransitive
kulttuuristua	1	intransitive
kulua	1	intransitive
kuluttaa	1	intransitive
kumahdella	1	intransitive
kumahtaa	1	intransitive
kumajaa	1	intransitive
kumarrella	1	intransitive
kumartaa	1	intransitive
kumartua	1	intransitive
kumauttaa	1	intransitive
kumista	1	intransitive
kumisuttaa	1	intransitive
kumittaa	1	intransitive
kummaksua	1	intransitive
kummastella	1	intransitive
kummastua	1	intransitive
kummastuttaa	1	intransitive
kummata	1	intransitive
kummeksia	1	intransitive
kummeksua	1	intransitive
kummeksuttaa	1	intransitive
kummeta	1	intransitive
kummitella	1	intransitive
kummuta	1	intransitive
kumota	1	intransitive
kumottaa	1	intransitive
kumoutua	1	intransitive
kumpuilla	1	intransitive
kumuloida	1	intransitive
kumuloitua	1	intransitive
kunnallistaa	1	intransitive
kunnioittaa	1	intransitive
kunnossapitää	1	intransitive
kunnostaa	1	intransitive
kunnostautua	1	intransitive
kuntoilla	1	intransitive
kuntoonpanna	1	intransitive
kuntouttaa	1	intransitive
kuntoutua	1	intransitive
kuohahdella	1	intransitive
kuohahtaa	1	intransitive
kuohia	1	intransitive
kuohita	1	intransitive
kuohketa	1	intransitive
kuohkeuttaa	1	intransitive
kuohkeutua	1	intransitive
kuohua	1	intransitive
kuohuta	1	intransitive
kuohuttaa	1	intransitive
kuokkia	1	intransitive
kuolata	1	intransitive
kuoleentua	1	intransitive
kuolettaa	1	intransitive
kuolettua	1	intransitive
kuoleutua	1	intransitive
kuolioitua	1	intransitive
kuolla	1	intransitive
kuonata	1	intransitive
kuonnuttaa	1	intransitive
kuontua	1	intransitive
kuopaista	1	intransitive
kuopata	1	intransitive
kuopia	1	intransitive
kuoppaantua	1	intransitive
kuoppautua	1	intransitive
kuopsuttaa	1	intransitive
kuoputtaa	1	intransitive
kuorettua	1	intransitive
kuoreutua	1	intransitive
kuoria	1	intransitive
kuorittaa	1	intransitive
kuoriuttaa	1	intransitive
kuoriutua	1	intransitive
kuormata	1	intransitive
kuormittaa	1	intransitive
kuormittua	1	intransitive
kuorruttaa	1	intransitive
kuorsata	1	intransitive
kuortua	1	intransitive
kuosittaa	1	intransitive
kuparoida	1	intransitive
kupata	1	intransitive
kupertaa	1	intransitive
kupertua	1	intransitive
kuplia	1	intransitive
kuplittaa	1	intransitive
kuppauttaa	1	intransitive
kupristaa	1	intransitive
kupristua	1	intransitive
kupruilla	1	intransitive
kupsahtaa	1	intransitive
kuraantua	1	intransitive
kurata	1	intransitive
kurauttaa	1	intransitive
kureutua	1	intransitive
kurista	1	intransitive
kuristaa	1	intransitive
kuristautua	1	intransitive
kuristua	1	intransitive
kurittaa	1	intransitive
kurjistaa	1	intransitive
kurjistua	1	intransitive
kurkata	1	intransitive
kurkistaa	1	intransitive
kurkistella	1	intransitive
kurkkailla	1	intransitive
kurkkia	1	intransitive
kurkotella	1	intransitive
kurkottaa	1	intransitive
kurkottautua	1	intransitive
kurlata	1	intransitive
kurnia	1	intransitive
kurnuttaa	1	intransitive
kuroa	1	intransitive
kurotella	1	intransitive
kurottaa	1	intransitive
kurottautua	1	intransitive
kurottua	1	intransitive
kuroutua	1	intransitive
kursailla	1	intransitive
kursastella	1	intransitive
kursia	1	intransitive
kursivoida	1	intransitive
kurssittaa	1	intransitive
kurtiseerata	1	intransitive
kurtistaa	1	intransitive
kurtistua	1	intransitive
kurvailla	1	intransitive
kurvata	1	intransitive
kusaista	1	intransitive
kuseksia	1	intransitive
kuseskella	1	intransitive
kusettaa	1	intransitive
kuskailla	1	intransitive
kuskata	1	intransitive
kusta	2	intransitive
kustantaa	1	intransitive
kustomoida	1	intransitive
kutea	1	intransitive
kuteloida	1	intransitive
kutista	1	intransitive
kutistaa	1	intransitive
kutistua	1	intransitive
kutitella	1	intransitive
kutittaa	1	intransitive
kutkuta	1	intransitive
kutkutella	1	intransitive
kutkuttaa	1	intransitive
kutoa	1	intransitive
kutoutua	1	intransitive
kutsua	1	intransitive
kutsuttaa	1	intransitive
kuukahtaa	1	intransitive
kuukkia	1	intransitive
kuulalaakeroida	1	intransitive
kuulla	1	intransitive
kuullottaa	1	intransitive
kuulostaa	1	intransitive
kuulostella	1	intransitive
kuultaa	1	intransitive
kuulua	1	intransitive
kuulustaa	1	intransitive
kuulustella	1	intransitive
kuulustuttaa	1	intransitive
kuuluttaa	1	intransitive
kuumakäsitellä	1	intransitive
kuumaliimata	1	intransitive
kuumamankeloida	1	intransitive
kuumamuokata	1	intransitive
kuumaniitata	1	intransitive
kuumasaumata	1	intransitive
kuumasavustaa	1	intransitive
kuumasinkitä	1	intransitive
kuumatakoa	1	intransitive
kuumatyöstää	1	intransitive
kuumavalssata	1	intransitive
kuumeilla	1	intransitive
kuumentaa	1	intransitive
kuumentua	1	intransitive
kuumeta	1	intransitive
kuumoittaa	1	intransitive
kuumottaa	1	intransitive
kuumua	1	intransitive
kuunnella	1	intransitive
kuuraantua	1	intransitive
kuurata	1	intransitive
kuurnia	1	intransitive
kuurnita	1	intransitive
kuurnittaa	1	intransitive
kuurouttaa	1	intransitive
kuuroutua	1	intransitive
kuusettua	1	intransitive
kuusinkertaistaa	1	intransitive
kuutioida	1	intransitive
kuvailla	1	intransitive
kuvanauhoittaa	1	intransitive
kuvantaa	1	intransitive
kuvantua	1	intransitive
kuvastaa	1	intransitive
kuvastella	1	intransitive
kuvastua	1	intransitive
kuvata	1	intransitive
kuvauttaa	1	intransitive
kuvautua	1	intransitive
kuvioida	1	intransitive
kuvitella	1	intransitive
kuvittaa	1	intransitive
kuvottaa	1	intransitive
kvalifioida	1	intransitive
kvantifioida	1	intransitive
kvantittaa	1	intransitive
kvantittua	1	intransitive
kvanttiutua	1	intransitive
kydöttää	1	intransitive
kyetä	1	intransitive
kyhjöttää	1	intransitive
kyhniä	1	intransitive
kyhnytellä	1	intransitive
kyhnyttää	1	intransitive
kyhäillä	1	intransitive
kyhätä	1	intransitive
kykkiä	1	intransitive
kyllästyttää	1	intransitive
kyllästyä	1	intransitive
kyllästää	1	intransitive
kylläännyttää	1	intransitive
kyllääntyä	1	intransitive
kylmentyä	1	intransitive
kylmentää	1	intransitive
kylmettyä	1	intransitive
kylmettää	1	intransitive
kylmetyttää	1	intransitive
kylmetä	1	intransitive
kylmähitsata	1	intransitive
kylmäkuivata	1	intransitive
kylmäkäsitellä	1	intransitive
kylmämuokata	1	intransitive
kylmäniitata	1	intransitive
kylmäpuristaa	1	intransitive
kylmäpursottaa	1	intransitive
kylmäsaostaa	1	intransitive
kylmäsavustaa	1	intransitive
kylmätakoa	1	intransitive
kylmätyöstää	1	intransitive
kylmätä	1	intransitive
kylmävalssata	1	intransitive
kylmävarastoida	1	intransitive
kylpeä	1	intransitive
kyltyä	1	intransitive
kylvettää	1	intransitive
kylvää	1	intransitive
kyläillä	1	intransitive
kymmenkertaistaa	1	intransitive
kyniä	1	intransitive
kynsiä	1	intransitive
kynsäistä	1	intransitive
kynttää	1	intransitive
kyntää	1	intransitive
kynäillä	1	intransitive
kypsentyä	1	intransitive
kypsentää	1	intransitive
kypsetä	1	intransitive
kypsytellä	1	intransitive
kypsyttää	1	intransitive
kypsyä	1	intransitive
kyrpiintyä	1	intransitive
kyrvähtää	1	intransitive
kyrväyttää	1	intransitive
kyräillä	1	intransitive
kyseenalaistaa	1	intransitive
kyseenalaistua	1	intransitive
kysellä	1	intransitive
kysyä	1	intransitive
kysäistä	1	intransitive
kyteä	1	intransitive
kytkeytyä	1	intransitive
kytkeä	1	intransitive
kyttäillä	1	intransitive
kytätä	1	intransitive
kyydittää	1	intransitive
kyyditä	1	intransitive
kyyhöttää	1	intransitive
kyykistellä	1	intransitive
kyykistyä	1	intransitive
kyykkiä	1	intransitive
kyykyttää	1	intransitive
kyyköttää	1	intransitive
kyylätä	1	intransitive
kyynelehtiä	1	intransitive
kyyneltyä	1	intransitive
kyynelöidä	1	intransitive
kyynelöityä	1	intransitive
kyynistyä	1	intransitive
kyyristellä	1	intransitive
kyyristyä	1	intransitive
kyyristää	1	intransitive
kyyröttää	1	intransitive
kyytiä	1	intransitive
kyörätä	1	intransitive
kädettää	1	intransitive
kähertyä	1	intransitive
kähertää	1	intransitive
kähetä	1	intransitive
käheytyä	1	intransitive
kähistä	1	intransitive
kähmiä	1	intransitive
kähveltää	1	intransitive
kähähtää	1	intransitive
käkättää	1	intransitive
kämmentää	1	intransitive
kämmätä	1	intransitive
känistä	1	intransitive
kännätä	1	intransitive
känsistyä	1	intransitive
känsittyä	1	intransitive
käpertyä	1	intransitive
käpertää	1	intransitive
käppäillä	1	intransitive
käpristellä	1	intransitive
käpristyä	1	intransitive
käpristää	1	intransitive
käpsehtiä	1	intransitive
käpälöidä	1	intransitive
käpätä	1	intransitive
kärhämöidä	1	intransitive
käristyä	1	intransitive
käristä	1	intransitive
käristää	1	intransitive
kärjistyä	1	intransitive
kärjistää	1	intransitive
kärkkyä	1	intransitive
kärrätä	1	intransitive
kärsiä	1	intransitive
kärttää	1	intransitive
kärventyä	1	intransitive
kärventää	1	intransitive
kärvistellä	1	intransitive
käryttää	1	intransitive
kärytä	1	intransitive
kärähtää	1	intransitive
käräjöidä	1	intransitive
käräyttää	1	intransitive
käsikirjoittaa	1	intransitive
käsiraudoittaa	1	intransitive
käsitellä	1	intransitive
käsitteellistää	1	intransitive
käsitteistää	1	intransitive
käsittää	1	intransitive
käskettää	1	intransitive
käskeä	1	intransitive
käskyttää	1	intransitive
kässätä	1	intransitive
käteillä	1	intransitive
kätellä	1	intransitive
kätilöidä	1	intransitive
kätkeytyä	1	intransitive
kätkeä	1	intransitive
käveleskellä	1	intransitive
kävellä	1	intransitive
kävelyttää	1	intransitive
käväistä	1	intransitive
käydä	1	intransitive
käynnistyä	1	intransitive
käynnistää	1	intransitive
käyristyä	1	intransitive
käyristää	1	intransitive
käyskellä	1	intransitive
käyskennellä	1	intransitive
käytellä	1	intransitive
käyttäytyä	1	intransitive
käyttää	1	intransitive
käyttöönottaa	1	intransitive
käytännöllistyä	1	intransitive
käytännöllistää	1	intransitive
käämittää	1	intransitive
käämiä	1	intransitive
käännellä	1	intransitive
käännyttää	1	intransitive
käännähdellä	1	intransitive
käännähtää	1	intransitive
käännättää	1	intransitive
kääntelehtiä	1	intransitive
kääntyillä	1	intransitive
kääntyä	1	intransitive
kääntää	1	intransitive
kääpiöidä	1	intransitive
kääpiöityä	1	intransitive
kääriintyä	1	intransitive
kääriytyä	1	intransitive
kääriä	1	intransitive
kääräistä	1	intransitive
köhistä	1	intransitive
köhittää	1	intransitive
köhiä	1	intransitive
kököttää	1	intransitive
köllähtää	1	intransitive
köllötellä	1	intransitive
köllöttää	1	intransitive
kömmähtää	1	intransitive
kömpelöityä	1	intransitive
kömpiä	1	intransitive
köntystää	1	intransitive
könytä	1	intransitive
könöttää	1	intransitive
köpitellä	1	intransitive
köpittää	1	intransitive
körötellä	1	intransitive
köröttää	1	intransitive
köyhdyttää	1	intransitive
köyhentyä	1	intransitive
köyhetä	1	intransitive
köyhtyä	1	intransitive
köyhäillä	1	intransitive
köykistellä	1	intransitive
köykistyä	1	intransitive
köykistää	1	intransitive
köynnehtiä	1	intransitive
