lemma	homonym	plurale_tantum
Niinisaaret	1	obligatory
Niinistökukkulat	1	obligatory
niisi	1	common
Niitettävät	1	obligatory
Niitoslammit	1	obligatory
Niittukarit	1	obligatory
Niittusaaret	1	obligatory
Niittyahonpellot	1	obligatory
Niittyharjut	1	obligatory
Niittyjärvenniityt	1	obligatory
Niittykaarrot	1	obligatory
Niittykarit	1	obligatory
Niittykorvenmaat	1	obligatory
Niittykujat	1	obligatory
Niittylamminkalliot	1	obligatory
Niittylammit	1	obligatory
Niittylänsaaret	1	obligatory
Niittymäenpellot	1	obligatory
Niittysaaret	1	obligatory
Niittysuonsaaret	1	obligatory
Niitunkoivenahteet	1	obligatory
Nikinkarinkalliot	1	obligatory
Nikinluodot	1	obligatory
Nikinsaaret	1	obligatory
Nikittäjänharjut	1	obligatory
Nikkarinkalliot	1	obligatory
Nikkilänkalliot	1	obligatory
Nikobaarit	1	obligatory
Nikolain Kenkäheinälammet	1	obligatory
Nikolainrakat	1	obligatory
Nikolan Pitkätkorvet	1	obligatory
Nikosensaaret	1	obligatory
Nikovaltosenpellot	1	obligatory
Nikulilammit	1	obligatory
Nikulinsaaret	1	obligatory
Nikulsaaret	1	obligatory
Nikunkedot	1	obligatory
nilkkain	1	common
Nilkkakummut	1	obligatory
Nilkunkalliot	1	obligatory
Nillunkankaat	1	obligatory
Niloskalliot	1	obligatory
Nilottupetäjäjärvet	1	obligatory
Nilsiän Pallo-Haukat	1	obligatory
Nimettömänlammit	1	obligatory
Nimettömänsuonlammit	1	obligatory
Nimettömät	1	obligatory
Nimettömätkosket	1	obligatory
Nimettömätlammet	1	obligatory
Nimettömätlammit	1	obligatory
Nimettömätsuot	1	obligatory
nimikirjaimet	1	obligatory
Nimilammit	1	obligatory
Nimislammit	1	obligatory
Nimismiestenkarit	1	obligatory
nimiäiset	1	obligatory
nipistin	1	common
Niranniitut	1	obligatory
Nirkamosaaret	1	obligatory
Nirvasaaret	1	obligatory
Niskakankaanlammit	1	obligatory
Niskalammit	1	obligatory
Niskankankaanlammit	1	obligatory
Niskansärkät	1	obligatory
Niskarämeenahot	1	obligatory
Niskasaaret	1	obligatory
Niskavaarat	1	obligatory
niskavillat	1	obligatory
Nissalankalliot	1	obligatory
Nissisensaaret	1	obligatory
Nisusaaret	1	obligatory
Nisälammit	1	obligatory
nitraattibakteeri	1	common
nitriittibakteeri	1	common
Niuransaaret	1	obligatory
Nivajärvet	1	obligatory
Nivalan Urheilijat	1	obligatory
Nivanniityt	1	obligatory
Nivarinsaaret	1	obligatory
nivelkotilo	1	common
nivelkuolaimet	1	obligatory
nivelkärsäiset	1	obligatory
Nivelmykset	1	obligatory
niveltikas	1	common
Niverkoskenkankaat	1	obligatory
nivuset	1	obligatory
NKL-Pantterit	1	obligatory
Nohitusmutkat	1	obligatory
noidanlukko	1	common
Noitajärvenkalliot	1	obligatory
Noivioharjut	1	obligatory
nojapuut	1	obligatory
Nojostinkummut	1	obligatory
Nojostinpuljut	1	obligatory
Nokian Profiilit	1	obligatory
Nokian Renkaat	1	obligatory
Nokian Urheilijat	1	obligatory
Nokiharjut	1	obligatory
Nokilammet	1	obligatory
nokkaeläin	1	common
Nokkakivet	1	obligatory
nokkakärry	1	common
Nokkaniitunpellot	1	obligatory
nokkapihdit	1	obligatory
nokkasiili	1	common
nokkaunet	1	obligatory
Nokka-Yhtiöt	1	obligatory
Nokosaaret	1	obligatory
nokoset	1	obligatory
Noposenmäenkankaat	1	obligatory
Norhostenkalliot	1	obligatory
normaaliolot	1	obligatory
Norojärvet	1	obligatory
Norokalliot	1	obligatory
Noronmäet	1	obligatory
Noronniityt	1	obligatory
Noronpellot	1	obligatory
Norpansaaret	1	obligatory
Noukkaherrankalliot	1	obligatory
Nousionpellot	1	obligatory
nuhatipat	1	obligatory
nuhde	1	common
Nuijanvuoret	1	obligatory
nuijasieni	1	common
Nuikarit	1	obligatory
nukenrattaat	1	obligatory
nukenvaunut	1	obligatory
nukkajäärä	1	common
Nukontorpanpellot	1	obligatory
Nulpot	1	obligatory
numbatit	1	obligatory
Nummenlukot	1	obligatory
Nummipellot	1	obligatory
Nunaksenjärvet	1	obligatory
Nunospuljut	1	obligatory
nuolikot	1	obligatory
Nuolikummut	1	obligatory
Nuolilammit	1	obligatory
Nuolinginlammit	1	obligatory
Nuolismaat	1	obligatory
Nuolisärkät	1	obligatory
Nuolivaaran Pohjassuot	1	obligatory
Nuoluskankaat	1	obligatory
Nuoluslammit	1	obligatory
Nuolusrovat	1	obligatory
Nuoret Kotkat	1	obligatory
Nuoret Lakimiehet	1	obligatory
Nuoretahot	1	obligatory
Nuorgaminnivat	1	obligatory
Nuorikonlammit	1	obligatory
Nuorikonojanrämeet	1	obligatory
Nuorisoilmailijat	1	obligatory
nuorisotila	1	common
nuorisotilat	1	obligatory
Nuorliberaalit	1	obligatory
Nuorsuomalaiset	1	obligatory
Nuorten Ystävät	1	obligatory
Nuotanperäkummut	1	obligatory
Nuottajärvensuot	1	obligatory
Nuottakotaluodot	1	obligatory
Nuottaluodot	1	obligatory
Nuottasaaret	1	obligatory
Nuottijoensärkät	1	obligatory
Nuottilamminharjut	1	obligatory
Nuottilammit	1	obligatory
Nuottisaaret	1	obligatory
Nupinseljät	1	obligatory
Nuppurinlammit	1	obligatory
Nurkamolammit	1	obligatory
Nurkanpellot	1	obligatory
Nurkkaluolat	1	obligatory
Nurkkavaarankalliot	1	obligatory
Nurmaanniitut	1	obligatory
Nurmeksen Sepot	1	obligatory
Nurmelaisensaaret	1	obligatory
Nurmensaaret	1	obligatory
Nurmisaaret	1	obligatory
Nurmi-Yhtiöt	1	obligatory
Nurrulankalliot	1	obligatory
Nuttiot	1	obligatory
Nutturinkalliot	1	obligatory
nutukas	1	common
Nuukitievat	1	obligatory
Nuupaskosket	1	obligatory
Nuuskanlammit	1	obligatory
Nuuskansalmet	1	obligatory
Nuutamoharjut	1	obligatory
Nuutilansuot	1	obligatory
Nuutinkullaanahteet	1	obligatory
Nuutisenlammit	1	obligatory
Nuuvinsaaret	1	obligatory
Nygrenin Teyrilammit	1	obligatory
nykyolot	1	obligatory
Nypönniityt	1	obligatory
Nyrkiänkalliot	1	obligatory
nysäkolibri	1	common
Nyyjängänkalliot	1	obligatory
Nyytorpansaaret	1	obligatory
nyyttikestit	1	obligatory
nyyttärit	1	obligatory
Näisiänmarjakunnaat	1	obligatory
näkimet	1	obligatory
näkinruohokasvi	1	common
näkäräiset	1	obligatory
Nälkäjärvet	1	obligatory
Nälkälammit	1	obligatory
Nälkäsalonsaaret	1	obligatory
Nälkökalliot	1	obligatory
Näläntöjärventievat	1	obligatory
näppäin	1	common
Näreikkösaaret	1	obligatory
Näresaaret	1	obligatory
Närhinkankaat	1	obligatory
Närhisaaret	1	obligatory
Närpäläisenkarrat	1	obligatory
Närrijärvenkuolpunat	1	obligatory
Närteluodot	1	obligatory
Närväsenkalliot	1	obligatory
Näsiäkummut	1	obligatory
Nätkimet	1	obligatory
Nätkipuronniityt	1	obligatory
Näyhälänjängät	1	obligatory
Näälikänsaaret	1	obligatory
Näätimäisenahot	1	obligatory
Näätäkalliot	1	obligatory
Näätäkummut	1	obligatory
Näätäkurunlammet	1	obligatory
Näätälammit	1	obligatory
Näätärinteet	1	obligatory
Nääverpakankivet	1	obligatory
nöpästäiset	1	obligatory
oheisvaurio	1	common
Ohelanmäet	1	obligatory
ohennussakset	1	obligatory
ohimohiukset	1	obligatory
ohja	1	common
ohjas	1	common
ohjasperät	1	obligatory
Ohjelmistoyrittäjät	1	obligatory
Ohramaankaarat	1	obligatory
Ohtalammit	1	obligatory
Ohtaojanhaarat	1	obligatory
Oijosvuorenkalliot	1	obligatory
Oijärven Matkakummut	1	obligatory
oikeasilmäkampela	1	common
oikeistovoimat	1	obligatory
oikeudenkäyntikulut	1	obligatory
Oikeustoimittajat	1	obligatory
Oikurinluodot	1	obligatory
Oilamminvuoret	1	obligatory
Oinaskarrat	1	obligatory
Oinnevankydöt	1	obligatory
Oivusvaarat	1	obligatory
Ojakydöt	1	obligatory
Ojalammit	1	obligatory
Ojalanpellot	1	obligatory
Ojamaanniityt	1	obligatory
Ojaniitunvuoret	1	obligatory
Ojaniitut	1	obligatory
Ojaniityt	1	obligatory
Ojanlatvanpellot	1	obligatory
Ojanperänkankaat	1	obligatory
Ojanristinkydöt	1	obligatory
Ojanvälivinsat	1	obligatory
Ojapuronsaaret	1	obligatory
Ojastenpellot	1	obligatory
Ojastenvuoret	1	obligatory
Ojoset	1	obligatory
Okejängät	1	obligatory
oksasakset	1	obligatory
oleanterikasvi	1	common
Olkilammit	1	obligatory
Olkiniemet	1	obligatory
Olkisuonpellot	1	obligatory
Olkisärkät	1	obligatory
Olkolammit	1	obligatory
Ollijärvet	1	obligatory
Ollikaisenniityt	1	obligatory
Ollikkalanmäet	1	obligatory
Ollilankalliot	1	obligatory
Ollilanlammit	1	obligatory
Ollilansaaret	1	obligatory
Ollilansärkät	1	obligatory
Ollinkalliot	1	obligatory
Ollinkankaat	1	obligatory
Ollinkarit	1	obligatory
Ollinkenturat	1	obligatory
Ollinkosket	1	obligatory
Ollinlammit	1	obligatory
Ollinlantot	1	obligatory
Ollinmunat	1	obligatory
Ollinrovat	1	obligatory
Ollinsaaret	1	obligatory
Ollisuot	1	obligatory
olosuhteet	1	obligatory
oltavat	1	obligatory
olympiakisat	1	obligatory
olympialaiset	1	obligatory
olympiarenkaat	1	obligatory
omainen	2	common
omakustannukset	1	obligatory
omenakärry	1	common
Omenalammit	1	obligatory
Ommuslammit	1	obligatory
ompelutarvikkeet	1	obligatory
Ongelmussaaret	1	obligatory
Onkerlammit	1	obligatory
Onkilamminsärkät	1	obligatory
Onkilammit	1	obligatory
Onkimaiset	1	obligatory
Onkisaaret	1	obligatory
Onnasjärvet	1	obligatory
Onnenkukkulat	1	obligatory
Onnenvuoret	1	obligatory
Onteronsaaret	1	obligatory
Ontreinlammit	1	obligatory
onttosarviset	1	obligatory
Oolammit	1	obligatory
oopperafestivaalit	1	obligatory
oopperajuhlat	1	obligatory
Opatanniitut	1	obligatory
Opatanniityt	1	obligatory
open house -kutsut	1	obligatory
opinnot	1	obligatory
opiskelutoverukset	1	obligatory
OP-Palvelut	1	obligatory
oppirahat	1	obligatory
optiomarkkinat	1	obligatory
orakot	1	obligatory
Oral Hammaslääkärit	1	obligatory
Orankijoensaajot	1	obligatory
Orankisaaret	1	obligatory
Oravaharjut	1	obligatory
Oravaisenojankankaat	1	obligatory
oravakala	1	common
Oravakummut	1	obligatory
Oravakuusikot	1	obligatory
Oravalammit	1	obligatory
Oravalanniityt	1	obligatory
Oravaluolat	1	obligatory
Oravanpesälammit	1	obligatory
Oravasaarekkeet	1	obligatory
Oravasaaret	1	obligatory
Oravavuoret	1	obligatory
Oravilammit	1	obligatory
Oraviniemensaaret	1	obligatory
Oravisaaret	1	obligatory
orgiat	1	obligatory
Orhilamminpellot	1	obligatory
orhot	1	obligatory
Orikorvenkalliot	1	obligatory
Orilamminrimmit	1	obligatory
Orilammit	1	obligatory
Oriluodot	1	obligatory
Oripalot	1	obligatory
Orisaaret	1	obligatory
Oritkivet	1	obligatory
Oritkummut	1	obligatory
Oritlamminsaaret	1	obligatory
orjamarkkinat	1	obligatory
orjanlaakerikasvi	1	common
Orjapaadenkalliot	1	obligatory
Orkosillanpellot	1	obligatory
Ormenginniitut	1	obligatory
ormiot	1	obligatory
Orolammit	1	obligatory
Orposenkummut	1	obligatory
Orvonsuunpellot	1	obligatory
osakemarkkinat	1	obligatory
Osinkokivet	1	obligatory
Oskarinniemet	1	obligatory
Osmonaskeleensaaret	1	obligatory
Osmonaskeleet	1	obligatory
ostovelka	1	common
Otamalahdenvuoret	1	obligatory
Otiaistensaaret	1	obligatory
otin	1	common
Otralammit	1	obligatory
Otroskosket	1	obligatory
Ottapajansaaret	1	obligatory
Oudonpääsuot	1	obligatory
Oudonrimmit	1	obligatory
Oulanganlatvakummut	1	obligatory
Ouloukonkalliot	1	obligatory
Oulun Kärpät	1	obligatory
Oulunvuoret	1	obligatory
Ourankalliot	1	obligatory
Ourit	1	obligatory
Outajärvet	1	obligatory
Outakeronpalot	1	obligatory
Outavaarat	1	obligatory
Outolamminkummut	1	obligatory
Outteensaaret	1	obligatory
Ovijängänpakkulat	1	obligatory
Oviselänsaaret	1	obligatory
OWH-Yhtiöt	1	obligatory
Paajasaaret	1	obligatory
Paakinperäkumpareet	1	obligatory
Paakkunansaaret	1	obligatory
Paakonsaaret	1	obligatory
Paalunevankalliot	1	obligatory
Paanakansaaret	1	obligatory
Paanalanniityt	1	obligatory
Paanuniemenjängät	1	obligatory
paarit	1	obligatory
Paarmakalliot	1	obligatory
Paarmojanniityt	1	obligatory
Paartopuljut	1	obligatory
Paasikalliot	1	obligatory
Paasikkaansaaret	1	obligatory
Paasilammit	1	obligatory
Paaslonkarit	1	obligatory
Paastoluodonkarit	1	obligatory
Paataanvuoret	1	obligatory
Paatinpohjankalliot	1	obligatory
paatsamakasvi	1	common
Paattainluodot	1	obligatory
Paattikalliot	1	obligatory
Paavalinluodot	1	obligatory
Paavolanvuoret	1	obligatory
Paavonkalliot	1	obligatory
Paavonkarit	1	obligatory
Paavonsaaret	1	obligatory
Paavonsuot	1	obligatory
Padonlammit	1	obligatory
Pahajuoniset	1	obligatory
Pahakalanlammit	1	obligatory
Pahakalansärkät	1	obligatory
Pahakalasensärkät	1	obligatory
Pahakoskenkankaat	1	obligatory
Pahanjärvenkankaat	1	obligatory
Pahankivenluodot	1	obligatory
Pahankoskenpalot	1	obligatory
Pahanlamminkalliot	1	obligatory
Pahanlamminmäet	1	obligatory
Pahanlamminpenkat	1	obligatory
Pahanlammit	1	obligatory
Pahannevanmäet	1	obligatory
Pahanojanniityt	1	obligatory
Pahanojanpalot	1	obligatory
Pahanojansaaret	1	obligatory
Pahanojanvaarat	1	obligatory
Pahanpuronniityt	1	obligatory
Pahanropakon Saukkolammit	1	obligatory
Pahansillanniitut	1	obligatory
Pahansillanpellot	1	obligatory
Pahansuonlammit	1	obligatory
Pahansuonpellot	1	obligatory
Pahansuonsaaret	1	obligatory
Pahansuonvuoret	1	obligatory
Pahaojanniityt	1	obligatory
Pahaslammet	1	obligatory
Pahassuonkalliot	1	obligatory
Pahatjärvet	1	obligatory
Pahatlammit	1	obligatory
Pahavaarat	1	obligatory
Pahkakankaat	1	obligatory
Pahkakummut	1	obligatory
Pahkalammit	1	obligatory
Pahkanevankalliot	1	obligatory
Pahkasaaret	1	obligatory
Pahkavuoret	1	obligatory
Pahkurinjärvet	1	obligatory
Pahnankalliot	1	obligatory
Pahtakuusikot	1	obligatory
Pahtalammet	1	obligatory
Pahtalompolot	1	obligatory
Pahtaojanlammet	1	obligatory
Pahtapuurantoltit	1	obligatory
Pahtasalmensaaret	1	obligatory
Pahtavaarankurunjärvet	1	obligatory
Pahtavaaranlammet	1	obligatory
paikallisjoukot	1	obligatory
Paikallisosuuspankit	1	obligatory
Paikallisuutiset	1	obligatory
Paimenkivet	1	obligatory
Paimensaaret	1	obligatory
Paino-ojanauvatsat	1	obligatory
Paiselammit	1	obligatory
Paiskakalliot	1	obligatory
Paiskarinkivet	1	obligatory
Paistinlammit	1	obligatory
Paistipuolet	1	obligatory
Paistunturit	1	obligatory
Paitsaaret	1	obligatory
Pajakansaaret	1	obligatory
Pajakkalammit	1	obligatory
Pajakoskenjärvet	1	obligatory
Pajalankalliot	1	obligatory
Pajanojanpellot	1	obligatory
Pajarinlammit	1	obligatory
Pajarinsaaret	1	obligatory
Pajuhaarankummut	1	obligatory
Pajukalliot	1	obligatory
Pajukarit	1	obligatory
Pajukkolammit	1	obligatory
Pajukonsaaret	1	obligatory
Pajulamminharjut	1	obligatory
Pajulamminkalliot	1	obligatory
Pajulamminluolat	1	obligatory
Pajulamminvuoret	1	obligatory
Pajulammit	1	obligatory
Pajuluodonsaaret	1	obligatory
Pajuluodot	1	obligatory
Pajuniemenkarit	1	obligatory
Pajuniitut	1	obligatory
Pajunputit	1	obligatory
Pajuperänluodot	1	obligatory
Pajupuronkankaat	1	obligatory
Pajupuronniityt	1	obligatory
Pajusaaret	1	obligatory
Pajusalmenrovat	1	obligatory
Pajusuvannonharjut	1	obligatory
Pajusärkät	1	obligatory
Pakajärvet	1	obligatory
pakara	1	common
Pakarisaaret	1	obligatory
Pakinkarinpauhat	1	obligatory
Pakinkylän Veljet	1	obligatory
Pakkaslammit	1	obligatory
pakkauskulut	1	obligatory
pakkauskustannukset	1	obligatory
pakkokuolaimet	1	obligatory
Pakkovuoret	1	obligatory
Pakkulasaaret	1	obligatory
Pakkulat	1	obligatory
Pakkulavaarat	1	obligatory
Pakoholmat	1	obligatory
Pakojärvenkalliot	1	obligatory
Pakokalliot	1	obligatory
Pakokivet	1	obligatory
Pakosaaret	1	obligatory
paksujalka	1	common
Paksupetäjävaarat	1	obligatory
Pakuralammit	1	obligatory
Pakurat	1	obligatory
Palalammit	1	obligatory
Palalot	1	obligatory
Palama-ahot	1	obligatory
Palaneenkalliot	1	obligatory
Palaneetkankaat	1	obligatory
Palaneetluodot	1	obligatory
Palaneetsaaret	1	obligatory
Palaneittenkalliot	1	obligatory
palavatpensaat	1	obligatory
Palemänniköt	1	obligatory
Paljaankallionmäet	1	obligatory
Paljakaisenlatvat	1	obligatory
Paljakanhännät	1	obligatory
Paljakankalliot	1	obligatory
Paljakanlammit	1	obligatory
Paljakansaaret	1	obligatory
Paljakanvuoret	1	obligatory
Paljakkokalliot	1	obligatory
paljassiemeniset	1	obligatory
paljastajaiset	1	obligatory
palje	1	common
Palkaninharjut	1	obligatory
palkinpää	1	common
palkintoraha	1	common
Palkispäänpalot	1	obligatory
Palkkaanposkimaat	1	obligatory
palkkakustannukset	1	obligatory
palkkamenot	1	obligatory
Palkkastievat	1	obligatory
Palkkikalliot	1	obligatory
Palkkisillanlammit	1	obligatory
Palkkisillanmäet	1	obligatory
Palkkisjärvet	1	obligatory
Palkkisvaarat	1	obligatory
Palkkunatievat	1	obligatory
Palkosaaret	1	obligatory
Palkuskalliot	1	obligatory
Pallasojantievat	1	obligatory
pallohämähäkki	1	common
Pallokivet	1	obligatory
pallomaneetti	1	common
Pallo-Pojat	1	obligatory
Pallosenlammit	1	obligatory
Palminkalliot	1	obligatory
Palmletot	1	obligatory
palmukasvi	1	common
palmyrapalmut	1	obligatory
Paloahot	1	obligatory
Paloarot	1	obligatory
Palo-Hangasseljät	1	obligatory
Palojärvet	1	obligatory
Palokalliot	1	obligatory
Palokankaanlammit	1	obligatory
Palokankaat	1	obligatory
Palokkokankaat	1	obligatory
Palo-Kompsiovaarat	1	obligatory
Palokorvenniitut	1	obligatory
Palokorvenniityt	1	obligatory
Palokorvet	1	obligatory
Palo-Kouterolammit	1	obligatory
Palokummut	1	obligatory
Palokunnaat	1	obligatory
Palokärkivuoret	1	obligatory
Palolammet	1	obligatory
Palolamminniityt	1	obligatory
Palolammit	1	obligatory
Palolouhet	1	obligatory
Palomaankalliot	1	obligatory
Palomaat	1	obligatory
Palometsät	1	obligatory
Palomukat	1	obligatory
Palomäenkalliot	1	obligatory
Palomäet	1	obligatory
Palonevankalliot	1	obligatory
Paloniemet	1	obligatory
Palonkalliot	1	obligatory
Palonkoivikot	1	obligatory
Palonpellot	1	obligatory
Palonsaaret	1	obligatory
Palontauslammit	1	obligatory
Palonvuoret	1	obligatory
Palopohjanlammit	1	obligatory
Palopäät	1	obligatory
Palorannanlehdot	1	obligatory
Paloriutanluodot	1	obligatory
Palosaajot	1	obligatory
Palosaarekkeet	1	obligatory
Palosaaret	1	obligatory
Palosaraksenahot	1	obligatory
Palosuonkaistot	1	obligatory
Palosuonpetäiköt	1	obligatory
Palosärkät	1	obligatory
Palot	1	obligatory
Palotievat	1	obligatory
palotikkaat	1	obligatory
paloturvallisuussäännös	1	common
Palovaaranjärvet	1	obligatory
Palovaarankalliot	1	obligatory
Palovaaranrakat	1	obligatory
Palovaarat	1	obligatory
paloyrtti	1	common
palpakkokasvi	1	common
Palpanluodot	1	obligatory
palsamikasvi	1	common
Palsaminluolat	1	obligatory
Palsitunturit	1	obligatory
Paltsajärvet	1	obligatory
Paltsanrepimälammet	1	obligatory
Paltsavaarat	1	obligatory
Palvaankalliot	1	obligatory
Palvasenpuronahot	1	obligatory
Palvetunniityt	1	obligatory
Palviaisenpäänkalliot	1	obligatory
palvontamenot	1	obligatory
pampajänis	1	common
Pampalonlammit	1	obligatory
-paniaiset	1	obligatory
Pankakorvenniityt	1	obligatory
Pankkikivet	1	obligatory
Pankkoot	1	obligatory
Pannukalliot	1	obligatory
Pannulammit	1	obligatory
panssarieliö	1	common
panssarijoukot	1	obligatory
panssarikala	1	common
pantalongit	1	obligatory
Pantiankivet	1	obligatory
Pantianluodot	1	obligatory
Pantterit	1	obligatory
papaijakasvi	1	common
Papelokorvet	1	obligatory
Papelosaaret	1	obligatory
Papelosuot	1	obligatory
paperiampiainen	1	common
Paperi-insinöörit	1	obligatory
paperisakset	1	obligatory
Papinahonkankaat	1	obligatory
Papinkalliot	1	obligatory
Papinkivet	1	obligatory
Papinkuolemankalliot	1	obligatory
Papinlamminkalliot	1	obligatory
Papinojankorvet	1	obligatory
Papinpellot	1	obligatory
Papinsaaret	1	obligatory
Papinsuonkalliot	1	obligatory
Pappikivet	1	obligatory
Pappilankalliot	1	obligatory
Pappilankorvet	1	obligatory
Pappilanniitut	1	obligatory
Pappilansaaret	1	obligatory
Pappisaaret	1	obligatory
Pappistenkankaat	1	obligatory
Papuharjut	1	obligatory
papukaijakala	1	common
papukaijalintu	1	common
Papulammit	1	obligatory
Papuluodot	1	obligatory
Papusaaret	1	obligatory
Papustenpellot	1	obligatory
Paraatinkalliot	1	obligatory
paralympiakisat	1	obligatory
paralympialaiset	1	obligatory
Parannansaaret	1	obligatory
Parastinkalliot	1	obligatory
paratiisilintu	1	common
Paratiisisaaret	1	obligatory
parihevoset	1	obligatory
pariisinperunat	1	obligatory
Parilammit	1	obligatory
Pariluodot	1	obligatory
Parinkosket	1	obligatory
Parisaaret	1	obligatory
Parkanon Urheilijat	1	obligatory
parkettilaatta	1	common
Parkkikalliot	1	obligatory
Parkkisaaret	1	obligatory
parlamenttivaalit	1	obligatory
Parmalat	1	obligatory
Parmiinit	1	obligatory
Parpansaaret	1	obligatory
parrasvalot	1	obligatory
Parruinluodot	1	obligatory
Parrukarvot	1	obligatory
parsakasvi	1	common
Parseisniitut	1	obligatory
Parssikonpellot	1	obligatory
partahai	1	common
partahylje	1	common
Partakummut	1	obligatory
Partalanluodot	1	obligatory
Partalanpellot	1	obligatory
Partaluodot	1	obligatory
partanilkka	1	common
Partastenmäet	1	obligatory
Parttopuljut	1	obligatory
Parvalammit	1	obligatory
Parvialanniityt	1	obligatory
Parvonkalliot	1	obligatory
Pasaspäät	1	obligatory
Paskakivennotkot	1	obligatory
Paskakurunkalliot	1	obligatory
Paskalahdenkalliot	1	obligatory
Paskalahdenkankaat	1	obligatory
Paskalammet	1	obligatory
Paskalammit	1	obligatory
Paskalankankaat	1	obligatory
Paskaluottumat	1	obligatory
Paskanivat	1	obligatory
Paskasaaret	1	obligatory
Paskasuvannonlammit	1	obligatory
Paskasuvannonmaat	1	obligatory
Paskokalliot	1	obligatory
Paskokivet	1	obligatory
Paskolamminahot	1	obligatory
Paskolammit	1	obligatory
Paskoniitut	1	obligatory
Paskonkalliot	1	obligatory
Paskonlammit	1	obligatory
Paskonsaaret	1	obligatory
Paskoperänkalliot	1	obligatory
Paskosaaret	1	obligatory
Paskot	1	obligatory
Paskovuoret	1	obligatory
Paskurinsupat	1	obligatory
passiivat	1	obligatory
patagoniannandut	1	obligatory
Patakalliot	1	obligatory
Patakivet	1	obligatory
Patalammit	1	obligatory
Patalinlammit	1	obligatory
Patalukot	1	obligatory
Patamontut	1	obligatory
Patasaaret	1	obligatory
Patasahot	1	obligatory
Pataskankaat	1	obligatory
Pataslammit	1	obligatory
Patasuot	1	obligatory
Pateronmäet	1	obligatory
patiini	1	common
Patinkalliot	1	obligatory
Patojärvet	1	obligatory
Patokosket	1	obligatory
Patoluodot	1	obligatory
Patoniemen saajot	1	obligatory
Patonivat	1	obligatory
Patopäänsaaret	1	obligatory
Patosaaret	1	obligatory
Patramonlammit	1	obligatory
Patrikansaaret	1	obligatory
Pattijoen Urheilijat	1	obligatory
Pattijärvet	1	obligatory
Pattoonlammit	1	obligatory
Patvistonsuot	1	obligatory
Pauhunkarit	1	obligatory
Paukkukalliot	1	obligatory
Paukkulankukkulat	1	obligatory
Paukut	1	obligatory
Paulaharjut	1	obligatory
Paulasuot	1	obligatory
Paulavuoret	1	obligatory
Pauninluodot	1	obligatory
Paunuksenkankaat	1	obligatory
Paununsaaret	1	obligatory
Paunuvuoret	1	obligatory
Pehkolankankaat	1	obligatory
Pehkosenlammit	1	obligatory
pehku	1	common
pehmytkoralli	1	common
peijaiset	1	obligatory
peikkokrotit	1	obligatory
Peinonvuoret	1	obligatory
Peipinharjut	1	obligatory
Peiponlakeat	1	obligatory
peitekasvi	1	common
Pekanjärvet	1	obligatory
Pekanlammit	1	obligatory
Pekanpaikankalliot	1	obligatory
Pekansaaret	1	obligatory
Pekinniityt	1	obligatory
Pekkalankalliot	1	obligatory
Pekkalansaaret	1	obligatory
Pekkaojankankaat	1	obligatory
Pekka-äijän tievat	1	obligatory
Pekkosaarensalmet	1	obligatory
Pekkusenlammit	1	obligatory
Pekonsaaret	1	obligatory
Peksankalliot	1	obligatory
Peksosaaret	1	obligatory
Pekunraiviokummut	1	obligatory
pelihousut	1	obligatory
pelikaanilintu	1	common
Peli-Karhut	1	obligatory
Pellavasaaret	1	obligatory
pelleat	1	obligatory
Pellikosket	1	obligatory
Pelmanninkarit	1	obligatory
peltisakset	1	obligatory
Peltlahdensuot	1	obligatory
Peltoalasenkarit	1	obligatory
Pelto-Heikin niitut	1	obligatory
Pelto-Juutit	1	obligatory
Peltojärvenpalot	1	obligatory
Peltokedot	1	obligatory
Peltosaaret	1	obligatory
Peltosuot	1	obligatory
Peltovaaranlammit	1	obligatory
peltoviiriäinen	1	common
Penikkalammit	1	obligatory
Penikkanevantauskankaat	1	obligatory
Penikkasaaret	1	obligatory
Penikkavaarat	1	obligatory
Peninkarit	1	obligatory
penkinpainajaiset	1	obligatory
penkkarit	1	obligatory
Penkkikalliot	1	obligatory
Penkkilammit	1	obligatory
Pennalanluodot	1	obligatory
Pennalansaaret	1	obligatory
Pennasaaret	1	obligatory
Penninlammit	1	obligatory
pennonen	1	common
Pennunsaaret	1	obligatory
penobscot	1	obligatory
Pensasletot	1	obligatory
Pensasluodot	1	obligatory
pensassakset	1	obligatory
pensastiainen	1	common
Pentinkalliot	1	obligatory
Pentinkivet	1	obligatory
Pentinletot	1	obligatory
Pentinnevat	1	obligatory
Pentlammit	1	obligatory
Pentusärkät	1	obligatory
perhekustannukset	1	obligatory
Perheleipurit	1	obligatory
Perhesaaret	1	obligatory
perhesiteet	1	obligatory
perhesuhteet	1	obligatory
perhokala	1	common
Perholammit	1	obligatory
Perholtinsaaret	1	obligatory
perhoskämmekkä	1	common
perhossimppu	1	common
perhossääski	1	common
Perikankaansuot	1	obligatory
perimiskulut	1	obligatory
perintöhopeat	1	obligatory
Perintölompolat	1	obligatory
Perivaaranalussaaret	1	obligatory
Perjakkarämeet	1	obligatory
Perjantaiharjut	1	obligatory
Perjantaijärvenharjut	1	obligatory
perkeet	1	obligatory
Perkiönniitut	1	obligatory
Perkiönniityt	1	obligatory
Perkiönpellot	1	obligatory
Perkiöt	1	obligatory
Perkkiölammit	1	obligatory
Perkkiönkankaat	1	obligatory
Perkkiönsuot	1	obligatory
Perluodot	1	obligatory
