lemma	homonym	boundaries
lähiviikko	1	lähi{WB}viikko
lähivuosi	1	lähi{WB}vuosi
lähiympäristö	1	lähi{WB}ympäristö
lähiöalue	1	lähiö{WB}alue
lähiöasukas	1	lähiö{WB}asukas
lähiöasuminen	1	lähiö{WB}asuminen
lähiökirjasto	1	lähiö{WB}kirjasto
lähiöravintola	1	lähiö{WB}ravintola
lähteensilmä	1	lähteen{WB}silmä
lähtöaika	1	lähtö{WB}aika
lähtöaine	1	lähtö{WB}aine
lähtöarvo	1	lähtö{WB}arvo
lähtöasema	1	lähtö{WB}asema
lähtöasento	1	lähtö{WB}asento
lähtöhetki	1	lähtö{WB}hetki
lähtöhinta	1	lähtö{WB}hinta
lähtöikkuna	1	lähtö{WB}ikkuna
lähtöjännite	1	lähtö{WB}jännite
lähtöjärjestys	1	lähtö{WB}järjestys
lähtökieli	1	lähtö{WB}kieli
lähtökiire	1	lähtö{WB}kiire
lähtökohta	1	lähtö{WB}kohta
lähtökoroke	1	lähtö{WB}koroke
lähtökuopat	1	lähtö{WB}kuopat
lähtökynnys	1	lähtö{WB}kynnys
lähtölaskenta	1	lähtö{WB}laskenta
lähtölaukaus	1	lähtö{WB}laukaus
lähtölava	1	lähtö{WB}lava
lähtöliitäntä	1	lähtö{WB}liitäntä
lähtölinja	1	lähtö{WB}linja
lähtölippu	1	lähtö{WB}lippu
lähtölista	1	lähtö{WB}lista
lähtölupa	1	lähtö{WB}lupa
lähtömalja	1	lähtö{WB}malja
lähtömerkki	1	lähtö{WB}merkki
lähtömuoto	1	lähtö{WB}muoto
lähtönopeus	1	lähtö{WB}nopeus
lähtönopeusmittari	1	lähtönopeus{WB}mittari
lähtöpaikka	1	lähtö{WB}paikka
lähtöpalkka	1	lähtö{WB}palkka
lähtöpassit	1	lähtö{WB}passit
lähtöpiste	1	lähtö{WB}piste
lähtöportti	1	lähtö{WB}portti
lähtöpuomi	1	lähtö{WB}puomi
lähtöpäivä	1	lähtö{WB}päivä
lähtöruutu	1	lähtö{WB}ruutu
lähtösatama	1	lähtö{WB}satama
lähtöselvitys	1	lähtö{WB}selvitys
lähtösignaali	1	lähtö{WB}signaali
lähtötaso	1	lähtö{WB}taso
lähtöteho	1	lähtö{WB}teho
lähtöteline	1	lähtö{WB}teline
lähtövalmis	1	lähtö{WB}valmis
lähtövalmistelut	1	lähtö{WB}valmistelut
lähtövalmius	1	lähtö{WB}valmius
lähtövero	1	lähtö{WB}vero
lähtöviiva	1	lähtö{WB}viiva
lähtövuoro	1	lähtö{WB}vuoro
läjäpäin	1	läjä{WB}päin
läjäpäissä	1	läjä{WB}päissä
läkkipelti	1	läkki{WB}pelti
läkkiseppä	1	läkki{WB}seppä
läksiäisjuhla	1	läksiäis{WB}juhla
läksiäiskahvit	1	läksiäis{WB}kahvit
läksiäispuhe	1	läksiäis{WB}puhe
läksiäissanat	1	läksiäis{WB}sanat
läksyjenluku	1	läksyjen{WB}luku
läksykirja	1	läksy{WB}kirja
läksynluku	1	läksyn{WB}luku
läksytehtävä	1	läksy{WB}tehtävä
lällärikama	1	lälläri{WB}kama
lämminhenkinen	1	lämmin{WB}henkinen
lämminilmakuivaamo	1	lämmin{WB}ilma{WB}kuivaamo
lämminilmakuivuri	1	lämmin{WB}ilma{WB}kuivuri
lämminilmapuhallin	1	lämmin{WB}ilma{WB}puhallin
lämminruoka	2	lämmin{WB}ruoka
lämminsydäminen	1	lämmin{WB}sydäminen
lämminsydämisyys	1	lämmin{WB}sydämisyys
lämminsävyinen	1	lämmin{WB}sävyinen
lämminvarasto	2	lämmin{WB}varasto
lämminvaunu	2	lämmin{WB}vaunu
lämminverihevonen	1	lämmin{WB}veri{WB}hevonen
lämminverilähtö	1	lämmin{WB}veri{WB}lähtö
lämminverinen	1	lämmin{WB}verinen
lämminvesihana	1	lämmin{WB}vesi{WB}hana
lämminvesijohto	1	lämmin{WB}vesi{WB}johto
lämminvesiputki	1	lämmin{WB}vesi{WB}putki
lämminvesisäiliö	1	lämmin{WB}vesi{WB}säiliö
lämminvesivaraaja	1	lämminvesi{WB}varaaja
lämmittelybändi	1	lämmittely{WB}bändi
lämmittelykierros	1	lämmittely{WB}kierros
lämmityselementti	1	lämmitys{WB}elementti
lämmitysjärjestelmä	1	lämmitys{WB}järjestelmä
lämmityskausi	1	lämmitys{WB}kausi
lämmityskulut	1	lämmitys{WB}kulut
lämmityskustannukset	1	lämmitys{WB}kustannukset
lämmityslaite	1	lämmitys{WB}laite
lämmityspannu	1	lämmitys{WB}pannu
lämmityssähkö	1	lämmitys{WB}sähkö
lämmitysteho	1	lämmitys{WB}teho
lämmitysuuni	1	lämmitys{WB}uuni
lämmitysvastus	1	lämmitys{WB}vastus
lämmitysvoimala	1	lämmitys{WB}voimala
lämmitysöljy	1	lämmitys{WB}öljy
lämmöneriste	1	lämmön{WB}eriste
lämmöneristys	1	lämmön{WB}eristys
lämmönhukka	1	lämmön{WB}hukka
lämmönjohde	1	lämmön{WB}johde
lämmönkehitys	1	lämmön{WB}kehitys
lämmönlähde	1	lämmön{WB}lähde
lämmönnousu	1	lämmön{WB}nousu
lämmönsiirrin	1	lämmön{WB}siirrin
lämmönsiirto	1	lämmön{WB}siirto
lämmönsäädin	1	lämmön{WB}säädin
lämmönsäätely	1	lämmön{WB}säätely
lämmönsäätelykeskus	1	lämmön{WB}säätely{WB}keskus
lämmönsäätö	1	lämmön{WB}säätö
lämmönvaihdin	1	lämmön{WB}vaihdin
lämmönvaihtelu	1	lämmön{WB}vaihtelu
lämmönvaraaja	1	lämmön{WB}varaaja
lämpimäisleipä	1	lämpimäis{WB}leipä
lämpimänpunainen	1	lämpimän{WB}punainen
lämpöaalto	1	lämpö{WB}aalto
lämpöaisti	1	lämpö{WB}aisti
lämpöaistimus	1	lämpö{WB}aistimus
lämpöalusta	1	lämpö{WB}alusta
lämpöarvo	1	lämpö{WB}arvo
lämpöaste	1	lämpö{WB}aste
lämpöenergia	1	lämpö{WB}energia
lämpöennätys	1	lämpö{WB}ennätys
lämpöeriste	1	lämpö{WB}eriste
lämpöeristeinen	1	lämpö{WB}eristeinen
lämpöeristys	1	lämpö{WB}eristys
lämpöeristää	1	lämpö{WB}eristää
lämpöero	1	lämpö{WB}ero
lämpöhaalari	1	lämpö{WB}haalari
lämpöhalvaus	1	lämpö{WB}halvaus
lämpöherkkä	1	lämpö{WB}herkkä
lämpöhoito	1	lämpö{WB}hoito
lämpöistuin	1	lämpö{WB}istuin
lämpöjohto	1	lämpö{WB}johto
lämpöjännitys	1	lämpö{WB}jännitys
lämpökamera	1	lämpö{WB}kamera
lämpökausi	1	lämpö{WB}kausi
lämpökemia	1	lämpö{WB}kemia
lämpökerrasto	1	lämpö{WB}kerrasto
lämpökeskus	1	lämpö{WB}keskus
lämpökiharrin	1	lämpö{WB}kiharrin
lämpökilpi	1	lämpö{WB}kilpi
lämpökirjoitin	1	lämpö{WB}kirjoitin
lämpökuvaus	1	lämpö{WB}kuvaus
lämpökynttilä	1	lämpö{WB}kynttilä
lämpökäsitellä	1	lämpö{WB}käsitellä
lämpökäsittely	1	lämpö{WB}käsittely
lämpökäyrä	1	lämpö{WB}käyrä
lämpölaajeneminen	1	lämpö{WB}laajeneminen
lämpölaajenemiskerroin	1	lämpö{WB}laajenemis{WB}kerroin
lämpölabiili	1	lämpö{WB}labiili
lämpölamppu	1	lämpö{WB}lamppu
lämpölasi	1	lämpö{WB}lasi
lämpölava	1	lämpö{WB}lava
lämpölevy	1	lämpö{WB}levy
lämpöliike	1	lämpö{WB}liike
lämpömittari	1	lämpö{WB}mittari
lämpömoottori	1	lämpö{WB}moottori
lämpömäärä	1	lämpö{WB}määrä
lämpöoppi	1	lämpö{WB}oppi
lämpöpakkaus	1	lämpö{WB}pakkaus
lämpöpaperi	1	lämpö{WB}paperi
lämpöpari	1	lämpö{WB}pari
lämpöpatteri	1	lämpö{WB}patteri
lämpöplastinen	1	lämpö{WB}plastinen
lämpöpuhallin	1	lämpö{WB}puhallin
lämpöpuku	1	lämpö{WB}puku
lämpöpumppu	1	lämpö{WB}pumppu
lämpöputki	1	lämpö{WB}putki
lämpöreaktori	1	lämpö{WB}reaktori
lämpöreseptori	1	lämpö{WB}reseptori
lämpösaaste	1	lämpö{WB}saaste
lämpösisältö	1	lämpö{WB}sisältö
lämpösyöksy	1	lämpö{WB}syöksy
lämpösyövytys	1	lämpö{WB}syövytys
lämpösäde	1	lämpö{WB}säde
lämpösähkö	1	lämpö{WB}sähkö
lämpösähköpari	1	lämpö{WB}sähkö{WB}pari
lämpösäteily	1	lämpö{WB}säteily
lämpötaloudellinen	1	lämpö{WB}taloudellinen
lämpötalous	1	lämpö{WB}talous
lämpötasapaino	1	lämpö{WB}tasapaino
lämpötila	1	lämpö{WB}tila
lämpötila-asteikko	1	lämpö{WB}tila-asteikko
lämpötilagradientti	1	lämpötila{WB}gradientti
lämpötilakerroin	1	lämpö{WB}tila{WB}kerroin
lämpötilanmuutos	1	lämpö{WB}tilan{WB}muutos
lämpötropismi	1	lämpö{WB}tropismi
lämpötyyny	1	lämpö{WB}tyyny
lämpövalli	1	lämpö{WB}valli
lämpövoima	1	lämpö{WB}voima
lämpövoimakone	1	lämpö{WB}voima{WB}kone
lämpövoimala	1	lämpö{WB}voimala
lämpövuori	1	lämpö{WB}vuori
lämpöydinkärki	1	lämpö{WB}ydinkärki
lämpöydinpommi	1	lämpö{WB}ydin{WB}pommi
lämpöydinreaktio	1	lämpö{WB}ydinreaktio
lämpöydinreaktori	1	lämpö{WB}ydinreaktori
lämpöyliherkkyys	1	lämpö{WB}yliherkkyys
Längelmäki	1	Längel{WB}mäki
länkiharppi	1	länki{WB}harppi
länkipolvi	1	länki{WB}polvi
länkisääri	1	länki{WB}sääri
länkisäärinen	1	länki{WB}säärinen
länkisäärisyys	1	länki{WB}säärisyys
lännenambrapuu	1	lännenambra{WB}puu
lännenaralia	1	lännen{WB}aralia
lännenelokuva	1	lännen{WB}elo{WB}kuva
lännenfilmi	1	lännen{WB}filmi
lännenhappomarja	1	lännen{WB}happomarja
lännenharmaaorava	1	lännenharmaa{WB}orava
lännenhietakirsikka	1	lännenhieta{WB}kirsikka
lännenhirssi	1	lännen{WB}hirssi
lännenkalliokielo	1	lännen{WB}kalliokielo
lännenkauppa	1	lännen{WB}kauppa
lännenkoivu	1	lännen{WB}koivu
lännenkonnanmarja	1	lännen{WB}konnanmarja
lännenkotelokilpikonna	1	lännenkotelo{WB}kilpikonna
lännenkuningaslintu	1	lännenkuningas{WB}lintu
lännenkurho	1	lännen{WB}kurho
lännenkylmäkukka	1	lännenkylmä{WB}kukka
lännenkylmänkukka	1	lännen{WB}kylmänkukka
lännenlehtikuusi	1	lännen{WB}lehtikuusi
lännenmarjakuusi	1	lännen{WB}marjakuusi
lännenpalsami	1	lännen{WB}palsami
lännenpihta	1	lännen{WB}pihta
lännenpiippuköynnös	1	lännen{WB}piippuköynnös
lännenplataani	1	lännen{WB}plataani
lännenpunaorava	1	lännenpuna{WB}orava
lännenratamo	1	lännen{WB}ratamo
lännensarja	1	lännen{WB}sarja
lännensatula	1	lännen{WB}satula
lännensinivatukka	1	lännensini{WB}vatukka
lännensorsimo	1	lännen{WB}sorsimo
lännensuhteet	1	lännen{WB}suhteet
lännentrumpettipuu	1	lännentrumpetti{WB}puu
lännenvanamo	1	lännen{WB}vanamo
lännenvesikrassi	1	lännen{WB}vesikrassi
länsiafrikkalainen	1	länsi{WB}afrikkalainen
länsiafrikkalainen	2	länsi{WB}afrikkalainen
länsiauto	1	länsi{WB}auto
länsiblokki	1	länsi{WB}blokki
länsieurooppalainen	1	länsi{WB}eurooppalainen
länsieurooppalainen	2	länsi{WB}eurooppalainen
länsigermaani	1	länsi{WB}germaani
länsikauppa	1	länsi{WB}kauppa
länsikulttuuri	1	länsi{WB}kulttuuri
Länsilaakso	1	Länsi{WB}laakso
länsiliitto	1	länsi{WB}liitto
länsiliittoutuneet	1	länsi{WB}liittoutuneet
länsilounainen	1	länsi{WB}lounainen
länsilounas	1	länsi{WB}lounas
länsiluode	1	länsi{WB}luode
länsiluoteinen	1	länsi{WB}luoteinen
länsimaa	1	länsi{WB}maa
länsimaailma	1	länsi{WB}maa{XB}ilma
länsimaalainen	1	länsi{WB}maalainen
länsimaalainen	2	länsi{WB}maalainen
länsimaalaisuus	1	länsi{WB}maalaisuus
länsimainen	1	länsi{WB}mainen
länsimaisesti	1	länsi{WB}maisesti
länsimaistua	1	länsi{WB}maistua
länsimari	1	länsi{WB}mari
länsimielinen	1	länsi{WB}mielinen
länsimurre	1	länsi{WB}murre
länsimurteinen	1	länsi{WB}murteinen
länsimyrsky	1	länsi{WB}myrsky
länsiosa	1	länsi{WB}osa
länsipuoli	1	länsi{WB}puoli
länsipuolinen	1	länsi{WB}puolinen
länsipuolitse	1	länsi{WB}puolitse
länsiraja	1	länsi{WB}raja
länsirannikko	1	länsi{WB}rannikko
länsirannikonsalaatti	1	länsi{WB}rannikon{WB}salaatti
länsirannikonsalamanteri	1	länsirannikon{WB}salamanteri
länsiranta	1	länsi{WB}ranta
länsireimari	1	länsi{WB}reimari
länsirinne	1	länsi{WB}rinne
länsirintama	1	länsi{WB}rintama
länsiryhmä	1	länsi{WB}ryhmä
länsisaksalainen	1	länsi{WB}saksalainen
länsisaksalainen	2	länsi{WB}saksalainen
länsisuhteet	1	länsi{WB}suhteet
länsisuomalainen	1	länsi{WB}suomalainen
länsisuomalainen	2	länsi{WB}suomalainen
länsisuomalaisuus	1	länsi{WB}suomalaisuus
länsitaivas	1	länsi{WB}taivas
länsituonti	1	länsi{WB}tuonti
Länsi-Turunmaa	1	Länsi-Turun{WB}maa
länsituuli	1	länsi{WB}tuuli
länsivallat	1	länsi{WB}vallat
länsivienti	1	länsi{WB}vienti
länsiviitta	1	länsi{WB}viitta
länsiylämaanterrieri	1	länsiylämaan{WB}terrieri
läpiajo	1	läpi{WB}ajo
läpihuutojuttu	1	läpi{WB}huuto{WB}juttu
läpikotainen	1	läpi{WB}kotainen
läpikotaisesti	1	läpi{WB}kotaisesti
läpikotaisin	1	läpi{WB}kotaisin
läpikulku	1	läpi{WB}kulku
läpikulkujärjestö	1	läpikulku{WB}järjestö
läpikulkukelvoton	1	läpikulku{WB}kelvoton
läpikulkuliikenne	1	läpi{WB}kulku{WB}liikenne
läpikulkumatka	1	läpi{WB}kulku{WB}matka
läpikulkuoikeus	1	läpikulku{WB}oikeus
läpikulkutie	1	läpi{WB}kulku{WB}tie
läpikulkutyöpaikka	1	läpikulku{WB}työpaikka
läpikuultava	1	läpi{WB}kuultava
läpikuultavuus	1	läpi{WB}kuultavuus
läpikypsä	1	läpi{WB}kypsä
läpikävely	1	läpi{WB}kävely
läpikäydä	1	läpi{WB}käydä
läpikäynti	1	läpi{WB}käynti
läpikäyvä	1	läpi{WB}käyvä
läpileikkaus	1	läpi{WB}leikkaus
läpilyönti	1	läpi{WB}lyönti
läpilyöntipaperi	1	läpilyönti{WB}paperi
läpimeno	1	läpi{WB}meno
läpimenoaika	1	läpimeno{WB}aika
läpimitta	1	läpi{WB}mitta
läpimittainen	1	läpi{WB}mittainen
läpimurto	1	läpi{WB}murto
läpimurtoteos	1	läpi{WB}murto{WB}teos
läpimärkyys	1	läpi{WB}märkyys
läpimärkä	1	läpi{WB}märkä
läpinäkymättömyys	1	läpi{WB}näkymättömyys
läpinäkymätön	1	läpi{WB}näkymätön
läpinäkyvyys	1	läpi{WB}näkyvyys
läpinäkyvä	1	läpi{WB}näkyvä
läpipainopakkaus	1	läpi{WB}paino{WB}pakkaus
läpipiirtokuva	1	läpipiirto{WB}kuva
läpipiirtäminen	1	läpi{WB}piirtäminen
läpipääsemätön	1	läpi{WB}pääsemätön
läpipääsy	1	läpi{WB}pääsy
läpisyöttö	1	läpi{WB}syöttö
läpisävelletty	1	läpi{WB}sävelletty
läpitalonhuoneisto	1	läpi{WB}talon{WB}huoneisto
läpitunkevuus	1	läpi{WB}tunkevuus
läpivalaista	1	läpi{WB}valaista
läpivalaisu	1	läpi{WB}valaisu
läpiveto	1	läpi{WB}veto
läpivienti	1	läpi{WB}vienti
läpivientiaukko	1	läpi{WB}vienti{WB}aukko
läpivientieristin	1	läpi{WB}vienti{WB}eristin
läpivientikohta	1	läpi{WB}vienti{WB}kohta
läppäsilta	1	läppä{WB}silta
läppäventtiili	1	läppä{WB}venttiili
läppävika	1	läppä{WB}vika
läppävikainen	1	läppä{WB}vikainen
läpäisyaihe	1	läpäisy{WB}aihe
läpäisykyky	1	läpäisy{WB}kyky
läskikasa	1	läski{WB}kasa
läskimaha	1	läski{WB}maha
läskimooses	1	läski{WB}mooses
läskipohjakenkä	1	läski{WB}pohja{WB}kenkä
läskipäinen	1	läski{WB}päinen
läskisoosi	1	läski{WB}soosi
Läskitie	1	Läski{WB}tie
läsnäoleminen	1	läsnä{WB}oleminen
läsnäoleva	1	läsnä{WB}oleva
läsnäolija	1	läsnä{WB}olija
läsnäolo	1	läsnä{WB}olo
lästimaksu	1	lästi{WB}maksu
lätkämaila	1	lätkä{WB}maila
lätkämatsi	1	lätkä{WB}matsi
lättähattu	1	lättä{WB}hattu
lättäjalka	1	lättä{WB}jalka
lättäjalkainen	1	lättä{WB}jalkainen
lättänaamainen	1	lättä{WB}naamainen
lättänenä	1	lättä{WB}nenä
lättänenäinen	1	lättä{WB}nenäinen
lättänokka	1	lättä{WB}nokka
Lättänäntie	1	Lättänän{WB}tie
lättävatsainen	1	lättä{WB}vatsainen
Lätäseno	1	Lätäs{WB}eno
lävistäjämatriisi	1	lävistäjä{WB}matriisi
lääkeaaloe	1	lääke{WB}aaloe
lääkeaddikti	1	lääke{WB}addikti
lääkeaine	1	lääke{WB}aine
lääkeaineihottuma	1	lääke{WB}aine{WB}ihottuma
lääkeainemyrkytys	1	lääke{WB}aine{WB}myrkytys
lääkeaineoppi	1	lääke{WB}aine{WB}oppi
lääkeannos	1	lääke{WB}annos
lääke-esittelijä	1	lääke-esittelijä
lääkehiili	1	lääke{WB}hiili
lääkehoito	1	lääke{WB}hoito
lääkehumala	1	lääke{WB}humala
lääkekaappi	1	lääke{WB}kaappi
lääkekasvi	1	lääke{WB}kasvi
lääkekemia	1	lääke{WB}kemia
lääkekulut	1	lääke{WB}kulut
lääkekustannukset	1	lääke{WB}kustannukset
lääkekuuri	1	lääke{WB}kuuri
lääkelaastari	1	lääke{WB}laastari
Lääkelaitos	1	Lääke{WB}laitos
lääkemuoto	1	lääke{WB}muoto
lääkemääräys	1	lääke{WB}määräys
lääkeopillinen	1	lääke{WB}opillinen
lääkepakkaus	1	lääke{WB}pakkaus
lääkepullo	1	lääke{WB}pullo
lääkerae	1	lääke{WB}rae
lääkerasia	1	lääke{WB}rasia
lääkeriippuvuus	1	lääke{WB}riippuvuus
lääkesaippua	1	lääke{WB}saippua
lääkesampoo	1	lääke{WB}sampoo
lääkeseos	1	lääke{WB}seos
lääkesumutin	1	lääke{WB}sumutin
lääketaksa	1	lääke{WB}taksa
lääketeollisuus	1	lääke{WB}teollisuus
lääketiede	1	lääke{WB}tiede
lääketieteellinen	1	lääke{WB}tieteellinen
lääketieteellisesti	1	lääke{WB}tieteellisesti
lääketoleranssi	1	lääke{WB}toleranssi
lääkevalmiste	1	lääke{WB}valmiste
lääkeviini	1	lääke{WB}viini
lääkeyritys	1	lääke{WB}yritys
lääkeyrtti	1	lääke{WB}yrtti
lääkintäalus	1	lääkintä{WB}alus
lääkintähenkilöstö	1	lääkintä{WB}henkilöstö
lääkintähuolto	1	lääkintä{WB}huolto
lääkintäjoukot	1	lääkintä{WB}joukot
lääkintäjuna	1	lääkintä{WB}juna
lääkintämies	1	lääkintä{WB}mies
lääkintätoimenpide	1	lääkintä{WB}toimenpide
lääkintäupseeri	1	lääkintä{WB}upseeri
lääkintävahtimestari	1	lääkintä{WB}vahti{WB}mestari
lääkintäviranomainen	1	lääkintä{WB}viran{WB}omainen
lääkintävoimistelija	1	lääkintä{WB}voimistelija
lääkintävoimistelu	1	lääkintä{WB}voimistelu
lääkintöneuvos	1	lääkintö{WB}neuvos
lääkkeenomainen	1	lääkkeen{WB}omainen
lääkkeenvalmistusoppi	1	lääkkeen{WB}valmistus{WB}oppi
lääkäriambulanssi	1	lääkäri{WB}ambulanssi
lääkäriasema	1	lääkäri{WB}asema
lääkäriharjoittelija	1	lääkäri{WB}harjoittelija
lääkärikeskus	1	lääkäri{WB}keskus
lääkärikirja	1	lääkäri{WB}kirja
lääkärikoulutus	1	lääkäri{WB}koulutus
lääkärikulu	1	lääkäri{WB}kulu
lääkärikunta	1	lääkäri{WB}kunta
lääkärilasku	1	lääkäri{WB}lasku
lääkärileikki	1	lääkäri{WB}leikki
lääkärinammatti	1	lääkärin{WB}ammatti
lääkärinapu	1	lääkärin{WB}apu
lääkärinetiikka	1	lääkärin{WB}etiikka
lääkärinhoito	1	lääkärin{WB}hoito
lääkärinkoulutus	1	lääkärin{WB}koulutus
lääkärinlausunto	1	lääkärin{WB}lausunto
lääkärinpalkkio	1	lääkärin{WB}palkkio
lääkärintarkastus	1	lääkärin{WB}tarkastus
lääkärintodistus	1	lääkärin{WB}todistus
lääkärintoimi	1	lääkärin{WB}toimi
lääkärintutkimus	1	lääkärin{WB}tutkimus
lääkärinvala	1	lääkärin{WB}vala
lääkärinvirka	1	lääkärin{WB}virka
lääkäripalsta	1	lääkäri{WB}palsta
lääkäripalvelu	1	lääkäri{WB}palvelu
lääkäripäivystys	1	lääkäri{WB}päivystys
lääkärissäkäynti	1	lääkärissä{WB}käynti
läänijako	1	lääni{WB}jako
lääninhallinto	1	läänin{WB}hallinto
lääninhallitus	1	läänin{WB}hallitus
lääninherra	1	läänin{WB}herra
lääninkirjailija	1	läänin{WB}kirjailija
lääninkouluttaja	1	läänin{WB}kouluttaja
lääninlääkäri	1	läänin{WB}lääkäri
lääninneuvos	1	läänin{WB}neuvos
lääninoikeus	1	läänin{WB}oikeus
lääninraja	1	läänin{WB}raja
lääninrovasti	1	läänin{WB}rovasti
läänintaiteilija	1	läänin{WB}taiteilija
lääninvaakuna	1	läänin{WB}vaakuna
lääninverovirasto	1	läänin{WB}vero{WB}virasto
läänityskirja	1	läänitys{WB}kirja
läänityslaitos	1	läänitys{WB}laitos
läänitysmies	1	läänitys{WB}mies
Löfgren	1	Löf{XB}gren
lökäpöksy	1	lökä{WB}pöksy
löyhkävahakas	1	löyhkä{WB}vahakas
löyhäkätinen	1	löyhä{WB}kätinen
löyhämoraalinen	1	löyhä{WB}moraalinen
löyhäpäinen	1	löyhä{WB}päinen
löyhärakenteinen	1	löyhä{WB}rakenteinen
löyhäsuinen	1	löyhä{WB}suinen
löylyhuone	1	löyly{WB}huone
löylykauha	1	löyly{WB}kauha
löylymies	1	löyly{WB}mies
löylyvesi	1	löyly{WB}vesi
löysäpäinen	1	löysä{WB}päinen
löytöeläintarha	1	löytö{WB}eläintarha
löytölapsi	1	löytö{WB}lapsi
löytölastenkoti	1	löytölasten{WB}koti
löytöpaikka	1	löytö{WB}paikka
löytöpalkkio	1	löytö{WB}palkkio
löytöretkeilijä	1	löytö{WB}retkeilijä
löytöretki	1	löytö{WB}retki
löytötavara	1	löytö{WB}tavara
löytötavaratoimisto	1	löytö{WB}tavara{WB}toimisto
maa-aateli	1	maa-aateli
maa-aatelisto	1	maa-aatelisto
maa-aines	1	maa-aines
maa-ala	1	maa-ala
maa-alkalimetalli	1	maa-alkali{WB}metalli
maa-alue	1	maa-alue
maa-analyysi	1	maa-analyysi
maa-artisokka	1	maa-artisokka
maa-asema	1	maa-asema
maadoitusjohdin	1	maadoitus{WB}johdin
maadoitusjohto	1	maadoitus{WB}johto
maaeläin	1	maa{WB}eläin
maaemo	1	maa{WB}emo
maahanhyökkäys	1	maahan{WB}hyökkäys
maahanlasku	1	maahan{WB}lasku
maahanlaskujoukot	1	maahanlasku{WB}joukot
maahanlyönti	1	maahan{WB}lyönti
maahanmeno	1	maahan{WB}meno
maahanmuuttaja	1	maahan{WB}muuttaja
maahanmuuttajaluokka	1	maahanmuuttaja{WB}luokka
maahanmuutto	1	maahan{WB}muutto
maahanpaniainen	1	maahan{WB}paniainen
maahansyöksy	1	maahan{WB}syöksy
maahantulo	1	maahan{WB}tulo
maahantulokielto	1	maahantulo{WB}kielto
maahantulolupa	1	maahantulo{WB}lupa
maahantunkeutuja	1	maahan{WB}tunkeutuja
maahantunkeutuminen	1	maahan{WB}tunkeutuminen
maahantuoda	1	maahan{WB}tuoda
maahantuoja	1	maahan{WB}tuoja
maahantuonti	1	maahan{WB}tuonti
maahantuontikielto	1	maahantuonti{WB}kielto
maahantuontilupa	1	maahantuonti{WB}lupa
maahantuotu	1	maahan{WB}tuotu
maahengitys	1	maa{WB}hengitys
maahenki	1	maa{WB}henki
maahenkinen	1	maa{WB}henkinen
maaherra	1	maa{WB}herra
Maaherrantie	1	Maaherran{WB}tie
maaherranvirka	1	maaherran{WB}virka
maaherratar	1	maa{WB}herratar
maaherruus	1	maa{WB}herruus
maahockey	1	maa{WB}hockey
maahockeypallo	1	maahockey{WB}pallo
maahorisontti	1	maa{WB}horisontti
maahumala	1	maa{WB}humala
maailma	1	maa{XB}ilma
maailmalaajuinen	1	maailma{WB}laajuinen
maailmallinen	1	maa{XB}ilmallinen
maailmallisuus	1	maa{XB}ilmallisuus
maailmanaika	1	maa{XB}ilman{WB}aika
maailmancup	1	maa{XB}ilman{WB}cup
maailmanennätys	1	maa{XB}ilman{WB}ennätys
maailmanennätysaika	1	maa{XB}ilman{WB}ennätysaika
maailmanennätysaika	2	maa{XB}ilman{WB}ennätys{WB}aika
maailmanennätysjuoksu	1	maailmanennätys{WB}juoksu
maailmanennätysjuoksu	2	maa{XB}ilman{WB}ennätys{WB}juoksu
maailmanennätysmies	1	maa{XB}ilman{WB}ennätys{WB}mies
maailmanennätysnainen	1	maa{XB}ilman{WB}ennätys{WB}nainen
maailmanennätystulos	1	maa{XB}ilman{WB}ennätys{WB}tulos
maailmanensi-ilta	1	maa{XB}ilman{WB}ensi-ilta
maailmanhistoria	1	maa{XB}ilman{WB}historia
maailmanhistoriallinen	1	maa{XB}ilman{WB}historiallinen
maailmanhistoriallisesti	1	maa{XB}ilman{WB}historiallisesti
maailmanjärjestys	1	maa{XB}ilman{WB}järjestys
maailmanjärjestö	1	maa{XB}ilman{WB}järjestö
maailmankaikkeus	1	maa{XB}ilman{WB}kaikkeus
maailmankansalainen	1	maa{XB}ilman{WB}kansalainen
maailmankansalaisuus	1	maa{XB}ilman{WB}kansalaisuus
maailmankartta	1	maa{XB}ilman{WB}kartta
maailmankatsomuksellinen	1	maa{XB}ilman{WB}katsomuksellinen
maailmankatsomus	1	maa{XB}ilman{WB}katsomus
maailmankauppa	1	maa{XB}ilman{WB}kauppa
maailmankausi	1	maa{XB}ilman{WB}kausi
maailmankieli	1	maa{XB}ilman{WB}kieli
maailmankiertäjä	1	maa{XB}ilman{WB}kiertäjä
maailmankirjallisuus	1	maa{XB}ilman{WB}kirjallisuus
maailmankokous	1	maa{XB}ilman{WB}kokous
maailmankolkka	1	maa{XB}ilman{WB}kolkka
maailmankongressi	1	maa{XB}ilman{WB}kongressi
maailmankuulu	1	maa{XB}ilman{WB}kuulu
maailmankuuluisuus	1	maa{XB}ilman{WB}kuuluisuus
maailmankuva	1	maa{XB}ilman{WB}kuva
maailmankylä	1	maa{XB}ilman{WB}kylä
maailmankäsitys	1	maa{XB}ilman{WB}käsitys
maailmanlaajuinen	1	maa{XB}ilman{WB}laajuinen
maailmanlaajuisesti	1	maa{XB}ilman{WB}laajuisesti
maailmanlapsi	1	maailman{WB}lapsi
maailmanloppu	1	maa{XB}ilman{WB}loppu
