lemma	homonym	boundaries
rotaatiopainokone	1	rotaatio{WB}paino{WB}kone
rotanharmaa	1	rotan{WB}harmaa
rotanharmaa	2	rotan{WB}harmaa
rotanhäntä	1	rotan{WB}häntä
rotankolo	1	rotan{WB}kolo
rotanloukku	1	rotan{WB}loukku
rotanmyrkky	1	rotan{WB}myrkky
rotanpuremakuume	1	rotanpurema{WB}kuume
rotanpuremakuumebakteeri	1	rotanpuremakuume{WB}bakteeri
rotanpyydys	1	rotan{WB}pyydys
rotanpyydystäjä	1	rotan{WB}pyydystäjä
rotanraato	1	rotan{WB}raato
rotaryjärjestö	1	rotary{WB}järjestö
rotaryklubi	1	rotary{WB}klubi
rotavirus	1	rota{WB}virus
rotevatekoinen	1	roteva{WB}tekoinen
rotkolaakso	1	rotko{WB}laakso
rottachinchilla	1	rotta{WB}chinchilla
rottaeläin	1	rotta{WB}eläin
rottakenguru	1	rotta{WB}kenguru
rottakäärme	1	rotta{WB}käärme
rottasota	1	rotta{WB}sota
rottaterrieri	1	rotta{WB}terrieri
rottinkihuonekalu	1	rottinki{WB}huone{WB}kalu
rottinkikeppi	1	rottinki{WB}keppi
rottinkikori	1	rottinki{WB}kori
rottinkipalmu	1	rottinki{WB}palmu
rottinkituoli	1	rottinki{WB}tuoli
rotuennakkoluulo	1	rotu{WB}ennakko{WB}luulo
rotuerottelu	1	rotu{WB}erottelu
rotuerottelupolitiikka	1	rotuerottelu{WB}politiikka
rotuhevonen	1	rotu{WB}hevonen
rotuhygieeninen	1	rotu{WB}hygieeninen
rotuhygienia	1	rotu{WB}hygienia
rotujenvälinen	1	rotujen{WB}välinen
rotukiihkoilija	1	rotu{WB}kiihkoilija
rotukissa	1	rotu{WB}kissa
rotukoira	1	rotu{WB}koira
rotumellakka	1	rotu{WB}mellakka
rotumerkki	1	rotu{WB}merkki
rotunainen	1	rotu{WB}nainen
rotuominaisuus	1	rotu{WB}ominaisuus
rotuongelma	1	rotu{WB}ongelma
rotuoppi	1	rotu{WB}oppi
rotupuhdas	1	rotu{WB}puhdas
rotupuhtaus	1	rotu{WB}puhtaus
rotusorto	1	rotu{WB}sorto
rotusukulaisuus	1	rotu{WB}sukulaisuus
rotusyrjintä	1	rotu{WB}syrjintä
rotuviha	1	rotu{WB}viha
rotuylpeys	1	rotu{WB}ylpeys
rouhelimppu	1	rouhe{WB}limppu
rouhemylly	1	rouhe{WB}mylly
rouhesämpylä	1	rouhe{WB}sämpylä
Roukalahti	1	Rouka{WB}lahti
routakerros	1	routa{WB}kerros
routaraja	1	routa{WB}raja
routavahinko	1	routa{WB}vahinko
routavaurio	1	routa{WB}vaurio
routavuodet	1	routa{WB}vuodet
rouvakoko	1	rouva{WB}koko
rouvamainen	1	rouva{WB}mainen
rouvamalli	1	rouva{WB}malli
Rovaniemi	1	Rova{WB}niemi
rovastikunta	1	rovasti{WB}kunta
rovastikuntakokous	1	rovasti{WB}kunta{WB}kokous
rubiinikurkkukolibri	1	rubiinikurkku{WB}kolibri
rubiininpunainen	1	rubiinin{WB}punainen
rubiininpunainen	2	rubiinin{WB}punainen
rubiinisormus	1	rubiini{WB}sormus
rubiinityranni	1	rubiini{WB}tyranni
rugbyjoukkue	1	rugby{WB}joukkue
rugbyottelu	1	rugby{WB}ottelu
ruhjevamma	1	ruhje{WB}vamma
ruhjevyöhyke	1	ruhje{WB}vyöhyke
ruhonosa	1	ruhon{WB}osa
ruhonpuolikas	1	ruhon{WB}puolikas
ruhtinashuone	1	ruhtinas{WB}huone
ruhtinaskruunu	1	ruhtinas{WB}kruunu
ruhtinaskunta	1	ruhtinas{WB}kunta
ruhtinaspari	1	ruhtinas{WB}pari
ruhtinassuku	1	ruhtinas{WB}suku
ruijanpallas	1	ruijan{WB}pallas
ruijansuomi	1	ruijan{WB}suomi
ruishiutale	1	ruis{WB}hiutale
ruisjauho	1	ruis{WB}jauho
ruisjyvä	1	ruis{WB}jyvä
ruiskattara	1	ruis{WB}kattara
ruiskaunokki	1	ruis{WB}kaunokki
ruiskeliuos	1	ruiske{WB}liuos
ruiskorppu	1	ruis{WB}korppu
ruiskubetoni	1	ruisku{WB}betoni
ruiskukansininen	1	ruis{WB}kukan{WB}sininen
ruiskukka	1	ruis{WB}kukka
ruiskukurkku	1	ruisku{WB}kurkku
ruiskulaiva	1	ruisku{WB}laiva
ruiskulakata	1	ruisku{WB}lakata
ruiskulakkaus	1	ruisku{WB}lakkaus
ruiskumaalata	1	ruisku{WB}maalata
ruiskumaalaus	1	ruisku{WB}maalaus
ruiskumaali	1	ruisku{WB}maali
ruiskumato	1	ruisku{WB}mato
ruiskupistooli	1	ruisku{WB}pistooli
ruiskupuristaa	1	ruisku{WB}puristaa
ruiskusuolata	1	ruisku{WB}suolata
ruiskusuolaus	1	ruisku{WB}suolaus
ruiskutuskelpoinen	1	ruiskutus{WB}kelpoinen
ruiskutusmoottori	1	ruiskutus{WB}moottori
ruiskutuspumppu	1	ruiskutus{WB}pumppu
ruiskutusventtiili	1	ruiskutus{WB}venttiili
ruislajike	1	ruis{WB}lajike
ruisleipä	1	ruis{WB}leipä
ruisleipäviipale	1	ruis{WB}leipä{WB}viipale
ruislimppu	1	ruis{WB}limppu
ruislintu	1	ruis{WB}lintu
ruismaltaat	1	ruis{WB}maltaat
ruispelto	1	ruis{WB}pelto
ruispuuro	1	ruis{WB}puuro
ruisrääkkä	1	ruis{WB}rääkkä
ruissato	1	ruis{WB}sato
ruissihtijauho	1	ruis{WB}sihti{WB}jauho
ruisvehnä	1	ruis{WB}vehnä
ruisvirna	1	ruis{WB}virna
ruisviski	1	ruis{WB}viski
Rukajärvi	1	Ruka{WB}järvi
Rukatunturi	1	Ruka{WB}tunturi
Rukavesi	1	Ruka{WB}vesi
rukiinjyvä	1	rukiin{WB}jyvä
rukiinolki	1	rukiin{WB}olki
rukiinsiemen	1	rukiin{WB}siemen
rukiinviljely	1	rukiin{WB}viljely
rukinlapa	1	rukin{WB}lapa
rukinpyörä	1	rukin{WB}pyörä
rukkaskäsi	1	rukkas{WB}käsi
rukoilijakorento	1	rukoilija{WB}korento
rukoilijasirkka	1	rukoilija{WB}sirkka
rukousasento	1	rukous{WB}asento
rukoushetki	1	rukous{WB}hetki
rukoushuone	1	rukous{WB}huone
rukouskammio	1	rukous{WB}kammio
rukouskirja	1	rukous{WB}kirja
rukousliina	1	rukous{WB}liina
rukousmatto	1	rukous{WB}matto
rukousmylly	1	rukous{WB}mylly
rukousnauha	1	rukous{WB}nauha
rukouspyörä	1	rukous{WB}pyörä
rukouspäivä	1	rukous{WB}päivä
rukoussunnuntai	1	rukous{WB}sunnuntai
rukoustilaisuus	1	rukous{WB}tilaisuus
rulettikiekko	1	ruletti{WB}kiekko
rulettikuula	1	ruletti{WB}kuula
rulettipöytä	1	ruletti{WB}pöytä
rullafilmi	1	rulla{WB}filmi
rullahiihto	1	rulla{WB}hiihto
rullakaihdin	1	rulla{WB}kaihdin
rullalaakeri	1	rulla{WB}laakeri
rullalanka	1	rulla{WB}lanka
rullalauta	1	rulla{WB}lauta
rullalautailija	1	rulla{WB}lautailija
rullalautailla	1	rulla{WB}lautailla
rullalautailu	1	rulla{WB}lautailu
rullalautaramppi	1	rulla{WB}lauta{WB}ramppi
rullalava	1	rulla{WB}lava
rullaluistelija	1	rulla{WB}luistelija
rullaluistella	1	rulla{WB}luistella
rullaluistelu	1	rulla{WB}luistelu
rullaluistin	1	rulla{WB}luistin
rullamitta	1	rulla{WB}mitta
rullaovi	1	rulla{WB}ovi
rullapaali	1	rulla{WB}paali
rullaportaat	1	rulla{WB}portaat
rullarata	1	rulla{WB}rata
rullasuksi	1	rulla{WB}suksi
rullasyltty	1	rulla{WB}syltty
rullasäilörehu	1	rulla{WB}säilö{WB}rehu
rullatuoli	1	rulla{WB}tuoli
rullausrata	1	rullaus{WB}rata
rullaverho	1	rulla{WB}verho
rullavyö	1	rulla{WB}vyö
rumannäköinen	1	ruman{WB}näköinen
rumanvärinen	1	ruman{WB}värinen
rumapiirteinen	1	ruma{WB}piirteinen
rumasointinen	1	ruma{WB}sointinen
rumasointuinen	1	ruma{WB}sointuinen
rumaääninen	1	ruma{WB}ääninen
rumeliinipuu	1	rumeliini{WB}puu
rummunkalvo	1	rummun{WB}kalvo
rummunlyöjä	1	rummun{WB}lyöjä
rummunlyönti	1	rummun{WB}lyönti
rummunpärinä	1	rummun{WB}pärinä
rumpalipoika	1	rumpali{WB}poika
rumpuhiomakone	1	rumpu{WB}hiomakone
rumpujarru	1	rumpu{WB}jarru
rumpukala	1	rumpu{WB}kala
rumpukalvo	1	rumpu{WB}kalvo
rumpukapula	1	rumpu{WB}kapula
rumpukone	1	rumpu{WB}kone
rumpukuivuri	1	rumpu{WB}kuivuri
rumpulipas	1	rumpu{WB}lipas
rumpupalikka	1	rumpu{WB}palikka
rumpupesukone	1	rumpu{WB}pesu{WB}kone
rumpupiirturi	1	rumpu{WB}piirturi
rumpusatsi	1	rumpu{WB}satsi
rumpusetti	1	rumpu{WB}setti
rumpusoolo	1	rumpu{WB}soolo
rumputuli	1	rumpu{WB}tuli
rundikoppi	1	rundi{WB}koppi
runebergintorttu	1	runebergin{WB}torttu
runkoaine	1	runko{WB}aine
runkohinta	1	runko{WB}hinta
runkokauppa	1	runko{WB}kauppa
runkokunta	1	runko{WB}kunta
runkolinja	1	runko{WB}linja
runkoluku	1	runko{WB}luku
runko-ohjaus	1	runko-ohjaus
runko-oja	1	runko-oja
runko-osa	1	runko-osa
runkopalkki	1	runko{WB}palkki
runkopatja	1	runko{WB}patja
runkopuu	1	runko{WB}puu
runkorakenne	1	runko{WB}rakenne
runkosarja	1	runko{WB}sarja
runkosopimus	1	runko{WB}sopimus
runkosuunnitelma	1	runko{WB}suunnitelma
runkotie	1	runko{WB}tie
runkoverkko	1	runko{WB}verkko
runkoääni	1	runko{WB}ääni
runoantologia	1	runo{WB}antologia
runoasu	1	runo{WB}asu
runodraama	1	runo{WB}draama
runoeepos	1	runo{WB}eepos
runoilijanimi	1	runoilija{WB}nimi
runojalka	1	runo{WB}jalka
runokieli	1	runo{WB}kieli
runokirja	1	runo{WB}kirja
runokokoelma	1	runo{WB}kokoelma
runokuva	1	runo{WB}kuva
runokäännös	1	runo{WB}käännös
runolaulu	1	runo{WB}laulu
runomitallinen	1	runo{WB}mitallinen
runomitta	1	runo{WB}mitta
runomittainen	1	runo{WB}mittainen
runomittaoppi	1	runo{WB}mitta{WB}oppi
runomuoto	1	runo{WB}muoto
runomuotoinen	1	runo{WB}muotoinen
runonkatkelma	1	runon{WB}katkelma
runonlaulaja	1	runon{WB}laulaja
runonlaulu	1	runon{WB}laulu
runonlausuja	1	runon{WB}lausuja
runonlausunta	1	runon{WB}lausunta
runonpätkä	1	runon{WB}pätkä
runonäytelmä	1	runo{WB}näytelmä
runopolvi	1	runo{WB}polvi
runoratsu	1	runo{WB}ratsu
runorytmi	1	runo{WB}rytmi
runosarja	1	runo{WB}sarja
runosatu	1	runo{WB}satu
runoseppo	1	runo{WB}seppo
runoseppä	1	runo{WB}seppä
runosikermä	1	runo{WB}sikermä
runosuomennos	1	runo{WB}suomennos
runosuoni	1	runo{WB}suoni
runosäe	1	runo{WB}säe
runosäkeistö	1	runo{WB}säkeistö
runosävelmä	1	runo{WB}sävelmä
runotaide	1	runo{WB}taide
runoteos	1	runo{WB}teos
runotoisinto	1	runo{WB}toisinto
runotuotanto	1	runo{WB}tuotanto
runousopillinen	1	runous{WB}opillinen
runousoppi	1	runous{WB}oppi
runovalikoima	1	runo{WB}valikoima
runsasaktiivinen	1	runsas{WB}aktiivinen
runsasenergiainen	1	runsas{WB}energiainen
runsashappinen	1	runsas{WB}happinen
runsashiilinen	1	runsas{WB}hiilinen
runsasjyväinen	1	runsas{WB}jyväinen
runsasjärvinen	1	runsas{WB}järvinen
runsaskasvuinen	1	runsas{WB}kasvuinen
runsaskiteinen	1	runsas{WB}kiteinen
runsaskoristeinen	1	runsas{WB}koristeinen
runsaskätinen	1	runsas{WB}kätinen
runsaskätisesti	1	runsas{WB}kätisesti
runsaskätisyys	1	runsas{WB}kätisyys
runsaslajinen	1	runsas{WB}lajinen
runsaslehtinen	1	runsas{WB}lehtinen
runsaslukuinen	1	runsas{WB}lukuinen
runsaslukuisesti	1	runsas{WB}lukuisesti
runsasluminen	1	runsas{WB}luminen
runsasmuotoinen	1	runsas{WB}muotoinen
runsasoksainen	1	runsas{WB}oksainen
runsasrakeinen	1	runsas{WB}rakeinen
runsasravinteinen	1	runsas{WB}ravinteinen
runsasravintoinen	1	runsas{WB}ravintoinen
runsassanainen	1	runsas{WB}sanainen
runsassateinen	1	runsas{WB}sateinen
runsassatoinen	1	runsas{WB}satoinen
runsassisältöinen	1	runsas{WB}sisältöinen
runsastuloinen	1	runsas{WB}tuloinen
runsastuottoinen	1	runsas{WB}tuottoinen
runsastöinen	1	runsas{WB}töinen
runsaudenpula	1	runsauden{WB}pula
runsaudensarvi	1	runsauden{WB}sarvi
runsaussuhde	1	runsaus{WB}suhde
ruoanhaju	1	ruoan{WB}haju
ruoanhaku	1	ruoan{WB}haku
ruoanjäte	1	ruoan{WB}jäte
ruoankäry	1	ruoan{WB}käry
ruoanlaittaja	1	ruoan{WB}laittaja
ruoanlaitto	1	ruoan{WB}laitto
ruoanlaittotaito	1	ruoan{WB}laitto{WB}taito
ruoanlaittotaitoinen	1	ruoan{WB}laitto{WB}taitoinen
ruoansulatus	1	ruoan{WB}sulatus
ruoansulatuselimistö	1	ruoan{WB}sulatus{WB}elimistö
ruoansulatusentsyymi	1	ruoan{WB}sulatus{WB}entsyymi
ruoansulatushäiriö	1	ruoan{WB}sulatus{WB}häiriö
ruoansulatushäiriöinen	1	ruoansulatus{WB}häiriöinen
ruoansulatuskanava	1	ruoan{WB}sulatus{WB}kanava
ruoansulatusneste	1	ruoan{WB}sulatus{WB}neste
ruoansulatusrauhanen	1	ruoan{WB}sulatus{WB}rauhanen
ruoantuoksu	1	ruoan{WB}tuoksu
ruoantähde	1	ruoan{WB}tähde
ruoantähdepussi	1	ruoantähde{WB}pussi
ruoanvalmistaja	1	ruoan{WB}valmistaja
ruoanvalmistus	1	ruoan{WB}valmistus
ruoanvalmistusohje	1	ruoan{WB}valmistus{WB}ohje
ruodeholvi	1	ruode{WB}holvi
ruodelaudoitus	1	ruode{WB}laudoitus
ruodelauta	1	ruode{WB}lauta
ruohikkopalo	1	ruohikko{WB}palo
ruohoaavikko	1	ruoho{WB}aavikko
ruohoalue	1	ruoho{WB}alue
ruohohame	1	ruoho{WB}hame
ruohokasvi	1	ruoho{WB}kasvi
ruohokasvillisuus	1	ruoho{WB}kasvillisuus
ruohokenttä	1	ruoho{WB}kenttä
ruohokorpi	1	ruoho{WB}korpi
ruoholaukka	1	ruoho{WB}laukka
ruoholehtinen	1	ruoho{WB}lehtinen
ruohomaa	1	ruoho{WB}maa
ruohomatto	1	ruoho{WB}matto
ruohomätäs	1	ruoho{WB}mätäs
ruohonjuuritaso	1	ruohon{WB}juuri{WB}taso
ruohonkorsi	1	ruohon{WB}korsi
ruohonleikkuri	1	ruohon{WB}leikkuri
ruohonleikkuukone	1	ruohon{WB}leikkuu{WB}kone
ruohonvihreä	1	ruohon{WB}vihreä
ruohopuu	1	ruoho{WB}puu
ruohosakset	1	ruoho{WB}sakset
ruohoselja	1	ruoho{WB}selja
ruohosipuli	1	ruoho{WB}sipuli
ruohotasanko	1	ruoho{WB}tasanko
ruohotukko	1	ruoho{WB}tukko
ruohovarsi	1	ruoho{WB}varsi
ruohovartinen	1	ruoho{WB}vartinen
ruoka-aika	1	ruoka-aika
ruoka-aine	1	ruoka-aine
ruoka-aineallergia	1	ruoka-aine{WB}allergia
ruoka-aines	1	ruoka-aines
ruoka-aineympyrä	1	ruoka-aine{WB}ympyrä
ruoka-allergia	1	ruoka-allergia
ruoka-annos	1	ruoka-annos
ruoka-apu	1	ruoka-apu
ruoka-astia	1	ruoka-astia
ruokabaari	1	ruoka{WB}baari
ruokaetikka	1	ruoka{WB}etikka
ruokahalu	1	ruoka{WB}halu
ruokahaluton	1	ruoka{WB}haluton
ruokahaluttomuus	1	ruoka{WB}haluttomuus
ruokahissi	1	ruoka{WB}hissi
ruokahuolto	1	ruoka{WB}huolto
ruokailuaika	1	ruokailu{WB}aika
ruokailualue	1	ruokailu{WB}alue
ruokailuhuone	1	ruokailu{WB}huone
ruokailunurkkaus	1	ruokailu{WB}nurkkaus
ruokailuryhmä	1	ruokailu{WB}ryhmä
ruokailusuunnitelma	1	ruokailu{WB}suunnitelma
ruokailusyvennys	1	ruokailu{WB}syvennys
ruokailutauko	1	ruokailu{WB}tauko
ruokailutila	1	ruokailu{WB}tila
ruokailutottumus	1	ruokailu{WB}tottumus
ruokailutuoli	1	ruokailu{WB}tuoli
ruokailuveitsi	1	ruokailu{WB}veitsi
ruokailuväline	1	ruokailu{WB}väline
ruokajono	1	ruoka{WB}jono
ruokajuoma	1	ruoka{WB}juoma
ruokakaappi	1	ruoka{WB}kaappi
ruokakala	1	ruoka{WB}kala
ruokakauppa	1	ruoka{WB}kauppa
ruokakellari	1	ruoka{WB}kellari
ruokakello	1	ruoka{WB}kello
ruokakomero	1	ruoka{WB}komero
ruokakori	1	ruoka{WB}kori
ruokakulttuuri	1	ruoka{WB}kulttuuri
ruokakulut	1	ruoka{WB}kulut
ruokakunta	1	ruoka{WB}kunta
ruokakuppi	1	ruoka{WB}kuppi
ruokakurkku	1	ruoka{WB}kurkku
ruokalaji	1	ruoka{WB}laji
ruokalappu	1	ruoka{WB}lappu
ruokalaputon	1	ruoka{WB}laputon
ruokalasku	1	ruoka{WB}lasku
ruokalaukku	1	ruoka{WB}laukku
ruokalautanen	1	ruoka{WB}lautanen
ruokaleipä	1	ruoka{WB}leipä
ruokalepo	1	ruoka{WB}lepo
ruokaliina	1	ruoka{WB}liina
ruokalippu	1	ruoka{WB}lippu
ruokalipuke	1	ruoka{WB}lipuke
ruokalista	1	ruoka{WB}lista
ruokalusikallinen	1	ruoka{WB}lusikallinen
ruokalusikka	1	ruoka{WB}lusikka
ruokamakkara	1	ruoka{WB}makkara
ruokamenot	1	ruoka{WB}menot
ruokamulta	1	ruoka{WB}multa
ruokamyrkytys	1	ruoka{WB}myrkytys
ruokaohje	1	ruoka{WB}ohje
ruokaomena	1	ruoka{WB}omena
ruokaostos	1	ruoka{WB}ostos
ruokapaikka	1	ruoka{WB}paikka
ruokapalkka	1	ruoka{WB}palkka
ruokapankki	1	ruoka{WB}pankki
ruokapaprika	1	ruoka{WB}paprika
ruokaparsa	1	ruoka{WB}parsa
ruokaperinne	1	ruoka{WB}perinne
ruokaperuna	1	ruoka{WB}peruna
ruokapidot	1	ruoka{WB}pidot
ruokapiiri	1	ruoka{WB}piiri
ruokapöytä	1	ruoka{WB}pöytä
ruokaraha	1	ruoka{WB}raha
ruokarasia	1	ruoka{WB}rasia
ruokarauha	1	ruoka{WB}rauha
ruokaresepti	1	ruoka{WB}resepti
ruokarukous	1	ruoka{WB}rukous
ruokaryyppy	1	ruoka{WB}ryyppy
ruokasalaatti	1	ruoka{WB}salaatti
ruokasali	1	ruoka{WB}sali
ruokasalinkalusto	1	ruoka{WB}salin{WB}kalusto
ruokasieni	1	ruoka{WB}sieni
ruokasipuli	1	ruoka{WB}sipuli
ruokasooda	1	ruoka{WB}sooda
ruokasula	1	ruoka{WB}sula
ruokasuola	1	ruoka{WB}suola
ruokasäilyke	1	ruoka{WB}säilyke
ruokatalous	1	ruoka{WB}talous
ruokatarjoilu	1	ruoka{WB}tarjoilu
ruokatarpeet	1	ruoka{WB}tarpeet
ruokatarvike	1	ruoka{WB}tarvike
ruokatauko	1	ruoka{WB}tauko
ruokatavara	1	ruoka{WB}tavara
ruokatavarakauppa	1	ruoka{WB}tavara{WB}kauppa
ruokatavarakauppias	1	ruokatavara{WB}kauppias
ruokatermos	1	ruoka{WB}termos
ruokatorvi	1	ruoka{WB}torvi
ruokatottumus	1	ruoka{WB}tottumus
ruokatunti	1	ruoka{WB}tunti
ruokavalio	1	ruoka{WB}valio
ruokavaliohoito	1	ruoka{WB}valio{WB}hoito
ruokavarasto	1	ruoka{WB}varasto
ruokavarat	1	ruoka{WB}varat
ruokavieras	1	ruoka{WB}vieras
ruokaviini	1	ruoka{WB}viini
ruokavilja	1	ruoka{WB}vilja
ruokavälitunti	1	ruoka{WB}väli{WB}tunti
ruokaöljy	1	ruoka{WB}öljy
ruokinta-aika	1	ruokinta-aika
ruokinta-automaatti	1	ruokinta-automaatti
ruokintakatos	1	ruokinta{WB}katos
ruokintapöytä	1	ruokinta{WB}pöytä
ruokohelpi	1	ruoko{WB}helpi
ruokokasvi	1	ruoko{WB}kasvi
ruokokerttunen	1	ruoko{WB}kerttunen
Ruokolahti	1	Ruoko{WB}lahti
ruokolehti	1	ruoko{WB}lehti
ruokolehtisoitin	1	ruokolehti{WB}soitin
ruokomatto	1	ruoko{WB}matto
ruokonata	1	ruoko{WB}nata
ruokopilli	1	ruoko{WB}pilli
Ruokosalmi	1	Ruoko{WB}salmi
ruokosokeri	1	ruoko{WB}sokeri
ruokotiheikkö	1	ruoko{WB}tiheikkö
Ruokovesi	1	Ruoko{WB}vesi
ruoppausalus	1	ruoppaus{WB}alus
ruoppauskauha	1	ruoppaus{WB}kauha
ruoriahven	1	ruori{WB}ahven
ruorijuoppo	1	ruori{WB}juoppo
ruorijuoppous	1	ruori{WB}juoppous
ruorikala	1	ruori{WB}kala
ruorimies	1	ruori{WB}mies
ruoriratas	1	ruori{WB}ratas
ruoskanisku	1	ruoskan{WB}isku
ruoskanjälki	1	ruoskan{WB}jälki
ruoskansivallus	1	ruoskan{WB}sivallus
ruosteenesto	1	ruosteen{WB}esto
ruosteenestoaine	1	ruosteen{WB}esto{WB}aine
ruosteenestomaali	1	ruosteen{WB}esto{WB}maali
ruosteenkestävä	1	ruosteen{WB}kestävä
ruosteenpoiste	1	ruosteen{WB}poiste
ruosteenpoistoaine	1	ruosteen{WB}poisto{WB}aine
ruosteenpunainen	1	ruosteen{WB}punainen
ruosteenruskea	1	ruosteen{WB}ruskea
ruosteenvärinen	1	ruosteen{WB}värinen
ruostehappomarja	1	ruoste{WB}happomarja
ruostehiirihaukka	1	ruoste{WB}hiirihaukka
ruostekampela	1	ruoste{WB}kampela
ruostekerros	1	ruoste{WB}kerros
ruostekerrostuma	1	ruoste{WB}kerrostuma
ruostepilkku	1	ruoste{WB}pilkku
ruostesieni	1	ruoste{WB}sieni
ruostesienitauti	1	ruostesieni{WB}tauti
ruostesirppimatkija	1	ruostesirppi{WB}matkija
ruostesuoja	1	ruoste{WB}suoja
ruostesuojattu	1	ruoste{WB}suojattu
ruostesuojaus	1	ruoste{WB}suojaus
ruostetäplä	1	ruoste{WB}täplä
ruostevaleatsalea	1	ruostevale{WB}atsalea
ruostevapaa	1	ruoste{WB}vapaa
ruostevapaa	2	ruoste{WB}vapaa
ruotiartisokka	1	ruoti{WB}artisokka
ruotiselleri	1	ruoti{WB}selleri
ruotsalaisasutus	1	ruotsalais{WB}asutus
ruotsalaisperäinen	1	ruotsalais{WB}peräinen
ruotsalaisseutu	1	ruotsalais{WB}seutu
ruotsalaissyntyinen	1	ruotsalais{WB}syntyinen
ruotsalaisväestö	1	ruotsalais{WB}väestö
ruotsin kieli	1	ruotsin kieli
ruotsinkielinen	1	ruotsin{WB}kielinen
ruotsinköynnöskuusama	1	ruotsin{WB}köynnöskuusama
ruotsinlaiva	1	ruotsin{WB}laiva
ruotsinmaalainen	1	ruotsin{WB}maalainen
ruotsinmaalainen	2	ruotsin{WB}maalainen
ruotsinmielinen	1	ruotsin{WB}mielinen
ruotsinpitkäpalko	1	ruotsin{WB}pitkäpalko
Ruotsinpyhtää	1	Ruotsin{WB}pyhtää
ruotsinruotsalainen	1	ruotsin{WB}ruotsalainen
ruotsinruotsalainen	2	ruotsin{WB}ruotsalainen
ruotsinruotsi	1	ruotsin{WB}ruotsi
ruotsinsuomalainen	1	ruotsin{WB}suomalainen
ruotsinsuomalainen	2	ruotsin{WB}suomalainen
ruotsinsuomi	1	ruotsin{WB}suomi
Ruotsinvesi	1	Ruotsin{WB}vesi
ruotsinvoittoinen	1	ruotsin{WB}voittoinen
ruotsinvoittoisesti	1	ruotsin{WB}voittoisesti
ruotsinvoittoisuus	1	ruotsin{WB}voittoisuus
ruotujako	1	ruotu{WB}jako
ruotujakolaitos	1	ruotu{WB}jako{WB}laitos
ruotukaveri	1	ruotu{WB}kaveri
ruotutila	1	ruotu{WB}tila
ruotuväki	1	ruotu{WB}väki
Ruovesi	1	Ruo{WB}vesi
ruovikkokissa	1	ruovikko{WB}kissa
rupikonna	1	rupi{WB}konna
rupisammakko	1	rupi{WB}sammakko
rupisilsa	1	rupi{WB}silsa
Ruppovaara	1	Ruppo{WB}vaara
rupusakki	1	rupu{WB}sakki
rusettiluistelu	1	rusetti{WB}luistelu
rusettinauha	1	rusetti{WB}nauha
rusettisolmu	1	rusetti{WB}solmu
rusinakakku	1	rusina{WB}kakku
rusinakeitto	1	rusina{WB}keitto
rusinakeksi	1	rusina{WB}keksi
rusinakori	1	rusina{WB}kori
rusinaleipä	1	rusina{WB}leipä
rusinamurot	1	rusina{WB}murot
rusinapulla	1	rusina{WB}pulla
rusinapähkinäkeksi	1	rusinapähkinä{WB}keksi
rusinavanukas	1	rusina{WB}vanukas
ruska-aika	1	ruska-aika
ruskeahiuksinen	1	ruskea{WB}hiuksinen
ruskeaihoinen	1	ruskea{WB}ihoinen
ruskeakarhu	1	ruskea{WB}karhu
ruskeakieli	1	ruskea{WB}kieli
ruskeakielinen	1	ruskea{WB}kielinen
ruskeanharmaa	1	ruskean{WB}harmaa
ruskeanharmaa	2	ruskean{WB}harmaa
ruskeankeltainen	1	ruskean{WB}keltainen
ruskeankeltainen	2	ruskean{WB}keltainen
ruskeankirjava	1	ruskean{WB}kirjava
ruskeanmusta	1	ruskean{WB}musta
ruskeanoranssi	1	ruskean{WB}oranssi
ruskeanpurppura	1	ruskean{WB}purppura
ruskeanvihreä	1	ruskean{WB}vihreä
ruskeanvioletti	1	ruskean{WB}violetti
ruskearaitainen	1	ruskea{WB}raitainen
ruskeasilmäinen	1	ruskea{WB}silmäinen
ruskeatukkainen	1	ruskea{WB}tukkainen
ruskeatäpläinen	1	ruskea{WB}täpläinen
ruskeaverikkö	1	ruskea{WB}verikkö
Ruskeavesi	1	Ruskea{WB}vesi
ruskeavetinen	1	ruskea{WB}vetinen
ruskeaviiruinen	1	ruskea{WB}viiruinen
ruskistusvastus	1	ruskistus{WB}vastus
ruskohiili	1	rusko{WB}hiili
ruskohyeena	1	rusko{WB}hyeena
ruskolevä	1	rusko{WB}levä
ruskoleväfossiili	1	ruskolevä{WB}fossiili
ruskolilja	1	rusko{WB}lilja
ruskomaa	1	rusko{WB}maa
ruskomaljakas	1	rusko{WB}maljakas
ruskomätä	1	rusko{WB}mätä
ruskosammal	1	rusko{WB}sammal
ruskosuohaukka	1	rusko{WB}suohaukka
ruskuaispussi	1	ruskuais{WB}pussi
rusohiukkanen	1	ruso{WB}hiukkanen
rusohuuli	1	ruso{WB}huuli
rusohuulinen	1	ruso{WB}huulinen
rusojuuri	1	ruso{WB}juuri
rusokoiranhammas	1	rusokoiran{WB}hammas
rusokuusama	1	ruso{WB}kuusama
rusokärpässieni	1	ruso{WB}kärpässieni
rusoposki	1	ruso{WB}poski
rusoposkikerttuli	1	rusoposki{WB}kerttuli
rusoposkinen	1	ruso{WB}poskinen
rusovuohenkuusama	1	rusovuohen{WB}kuusama
rustiikkatiili	1	rustiikka{WB}tiili
rustojäkälä	1	rusto{WB}jäkälä
rustokala	1	rusto{WB}kala
