lemma	new_para	plurale_tantum
Kuivatsaaret	N_SAARET	obligatory
Kuiviolammit	N_LAMMIT	obligatory
Kuivistonlammit	N_LAMMIT	obligatory
Kuivistonsaaret	N_SAARET	obligatory
Kuivit	N_LASIT	obligatory
Kujalankalliot	N_RAUNIOT	obligatory
Kujeriojansaajot	N_AIVOT	obligatory
Kukkaromäenniityt	N_NIITYT	obligatory
Kukkarontakot	N_LUOLIKOT	obligatory
Kukkarosaaret	N_SAARET	obligatory
Kukkaroselät	N_REIÄT	obligatory
Kukkarot	N_PIPPALOT	obligatory
Kukkarovirrat	N_KARRAT	obligatory
Kukkeistensaaret	N_SAARET	obligatory
Kukkelinsaaret	N_SAARET	obligatory
Kukkokalliot	N_RAUNIOT	obligatory
Kukkolammit	N_LAMMIT	obligatory
Kukkolansaaret	N_SAARET	obligatory
Kukkoluodot	N_PIDOT	obligatory
Kukkopuronniityt	N_NIITYT	obligatory
Kukkosaaret	N_SAARET	obligatory
Kukkovaarat	N_VARAT	obligatory
Kukkulasaaret	N_SAARET	obligatory
Kukkulat	N_MARKKINAT	obligatory
Kukkurakalliot	N_RAUNIOT	obligatory
Kukkurilammit	N_LAMMIT	obligatory
Kukkurkalliot	N_RAUNIOT	obligatory
Kukkusärkät	N_SÄRKÄT	obligatory
Kukonahonkalliot	N_RAUNIOT	obligatory
Kukonalhonpellot	N_AALLOT	obligatory
Kukonhuhdankalliot	N_RAUNIOT	obligatory
Kukonpojat	N_POJAT	obligatory
Kukonsaaret	N_SAARET	obligatory
Kukourinkarit	N_LASIT	obligatory
Kukuljärvenkalliot	N_RAUNIOT	obligatory
Kulasniemenlammit	N_LAMMIT	obligatory
Kulhankalliot	N_RAUNIOT	obligatory
Kulhankankaat	N_RENKAAT	obligatory
Kulhanlahdet	N_LAHDET	obligatory
Kulhanlammit	N_LAMMIT	obligatory
Kulhastenkarit	N_LASIT	obligatory
kuljetuskustannukset	N_SERKUKSET	obligatory
Kuljunkalliot	N_RAUNIOT	obligatory
Kuljunlammit	N_LAMMIT	obligatory
Kuljunsaaret	N_SAARET	obligatory
Kulkuslammit	N_LAMMIT	obligatory
Kulkuvuomanjärvet	N_RIPSET	obligatory
Kullaanlähteet	N_TIETEET	obligatory
Kullaharjut	N_HOUSUT	obligatory
Kullanjärvet	N_RIPSET	obligatory
Kullansaaret	N_SAARET	obligatory
Kullitunlammit	N_LAMMIT	obligatory
Kulmalamminkalliot	N_RAUNIOT	obligatory
Kulmalammit	N_LAMMIT	obligatory
Kulmaussuonpellot	N_AALLOT	obligatory
Kulmunkilammit	N_LAMMIT	obligatory
Kuloistenkalliot	N_RAUNIOT	obligatory
Kulokalliot	N_RAUNIOT	obligatory
Kulolanluolikot	N_LUOLIKOT	obligatory
Kulonneenkalliot	N_RAUNIOT	obligatory
Kulonpalaneet	N_LIITTOUTUNEET	obligatory
Kulonpalokalliot	N_RAUNIOT	obligatory
Kulonpalonkalliot	N_RAUNIOT	obligatory
Kulonpalonvuoret	N_SAARET	obligatory
Kulopalokalliot	N_RAUNIOT	obligatory
Kulopalonkalliot	N_RAUNIOT	obligatory
Kulopalonvuoret	N_SAARET	obligatory
Kulosensaaret	N_SAARET	obligatory
Kulovuorenkalliot	N_RAUNIOT	obligatory
Kulovuoret	N_SAARET	obligatory
Kulpakonniityt	N_NIITYT	obligatory
Kulperinahot	N_AIVOT	obligatory
kultafasaani	N_KANAALI	common
kultahäät	N_HÄÄT	obligatory
kultajänis	N_RÄJÄYTYS	common
Kultakalliot	N_RAUNIOT	obligatory
Kultakivet	N_SAKSET	obligatory
kultakontiaiset	N_RAPPUSET	obligatory
kultakorva	N_VOIMA	common
kultakuore	N_ASTE	common
Kultalamminsaarekkeet	N_KUULOKKEET	obligatory
kultalehtikuusi	N_RUUHI	common
kultalevä	N_HÖPÖTTÄJÄ	common
Kultamaanjärvet	N_RIPSET	obligatory
kultapanda	N_KIRJA	common
Kultasenniityt	N_NIITYT	obligatory
kultatikka	N_POLITIIKKA	common
Kultimaharjut	N_HOUSUT	obligatory
Kultisaaret	N_SAARET	obligatory
Kultosaaret	N_SAARET	obligatory
kulttuurifriikki	N_HÄKKI	common
kulttuurikilpailu	N_ASU	common
kulttuurikilpailut	N_HOUSUT	obligatory
kulu	N_ASU	common
kulunki	N_VANKI	common
Kulusharjut	N_HOUSUT	obligatory
kulutusmenot	N_AIVOT	obligatory
Kulvakkojoenlammit	N_LAMMIT	obligatory
Kulvakkopäät	N_HÄÄT	obligatory
Kumisevankalliot	N_RAUNIOT	obligatory
kummarit	N_FARMARIT	obligatory
Kummelit	N_FARMARIT	obligatory
Kummikirkonkivet	N_SAKSET	obligatory
kummituseläin	N_ELIN	common
Kummitussaaret	N_SAARET	obligatory
kummitussirkka	N_POLITIIKKA	common
Kummunkalliot	N_RAUNIOT	obligatory
Kummunkuopat	N_KUOPAT	obligatory
Kummunniityt	N_NIITYT	obligatory
Kummunpellot	N_AALLOT	obligatory
Kummut	N_KUMMUT	obligatory
Kumpelinmaat	N_ITÄMAAT	obligatory
Kumpelluodot	N_PIDOT	obligatory
kumppanukset	N_SERKUKSET	obligatory
Kumppassinkalliot	N_RAUNIOT	obligatory
Kumppoosit	N_LASIT	obligatory
Kumpuinlammit	N_LAMMIT	obligatory
Kumpukankaat	N_RENKAAT	obligatory
Kumpukiimanrämiät	N_RÄMIÄT	obligatory
Kumpukosket	N_SAKSET	obligatory
Kumpulaiskarit	N_LASIT	obligatory
Kumpumaansaaret	N_SAARET	obligatory
Kumpumäet	N_MÄET	obligatory
Kumpusaaret	N_SAARET	obligatory
Kumunsaaret	N_SAARET	obligatory
Kunhonkalliot	N_RAUNIOT	obligatory
Kuningaskivet	N_SAKSET	obligatory
kuningaskotilo	N_RUIPELO	common
kuningaspingviini	N_KEHVELI	common
Kuninkaankarinklipit	N_KLUMPIT	obligatory
Kuninkaankarit	N_LASIT	obligatory
kuninkaankäräjät	N_KÄRÄJÄT	obligatory
Kuninkaansaaret	N_SAARET	obligatory
kuninkuusravit	N_LASIT	obligatory
kunnallisvaalit	N_LASIT	obligatory
Kunnansaaret	N_SAARET	obligatory
Kunnaslamminvaarat	N_VARAT	obligatory
kunnossapitokulut	N_HOUSUT	obligatory
kunnossapitokustannukset	N_SERKUKSET	obligatory
Kunnottomankivet	N_SAKSET	obligatory
Kunnuslammit	N_LAMMIT	obligatory
Kunta-asunnot	N_OPINNOT	obligatory
Kuntakkilammit	N_LAMMIT	obligatory
Kunteuskuolpunat	N_MARKKINAT	obligatory
Kunttasuonkankaat	N_RENKAAT	obligatory
Kuoharinkarit	N_LASIT	obligatory
Kuohitussaaret	N_SAARET	obligatory
Kuohuahot	N_AIVOT	obligatory
Kuohulamminahot	N_AIVOT	obligatory
Kuohulammit	N_LAMMIT	obligatory
Kuohunkalliot	N_RAUNIOT	obligatory
Kuohunlammit	N_LAMMIT	obligatory
Kuohunsuonlammit	N_LAMMIT	obligatory
Kuohunsuot	N_SUOT	obligatory
Kuohusaaret	N_SAARET	obligatory
Kuohusuonkummut	N_KUMMUT	obligatory
Kuohusuonsaaret	N_SAARET	obligatory
Kuohusuot	N_SUOT	obligatory
Kuohusärkät	N_SÄRKÄT	obligatory
Kuohuvat	N_JUHLAT	obligatory
Kuokkalammit	N_LAMMIT	obligatory
Kuokkasaaret	N_SAARET	obligatory
Kuokkasuot	N_SUOT	obligatory
Kuoksijärvet	N_RIPSET	obligatory
Kuoksulammit	N_LAMMIT	obligatory
Kuokut	N_FARKUT	obligatory
kuolaimet	N_ATERIMET	obligatory
Kuolavaaranjärvet	N_RIPSET	obligatory
Kuolemaiset	N_RAPPUSET	obligatory
Kuolemalammit	N_LAMMIT	obligatory
Kuolemankorvenlammit	N_LAMMIT	obligatory
Kuolemankuopat	N_KUOPAT	obligatory
Kuolemansaaret	N_SAARET	obligatory
kuolinkellot	N_AIVOT	obligatory
Kuolinluodot	N_PIDOT	obligatory
Kuolionmaankalliot	N_RAUNIOT	obligatory
Kuolionmaankydöt	N_KYDÖT	obligatory
Kuoliosaaret	N_SAARET	obligatory
Kuolleetlammit	N_LAMMIT	obligatory
Kuolpunalammit	N_LAMMIT	obligatory
Kuolpunasaaret	N_SAARET	obligatory
Kuolpunat	N_MARKKINAT	obligatory
Kuolpusaaret	N_SAARET	obligatory
kuomuvaunu	N_ASU	common
Kuonansaaret	N_SAARET	obligatory
kuonovalas	N_PATSAS	common
Kuopinpellot	N_AALLOT	obligatory
Kuopion laskuvarjourheilijat	N_MARKKINAT	obligatory
Kuopionlukot	N_JOUKOT	obligatory
Kuopion Sisu-Veikot	N_JOUKOT	obligatory
Kuopion urheilusukeltajat	N_JUHLAT	obligatory
Kuoppajärventievat	N_VARAT	obligatory
Kuoppalammit	N_LAMMIT	obligatory
Kuoppalanmänniköt	N_TÖLPÄKÖT	obligatory
Kuoppasaaret	N_SAARET	obligatory
Kuoppavuoret	N_SAARET	obligatory
Kuoppelikonlammit	N_LAMMIT	obligatory
Kuopsilammit	N_LAMMIT	obligatory
kuorekala	N_KIRJA	common
Kuorelammit	N_LAMMIT	obligatory
Kuoreslaentievat	N_VARAT	obligatory
Kuorolammet	N_LAMMET	obligatory
Kuorpislammit	N_LAMMIT	obligatory
Kuortiskummut	N_KUMMUT	obligatory
Kuortisrimmet	N_LAMMET	obligatory
Kuortisrämeet	N_RÄMEET	obligatory
kuorukka	N_LUSIKKA	common
Kuorvusseljän Männikkömuristat	N_VARAT	obligatory
Kuosnuskarit	N_LASIT	obligatory
Kuotmuttijärvet	N_RIPSET	obligatory
Kuotmuttipalot	N_AIVOT	obligatory
Kuottuanluodot	N_PIDOT	obligatory
Kuovikummut	N_KUMMUT	obligatory
kupariastia	N_MAKKARA	common
Kupariojansaaret	N_SAARET	obligatory
kuparisorsa	N_VOIMA	common
Kupinkarit	N_LASIT	obligatory
Kupinsärkät	N_SÄRKÄT	obligatory
kuplahylje	N_HYLJE	common
Kupparilamminmäet	N_MÄET	obligatory
Kupperoisenlammit	N_LAMMIT	obligatory
Kuppilanvuoret	N_SAARET	obligatory
Kuppiluodot	N_PIDOT	obligatory
kurahousut	N_HOUSUT	obligatory
Kuralammit	N_LAMMIT	obligatory
Kurasaaret	N_SAARET	obligatory
Kurenkalliot	N_RAUNIOT	obligatory
Kurenkankaat	N_RENKAAT	obligatory
Kurenlammit	N_LAMMIT	obligatory
Kurenletot	N_ROITOT	obligatory
Kurenpolvet	N_SAKSET	obligatory
Kurensuonpellot	N_AALLOT	obligatory
Kurenvuoret	N_SAARET	obligatory
Kurikkalammit	N_LAMMIT	obligatory
Kurikkaluodot	N_PIDOT	obligatory
Kurikkaniityt	N_NIITYT	obligatory
Kurikkapuronlammit	N_LAMMIT	obligatory
Kurikkarämeet	N_RÄMEET	obligatory
Kurinsuunpalot	N_AIVOT	obligatory
Kurisijan ja Keijitsan kentät	N_KENTÄT	obligatory
Kurituksensaaret	N_SAARET	obligatory
Kurjalankalliot	N_RAUNIOT	obligatory
Kurjalanpellot	N_AALLOT	obligatory
Kurjenlammit	N_LAMMIT	obligatory
Kurjenluodot	N_PIDOT	obligatory
Kurjensaaret	N_SAARET	obligatory
Kurkikaarrot	N_KAARROT	obligatory
Kurkikalliot	N_RAUNIOT	obligatory
Kurkilammit	N_LAMMIT	obligatory
Kurkiluolat	N_JUHLAT	obligatory
Kurkisaaret	N_SAARET	obligatory
Kurkisuonmäet	N_MÄET	obligatory
Kurkisuonniityt	N_NIITYT	obligatory
Kurkivuoret	N_SAARET	obligatory
Kurkkioharjut	N_HOUSUT	obligatory
Kurkkiot	N_RAUNIOT	obligatory
Kurkkolammit	N_LAMMIT	obligatory
Kurkluodonsaaret	N_SAARET	obligatory
Kurkoluodot	N_PIDOT	obligatory
Kurksuonkalliot	N_RAUNIOT	obligatory
Kurkunkarrat	N_KARRAT	obligatory
Kurosensaaret	N_SAARET	obligatory
Kurpanmäet	N_MÄET	obligatory
Kursulanlammit	N_LAMMIT	obligatory
Kursunsaaret	N_SAARET	obligatory
Kurtinsaaret	N_SAARET	obligatory
Kurttareiänpalot	N_AIVOT	obligatory
Kurttionkummut	N_KUMMUT	obligatory
Kurujärvenpellot	N_AALLOT	obligatory
Kurukalliot	N_RAUNIOT	obligatory
Kurulammit	N_LAMMIT	obligatory
kuru	N_ASU	common
Kurunkalliot	N_RAUNIOT	obligatory
Kurunlammit	N_LAMMIT	obligatory
Kurunperänkalliot	N_RAUNIOT	obligatory
Kurvaset	N_RAPPUSET	obligatory
Kurvisensaaret	N_SAARET	obligatory
Kusiaiset	N_RAPPUSET	obligatory
Kusiaislammit	N_LAMMIT	obligatory
Kusiaisluodot	N_PIDOT	obligatory
Kusiaissaarekkeet	N_KUULOKKEET	obligatory
Kusiaissaaret	N_SAARET	obligatory
Kusikarit	N_LASIT	obligatory
Kusilammit	N_LAMMIT	obligatory
Kusinevansaaret	N_SAARET	obligatory
Kusiojanharjut	N_HOUSUT	obligatory
Kuskalliot	N_RAUNIOT	obligatory
Kutanluodot	N_PIDOT	obligatory
kuteet	N_SUHTEET	obligatory
Kutionniityt	N_NIITYT	obligatory
kutrit	N_LASIT	obligatory
Kutsinkuopat	N_KUOPAT	obligatory
kutsu	N_ASU	common
Kutturapäät	N_HÄÄT	obligatory
Kuttusvaarat	N_VARAT	obligatory
Kutujärventievat	N_VARAT	obligatory
Kutunivat	N_VARAT	obligatory
Kutusaaret	N_SAARET	obligatory
Kutustajanharjut	N_HOUSUT	obligatory
kuukasvot	N_AIVOT	obligatory
kuukehrääjä	N_HÖPÖTTÄJÄ	common
Kuukerinkummut	N_KUMMUT	obligatory
Kuukkelluodot	N_PIDOT	obligatory
Kuulakivikot	N_LUOLIKOT	obligatory
Kuulamakarvot	N_AIVOT	obligatory
kuuliaiset	N_RAPPUSET	obligatory
kuulumiset	N_RAPPUSET	obligatory
Kuuluodot	N_PIDOT	obligatory
Kuunjoenniityt	N_NIITYT	obligatory
Kuurinakalliot	N_RAUNIOT	obligatory
Kuurnajärvenrämeet	N_RÄMEET	obligatory
Kuurnakankaat	N_RENKAAT	obligatory
Kuurnalammit	N_LAMMIT	obligatory
kuuroleguaani	N_RUUVI	common
Kuuronkalliot	N_RAUNIOT	obligatory
Kuurosaaret	N_SAARET	obligatory
kuusamakasvi	N_RUUVI	common
Kuusamon Erä-Veikot	N_JOUKOT	obligatory
Kuusamon Pallo-Karhut	N_HOUSUT	obligatory
Kuusanjoenkummut	N_KUMMUT	obligatory
Kuusenojaharjut	N_HOUSUT	obligatory
Kuusenojamaat	N_ITÄMAAT	obligatory
Kuusijänkänsaajot	N_AIVOT	obligatory
Kuusikalliot	N_RAUNIOT	obligatory
Kuusikivensaaret	N_SAARET	obligatory
Kuusikkokummut	N_KUMMUT	obligatory
Kuusikkomäet	N_MÄET	obligatory
Kuusikkorompaat	N_ROMPAAT	obligatory
Kuusikkosaaret	N_SAARET	obligatory
Kuusilammit	N_LAMMIT	obligatory
Kuusimäenkummut	N_KUMMUT	obligatory
Kuusimäenlammit	N_LAMMIT	obligatory
Kuusiniemet	N_TOIMET	obligatory
Kuusinivat	N_VARAT	obligatory
Kuusi-Peuran kurut	N_HOUSUT	obligatory
Kuusisaajot	N_AIVOT	obligatory
Kuusisaaret	N_SAARET	obligatory
Kuusiseljänojat	N_JUHLAT	obligatory
Kuusisenkarit	N_LASIT	obligatory
Kuusistonkalliot	N_RAUNIOT	obligatory
Kuusiston linnanrauniot	N_RAUNIOT	obligatory
Kuusistonniitut	N_NIITUT	obligatory
Kuusistonpellot	N_AALLOT	obligatory
Kuusistonsaaret	N_SAARET	obligatory
Kuusivaarannivat	N_VARAT	obligatory
Kuuskalojärvet	N_RIPSET	obligatory
Kuusmonpellot	N_AALLOT	obligatory
Kuusniemet	N_TOIMET	obligatory
Kuussaaret	N_SAARET	obligatory
Kuutamoharjunlammit	N_LAMMIT	obligatory
Kuutinlammit	N_LAMMIT	obligatory
kuutonen	N_AAKKOSTAMINEN	common
Kuutsokanharjut	N_HOUSUT	obligatory
Kuuttilammit	N_LAMMIT	obligatory
Kuuttolammet	N_LAMMET	obligatory
Kuutuskurunlammit	N_LAMMIT	obligatory
Kuutuspalot	N_AIVOT	obligatory
Kuvaanluodot	N_PIDOT	obligatory
Kuvajalehdot	N_PIDOT	obligatory
Kuvajasuot	N_SUOT	obligatory
Kuvakalliot	N_RAUNIOT	obligatory
KuvaSeppälä-yhtiöt	N_YHTIÖT	obligatory
Kuvatuskummut	N_KUMMUT	obligatory
Kuvejärvenkummut	N_KUMMUT	obligatory
Kuvelamminniityt	N_NIITYT	obligatory
Kuvelamminsuot	N_SUOT	obligatory
Kuvelammit	N_LAMMIT	obligatory
Kuvesaaret	N_SAARET	obligatory
Kuvesuot	N_SUOT	obligatory
Kuvittajat	N_JUHLAT	obligatory
Kuvourinkarit	N_LASIT	obligatory
kvalifikaatio	N_TUOMIO	common
Kydönahonsaaret	N_SAARET	obligatory
Kydönkalliot	N_RAUNIOT	obligatory
Kydönkankaat	N_RENKAAT	obligatory
Kydönniitut	N_NIITUT	obligatory
Kydönpellot	N_AALLOT	obligatory
Kykladit	N_LASIT	obligatory
Kykämät	N_KÄRÄJÄT	obligatory
Kylkeiset	N_VIHKIÄISET	obligatory
Kylkiäiset	N_VIHKIÄISET	obligatory
Kylmäkalliot	N_RAUNIOT	obligatory
Kylmälammit	N_LAMMIT	obligatory
Kylmänkallionriutat	N_RIUTAT	obligatory
Kylmänkorvenniityt	N_NIITYT	obligatory
Kylmänkorvensaaret	N_SAARET	obligatory
Kylmänlahdenkalliot	N_RAUNIOT	obligatory
Kylmänpuronniityt	N_NIITYT	obligatory
Kylmänrannanluodot	N_PIDOT	obligatory
Kylmänrapakonsaaret	N_SAARET	obligatory
Kylmänsuonharjut	N_HOUSUT	obligatory
Kylmänsärkät	N_SÄRKÄT	obligatory
kylmänvihat	N_VARAT	obligatory
Kylmätlammit	N_LAMMIT	obligatory
Kylmätlähteet	N_TIETEET	obligatory
Kylmätmäet	N_MÄET	obligatory
Kylmätsaajot	N_AIVOT	obligatory
Kylmätsaaret	N_SAARET	obligatory
Kylmätvuoret	N_SAARET	obligatory
Kyläjärvenpalot	N_AIVOT	obligatory
Kylä-Kotkaimet	N_ATERIMET	obligatory
Kylälammit	N_LAMMIT	obligatory
Kylänkarrat	N_KARRAT	obligatory
Kyläntaustanjärvet	N_RIPSET	obligatory
Kylänvuomansaariot	N_RAUNIOT	obligatory
Kyläsaaret	N_SAARET	obligatory
Kyläsavut	N_RAVUT	obligatory
Kymen yrittäjät	N_KÄRÄJÄT	obligatory
Kyminkalliot	N_RAUNIOT	obligatory
Kyminkankaat	N_RENKAAT	obligatory
Kymin Koskenpojat	N_JUHLAT	obligatory
Kymin Suunnistajat	N_JUHLAT	obligatory
Kymmenvuotiset	N_RAPPUSET	obligatory
kymmenys	N_RÄJÄYTYS	common
Kynkäänsaaret	N_SAARET	obligatory
Kynnyskalliot	N_RAUNIOT	obligatory
kynnysvalot	N_AIVOT	obligatory
kynodontit	N_KASTANJETIT	obligatory
kynsiapina	N_MAKKARA	common
Kynsileikkaamapäät	N_HÄÄT	obligatory
kynsisakset	N_SAKSET	obligatory
kynttiläsakset	N_SAKSET	obligatory
Kynäkosket	N_SAKSET	obligatory
Kynäluodot	N_PIDOT	obligatory
Kypäräistensaarekkeet	N_KUULOKKEET	obligatory
Kypärälamminvuoret	N_SAARET	obligatory
Kypäräsaaret	N_SAARET	obligatory
Kypärävaarat	N_VARAT	obligatory
Kyrvöntievat	N_VARAT	obligatory
Kyrönkalliot	N_RAUNIOT	obligatory
Kyrönkosket	N_SAKSET	obligatory
Kyrönniitut	N_NIITUT	obligatory
kyssäkurki	N_ARKI	common
Kytänahonniityt	N_NIITYT	obligatory
Kytöharjut	N_HOUSUT	obligatory
Kytöinniitut	N_NIITUT	obligatory
Kytöinsuot	N_SUOT	obligatory
Kytökalliot	N_RAUNIOT	obligatory
Kytölammit	N_LAMMIT	obligatory
Kytölehdonkalliot	N_RAUNIOT	obligatory
Kytöminluodot	N_PIDOT	obligatory
Kytöniitut	N_NIITUT	obligatory
Kytösaaret	N_SAARET	obligatory
Kytösenpellot	N_AALLOT	obligatory
Kytösensaaret	N_SAARET	obligatory
kyyhkylintu	N_LINTU	common
Kyyhkysuot	N_SUOT	obligatory
Kyykönkalliot	N_RAUNIOT	obligatory
kyynärlaskimot	N_PIPPALOT	obligatory
Kyyrönsärkät	N_SÄRKÄT	obligatory
Kyytsuonkalliot	N_RAUNIOT	obligatory
Kyyäsenkalliot	N_RAUNIOT	obligatory
käenkaalikasvi	N_RUUVI	common
Kähimösaaret	N_SAARET	obligatory
Kähkijärvensaaret	N_SAARET	obligatory
Kähkölänsaaret	N_SAARET	obligatory
Kähtävänojanniitut	N_NIITUT	obligatory
Käkikalliot	N_RAUNIOT	obligatory
Käkilammit	N_LAMMIT	obligatory
käkilintu	N_LINTU	common
Käkisalmenkankaat	N_RENKAAT	obligatory
Käkisenlammit	N_LAMMIT	obligatory
Käkkyräsaaret	N_SAARET	obligatory
Käköjärvet	N_RIPSET	obligatory
Kälkäjärvet	N_RIPSET	obligatory
kälykset	N_YSTÄVYKSET	obligatory
Kämpinsaaret	N_SAARET	obligatory
Kämppäkalliot	N_RAUNIOT	obligatory
Kämppälammet	N_LAMMET	obligatory
Kämppälammit	N_LAMMIT	obligatory
Kämäränkalliot	N_RAUNIOT	obligatory
Känkkälammit	N_LAMMIT	obligatory
Känsälamminmaat	N_ITÄMAAT	obligatory
Känsälammit	N_LAMMIT	obligatory
Känsänivat	N_VARAT	obligatory
Känsäsaaret	N_SAARET	obligatory
känttykahvit	N_LASIT	obligatory
Käpsänkalliot	N_RAUNIOT	obligatory
Käpyhakkaransalot	N_AIVOT	obligatory
Käpylinkankaat	N_RENKAAT	obligatory
Käpyluodot	N_PIDOT	obligatory
käpypalmukasvi	N_RUUVI	common
käpäläsaniaiskasvi	N_RUUVI	common
Kärenkankaat	N_RENKAAT	obligatory
Kärenmaankoput	N_HOUSUT	obligatory
Käreslammit	N_LAMMIT	obligatory
Kärjenlammit	N_LAMMIT	obligatory
Kärkisaaret	N_SAARET	obligatory
Kärkänkummut	N_KUMMUT	obligatory
Kärmehaudankalliot	N_RAUNIOT	obligatory
Kärmekalliot	N_RAUNIOT	obligatory
Kärmeklumpit	N_KLUMPIT	obligatory
Kärmeluolankalliot	N_RAUNIOT	obligatory
Kärmesaaret	N_SAARET	obligatory
Kärmeskalliot	N_RAUNIOT	obligatory
Kärmevuoret	N_SAARET	obligatory
Kärnämäet	N_MÄET	obligatory
Kärnännevanniityt	N_NIITYT	obligatory
Kärppäjärvet	N_RIPSET	obligatory
Kärppäkalliot	N_RAUNIOT	obligatory
Kärppäkosket	N_SAKSET	obligatory
Kärppänevansaaret	N_SAARET	obligatory
Kärppäniitut	N_NIITUT	obligatory
Kärppäpäät	N_HÄÄT	obligatory
Kärppäsaaret	N_SAARET	obligatory
Kärpänkalliot	N_RAUNIOT	obligatory
Kärpänkivet	N_RIPSET	obligatory
Kärriluodot	N_PIDOT	obligatory
Kärrinkalliot	N_RAUNIOT	obligatory
Kärrinmäet	N_MÄET	obligatory
kärri	N_TYYLI	common
Kärrykaarat	N_VARAT	obligatory
Kärrykallionkydöt	N_KYDÖT	obligatory
kärry	N_KÄRRY	common
Kärrynsaaret	N_SAARET	obligatory
kärsimyskukkakasvi	N_RUUVI	common
Kärsäkalliot	N_RAUNIOT	obligatory
kärsäkorento	N_TUNTO	common
Kärsälammit	N_LAMMIT	obligatory
Kärsänkalliot	N_RAUNIOT	obligatory
kärsäskunkki	N_LOKKI	common
Kärväslammit	N_LAMMIT	obligatory
Kärväsniemenlammit	N_LAMMIT	obligatory
Kärvästenkalliot	N_RAUNIOT	obligatory
Kärväsvaaransiliät	N_RÄMIÄT	obligatory
Käräjäkalliot	N_RAUNIOT	obligatory
Käräjäkivet	N_RIPSET	obligatory
Käräjäsaaret	N_SAARET	obligatory
käräjät	N_KÄRÄJÄT	obligatory
Kärääsaaret	N_SAARET	obligatory
käsientaputus	N_VAKUUTUS	common
Käsikivenkalliot	N_RAUNIOT	obligatory
käsikärryt	N_PÖKSYT	obligatory
käsine	N_PISTE	common
käsirattaat	N_RATTAAT	obligatory
käsiraudat	N_RAUDAT	obligatory
käsitavara	N_MAKKARA	common
käsityömarkkinat	N_MARKKINAT	obligatory
käsityömessut	N_HOUSUT	obligatory
Kässälänkalliot	N_RAUNIOT	obligatory
käteismarkkinat	N_MARKKINAT	obligatory
käteisvarat	N_VARAT	obligatory
Kätkytsaaret	N_SAARET	obligatory
Käymäkalliot	N_RAUNIOT	obligatory
Käyränivantievat	N_VARAT	obligatory
Käyränkoivunvuoret	N_SAARET	obligatory
Käyränokkasaaret	N_SAARET	obligatory
Käyräsaaret	N_SAARET	obligatory
käyttökulku	N_ALKU	common
käyttökustannukset	N_SERKUKSET	obligatory
käyttöraha	N_KIRJA	common
käyttövarat	N_VARAT	obligatory
käytännesääntö	N_KÄÄNTÖ	common
käytössääntö	N_KÄÄNTÖ	common
käädyt	N_KÄÄDYT	obligatory
Kääkkiönluodot	N_PIDOT	obligatory
Kääminsaaret	N_SAARET	obligatory
Käännöksenjängät	N_KENGÄT	obligatory
kääpiökaskas	N_PATSAS	common
kääpiökirva	N_KIRJA	common
kääpiökoi	N_HAI	common
kääpiömarmosetit	N_KASTANJETIT	obligatory
kääpiövesikauris	N_RUUMIS	common
Kääppäänkarit	N_LASIT	obligatory
Kääriönkalliot	N_RAUNIOT	obligatory
käärmeenkielikasvi	N_RUUVI	common
käärmeenpistonyrttikasvi	N_RUUVI	common
käärmeenpistoyrttikasvi	N_RUUVI	common
Käärmeharjut	N_HOUSUT	obligatory
Käärmekalliot	N_RAUNIOT	obligatory
Käärmekarit	N_LASIT	obligatory
käärmekorento	N_TUNTO	common
käärmekotka	N_VOIMA	common
käärmekurki	N_ARKI	common
Käärmelamminvittikot	N_LUOLIKOT	obligatory
Käärmelammit	N_LAMMIT	obligatory
Käärmeluodot	N_PIDOT	obligatory
Käärmeniemenkalliot	N_RAUNIOT	obligatory
Käärmesaaret	N_SAARET	obligatory
Käärmevuoret	N_SAARET	obligatory
kääsit	N_LIIVIT	obligatory
kääty	N_VETY	common
Köhkörönvuoret	N_SAARET	obligatory
Kökkyräkivet	N_RIPSET	obligatory
Kölkänsärkät	N_SÄRKÄT	obligatory
Költinsaaret	N_SAARET	obligatory
Köminpellot	N_AALLOT	obligatory
Könkäsenjärämät	N_KÄRÄJÄT	obligatory
Könkäännenät	N_KÄRÄJÄT	obligatory
Könkäännivat	N_VARAT	obligatory
Könkäänojankummut	N_KUMMUT	obligatory
Könkäänvaarat	N_VARAT	obligatory
Könninsaaret	N_SAARET	obligatory
Köntinniityt	N_NIITYT	obligatory
Köpinlammit	N_LAMMIT	obligatory
Köplörinsaaret	N_SAARET	obligatory
Köpönniemet	N_NIEMET	obligatory
Köpösenrämeet	N_RÄMEET	obligatory
Köröttäjälammit	N_LAMMIT	obligatory
kössimaila	N_KIRJA	common
Köykenelammit	N_LAMMIT	obligatory
Köylinkalliot	N_RAUNIOT	obligatory
Köyliön Lallit	N_LASIT	obligatory
Köysilammit	N_LAMMIT	obligatory
köysiportaat	N_PORTAAT	obligatory
köysitikapuut	N_PUUT	obligatory
köysitikkaat	N_TIKKAAT	obligatory
Kööpelinkalliot	N_RAUNIOT	obligatory
Laahtosaaret	N_SAARET	obligatory
Laajalanniitut	N_NIITUT	obligatory
Laajansaaret	N_SAARET	obligatory
Laajaselkäjärvet	N_RIPSET	obligatory
Laajatkarit	N_LASIT	obligatory
Laakakalliot	N_RAUNIOT	obligatory
