lemma	new_para	plurale_tantum
Lännenkivet	N_RIPSET	obligatory
Lännenluhdat	N_LUHDAT	obligatory
lännensuhteet	N_SUHTEET	obligatory
Lännen Tehtaat	N_TEHTAAT	obligatory
länsiliittoutuneet	N_LIITTOUTUNEET	obligatory
Länsilinjat	N_VARAT	obligatory
Länsiluodot	N_PIDOT	obligatory
Länsipellot	N_AALLOT	obligatory
Länsiriutat	N_RIUTAT	obligatory
Länsisaarenmatalat	N_KIHARAT	obligatory
länsisuhteet	N_SUHTEET	obligatory
Länsi-Uudenmaan Urheilijat	N_MARKKINAT	obligatory
länsivallat	N_VALLAT	obligatory
Länskalliot	N_RAUNIOT	obligatory
Läntänniitut	N_NIITUT	obligatory
Länälammit	N_LAMMIT	obligatory
Läpijuostavat	N_JUHLAT	obligatory
Läpikivensaaret	N_SAARET	obligatory
Läpikäytävänluodot	N_PIDOT	obligatory
Läpikäytävänsaaret	N_SAARET	obligatory
Läpikäytävät	N_KÄRÄJÄT	obligatory
Läpisaaret	N_SAARET	obligatory
Läpisyöstönsaaret	N_SAARET	obligatory
Läpiänkärjensaaret	N_SAARET	obligatory
Läskilammet	N_LAMMET	obligatory
Lätinsaaret	N_SAARET	obligatory
Lätkänkalliot	N_RAUNIOT	obligatory
Lätäkönportaat	N_PORTAAT	obligatory
lääkekulut	N_HOUSUT	obligatory
lääkekustannukset	N_SERKUKSET	obligatory
lääkintäjoukot	N_JOUKOT	obligatory
lääkärikulu	N_ASU	common
Lääninkalliot	N_RAUNIOT	obligatory
Lääväsaaret	N_SAARET	obligatory
Löksänniityt	N_NIITYT	obligatory
Lörttikivet	N_RIPSET	obligatory
Lössänlammit	N_LAMMIT	obligatory
Lössänniityt	N_NIITYT	obligatory
Löteikkölammit	N_LAMMIT	obligatory
Lötinlammit	N_LAMMIT	obligatory
Löyhynlammit	N_LAMMIT	obligatory
Löysäkinkummut	N_KUMMUT	obligatory
Löytynkalliot	N_RAUNIOT	obligatory
Löytynsuot	N_SUOT	obligatory
Löytöaavanlammit	N_LAMMIT	obligatory
Löytöjänkänsaajot	N_AIVOT	obligatory
Löytölammit	N_LAMMIT	obligatory
Löytöluomansaaret	N_SAARET	obligatory
Löytönevat	N_VARAT	obligatory
Löytöpuronkankaat	N_RENKAAT	obligatory
Löytörämeet	N_RÄMEET	obligatory
Löytösaaret	N_SAARET	obligatory
Löytösensärkät	N_SÄRKÄT	obligatory
Löytösuot	N_SUOT	obligatory
maahanlaskujoukot	N_JOUKOT	obligatory
maahanpaniaiset	N_RAPPUSET	obligatory
maailmanmarkkinat	N_MARKKINAT	obligatory
maajoukot	N_JOUKOT	obligatory
maakilpikonna	N_VOIMA	common
maakolloidit	N_LASIT	obligatory
maakuntakäräjät	N_KÄRÄJÄT	obligatory
maakuntapäivät	N_KÄRÄJÄT	obligatory
maakäräjät	N_KÄRÄJÄT	obligatory
maalaisolot	N_AIVOT	obligatory
Maalatkarit	N_LASIT	obligatory
Maaliskuulaiset	N_RAPPUSET	obligatory
maalisvaalit	N_LASIT	obligatory
Maamasuonniitut	N_NIITUT	obligatory
Maaninkasaaret	N_SAARET	obligatory
Maankaulamaat	N_ITÄMAAT	obligatory
Maannenänniityt	N_NIITYT	obligatory
Maannokkalammit	N_LAMMIT	obligatory
Maanpäänkalliot	N_RAUNIOT	obligatory
Maanrakennus Katupojat	N_JUHLAT	obligatory
Maanselänkalliot	N_RAUNIOT	obligatory
Maantiejärvet	N_RIPSET	obligatory
Maantiekalliot	N_RAUNIOT	obligatory
Maantiekummut	N_KUMMUT	obligatory
Maantielammit	N_LAMMIT	obligatory
Maantieteen Opiskelijat	N_MARKKINAT	obligatory
Maan ystävät	N_KÄRÄJÄT	obligatory
Maan Ystävät	N_KÄRÄJÄT	obligatory
maaorava	N_VOIMA	common
maapäivät	N_KÄRÄJÄT	obligatory
maapäivävaalit	N_LASIT	obligatory
Maapäänputit	N_KASTANJETIT	obligatory
Maarestatunturit	N_FARMARIT	obligatory
Maariansärkät	N_SÄRKÄT	obligatory
Maariinsaaret	N_SAARET	obligatory
Maarinpellot	N_AALLOT	obligatory
Maarniitut	N_NIITUT	obligatory
Maaseljät	N_SELJÄT	obligatory
Maasiltatievat	N_VARAT	obligatory
Maaterharjut	N_HOUSUT	obligatory
maatilamarkkinat	N_MARKKINAT	obligatory
Maattojärvet	N_RIPSET	obligatory
maavoimat	N_JUHLAT	obligatory
Madejärvet	N_RIPSET	obligatory
Madelammenkankaat	N_RENKAAT	obligatory
Madelammet	N_LAMMET	obligatory
Madesaaret	N_SAARET	obligatory
Mahanmatalat	N_KIHARAT	obligatory
Mahikinahot	N_AIVOT	obligatory
Mahikinlammit	N_LAMMIT	obligatory
Mahlajalukot	N_JOUKOT	obligatory
mahlakärpänen	N_KYLKIÄINEN	common
Mahlamäensaaret	N_SAARET	obligatory
mahlatikka	N_POLITIIKKA	common
Mahlatinsalmet	N_SAKSET	obligatory
maihinnousuportaat	N_PORTAAT	obligatory
Maijankalliot	N_RAUNIOT	obligatory
Maijankivet	N_SAKSET	obligatory
Maijastensaaret	N_SAARET	obligatory
Maikonsaaret	N_SAARET	obligatory
Mailinsaaret	N_SAARET	obligatory
Maimalammit	N_LAMMIT	obligatory
mainat	N_VARAT	obligatory
Mainionkankaat	N_RENKAAT	obligatory
Maisalankalliot	N_RAUNIOT	obligatory
maissiryyni	N_TYYLI	common
maistajaiset	N_RAPPUSET	obligatory
Maisterinnenät	N_KÄRÄJÄT	obligatory
maistiaiset	N_RAPPUSET	obligatory
Maitokorvenmäet	N_MÄET	obligatory
Maitotievat	N_VARAT	obligatory
maitovalas	N_PATSAS	common
maitovaunu	N_ASU	common
Maivuorenpellot	N_AALLOT	obligatory
Majakalliot	N_RAUNIOT	obligatory
Majakankaat	N_RENKAAT	obligatory
Majakkaluodot	N_PIDOT	obligatory
Majalammit	N_LAMMIT	obligatory
Majamäet	N_MÄET	obligatory
Majaniemet	N_TOIMET	obligatory
Majankalliot	N_RAUNIOT	obligatory
Majankeitaat	N_TEHTAAT	obligatory
Majasaaret	N_SAARET	obligatory
Majasärkät	N_SÄRKÄT	obligatory
Majavaharjut	N_HOUSUT	obligatory
Majavakankaat	N_RENKAAT	obligatory
Majavakosket	N_SAKSET	obligatory
Majavalamminjängät	N_KENGÄT	obligatory
Majavalammit	N_LAMMIT	obligatory
Majavasokat	N_SUKAT	obligatory
Majavasuot	N_SUOT	obligatory
Majavuoret	N_SAARET	obligatory
Majoanniityt	N_NIITYT	obligatory
Majonsaaret	N_SAARET	obligatory
Majurinrinteet	N_SALONTEET	obligatory
makaroni	N_RUUVI	common
Makauslantot	N_ROITOT	obligatory
Makaussaaret	N_SAARET	obligatory
Makkara-ahot	N_AIVOT	obligatory
Makkara-arot	N_AIVOT	obligatory
Makkarakaarat	N_VARAT	obligatory
Makkarakarit	N_LASIT	obligatory
Makkarakierteet	N_MURTEET	obligatory
Makkarakosket	N_SAKSET	obligatory
Makkarakummut	N_KUMMUT	obligatory
Makkaralammit	N_LAMMIT	obligatory
Makkaraniityt	N_NIITYT	obligatory
Makkarasaaret	N_SAARET	obligatory
Makkaratievat	N_VARAT	obligatory
makrillikala	N_KIRJA	common
Maksanniityt	N_NIITYT	obligatory
maksaruohokasvi	N_RUUVI	common
Maksaselät	N_REIÄT	obligatory
maksettavat	N_JUHLAT	obligatory
Makutsaaret	N_SAARET	obligatory
Makuusaaret	N_SAARET	obligatory
Malediivit	N_LASIT	obligatory
Malistenloilot	N_AIVOT	obligatory
Malja-aavanlammit	N_LAMMIT	obligatory
Malja-ahonkankaat	N_RENKAAT	obligatory
Maljakankaat	N_RENKAAT	obligatory
Maljakivet	N_SAKSET	obligatory
maljakotilo	N_RUIPELO	common
Maljasensaaret	N_SAARET	obligatory
Maljunkarit	N_LASIT	obligatory
Malkosaaret	N_SAARET	obligatory
Mallalammit	N_LAMMIT	obligatory
Mallaskivet	N_SAKSET	obligatory
Mallatsaaret	N_SAARET	obligatory
Malmiluodot	N_PIDOT	obligatory
malmivarat	N_VARAT	obligatory
Malosenmäet	N_MÄET	obligatory
Malosensuot	N_SUOT	obligatory
Malosenvuoret	N_SAARET	obligatory
maltaat	N_MALTAAT	obligatory
Maltionmuruskat	N_JUHLAT	obligatory
malvamaiset	N_RAPPUSET	obligatory
Malvinassaaret	N_SAARET	obligatory
Malvionsaaret	N_SAARET	obligatory
malviot	N_RAUNIOT	obligatory
mamot	N_AIVOT	obligatory
Manklinkankaat	N_RENKAAT	obligatory
Mannintörmänsarat	N_PAIKAT	obligatory
Manniselät	N_REIÄT	obligatory
Manniset	N_RAPPUSET	obligatory
Manosaaret	N_SAARET	obligatory
Mansikkakalliot	N_RAUNIOT	obligatory
Mansikkakarit	N_LASIT	obligatory
Mansikkasaaret	N_SAARET	obligatory
Mantelkalliot	N_RAUNIOT	obligatory
mantisravut	N_RAVUT	obligatory
Mantokaltiot	N_RAUNIOT	obligatory
Manunkydöt	N_KYDÖT	obligatory
Manusluodot	N_PIDOT	obligatory
manzanitat	N_RIUTAT	obligatory
Marakorvet	N_KORVET	obligatory
maratit	N_KASTANJETIT	obligatory
Marikanlammit	N_LAMMIT	obligatory
Marinniityt	N_NIITYT	obligatory
Maristonpakat	N_PAIKAT	obligatory
Marjajärvet	N_RIPSET	obligatory
marjakuusikasvi	N_RUUVI	common
Marjaluodot	N_PIDOT	obligatory
Marjamäenkalliot	N_RAUNIOT	obligatory
Marjamäenniitut	N_NIITUT	obligatory
Marjanorot	N_AIVOT	obligatory
Marjarovat	N_JUHLAT	obligatory
Marjasaarenpellot	N_AALLOT	obligatory
Marjasaaret	N_SAARET	obligatory
Marjasuonkalliot	N_RAUNIOT	obligatory
Marjavaaranharjut	N_HOUSUT	obligatory
Marjosaaret	N_SAARET	obligatory
Marjostensaaret	N_SAARET	obligatory
Marjosärkät	N_SÄRKÄT	obligatory
Marketanpellot	N_AALLOT	obligatory
Markkasensaaret	N_SAARET	obligatory
Markkinakummut	N_KUMMUT	obligatory
markkina	N_MAKKARA	common
markkinat	N_MARKKINAT	obligatory
markkinavoimat	N_JUHLAT	obligatory
Markkosaaret	N_SAARET	obligatory
Markkulanniitut	N_NIITUT	obligatory
Markovuoret	N_SAARET	obligatory
Markunkylät	N_KÄRÄJÄT	obligatory
marmosetit	N_KASTANJETIT	obligatory
Marshallinsaaret	N_SAARET	obligatory
marskiheinä	N_HÖPÖTTÄJÄ	common
Marskinkarit	N_LASIT	obligatory
Marssimalammit	N_LAMMIT	obligatory
Marstavinpellot	N_AALLOT	obligatory
Martinkalliot	N_RAUNIOT	obligatory
Martinkankaat	N_RENKAAT	obligatory
Martinkarit	N_LASIT	obligatory
Martinkorvenniityt	N_NIITYT	obligatory
Martin Kotajärvet	N_RIPSET	obligatory
Martinlaassat	N_VARAT	obligatory
Martinnevat	N_VARAT	obligatory
Martinniityt	N_NIITYT	obligatory
Martinsaaret	N_SAARET	obligatory
Marttilot	N_PIPPALOT	obligatory
marunakana	N_KIRJA	common
Maskaseljän Soklomat	N_JUHLAT	obligatory
Massisaaret	N_SAARET	obligatory
Mastolamminkummut	N_KUMMUT	obligatory
Mastonkalliot	N_RAUNIOT	obligatory
Matalajärvenkankaat	N_RENKAAT	obligatory
Matalanvaaranlammit	N_LAMMIT	obligatory
Matalatkarit	N_LASIT	obligatory
Matalatlammit	N_LAMMIT	obligatory
Matalat	N_KIHARAT	obligatory
Matalatsaaret	N_SAARET	obligatory
Matara-ahonlammit	N_LAMMIT	obligatory
matarakasvi	N_RUUVI	common
Matarasaaret	N_SAARET	obligatory
Matelit	N_FARMARIT	obligatory
materiaalitoiminnot	N_OPINNOT	obligatory
Matheikinlammet	N_LAMMET	obligatory
Matikanniemenniityt	N_NIITYT	obligatory
Matilanahonkankaat	N_RENKAAT	obligatory
Matinahonkalliot	N_RAUNIOT	obligatory
Matinahonkankaat	N_RENKAAT	obligatory
Matinkarinniitut	N_NIITUT	obligatory
Matinkivet	N_SAKSET	obligatory
Matinkorvet	N_KORVET	obligatory
Matinluodot	N_PIDOT	obligatory
Matinmäet	N_MÄET	obligatory
Matinpäät	N_HÄÄT	obligatory
Matinsaajot	N_AIVOT	obligatory
Matinsaaret	N_SAARET	obligatory
Matinsuonsaaret	N_SAARET	obligatory
Matinsuot	N_SUOT	obligatory
Matka-aavan lammit	N_LAMMIT	obligatory
Matka-ahot	N_AIVOT	obligatory
Matkaharjut	N_HOUSUT	obligatory
Matkailu- ja Ravintolapalvelut	N_NEUVOTTELUT	obligatory
matkailutulot	N_AIVOT	obligatory
Matkakankaat	N_RENKAAT	obligatory
Matkalammit	N_LAMMIT	obligatory
Matkanevankalliot	N_RAUNIOT	obligatory
Matkapojat	N_JUHLAT	obligatory
Matkarämeet	N_RÄMEET	obligatory
Matkaselänlammit	N_LAMMIT	obligatory
Matkasuonkaistot	N_AIVOT	obligatory
Matkasuonsaarekkeet	N_KUULOKKEET	obligatory
Matkonniityt	N_NIITYT	obligatory
Matkuslammit	N_LAMMIT	obligatory
Matkusnevankaarat	N_VARAT	obligatory
Matkussaaret	N_SAARET	obligatory
Matlammit	N_LAMMIT	obligatory
Matokallionjänkät	N_SÄRKÄT	obligatory
Matokalliot	N_RAUNIOT	obligatory
Matokarit	N_LASIT	obligatory
Matolammit	N_LAMMIT	obligatory
matolisko	N_TALO	common
Matomutkat	N_JUHLAT	obligatory
Matonevansaaret	N_SAARET	obligatory
Matonevantauskankaat	N_RENKAAT	obligatory
Matosaaret	N_SAARET	obligatory
Matoset	N_RAPPUSET	obligatory
Matosuonlammit	N_LAMMIT	obligatory
Matosärkät	N_SÄRKÄT	obligatory
Matotievat	N_VARAT	obligatory
matoäyriäinen	N_KYLKIÄINEN	common
Matrokanharjuntyvet	N_RIPSET	obligatory
Mattienahot	N_AIVOT	obligatory
Mattilankalliot	N_RAUNIOT	obligatory
Mattilanniitut	N_NIITUT	obligatory
Mattilansaaret	N_SAARET	obligatory
mattokangaspuut	N_PUUT	obligatory
Maunuksenkalliot	N_RAUNIOT	obligatory
Maunuksienniityt	N_NIITYT	obligatory
Maununsaaret	N_SAARET	obligatory
Maurunkalliot	N_RAUNIOT	obligatory
Mehtosenniityt	N_NIITYT	obligatory
Mehtostenniitut	N_NIITUT	obligatory
Mehtälänniityt	N_NIITYT	obligatory
Meijerialan Ammattilaiset	N_RAPPUSET	obligatory
meikkilasit	N_LASIT	obligatory
Meiningit	N_SYÖMINGIT	obligatory
Meisvuorenpellot	N_AALLOT	obligatory
Mekkokalliot	N_RAUNIOT	obligatory
melissat	N_VARAT	obligatory
Melkkaanpellot	N_AALLOT	obligatory
Melkkosinmäet	N_MÄET	obligatory
Mellalantot	N_ROITOT	obligatory
Mellasaajot	N_AIVOT	obligatory
Meltoonkalliot	N_RAUNIOT	obligatory
meluolosuhteet	N_SUHTEET	obligatory
menekkivaikeudet	N_OIKEUDET	obligatory
menkat	N_PAIKAT	obligatory
menkut	N_FARKUT	obligatory
meno	N_TALO	common
mensikset	N_YSTÄVYKSET	obligatory
mensut	N_HOUSUT	obligatory
merenkulkusäännöt	N_SÄÄNNÖT	obligatory
meriankerias	N_PATSAS	common
Merikarhut	N_HOUSUT	obligatory
merikilpikonna	N_VOIMA	common
Merikivet	N_RIPSET	obligatory
merikokki	N_LOKKI	common
merilahna	N_KIRJA	common
merileguaani	N_RUUVI	common
merililja	N_KIRJA	common
Merilintujärvet	N_RIPSET	obligatory
Merilinturimmit	N_LAMMIT	obligatory
merilukki	N_LOKKI	common
merimakkara	N_MAKKARA	common
merimetso	N_TALO	common
merinahkakilpikonna	N_VOIMA	common
merineula	N_KIRJA	common
merinorsu	N_ASU	common
Meripäänkalliot	N_RAUNIOT	obligatory
merirokko	N_UKKO	common
merisalaatti	N_KORTTI	common
Merisarvenluodot	N_PIDOT	obligatory
merisaukko	N_UKKO	common
merisiili	N_TYYLI	common
merisinappi	N_KUPPI	common
meriskorpioni	N_RUUVI	common
merisotatoimi	N_TAIMI	common
merituppi	N_HAPPI	common
meritynnyri	N_KEHVELI	common
merivaruste	N_ASTE	common
merivoimat	N_JUHLAT	obligatory
merkkifarkut	N_FARKUT	obligatory
Merkkiharjut	N_HOUSUT	obligatory
Merkkivirransärkät	N_SÄRKÄT	obligatory
Mertakivet	N_SAKSET	obligatory
Mertasaaret	N_SAARET	obligatory
Mertasalmet	N_SAKSET	obligatory
mesiheinä	N_HÖPÖTTÄJÄ	common
Mesiönlammit	N_LAMMIT	obligatory
Meskensaaret	N_SAARET	obligatory
Messukylän Toverit	N_FARMARIT	obligatory
messu	N_ASU	common
Messusaaret	N_SAARET	obligatory
messut	N_HOUSUT	obligatory
Mestarinikkarit	N_FARMARIT	obligatory
Mestarinsaaret	N_SAARET	obligatory
Mestarit	N_FARMARIT	obligatory
metallisakset	N_SAKSET	obligatory
Metelinkiukaat	N_TIKKAAT	obligatory
Metikinniemet	N_NIEMET	obligatory
Metsikakivet	N_SAKSET	obligatory
Metsolamminkankaat	N_RENKAAT	obligatory
Metsolammit	N_LAMMIT	obligatory
Metsonlaulukankaat	N_RENKAAT	obligatory
Metsosaaret	N_SAARET	obligatory
Metsovuoret	N_SAARET	obligatory
Metsäalan Asiantuntijat	N_MARKKINAT	obligatory
Metsäjärvenkankaat	N_RENKAAT	obligatory
Metsäkurut	N_HOUSUT	obligatory
Metsäkäälyt	N_PÖKSYT	obligatory
Metsälammit	N_LAMMIT	obligatory
Metsälappalaisojanlammit	N_LAMMIT	obligatory
Metsämäenkalliot	N_RAUNIOT	obligatory
Metsäpellot	N_AALLOT	obligatory
Metsäpirtinkalliot	N_RAUNIOT	obligatory
Metsä-Ruonan lammit	N_LAMMIT	obligatory
Metsäsiankivet	N_SAKSET	obligatory
Metsäsianlouhet	N_SAARET	obligatory
Metsäsianrounikot	N_LUOLIKOT	obligatory
metsäsopuli	N_KANAALI	common
metsätulot	N_AIVOT	obligatory
metsävarat	N_VARAT	obligatory
metsäviiriäinen	N_KYLKIÄINEN	common
Metsäylioppilaat	N_VALJAAT	obligatory
Mettoinmäenpellot	N_AALLOT	obligatory
Mettäskalliot	N_RAUNIOT	obligatory
Miehinkäisenniityt	N_NIITYT	obligatory
Miehulammit	N_LAMMIT	obligatory
Miekkakoskenharjut	N_HOUSUT	obligatory
Mieraskosket	N_SAKSET	obligatory
Mieronmaat	N_ITÄMAAT	obligatory
Mieskosenpellot	N_AALLOT	obligatory
Miesluodot	N_PIDOT	obligatory
Miessaaret	N_SAARET	obligatory
Miessakit	N_PANKIT	obligatory
miestenvaate	N_OSOITE	common
Miikkulanlammit	N_LAMMIT	obligatory
Miikkulansärkät	N_SÄRKÄT	obligatory
Miiluharjut	N_HOUSUT	obligatory
Miilukaarat	N_VARAT	obligatory
Miilukalliot	N_RAUNIOT	obligatory
Miilukankaansuot	N_SUOT	obligatory
Miilulammit	N_LAMMIT	obligatory
Miilunkalliot	N_RAUNIOT	obligatory
Miilunlammit	N_LAMMIT	obligatory
Miilunpohjat	N_JUHLAT	obligatory
Miilusaarekkeet	N_KUULOKKEET	obligatory
Miilusuonlammit	N_LAMMIT	obligatory
Miilut	N_HOUSUT	obligatory
miinuslasit	N_LASIT	obligatory
mikaniat	N_MARKKINAT	obligatory
Mikenti-Yhtiöt	N_YHTIÖT	obligatory
Mikinsaaret	N_SAARET	obligatory
Mikkelin Hiihtäjät	N_KÄRÄJÄT	obligatory
Mikkelinkarit	N_LASIT	obligatory
Mikkelin Kilpa-Veikot	N_JOUKOT	obligatory
Mikkelin Passarit	N_FARMARIT	obligatory
Mikkelinsaaret	N_SAARET	obligatory
Mikkelinsuot	N_SUOT	obligatory
Mikkellammit	N_LAMMIT	obligatory
Mikkolankalliot	N_RAUNIOT	obligatory
Mikkolansaaret	N_SAARET	obligatory
Mikon Jaakon Ahvenjärvet	N_RIPSET	obligatory
Mikonkarit	N_LASIT	obligatory
Mikonojanvuoret	N_SAARET	obligatory
Mikonsaaret	N_SAARET	obligatory
mikroaallot	N_AALLOT	obligatory
Mikrofonistit	N_LASIT	obligatory
mikrosortsit	N_LASIT	obligatory
millimetriaalto	N_KIELTO	common
mimosat	N_KIHARAT	obligatory
mineraalivarat	N_VARAT	obligatory
Minijellonat	N_KIHARAT	obligatory
Minit	N_LIIVIT	obligatory
Miskisojat	N_JUHLAT	obligatory
Misolannurmet	N_SAKSET	obligatory
Mittametsänsaaret	N_SAARET	obligatory
mittasakset	N_SAKSET	obligatory
mittasuhteet	N_SUHTEET	obligatory
Moikan Harrijärvet	N_RIPSET	obligatory
Moikkelosaaret	N_SAARET	obligatory
mokkasiini	N_RUUVI	common
molemmat	PRON_MOLEMMAT	obligatory
Molkankalliot	N_RAUNIOT	obligatory
Molkankummut	N_KUMMUT	obligatory
Mollonsaarekkeet	N_KUULOKKEET	obligatory
Monganmaat	N_ITÄMAAT	obligatory
Mongansaaret	N_SAARET	obligatory
monisoluiset	N_RAPPUSET	obligatory
monisukasmadot	N_PIDOT	obligatory
monnikala	N_KIRJA	common
Monninmäenpellot	N_AALLOT	obligatory
Monnonniityt	N_NIITYT	obligatory
Monomäet	N_MÄET	obligatory
Monosenahot	N_AIVOT	obligatory
Montolankalliot	N_RAUNIOT	obligatory
Montosenkankaat	N_RENKAAT	obligatory
Monttukolinkivet	N_SAKSET	obligatory
Moorlahdenkarit	N_LASIT	obligatory
Mooseksenpalot	N_AIVOT	obligatory
morseaakkoset	N_RAPPUSET	obligatory
Morsiuskarit	N_LASIT	obligatory
Morsiuskivet	N_SAKSET	obligatory
Morsiuskummut	N_KUMMUT	obligatory
Morsiusojankummut	N_KUMMUT	obligatory
Morsiussaaret	N_SAARET	obligatory
Mortinkydöt	N_KYDÖT	obligatory
Mortinniityt	N_NIITYT	obligatory
Mosksaaret	N_SAARET	obligatory
Moskuankalliot	N_RAUNIOT	obligatory
Mottistenmäet	N_MÄET	obligatory
Mouhusaaret	N_SAARET	obligatory
Mourusaaret	N_SAARET	obligatory
Mouruvaarat	N_VARAT	obligatory
Mudaistenluodot	N_PIDOT	obligatory
Mudastenniitut	N_NIITUT	obligatory
Muhkuranniitut	N_NIITUT	obligatory
Muhoksen Pallo-Salamat	N_MARKKINAT	obligatory
Muhoksen Urheilijat	N_MARKKINAT	obligatory
Muhonvuoret	N_SAARET	obligatory
Muhostenniityt	N_NIITYT	obligatory
Muikkukarit	N_LASIT	obligatory
Muikkukivet	N_SAKSET	obligatory
Muikkulammit	N_LAMMIT	obligatory
Muikkusaaret	N_SAARET	obligatory
Muilusenpuronkalliot	N_RAUNIOT	obligatory
muistosanat	N_VARAT	obligatory
Mujelammit	N_LAMMIT	obligatory
Mukanperävaarat	N_VARAT	obligatory
Mukarinkalliot	N_RAUNIOT	obligatory
Mukkajoenmatalat	N_KIHARAT	obligatory
Mukkajoenrovat	N_JUHLAT	obligatory
Mukkajärvenlammet	N_LAMMET	obligatory
Mukkajärvenmaat	N_ITÄMAAT	obligatory
Mukkajärvet	N_RIPSET	obligatory
Mukkakoskenkankaat	N_RENKAAT	obligatory
Mukkulamäenkalliot	N_RAUNIOT	obligatory
Mukulamminmäet	N_MÄET	obligatory
Mulikat	N_SILAKAT	obligatory
Mulikonlammit	N_LAMMIT	obligatory
Mulkkusaaret	N_SAARET	obligatory
Mulkkuset	N_RAPPUSET	obligatory
Mullikkosaaret	N_SAARET	obligatory
Mullisaaret	N_SAARET	obligatory
Multakaarrot	N_KAARROT	obligatory
Multamellankummut	N_KUMMUT	obligatory
Multamäenlammit	N_LAMMIT	obligatory
Multapakat	N_PAIKAT	obligatory
Multasaaret	N_SAARET	obligatory
Multasärkät	N_SÄRKÄT	obligatory
Multavierunkankaat	N_RENKAAT	obligatory
Multihaarat	N_VARAT	obligatory
Multiharjut	N_HOUSUT	obligatory
Multikaarrot	N_KAARROT	obligatory
Multilammit	N_LAMMIT	obligatory
Multimäet	N_MÄET	obligatory
Multionpellot	N_AALLOT	obligatory
Multisärkät	N_SÄRKÄT	obligatory
Multitörmät	N_KÄRÄJÄT	obligatory
Mummunkalliot	N_RAUNIOT	obligatory
Mummunluodot	N_PIDOT	obligatory
Munakallionsaaret	N_SAARET	obligatory
Munakarit	N_LASIT	obligatory
Munakukkulat	N_MARKKINAT	obligatory
Munalammit	N_LAMMIT	obligatory
Munaluodot	N_PIDOT	obligatory
Munankuoret	N_SAARET	obligatory
Munarimmit	N_LAMMIT	obligatory
Munasaaret	N_SAARET	obligatory
munasieni	N_HIIRI	common
mungot	N_AIVOT	obligatory
Munkinojankankaat	N_RENKAAT	obligatory
Munkinsaaret	N_SAARET	obligatory
Munkkienpellot	N_AALLOT	obligatory
Munniharjut	N_HOUSUT	obligatory
muntjakit	N_PANKIT	obligatory
Munttilanpurnut	N_HOUSUT	obligatory
munuainen	N_AAKKOSTAMINEN	common
muodostamiskulu	N_ASU	common
muonavarat	N_VARAT	obligatory
Muonion Tunturi-Veikot	N_JOUKOT	obligatory
Muotkahaudanharjut	N_HOUSUT	obligatory
Muotkalammit	N_LAMMIT	obligatory
Muotkankummut	N_KUMMUT	obligatory
Muotkanlantot	N_ROITOT	obligatory
Muotkatunturit	N_FARMARIT	obligatory
Muotkavaarat	N_VARAT	obligatory
Muotunasaaret	N_SAARET	obligatory
Murajat	N_JUHLAT	obligatory
murattivillakko	N_LEPAKKO	common
Murenojankalliot	N_RAUNIOT	obligatory
Murhahaaranmänniköt	N_TÖLPÄKÖT	obligatory
Murhakalliot	N_RAUNIOT	obligatory
Murhakorvenkalliot	N_RAUNIOT	obligatory
Murhakorvenluodot	N_PIDOT	obligatory
Murhalammit	N_LAMMIT	obligatory
Murhaluodot	N_PIDOT	obligatory
Murhavuoret	N_SAARET	obligatory
Murhit	N_LASIT	obligatory
Murinmäet	N_MÄET	obligatory
Murkinaluodot	N_PIDOT	obligatory
Murkonkankaat	N_RENKAAT	obligatory
Murrikkoharjut	N_HOUSUT	obligatory
Murrikkokummut	N_KUMMUT	obligatory
Murroinmäet	N_MÄET	obligatory
Murronkalliot	N_RAUNIOT	obligatory
Murronkankaat	N_RENKAAT	obligatory
Murronkunnaat	N_VALJAAT	obligatory
Murronlammet	N_LAMMET	obligatory
Murronlammit	N_LAMMIT	obligatory
Murronniityt	N_NIITYT	obligatory
mursunviikset	N_RIPSET	obligatory
Murtoahot	N_AIVOT	obligatory
Murtohaudanharjut	N_HOUSUT	obligatory
Murtoinsaaret	N_SAARET	obligatory
Murtokalliot	N_RAUNIOT	obligatory
Murtolammit	N_LAMMIT	obligatory
Murtomaankalliot	N_RAUNIOT	obligatory
Murtomaansaaret	N_SAARET	obligatory
Murtonivat	N_VARAT	obligatory
Murtopuljut	N_HOUSUT	obligatory
Murtosaarekkeet	N_KUULOKKEET	obligatory
Murtosaaret	N_SAARET	obligatory
Murtostenpellot	N_AALLOT	obligatory
Murtosuot	N_SUOT	obligatory
Murtovaarat	N_VARAT	obligatory
musiikkiopinnot	N_OPINNOT	obligatory
Musiikkituottajat	N_JUHLAT	obligatory
Mussuonlähteet	N_TIETEET	obligatory
Mustajärvet	N_RIPSET	obligatory
mustakondori	N_KANAALI	common
Mustakoskenmäet	N_MÄET	obligatory
Mustalaiskivet	N_SAKSET	obligatory
Mustalaislammit	N_LAMMIT	obligatory
Mustalaissaaret	N_SAARET	obligatory
Mustalammit	N_LAMMIT	obligatory
Mustanjärvenontot	N_ROITOT	obligatory
Mustankallionsaaret	N_SAARET	obligatory
Mustankivenkluput	N_HOUSUT	obligatory
Mustankorvensuot	N_SUOT	obligatory
Mustankosteenkummut	N_KUMMUT	obligatory
Mustankurunlammet	N_LAMMET	obligatory
Mustanlahdenpellot	N_AALLOT	obligatory
Mustanlammenkaarrot	N_KAARROT	obligatory
