lemma	homonym	new_para	boundaries
maantiegangsteri	1	N_KANAALI	maan{WB}tie{WB}gangsteri
maantiekilpailu	1	N_SEIKKAILU	maan{WB}tie{WB}kilpailu
maantiekuljetus	1	N_VAKUUTUS	maan{WB}tie{WB}kuljetus
maantienoja	1	N_VOIMA	maan{WB}tien{WB}oja
maantienvärinen	1	A_KYLMÄJÄRKINEN	maan{WB}tien{WB}värinen
maantiepyöräily	1	N_VEHKEILY	maan{WB}tie{WB}pyöräily
maantierosvo	1	N_TALO	maan{WB}tie{WB}rosvo
maantierosvous	1	N_VAKUUTUS	maantie{WB}rosvous
maantiesilta	1	N_VALTA	maan{WB}tie{WB}silta
maantieteellinen	1	A_KYLMÄJÄRKINEN	maan{WB}tieteellinen
maantieteellisesti	1	PCLE_TYHMÄSTI	maan{WB}tieteellisesti
maantieteilijä	1	N_HÄKKYRÄ	maan{WB}tieteilijä
maantieto	1	N_VETO	maan{WB}tieto
maantuntopakko	1	N_UKKO	maan{WB}tunto{WB}pakko
maantuntuma	1	N_VOIMA	maan{WB}tuntuma
maantutkimus	1	N_VAKUUTUS	maan{WB}tutkimus
maanuoliainen	1	N_AAKKOSTAMINEN	maa{WB}nuoliainen
maanvaiva	1	N_KIRJA	maan{WB}vaiva
maanvajoama	1	N_VOIMA	maan{WB}vajoama
maanvaltaaja	1	N_VOIMA	maan{WB}valtaaja
maanvarainen	1	A_AAKKOSELLINEN	maan{WB}varainen
maanvieremä	1	N_HÖPÖTTÄJÄ	maan{WB}vieremä
maanviljelijä	1	N_HÄKKYRÄ	maan{WB}viljelijä
maanviljelijäväestö	1	N_JÄÄTELÖ	maan{WB}viljelijä{WB}väestö
maanviljely	1	N_VEHKEILY	maan{WB}viljely
maanviljelyelinkeino	1	N_TALO	maan{WB}viljely{WB}elin{WB}keino
maanviljelykulttuuri	1	N_KANAALI	maan{WB}viljely{WB}kulttuuri
maanviljelymaa	1	N_MAA	maan{WB}viljely{WB}maa
maanviljelys	1	N_RÄJÄYTYS	maan{WB}viljelys
maanviljelysfysiikka	1	N_LUSIKKA	maan{WB}viljelys{WB}fysiikka
maanviljelyskalusto	1	N_TALO	maan{WB}viljelys{WB}kalusto
maanviljelyskemia	1	N_MAKKARA	maan{WB}viljelys{WB}kemia
maanviljelyskone	1	N_ASTE	maan{WB}viljelys{WB}kone
maanviljelysneuvos	1	N_VAKUUTUS	maan{WB}viljelys{WB}neuvos
maanviljelystalous	1	N_AAKKOSELLISUUS	maan{WB}viljelys{WB}talous
maanviljelystila	1	N_KIRJA	maan{WB}viljelys{WB}tila
maanviljelystyö	1	N_TYÖ	maan{WB}viljelys{WB}työ
maanviljelytiede	1	N_KIDE	maan{WB}viljely{WB}tiede
maanvuokra	1	N_VOIMA	maan{WB}vuokra
maanvuokraaja	1	N_VOIMA	maan{WB}vuokraaja
maanvuokrasopimus	1	N_VAKUUTUS	maan{WB}vuokra{WB}sopimus
maanvuokraus	1	N_VAKUUTUS	maan{WB}vuokraus
maanvyörymä	1	N_HÖPÖTTÄJÄ	maan{WB}vyörymä
maanväri	1	N_TYYLI	maan{WB}väri
maanäkyvyys	1	N_KÖYHYYS	maa{WB}näkyvyys
maanääri	1	N_HIIRI	maan{WB}ääri
maaohjaus	1	N_VAKUUTUS	maa{WB}ohjaus
maaoikeus	1	N_AAKKOSELLISUUS	maa{WB}oikeus
maaomaisuus	1	N_AAKKOSELLISUUS	maa{WB}omaisuus
maaomistus	1	N_VAKUUTUS	maa{WB}omistus
maaorava	1	N_VOIMA	maa{WB}orava
maaorja	1	N_VOIMA	maa{WB}orja
maaorjuus	1	N_AAKKOSELLISUUS	maa{WB}orjuus
maaottelu	1	N_SEIKKAILU	maa{WB}ottelu
maaotteluedustaja	1	N_VOIMA	maa{WB}ottelu{WB}edustaja
maaottelujoukkue	1	N_ASTE	maa{WB}ottelu{WB}joukkue
maaottelukarsinta	1	N_KUTSUNTA	maa{WB}ottelu{WB}karsinta
maaottelupelaaja	1	N_VOIMA	maa{WB}ottelu{WB}pelaaja
maaotteluvoitto	1	N_HIRTTO	maa{WB}ottelu{WB}voitto
maapaikka	1	N_POLITIIKKA	maa{WB}paikka
maapaketti	1	N_KORTTI	maa{WB}paketti
maapala	1	N_KIRJA	maa{WB}pala
maapallo	1	N_TALO	maa{WB}pallo
maapalsta	1	N_KIRJA	maa{WB}palsta
maapato	1	N_VETO	maa{WB}pato
maapeite	1	N_KÄSITE	maa{WB}peite
maaperä	1	N_HÖPÖTTÄJÄ	maa{WB}perä
maaperäbiologi	1	N_RUUVI	maa{WB}perä{WB}biologi
maaperäbiologia	1	N_MAKKARA	maa{WB}perä{WB}biologia
maaperägeologi	1	N_RUUVI	maa{WB}perä{WB}geologi
maaperägeologia	1	N_MAKKARA	maa{WB}perä{WB}geologia
maaperäkartta	1	N_MITTA	maa{WB}perä{WB}kartta
maaperänsuojelu	1	N_SEIKKAILU	maa{WB}perän{WB}suojelu
maapeto	1	N_VETO	maa{WB}peto
maapohja	1	N_VOIMA	maa{WB}pohja
maapohjainen	1	A_AAKKOSELLINEN	maa{WB}pohjainen
maapoliittinen	1	A_AAKKOSELLINEN	maa{WB}poliittinen
maapolitiikka	1	N_POLITIIKKA	maa{WB}politiikka
maaprofiili	1	N_RUUVI	maa{WB}profiili
maapuuteri	1	N_KANAALI	maa{WB}puuteri
maapähkinä	1	N_HÄKKYRÄ	maa{WB}pähkinä
maapähkinäkakku	1	N_TIKKU	maa{WB}pähkinä{WB}kakku
maapähkinänougat	1	N_NOUGAT	maapähkinä{WB}nougat
maapähkinäpatukka	1	N_LUSIKKA	maapähkinä{WB}patukka
maapähkinärouhe	1	N_ASTE	maa{WB}pähkinä{WB}rouhe
maapähkinävoi	1	N_HAI	maa{WB}pähkinä{WB}voi
maapähkinäöljy	1	N_KÄRRY	maa{WB}pähkinä{WB}öljy
maapäivät	1	N_KÄRÄJÄT	maa{WB}päivät
maapäivävaalit	1	N_LASIT	maa{WB}päivä{WB}vaalit
maaraja	1	N_KIRJA	maa{WB}raja
maarakennus	1	N_VAKUUTUS	maa{WB}rakennus
maarakennuskangas	1	N_KANGAS	maa{WB}rakennus{WB}kangas
maarakennuskone	1	N_ASTE	maa{WB}rakennus{WB}kone
maarakennusliike	1	N_LÄÄKE	maa{WB}rakennus{WB}liike
maarakennusmekaniikka	1	N_POLITIIKKA	maa{WB}rakennus{WB}mekaniikka
maarakennustekstiili	1	N_KEHVELI	maa{WB}rakennus{WB}tekstiili
maarakennustyö	1	N_TYÖ	maa{WB}rakennus{WB}työ
maarata	1	N_PATA	maa{WB}rata
maarata	2	V_ARVATA	maa{WB}rata
maareformi	1	N_RUUVI	maa{WB}reformi
maarekisteri	1	N_KEHVELI	maa{WB}rekisteri
maarekisterinote	1	N_OSOITE	maa{WB}rekisterin{WB}ote
maasalamanteri	1	N_KANAALI	maa{WB}salamanteri
maasatelliittiyhteys	1	N_KÖYHYYS	maa{WB}satelliittiyhteys
maaseurakunta	1	N_KUNTA	maa{WB}seura{WB}kunta
maaseutu	1	N_KUITU	maa{WB}seutu
maaseutukaupunki	1	N_VANKI	maa{WB}seutu{WB}kaupunki
maaseutukeskus	1	N_VAKUUTUS	maa{WB}seutu{WB}keskus
maaseutukiertue	1	N_ASTE	maa{WB}seutu{WB}kiertue
maaseutukunta	1	N_KUNTA	maa{WB}seutu{WB}kunta
maaseutulehdistö	1	N_MÖMMÖ	maa{WB}seutu{WB}lehdistö
maaseutulehti	1	N_LEHTI	maa{WB}seutu{WB}lehti
maaseutumainen	1	A_AAKKOSELLINEN	maa{WB}seutumainen
maaseutupitäjä	1	N_HÖPÖTTÄJÄ	maa{WB}seutu{WB}pitäjä
maaseutuväestö	1	N_JÄÄTELÖ	maa{WB}seutu{WB}väestö
maasiira	1	N_KIRJA	maa{WB}siira
maasika	1	N_VIKA	maa{WB}sika
maasilta	1	N_VALTA	maa{WB}silta
maasodankäynti	1	N_VIENTI	maa{WB}sodan{WB}käynti
maasota	1	N_SOTA	maa{WB}sota
maasotatoimi	1	N_TAIMI	maa{WB}sota{WB}toimi
maastoajo	1	N_TALO	maasto{WB}ajo
maastoajoneuvo	1	N_TALO	maasto{WB}ajo{WB}neuvo
maastoauto	1	N_TALO	maasto{WB}auto
maastoeste	1	N_PISTE	maasto{WB}este
maastoesteratsastus	1	N_VAKUUTUS	maasto{WB}esteratsastus
maastoharjoitus	1	N_VAKUUTUS	maasto{WB}harjoitus
maastohiihto	1	N_VETO	maasto{WB}hiihto
maastojuoksu	1	N_ASU	maasto{WB}juoksu
maastokangas	1	N_KANGAS	maasto{WB}kangas
maastokelpoinen	1	A_AAKKOSELLINEN	maasto{WB}kelpoinen
maastokelpoisuus	1	N_AAKKOSELLISUUS	maasto{WB}kelpoisuus
maastokuvioinen	1	A_AAKKOSELLINEN	maasto{WB}kuvioinen
maastokuviointi	1	N_SOINTI	maasto{WB}kuviointi
maastolaatikko	1	N_LEPAKKO	maasto{WB}laatikko
maastoliikenne	1	N_KIINNE	maasto{WB}liikenne
maastomarssi	1	N_RUUVI	maasto{WB}marssi
maastonakki	1	N_LOKKI	maasto{WB}nakki
maastonkohta	1	N_SOTA	maaston{WB}kohta
maastopalo	1	N_TALO	maasto{WB}palo
maastopolkupyörä	1	N_HÖPÖTTÄJÄ	maasto{WB}polkupyörä
maastopuku	1	N_LUKU	maasto{WB}puku
maastopyörä	1	N_HÖPÖTTÄJÄ	maasto{WB}pyörä
maastopyöräily	1	N_VEHKEILY	maasto{WB}pyöräily
maastoratsastus	1	N_VAKUUTUS	maasto{WB}ratsastus
maastotiedustelu	1	N_SEIKKAILU	maasto{WB}tiedustelu
maastourheiluottelu	1	N_SEIKKAILU	maastourheilu{WB}ottelu
maastovaihde	1	N_LUODE	maasto{WB}vaihde
maasulku	1	N_ALKU	maa{WB}sulku
maasusi	1	N_KAUSI	maa{WB}susi
maasälpä	1	N_LEIPÄ	maa{WB}sälpä
maasäteily	1	N_VEHKEILY	maa{WB}säteily
maataide	1	N_LUODE	maa{WB}taide
maataideteos	1	N_VAKUUTUS	maa{WB}taide{WB}teos
maataistelu	1	N_SEIKKAILU	maa{WB}taistelu
maataistelukone	1	N_ASTE	maa{WB}taistelu{WB}kone
maataiteilija	1	N_MAKKARA	maa{WB}taiteilija
maatalo	1	N_TALO	maa{WB}talo
maataloudellinen	1	A_AAKKOSELLINEN	maa{WB}taloudellinen
maatalous	1	N_AAKKOSELLISUUS	maa{WB}talous
maatalousala	1	N_KIRJA	maa{WB}talous{WB}ala
maatalousekonomia	1	N_MAKKARA	maa{WB}talous{WB}ekonomia
maatalouselinkeino	1	N_TALO	maatalous{WB}elin{WB}keino
maatalouselinkeino	2	N_TALO	maa{WB}talous{WB}elin{WB}keino
maatalouskauppa	1	N_TIPPA	maa{WB}talous{WB}kauppa
maatalouskirjanpito	1	N_VETO	maa{WB}talous{WB}kirjan{WB}pito
maatalouskone	1	N_ASTE	maa{WB}talous{WB}kone
maatalouskoneasentaja	1	N_VOIMA	maa{WB}talous{WB}kone{WB}asentaja
maatalouslomittaja	1	N_VOIMA	maa{WB}talous{WB}lomittaja
maatalousmaa	1	N_MAA	maa{WB}talous{WB}maa
maatalousministeri	1	N_KEHVELI	maa{WB}talous{WB}ministeri
maatalousministeriö	1	N_HÄIRIÖ	maa{WB}talous{WB}ministeriö
maatalousneuvoja	1	N_VOIMA	maa{WB}talous{WB}neuvoja
maatalousneuvonta	1	N_KUTSUNTA	maa{WB}talous{WB}neuvonta
maatalousnäyttely	1	N_VEHKEILY	maa{WB}talous{WB}näyttely
maatalousoppilaitos	1	N_VAKUUTUS	maa{WB}talous{WB}oppi{WB}laitos
maatalouspoliittinen	1	A_AAKKOSELLINEN	maa{WB}talous{WB}poliittinen
maatalouspolitiikka	1	N_POLITIIKKA	maa{WB}talous{WB}politiikka
maatalousseura	1	N_KIRJA	maa{WB}talous{WB}seura
maatalousseutu	1	N_KUITU	maa{WB}talous{WB}seutu
maataloustarvike	1	N_KASTIKE	maa{WB}talous{WB}tarvike
maatalousteknologia	1	N_MAKKARA	maa{WB}talous{WB}teknologia
maataloustiede	1	N_KIDE	maa{WB}talous{WB}tiede
maataloustieteellinen	1	A_KYLMÄJÄRKINEN	maa{WB}talous{WB}tieteellinen
maataloustraktori	1	N_KANAALI	maa{WB}talous{WB}traktori
maataloustuki	1	N_NOKI	maa{WB}talous{WB}tuki
maataloustuotanto	1	N_TUNTO	maa{WB}talous{WB}tuotanto
maataloustuote	1	N_OSOITE	maa{WB}talous{WB}tuote
maataloustuottaja	1	N_VOIMA	maa{WB}talous{WB}tuottaja
maataloustyö	1	N_TYÖ	maa{WB}talous{WB}työ
maataloustyöläinen	1	N_KYLKIÄINEN	maatalous{WB}työläinen
maataloustyöntekijä	1	N_HÄKKYRÄ	maa{WB}talous{WB}työn{WB}tekijä
maatalousvaliokunta	1	N_KUNTA	maatalous{WB}valio{WB}kunta
maatalousvaliokunta	2	N_KUNTA	maa{WB}talous{WB}valio{WB}kunta
maatalousvaltainen	1	A_AAKKOSELLINEN	maatalous{WB}valtainen
maatalousväestö	1	N_JÄÄTELÖ	maatalous{WB}väestö
maatalousväestö	2	N_MÖMMÖ	maatalous{WB}väestö
maatalousyrittäjä	1	N_HÖPÖTTÄJÄ	maa{WB}talous{WB}yrittäjä
maatalousyritys	1	N_RÄJÄYTYS	maa{WB}talous{WB}yritys
maateitse	1	PCLE_TYHMÄSTI	maa{WB}teitse
maatiainen	1	A_AAKKOSELLINEN	maa{WB}tiainen
maatiaiskarja	1	N_KIRJA	maa{WB}tiais{WB}karja
maatiaiskaura	1	N_KIRJA	maa{WB}tiais{WB}kaura
maatiaislehmä	1	N_HÖPÖTTÄJÄ	maa{WB}tiais{WB}lehmä
maatiaisrotu	1	N_KUITU	maa{WB}tiais{WB}rotu
maatiaisrotuinen	1	A_AAKKOSELLINEN	maa{WB}tiais{WB}rotuinen
maatila	1	N_KIRJA	maa{WB}tila
maatilalaki	1	N_LAKI	maatila{WB}laki
maatilalomailu	1	N_SEIKKAILU	maa{WB}tila{WB}lomailu
maatilamajoitus	1	N_VAKUUTUS	maa{WB}tila{WB}majoitus
maatilamarkkinat	1	N_MARKKINAT	maatila{WB}markkinat
maatilamatkailu	1	N_SEIKKAILU	maa{WB}tila{WB}matkailu
maatilamyymälä	1	N_HÄKKYRÄ	maa{WB}tila{WB}myymälä
maatilanemäntä	1	N_HÄNTÄ	maa{WB}tilan{WB}emäntä
maatilarakennus	1	N_VAKUUTUS	maatila{WB}rakennus
maatilatalous	1	N_AAKKOSELLISUUS	maa{WB}tila{WB}talous
maatilkku	1	N_TIKKU	maa{WB}tilkku
maattojohdin	1	N_VAADIN	maatto{WB}johdin
maattojohto	1	N_VETO	maatto{WB}johto
maatuki	1	N_NOKI	maa{WB}tuki
maatuskanukke	1	N_NUKKE	maatuska{WB}nukke
maatuuli	1	N_RUUHI	maa{WB}tuuli
maatyö	1	N_TYÖ	maa{WB}työ
maatyöläinen	1	N_KYLKIÄINEN	maa{WB}työläinen
maatyömies	1	N_MIES	maa{WB}työ{WB}mies
maatähti	1	N_LEHTI	maa{WB}tähti
maauimala	1	N_MAKKARA	maa{WB}uimala
maavaha	1	N_KIRJA	maa{WB}vaha
maavaikutus	1	N_VAKUUTUS	maa{WB}vaikutus
maavalli	1	N_RUUVI	maa{WB}valli
maavara	1	N_KIRJA	maa{WB}vara
maavarsi	1	N_VARSI	maa{WB}varsi
maavero	1	N_TALO	maa{WB}vero
maaverso	1	N_TALO	maa{WB}verso
maavesi	1	N_KÖYSI	maa{WB}vesi
Maavesi	1	N_KÖYSI	Maa{WB}vesi
maavirasto	1	N_TALO	maa{WB}virasto
maavoimat	1	N_JUHLAT	maa{WB}voimat
maavuoto	1	N_VETO	maa{WB}vuoto
maaväri	1	N_TYYLI	maa{WB}väri
maayhteys	1	N_KÖYHYYS	maa{WB}yhteys
maayökkönen	1	N_KYLKIÄINEN	maa{WB}yökkönen
maaäiti	1	N_NIHTI	maa{WB}äiti
maaöljy	1	N_KÄRRY	maa{WB}öljy
machomies	1	N_MIES	macho{WB}mies
madamemalli	1	N_RUUVI	madame{WB}malli
madeirakakku	1	N_TIKKU	madeira{WB}kakku
madeiraviini	1	N_TYYLI	madeira{WB}viini
madekeitto	1	N_HIRTTO	made{WB}keitto
mademuhennos	1	N_VAKUUTUS	made{WB}muhennos
Madevesi	1	N_KÖYSI	Made{WB}vesi
madonhäätö	1	N_HÄÄTÖ	madon{WB}häätö
madonkantaja	1	N_VOIMA	madon{WB}kantaja
madonluku	1	N_LUKU	madon{WB}luku
madonnamainen	1	A_AAKKOSELLINEN	madonna{WB}mainen
madonnankuva	1	N_VOIMA	madonnan{WB}kuva
madonnanlilja	1	N_KIRJA	madonnan{WB}lilja
madonnanpalvonta	1	N_KUTSUNTA	madonnan{WB}palvonta
madonnatyyppi	1	N_TYYPPI	madonna{WB}tyyppi
madonreikä	1	N_REIKÄ	madon{WB}reikä
madrasruutuinen	1	A_AAKKOSELLINEN	madras{WB}ruutuinen
mafiapomo	1	N_TALO	mafia{WB}pomo
magmakivi	1	N_KIVI	magma{WB}kivi
magmakivilaji	1	N_RUUVI	magma{WB}kivi{WB}laji
magmapesäke	1	N_LÄÄKE	magma{WB}pesäke
magna cum laude approbatur	1	N_PUNK	magna cum laude approbatur
magneettidipoli	1	N_RUUVI	magneetti{WB}dipoli
magneettidipolimomentti	1	N_KORTTI	magneettidipoli{WB}momentti
magneettijuova	1	N_VOIMA	magneetti{WB}juova
magneettikenttä	1	N_KENTTÄ	magneetti{WB}kenttä
magneettikiisu	1	N_ASU	magneetti{WB}kiisu
magneettikompassi	1	N_RUUVI	magneetti{WB}kompassi
magneettikortti	1	N_KORTTI	magneetti{WB}kortti
magneettikorttimuisti	1	N_RUUVI	magneetti{WB}kortti{WB}muisti
magneettikuvaus	1	N_VAKUUTUS	magneetti{WB}kuvaus
magneettikäämi	1	N_TYYLI	magneetti{WB}käämi
magneettikäämitys	1	N_RÄJÄYTYS	magneetti{WB}käämitys
magneettilevy	1	N_KÄRRY	magneetti{WB}levy
magneettimiina	1	N_KIRJA	magneetti{WB}miina
magneettimomentti	1	N_KORTTI	magneetti{WB}momentti
magneettimuisti	1	N_RUUVI	magneetti{WB}muisti
magneettimuste	1	N_ASTE	magneetti{WB}muste
magneettinapa	1	N_SALPA	magneetti{WB}napa
magneettinauha	1	N_KIRJA	magneetti{WB}nauha
magneettineula	1	N_KIRJA	magneetti{WB}neula
magneettipää	1	N_PÄÄ	magneetti{WB}pää
magneettiraita	1	N_PATA	magneetti{WB}raita
magneettirauta	1	N_PATA	magneetti{WB}rauta
magneettisalpa	1	N_SALPA	magneetti{WB}salpa
magneettisydän	1	N_SYDÄN	magneetti{WB}sydän
magneettitanko	1	N_RUNKO	magneetti{WB}tanko
magneettitarra	1	N_KIRJA	magneetti{WB}tarra
magneettivastus	1	N_VAKUUTUS	magneetti{WB}vastus
magneettivoima	1	N_VOIMA	magneetti{WB}voima
magneettivoimaviiva	1	N_KIRJA	magneetti{WB}voima{WB}viiva
magneettivuo	1	N_VUO	magneetti{WB}vuo
magneettiääni	1	N_HIIRI	magneetti{WB}ääni
magneettosytytys	1	N_RÄJÄYTYS	magneetto{WB}sytytys
magnesiumbikarbonaatti	1	N_KORTTI	magnesium{WB}bikarbonaatti
magnesiumhydroksidi	1	N_RUUVI	magnesium{WB}hydroksidi
magnesiumkarbonaatti	1	N_KORTTI	magnesium{WB}karbonaatti
magnesiumoksidi	1	N_RUUVI	magnesium{WB}oksidi
magnesiumsulfaatti	1	N_KORTTI	magnesium{WB}sulfaatti
magnumpullo	1	N_TALO	magnum{WB}pullo
mahahaava	1	N_KIRJA	maha{WB}haava
mahahappo	1	N_HAPPO	maha{WB}happo
mahahuuhtelu	1	N_SEIKKAILU	maha{WB}huuhtelu
mahakatarri	1	N_RUUVI	maha{WB}katarri
mahakelkka	1	N_POLITIIKKA	maha{WB}kelkka
mahakipu	1	N_APU	maha{WB}kipu
mahalaskimo	1	N_RUIPELO	maha{WB}laskimo
mahalasku	1	N_ASU	maha{WB}lasku
mahalaukku	1	N_TIKKU	maha{WB}laukku
mahalaukkulaskimo	1	N_RUIPELO	mahalaukku{WB}laskimo
mahalaukkuvaltimo	1	N_RUIPELO	mahalaukku{WB}valtimo
mahaletku	1	N_ASU	maha{WB}letku
mahanalus	1	N_VAKUUTUS	mahan{WB}alus
mahaneste	1	N_PISTE	maha{WB}neste
mahanesterauhanen	1	N_AAKKOSTAMINEN	maha{WB}neste{WB}rauhanen
mahanportti	1	N_KORTTI	mahan{WB}portti
mahanpuru	1	N_ASU	mahan{WB}puru
mahansuu	1	N_PUU	mahan{WB}suu
mahansuuosa	1	N_VOIMA	mahan{WB}suuosa
mahapalkka	1	N_POLITIIKKA	maha{WB}palkka
mahapaukku	1	N_TIKKU	maha{WB}paukku
mahapiironki	1	N_VANKI	maha{WB}piironki
mahapuoli	1	N_RUUHI	maha{WB}puoli
maharauhanen	1	N_AAKKOSTAMINEN	maha{WB}rauhanen
mahasyöpä	1	N_LEIPÄ	maha{WB}syöpä
mahatauti	1	N_TAUTI	maha{WB}tauti
mahatulehdus	1	N_VAKUUTUS	maha{WB}tulehdus
mahatähystin	1	N_ELIN	maha{WB}tähystin
mahavaiva	1	N_KIRJA	maha{WB}vaiva
mahavaltimo	1	N_RUIPELO	maha{WB}valtimo
mahavyö	1	N_TYÖ	maha{WB}vyö
mahlakärpänen	1	N_KYLKIÄINEN	mahla{WB}kärpänen
mahlatikka	1	N_POLITIIKKA	mahla{WB}tikka
mahonginpunainen	1	A_AAKKOSELLINEN	mahongin{WB}punainen
mahonginruskea	1	A_KORKEA	mahongin{WB}ruskea
mahonkihuonekalu	1	N_ASU	mahonki{WB}huone{WB}kalu
mahonkikasvi	1	N_RUUVI	mahonki{WB}kasvi
mahonkipuu	1	N_PUU	mahonki{WB}puu
mahonkivene	1	N_PISTE	mahonki{WB}vene
mahonkiviilu	1	N_ASU	mahonki{WB}viilu
mahtiasema	1	N_VOIMA	mahti{WB}asema
mahtikäsky	1	N_KÄRRY	mahti{WB}käsky
mahtimies	1	N_MIES	mahti{WB}mies
mahtisana	1	N_KIRJA	mahti{WB}sana
mahtitekijä	1	N_HÄKKYRÄ	mahti{WB}tekijä
maidenvälinen	1	A_KYLMÄJÄRKINEN	maiden{WB}välinen
maidonantaja	1	N_VOIMA	maidon{WB}antaja
maidoneritys	1	N_RÄJÄYTYS	maidon{WB}eritys
maidonjakelu	1	N_SEIKKAILU	maidon{WB}jakelu
maidonjakeluvaunu	1	N_ASU	maidonjakelu{WB}vaunu
maidonkulutus	1	N_VAKUUTUS	maidon{WB}kulutus
maidontarkastamo	1	N_RUIPELO	maidon{WB}tarkastamo
maidontarkastus	1	N_VAKUUTUS	maidon{WB}tarkastus
maidontuotanto	1	N_TUNTO	maidon{WB}tuotanto
maidontuottaja	1	N_VOIMA	maidon{WB}tuottaja
maidonvalkea	1	A_KORKEA	maidon{WB}valkea
maidonvalkoinen	1	A_AAKKOSELLINEN	maidon{WB}valkoinen
maihinnousualus	1	N_VAKUUTUS	maihinnousu{WB}alus
maihinnousuhyökkäys	1	N_RÄJÄYTYS	maihinnousu{WB}hyökkäys
maihinnousujoukko	1	N_UKKO	maihinnousu{WB}joukko
maihinnousukenkä	1	N_KENKÄ	maihinnousu{WB}kenkä
maihinnousukortti	1	N_KORTTI	maihinnousu{WB}kortti
maihinnousupaikka	1	N_POLITIIKKA	maihinnousu{WB}paikka
maihinnousuportaat	1	N_PORTAAT	maihinnousu{WB}portaat
maihinnoususilta	1	N_VALTA	maihinnousu{WB}silta
maihinnousutakki	1	N_LOKKI	maihinnousu{WB}takki
mailakamppi	1	N_KUPPI	maila{WB}kamppi
mailapoika	1	N_POIKA	maila{WB}poika
mailasarja	1	N_KIRJA	maila{WB}sarja
mailikorvaus	1	N_VAKUUTUS	maili{WB}korvaus
mailimäärä	1	N_HÖPÖTTÄJÄ	maili{WB}määrä
mailipylväs	1	N_ÄYRÄS	maili{WB}pylväs
mainearvo	1	N_TALO	maine{WB}arvo
mainesana	1	N_KIRJA	maine{WB}sana
maineteko	1	N_TEKO	maine{WB}teko
mainitunlainen	1	A_AAKKOSELLINEN	mainitun{WB}lainen
mainosaika	1	N_AIKA	mainos{WB}aika
mainosaineisto	1	N_RUIPELO	mainos{WB}aineisto
mainosarvo	1	N_TALO	mainos{WB}arvo
mainoselokuva	1	N_VOIMA	mainos{WB}elo{WB}kuva
mainosfilmi	1	N_TYYLI	mainos{WB}filmi
mainosgraafikko	1	N_LEPAKKO	mainos{WB}graafikko
mainosgrafiikka	1	N_LUSIKKA	mainos{WB}grafiikka
mainoshoitaja	1	N_VOIMA	mainos{WB}hoitaja
mainosjakelu	1	N_SEIKKAILU	mainos{WB}jakelu
mainosjuliste	1	N_ASTE	mainos{WB}juliste
mainosjulkaisu	1	N_SEIKKAILU	mainos{WB}julkaisu
mainoskampanja	1	N_MAKKARA	mainos{WB}kampanja
mainoskatko	1	N_TALO	mainos{WB}katko
mainoskieli	1	N_HIIRI	mainos{WB}kieli
mainoskilpi	1	N_KILPI	mainos{WB}kilpi
mainoskustannus	1	N_VAKUUTUS	mainos{WB}kustannus
mainoskärry	1	N_KÄRRY	mainos{WB}kärry
mainoslahja	1	N_KIRJA	mainos{WB}lahja
mainoslause	1	N_ASTE	mainos{WB}lause
mainoslehti	1	N_LEHTI	mainos{WB}lehti
mainoslehtinen	1	N_KYLKIÄINEN	mainos{WB}lehtinen
mainoslippu	1	N_LIPPU	mainos{WB}lippu
mainosmateriaali	1	N_RUUVI	mainos{WB}materiaali
mainosmies	1	N_MIES	mainos{WB}mies
mainosnukke	1	N_NUKKE	mainos{WB}nukke
mainososasto	1	N_RUIPELO	mainos{WB}osasto
mainospakkaus	1	N_VAKUUTUS	mainos{WB}pakkaus
mainospala	1	N_KIRJA	mainos{WB}pala
mainospiirtäjä	1	N_HÖPÖTTÄJÄ	mainos{WB}piirtäjä
mainospiirtäminen	1	N_KYLKIÄINEN	mainos{WB}piirtäminen
mainospilari	1	N_KANAALI	mainos{WB}pilari
mainospuhe	1	N_ASTE	mainos{WB}puhe
mainospätkä	1	N_HÖPÖTTÄJÄ	mainos{WB}pätkä
mainospäällikkö	1	N_YKSIKKÖ	mainos{WB}päällikkö
mainosradio	1	N_TUOMIO	mainos{WB}radio
mainosrumpu	1	N_RUMPU	mainos{WB}rumpu
mainossihteeri	1	N_KEHVELI	mainos{WB}sihteeri
mainosspotti	1	N_KORTTI	mainos{WB}spotti
mainostaulu	1	N_ASU	mainos{WB}taulu
mainosteksti	1	N_TYYLI	mainos{WB}teksti
mainostelevisio	1	N_TUOMIO	mainos{WB}tele{WB}visio
mainosteline	1	N_PISTE	mainos{WB}teline
mainostemppu	1	N_LIPPU	mainos{WB}temppu
mainostila	1	N_KIRJA	mainos{WB}tila
mainostoimisto	1	N_RUIPELO	mainos{WB}toimisto
mainostoimittaja	1	N_VOIMA	mainos{WB}toimittaja
mainosvalo	1	N_TALO	mainos{WB}valo
mainosväline	1	N_PISTE	mainos{WB}väline
maisema-arkkitehti	1	N_TAUTI	maisema-arkkitehti
maisema-arkkitehtuuri	1	N_RUUVI	maisema-arkkitehtuuri
maisemahakkuu	1	N_LEIKKUU	maisema{WB}hakkuu
maisemaikkuna	1	N_MAKKARA	maisema{WB}ikkuna
maisemakonttori	1	N_KANAALI	maisema{WB}konttori
maisemakortti	1	N_KORTTI	maisema{WB}kortti
maisemakuva	1	N_VOIMA	maisema{WB}kuva
maisemamaalari	1	N_KANAALI	maisema{WB}maalari
