lemma	new_paras	homonym
miljardisosa	['N_VOIMA']	2
miljoonasosa	['NUM_KOLMASOSA']	1
miljoonasosa	['N_VOIMA']	2
min	['ACRO_ÄKS']	1
min	['N_ZEN']	2
Minerva	['N_ASEMA']	1
Minerva	['N_KIRJA']	2
minkinnahka	['N_KIRJA']	1
minkinnahka	['N_VIKA']	2
Mirtos	['N_PUNK']	1
Mirtos	['N_VAKUUTUS']	2
misantrooppi	['N_KUPPI']	1
misantrooppi	['N_RUUVI']	2
miss	['N_ZEN']	1
miss	['PCLE_VAAN']	2
Mississippi	['N_TYYLI']	1
Mississippi	['N_TYYPPI']	2
mister	['N_BESSERWISSER']	1
mister	['N_ZEN']	2
MIT	['ACRO_EE']	1
MIT	['N_ZEN']	2
mitallinen	['A_AAKKOSELLINEN']	1
mitallinen	['N_AAKKOSTAMINEN']	2
mithralainen	['A_AAKKOSELLINEN']	1
mithralainen	['N_AAKKOSTAMINEN']	2
mitä	['PCLE_MITEN']	1
mitä	['PCLE_VAAN']	2
mm	['ACRO_ÄKS',	1
mm	['PCLE_VAAN']	2
MMK	['ACRO_OO',	1
MMK	['ACRO_OO',	2
MML	['ACRO_ÄKS']	1
MML	['ACRO_ÄKS',	2
MMYL	['ACRO_ÄKS']	1
MMYL	['N_ZEN']	2
modernisti	['N_RUUVI']	1
modernisti	['PCLE_NOPEASTI']	2
Modinos	['N_PUNK']	1
Modinos	['N_VAKUUTUS']	2
mokkanahka	['N_KIRJA']	1
mokkanahka	['N_VIKA']	2
moldovalainen	['A_AAKKOSELLINEN']	1
moldovalainen	['N_AAKKOSTAMINEN']	2
monacolainen	['A_AAKKOSELLINEN']	1
monacolainen	['N_AAKKOSTAMINEN']	2
Monet	['N_PARFAIT']	1
Monet	['N_PUNK']	2
mongolialainen	['A_AAKKOSELLINEN']	1
mongolialainen	['N_AAKKOSTAMINEN']	2
moniongelmainen	['A_AAKKOSELLINEN']	1
moniongelmainen	['N_AAKKOSTAMINEN']	2
monivammainen	['A_AAKKOSELLINEN']	1
monivammainen	['N_AAKKOSTAMINEN']	2
Monrepos	['N_BORDEAUX']	1
Monrepos	['N_PUNK']	2
Monroe	['N_KUNGFU']	1
Monroe	['N_ZOMBIE']	2
monsieur	['N_MONSIEUR']	1
monsieur	['N_PUNK']	2
montenegrolainen	['A_AAKKOSELLINEN']	1
montenegrolainen	['N_AAKKOSTAMINEN']	2
Montreux	['N_MONSIEUR']	1
Montreux	['N_PUNK']	2
montserratilainen	['A_AAKKOSELLINEN']	1
montserratilainen	['N_AAKKOSTAMINEN']	2
moro	['N_TALO']	1
moro	['PCLE_HAH']	2
morsiusvihko	['N_PELKO']	1
morsiusvihko	['N_TALO']	2
mosambikilainen	['A_AAKKOSELLINEN']	1
mosambikilainen	['N_AAKKOSTAMINEN']	2
moskovalainen	['A_AAKKOSELLINEN']	1
moskovalainen	['N_AAKKOSTAMINEN']	2
Moudros	['N_PUNK']	1
Moudros	['N_VAKUUTUS']	2
Moúdros	['N_PUNK']	1
Moúdros	['N_VAKUUTUS']	2
mouhijärveläinen	['A_KYLMÄJÄRKINEN']	1
mouhijärveläinen	['N_KYLKIÄINEN']	2
Moventas	['N_PUNK']	1
Moventas	['N_VAKUUTUS']	2
Mozilla	['N_KIRJA']	1
Mozilla	['N_MAKKARA']	2
Ms	['ACRO_ÄKS',	3
Ms	['PCLE_VAAN']	4
MTV	['ACRO_EE']	1
MTV	['ACRO_EE',	2
Muhis	['N_PUNK']	1
Muhis	['N_VAKUUTUS']	2
muhokselainen	['A_AAKKOSELLINEN']	1
muhokselainen	['N_AAKKOSTAMINEN']	2
muhoslainen	['A_AAKKOSELLINEN']	1
muhoslainen	['N_AAKKOSTAMINEN']	2
Muikkulampi	['N_LAMMI']	1
Muikkulampi	['N_SAMPI']	2
muinaisiiri	['N_RUUVI']	1
muinaisiiri	['N_TYYLI']	2
muinaissuomalainen	['A_AAKKOSELLINEN']	1
muinaissuomalainen	['N_AAKKOSTAMINEN']	2
muistivihko	['N_PELKO']	1
muistivihko	['N_TALO']	2
mukautuva	['A_RUMA']	1
mukautuva	['N_VOIMA']	2
mukoidi	['A_ABNORMI']	1
mukoidi	['N_RUUVI']	2
multiainen	['A_AAKKOSELLINEN']	1
multiainen	['N_AAKKOSTAMINEN']	2
multialainen	['A_AAKKOSELLINEN']	1
multialainen	['N_AAKKOSTAMINEN']	2
Munarimpi	['N_LAMMI']	1
Munarimpi	['N_SAMPI']	2
Muncie	['N_BRASSERIE']	1
Muncie	['N_ZOMBIE']	2
Munne	['N_NALLE']	1
Munne	['N_RAKENNE']	2
munsalalainen	['A_AAKKOSELLINEN']	1
munsalalainen	['N_AAKKOSTAMINEN']	2
muoniolainen	['A_AAKKOSELLINEN']	1
muoniolainen	['N_AAKKOSTAMINEN']	2
Mure	['N_ASTE']	1
Mure	['N_NALLE']	2
murhattu	['A_VIMMATTU']	1
murhattu	['N_TORTTU']	2
Murokkaanrimpi	['N_LAMMI']	1
Murokkaanrimpi	['N_SAMPI']	2
mursunnahka	['N_KIRJA']	1
mursunnahka	['N_VIKA']	2
musiikkiluokkalainen	['A_AAKKOSELLINEN']	1
musiikkiluokkalainen	['N_AAKKOSTAMINEN']	2
musta	['A_RUMA']	1
musta	['N_VOIMA']	2
mustaherukka	['N_51mustaherukka']	1
mustaherukka	['N_LUSIKKA']	2
Mustalampi	['N_LAMMI']	1
Mustalampi	['N_SAMPI']	2
mustaleipä	['N_51mustaleipä']	1
mustaleipä	['N_LEIPÄ']	2
mustaleski	['N_51mustaleski']	1
mustaleski	['N_KIVI']	2
mustalintu	['N_51mustalintu']	1
mustalintu	['N_LINTU']	2
mustamaija	['N_51mustamaija']	1
mustamaija	['N_KIRJA']	2
mustamakkara	['N_51mustamakkara']	1
mustamakkara	['N_KITARA']	2
mustamies	['N_51mustamies']	1
mustamies	['N_MIES']	2
mustamulta	['N_51mustamulta']	1
mustamulta	['N_VOIMA']	2
Mustanmaanpuhti	['N_RUUVI']	1
Mustanmaanpuhti	['N_TAUTI']	2
mustapekka	['N_51mustapekka']	1
mustapekka	['N_POLITIIKKA']	2
mustapippuri	['N_51mustapippuri']	1
mustapippuri	['N_KANAALI']	2
Mustapuronrimpi	['N_LAMMI']	1
Mustapuronrimpi	['N_SAMPI']	2
Mustarimpi	['N_LAMMI']	1
Mustarimpi	['N_SAMPI']	2
mustasaarelainen	['A_AAKKOSELLINEN']	1
mustasaarelainen	['N_AAKKOSTAMINEN']	2
mustatorvisieni	['N_51mustatorvisieni']	1
mustatorvisieni	['N_KIVI']	2
mustaviinimarja	['N_51mustaviinimarja']	1
mustaviinimarja	['N_KIRJA']	2
Muti	['N_RUUVI']	1
Muti	['N_TAUTI']	2
Mutkalampi	['N_LAMMI']	1
Mutkalampi	['N_SAMPI']	2
muttei	['V_EI']	1
muttei	['X_51muttei']	2
mutu	['N_ASU']	1
mutu	['N_KUITU']	2
muu	['A_MUU']	1
muu	['PCLE_HAH']	2
muu	['PRON_MUU']	3
muuramelainen	['A_AAKKOSELLINEN']	1
muuramelainen	['N_AAKKOSTAMINEN']	2
muurlalainen	['A_AAKKOSELLINEN']	1
muurlalainen	['N_AAKKOSTAMINEN']	2
Muurue	['N_ASTE']	1
Muurue	['N_NALLE']	2
muuruveteläinen	['A_KYLMÄJÄRKINEN']	1
muuruveteläinen	['N_KYLKIÄINEN']	2
muuruvetinen	['A_AAKKOSELLINEN']	1
muuruvetinen	['N_AAKKOSTAMINEN']	2
myanmarilainen	['A_AAKKOSELLINEN']	1
myanmarilainen	['N_AAKKOSTAMINEN']	2
MYEL	['ACRO_ÄKS',	1
MYEL	['N_ZEN']	2
Myka	['N_KIRJA']	1
Myka	['N_VOIMA']	2
mykeneläinen	['A_KYLMÄJÄRKINEN']	1
mykeneläinen	['N_KYLKIÄINEN']	2
mykerökukkainen	['A_AAKKOSELLINEN']	1
mykerökukkainen	['N_AAKKOSTAMINEN']	2
mykkä	['A_MYKKÄ']	1
mykkä	['N_HÖLKKÄ']	2
Mykonos	['N_PUNK']	1
Mykonos	['N_VAKUUTUS']	2
Mýkonos	['N_PUNK']	1
Mýkonos	['N_VAKUUTUS']	2
Myllylampi	['N_LAMMI']	1
Myllylampi	['N_SAMPI']	2
Myllynpuhti	['N_RUUVI']	1
Myllynpuhti	['N_TAUTI']	2
Mylopotamos	['N_PUNK']	1
Mylopotamos	['N_VAKUUTUS']	2
Mylopótamos	['N_PUNK']	1
Mylopótamos	['N_VAKUUTUS']	2
mynämäkeläinen	['A_KYLMÄJÄRKINEN']	1
mynämäkeläinen	['N_KYLKIÄINEN']	2
Myra	['N_KIRJA']	1
Myra	['N_VOIMA']	2
myrskyläinen	['A_KYLMÄJÄRKINEN']	1
myrskyläinen	['N_KYLKIÄINEN']	2
myrskyläläinen	['A_KYLMÄJÄRKINEN']	1
myrskyläläinen	['N_KYLKIÄINEN']	2
Myrtos	['N_PUNK']	1
Myrtos	['N_VAKUUTUS']	2
Mýrtos	['N_PUNK']	1
Mýrtos	['N_VAKUUTUS']	2
Mystras	['N_PUNK']	1
Mystras	['N_VAKUUTUS']	2
Mystrás	['N_PUNK']	1
Mystrás	['N_VAKUUTUS']	2
MYY	['ACRO_YY']	1
MYY	['N_FONDUE']	2
Myyrynpuhti	['N_RUUVI']	1
Myyrynpuhti	['N_TAUTI']	2
Mäkilänpuhti	['N_RUUVI']	1
Mäkilänpuhti	['N_TAUTI']	2
Mäkkylä	['N_HÄKKYRÄ']	1
Mäkkylä	['N_HÖPÖTTÄJÄ']	2
Mäkränrimpi	['N_RIMMI']	1
Mäkränrimpi	['N_RIMPI']	2
mäntsäläinen	['A_KYLMÄJÄRKINEN']	1
mäntsäläinen	['N_KYLKIÄINEN']	2
mäntsäläläinen	['A_KYLMÄJÄRKINEN']	1
mäntsäläläinen	['N_KYLKIÄINEN']	2
mäntti	['A_VÄÄRTTI']	1
mäntti	['N_SKEITTI']	2
mänttäläinen	['A_KYLMÄJÄRKINEN']	1
mänttäläinen	['N_KYLKIÄINEN']	2
mänttävilppulalainen	['A_AAKKOSELLINEN']	1
mänttävilppulalainen	['N_AAKKOSTAMINEN']	2
mäntyharjulainen	['A_AAKKOSELLINEN']	1
mäntyharjulainen	['N_AAKKOSTAMINEN']	2
Mäntylampi	['N_LAMMI']	1
Mäntylampi	['N_SAMPI']	2
Mäntylänpuhti	['N_RUUVI']	1
Mäntylänpuhti	['N_TAUTI']	2
Mäntyrimpi	['N_RIMMI']	1
Mäntyrimpi	['N_RIMPI']	2
Mäntysuonrimpi	['N_LAMMI']	1
Mäntysuonrimpi	['N_SAMPI']	2
märkä	['A_MÄRKÄ']	1
märkä	['N_NÄLKÄ']	2
mätä	['A_MÄTÄ']	1
mätä	['N_PÖYTÄ']	2
mää	['PCLE_HAH']	1
mää	['PRON_MÄÄ']	2
Mõttus	['N_PUNK']	1
Mõttus	['N_VAKUUTUS']	2
naantalilainen	['A_AAKKOSELLINEN']	1
naantalilainen	['N_AAKKOSTAMINEN']	2
Naatu	['N_ASU']	1
Naatu	['N_KUITU']	2
Nafpaktos	['N_PUNK']	1
Nafpaktos	['N_VAKUUTUS']	2
Náfpaktos	['N_PUNK']	1
Náfpaktos	['N_VAKUUTUS']	2
NAFTA	['ACRO_AA']	1
NAFTA	['N_FIFA']	2
Nagy	['N_KÄRRY']	1
Nagy	['N_ZEN']	2
Nagykaroly	['N_KÄRRY']	1
Nagykaroly	['N_ZEN']	2
Nagykároly	['N_KÄRRY']	1
Nagykároly	['N_ZEN']	2
Nagymihaly	['N_KÄRRY']	1
Nagymihaly	['N_ZEN']	2
Nagymihály	['N_KÄRRY']	1
Nagymihály	['N_ZEN']	2
Nagytapolcsany	['N_KÄRRY']	1
Nagytapolcsany	['N_ZEN']	2
Nagytapolcsány	['N_KÄRRY']	1
Nagytapolcsány	['N_ZEN']	2
nahka	['N_KIRJA']	1
nahka	['N_VIKA']	2
nakkilalainen	['A_AAKKOSELLINEN']	1
nakkilalainen	['N_AAKKOSTAMINEN']	2
naku	['A_VALKAISTU']	1
naku	['N_ASU']	2
namibialainen	['A_AAKKOSELLINEN']	1
namibialainen	['N_AAKKOSTAMINEN']	2
Nampa	['N_KIRJA']	1
Nampa	['N_RAMPA']	2
Nancy	['N_KÄRRY']	1
Nancy	['N_SPOTIFY']	2
Nandorhegy	['N_KÄRRY']	1
Nandorhegy	['N_ZEN']	2
Nándorhegy	['N_KÄRRY']	1
Nándorhegy	['N_ZEN']	2
Naperonpuhti	['N_RUUVI']	1
Naperonpuhti	['N_TAUTI']	2
napolilainen	['A_AAKKOSELLINEN']	1
napolilainen	['N_AAKKOSTAMINEN']	2
nappanahka	['N_KIRJA']	1
nappanahka	['N_VIKA']	2
nasta	['A_AAVA']	1
nasta	['N_KIRJA']	2
nastolainen	['A_AAKKOSELLINEN']	1
nastolainen	['N_AAKKOSTAMINEN']	2
nastolalainen	['A_AAKKOSELLINEN']	1
nastolalainen	['N_AAKKOSTAMINEN']	2
Nata	['N_KIRJA']	1
Nata	['N_PATA']	2
Natalie	['N_BRASSERIE']	1
Natalie	['N_ZOMBIE']	2
naurulainen	['A_AAKKOSELLINEN']	1
naurulainen	['N_AAKKOSTAMINEN']	2
naurunalainen	['A_AAKKOSELLINEN']	1
naurunalainen	['N_AAKKOSTAMINEN']	2
nauvolainen	['A_AAKKOSELLINEN']	1
nauvolainen	['N_AAKKOSTAMINEN']	2
Navettarimpi	['N_LAMMI']	1
Navettarimpi	['N_SAMPI']	2
Naxos	['N_PUNK']	1
Naxos	['N_VAKUUTUS']	2
Náxos	['N_PUNK']	1
Náxos	['N_VAKUUTUS']	2
Nea	['N_KIRJA']	1
NEC	['ACRO_EE']	1
NEC	['N_ZEN']	2
negroidi	['A_ABNORMI']	1
negroidi	['N_RUUVI']	2
Nehemias	['N_PATSAS']	1
Nehemias	['N_VAKUUTUS']	2
nelijalkainen	['A_AAKKOSELLINEN']	1
nelijalkainen	['N_AAKKOSTAMINEN']	2
nelikymppinen	['A_KYLMÄJÄRKINEN']	1
nelikymppinen	['N_KYLKIÄINEN']	2
nelivuotias	['A_AUTUAS']	1
nelivuotias	['N_PATSAS']	2
neljäkymmentä	['NUM_51neljäkymmentä']	1
neljäkymmentä	['NUM_KYMMENTÄ']	2
neljäsataa	['NUM_51neljäsataa']	1
neljäsataa	['NUM_KYMMENTÄ']	2
neljäskymmenes	['NUM_51neljäskymmenes']	1
neljäskymmenes	['NUM_NELJÄS']	2
neljäsluokkalainen	['A_AAKKOSELLINEN']	1
neljäsluokkalainen	['N_AAKKOSTAMINEN']	2
neljäsosa	['NUM_KOLMASOSA']	1
neljäsosa	['N_VOIMA']	2
neljässadas	['NUM_51neljässadas']	1
neljässadas	['NUM_KOLMAS']	2
neljästoista	['NUM_51neljästoista']	1
neljästoista	['NUM_KYMMENTÄ']	2
neljätoista	['NUM_51neljätoista']	1
neljätoista	['NUM_KYMMENTÄ']	2
neljätuhatta	['NUM_51neljätuhatta']	1
neljätuhatta	['NUM_KYMMENTÄ']	2
nepalilainen	['A_AAKKOSELLINEN']	1
nepalilainen	['N_AAKKOSTAMINEN']	2
Nerokouros	['N_PUNK']	1
Nerokouros	['N_VAKUUTUS']	2
Nerokoúros	['N_PUNK']	1
Nerokoúros	['N_VAKUUTUS']	2
nestoriolainen	['A_AAKKOSELLINEN']	1
nestoriolainen	['N_AAKKOSTAMINEN']	2
Netsinrimpi	['N_RIMMI']	1
Netsinrimpi	['N_RIMPI']	2
neuvoa-antava	['A_RUMA']	1
neuvoa-antava	['N_VOIMA']	2
neuvostoliittolainen	['A_AAKKOSELLINEN']	1
neuvostoliittolainen	['N_AAKKOSTAMINEN']	2
newtonilainen	['A_AAKKOSELLINEN']	1
newtonilainen	['N_AAKKOSTAMINEN']	2
NIB	['ACRO_EE']	1
NIB	['N_ZEN']	2
nicaragualainen	['A_AAKKOSELLINEN']	1
nicaragualainen	['N_AAKKOSTAMINEN']	2
Nicholas	['N_PUNK']	1
Nicholas	['N_VAKUUTUS']	2
Nicolas	['N_PUNK']	1
Nicolas	['N_VAKUUTUS']	2
nigerialainen	['A_AAKKOSELLINEN']	1
nigerialainen	['N_AAKKOSTAMINEN']	2
nigeriläinen	['A_KYLMÄJÄRKINEN']	1
nigeriläinen	['N_KYLKIÄINEN']	2
Niihama	['N_ASEMA']	1
Niihama	['N_KIRJA']	2
Niini	['N_KIVI']	1
Niini	['N_TYYLI']	2
Niittulanpuhti	['N_RUUVI']	1
Niittulanpuhti	['N_TAUTI']	2
niittykirvinen	['A_KYLMÄJÄRKINEN']	1
niittykirvinen	['N_KYLKIÄINEN']	2
Nikko	['N_ESQUIMAU']	1
Nikko	['N_UKKO']	2
Niklander-Teeri	['N_HIIRI']	1
Niklander-Teeri	['N_TYYLI']	2
Niklas	['N_PATSAS']	1
Niklas	['N_VAKUUTUS']	2
Nikolas	['N_PATSAS']	1
Nikolas	['N_VAKUUTUS']	2
Nikukurinpuhti	['N_RUUVI']	1
Nikukurinpuhti	['N_TAUTI']	2
Nilivuomanrimpi	['N_LAMMI']	1
Nilivuomanrimpi	['N_SAMPI']	2
nilsiäläinen	['A_KYLMÄJÄRKINEN']	1
nilsiäläinen	['N_KYLKIÄINEN']	2
nimetön	['A_KYVYTÖN']	1
nimetön	['N_NIMETÖN']	2
Nimos	['N_PUNK']	1
Nimos	['N_VAKUUTUS']	2
Nímos	['N_PUNK']	1
Nímos	['N_VAKUUTUS']	2
niuelainen	['A_AAKKOSELLINEN']	1
niuelainen	['N_AAKKOSTAMINEN']	2
nivalainen	['A_AAKKOSELLINEN']	1
nivalainen	['N_AAKKOSTAMINEN']	2
nivalalainen	['A_AAKKOSELLINEN']	1
nivalalainen	['N_AAKKOSTAMINEN']	2
niveljalkainen	['A_AAKKOSELLINEN']	1
niveljalkainen	['N_AAKKOSTAMINEN']	2
NOK	['ACRO_OO']	1
NOK	['N_PUNK']	2
nokialainen	['A_AAKKOSELLINEN']	1
nokialainen	['N_AAKKOSTAMINEN']	2
nokimusta	['A_RUMA']	1
nokimusta	['N_VOIMA']	2
nolla	['NUM_MILJOONA']	1
nolla	['N_VOIMA']	2
nonkonformisti	['A_ABNORMI']	1
nonkonformisti	['N_RUUVI']	2
noormarkkulainen	['A_AAKKOSELLINEN']	1
noormarkkulainen	['N_AAKKOSTAMINEN']	2
Nord-Pas-de-Calais	['N_PARFAIT']	1
Nord-Pas-de-Calais	['N_PUNK']	2
norfolkinsaarelainen	['A_AAKKOSELLINEN']	1
norfolkinsaarelainen	['N_AAKKOSTAMINEN']	2
norja	['A_RUMA']	1
norja	['N_VOIMA']	2
norjalainen	['A_AAKKOSELLINEN']	1
norjalainen	['N_AAKKOSTAMINEN']	2
Norris	['N_PUNK']	1
Norris	['N_VAKUUTUS']	2
norsunluunvalkoinen	['A_AAKKOSELLINEN']	1
norsunluunvalkoinen	['N_AAKKOSTAMINEN']	2
norsunluurannikkolainen	['A_AAKKOSELLINEN']	1
norsunluurannikkolainen	['N_AAKKOSTAMINEN']	2
notko	['A_TUMMAHKO']	1
notko	['N_TALO']	2
Notre-Dame-de-l’Ile-Perrot	['N_BORDEAUX']	1
Notre-Dame-de-l’Ile-Perrot	['N_PUNK']	2
Notre-Dame-de-l’Île-Perrot	['N_BORDEAUX']	1
Notre-Dame-de-l’Île-Perrot	['N_PUNK']	2
nousiaislainen	['A_AAKKOSELLINEN']	1
nousiaislainen	['N_AAKKOSTAMINEN']	2
Novartis	['N_PUNK']	1
Novartis	['N_VAKUUTUS']	2
nro	['N_RUIPELO']	1
nro	['PCLE_VAAN']	2
ns	['ACRO_ÄKS',	1
ns	['PCLE_VAAN']	2
nuijamaalainen	['A_AAKKOSELLINEN']	1
nuijamaalainen	['N_AAKKOSTAMINEN']	2
numidialainen	['A_AAKKOSELLINEN']	1
numidialainen	['N_AAKKOSTAMINEN']	2
nummelainen	['A_AAKKOSELLINEN']	1
nummelainen	['N_AAKKOSTAMINEN']	2
nummilainen	['A_AAKKOSELLINEN']	1
nummilainen	['N_AAKKOSTAMINEN']	2
nummipusulalainen	['A_AAKKOSELLINEN']	1
nummipusulalainen	['N_AAKKOSTAMINEN']	2
nuori	['A_SUURI']	1
nuori	['N_RUUHI']	2
nuoriemäntä	['N_51nuoriemäntä']	1
nuoriemäntä	['N_HÄNTÄ']	2
nuoriherra	['N_51nuoriherra']	1
nuoriherra	['N_KIRJA']	2
nuori-isäntä	['N_51nuori-isäntä']	1
nuori-isäntä	['N_HÄNTÄ']	2
nuorikarja	['N_51nuorikarja']	1
nuorikarja	['N_KIRJA']	2
nuorimies	['N_51nuorimies']	1
nuorimies	['N_MIES']	2
nuoripari	['N_51nuoripari']	1
nuoripari	['N_RUUVI']	2
nuorsuomalainen	['A_AAKKOSELLINEN']	1
nuorsuomalainen	['N_AAKKOSTAMINEN']	2
nuottivihko	['N_PELKO']	1
nuottivihko	['N_TALO']	2
nurja	['A_RUMA']	1
nurja	['N_VOIMA']	2
Nurme	['N_ASTE']	1
Nurme	['N_NALLE']	2
nurmekselainen	['A_AAKKOSELLINEN']	1
nurmekselainen	['N_AAKKOSTAMINEN']	2
nurmeslainen	['A_AAKKOSELLINEN']	1
nurmeslainen	['N_AAKKOSTAMINEN']	2
nurmijärveläinen	['A_KYLMÄJÄRKINEN']	1
nurmijärveläinen	['N_KYLKIÄINEN']	2
nurmijärvinen	['A_KYLMÄJÄRKINEN']	1
nurmijärvinen	['N_KYLKIÄINEN']	2
Nurmilaukas	['N_ASUKAS']	1
Nurmilaukas	['N_VAKUUTUS']	2
nurmolainen	['A_AAKKOSELLINEN']	1
nurmolainen	['N_AAKKOSTAMINEN']	2
Nuto	['N_TALO']	1
Nuto	['N_VETO']	2
Nuuti	['N_RUUVI']	1
Nuuti	['N_TAUTI']	2
NUVA	['ACRO_AA']	1
NUVA	['N_FIFA']	2
Nybondas	['N_PUNK']	1
Nybondas	['N_VAKUUTUS']	2
nykysuomalainen	['A_AAKKOSELLINEN']	1
nykysuomalainen	['N_AAKKOSTAMINEN']	2
nähtävä	['A_TERÄVÄ']	1
nähtävä	['N_ELÄMÄ']	2
näkövammainen	['A_AAKKOSELLINEN']	1
näkövammainen	['N_AAKKOSTAMINEN']	2
Nälkin	['N_ELIN']	1
Nälkin	['N_HÄRKIN']	2
Närhi	['N_KIVI']	1
Närhi	['N_TYYLI']	2
närpiöläinen	['A_KYLMÄJÄRKINEN']	1
närpiöläinen	['N_KYLKIÄINEN']	2
Närte	['N_KÄSITE']	1
Närte	['N_NISSE']	2
näsäviisas	['A_AUTUAS']	1
näsäviisas	['N_PATSAS']	2
Nätkin	['N_ELIN']	1
Nätkin	['N_ZEN']	2
OAJ	['ACRO_II']	1
OAJ	['ACRO_II',	2
Oas	['N_VAKUUTUS']	1
Oas	['N_VARAS']	2
ohjattava	['A_RUMA']	1
ohjattava	['N_VOIMA']	2
Ohto	['N_TALO']	1
Ohto	['N_VETO']	2
oieta	['V_NIUKETA']	1
oieta	['V_POIKETA']	2
oikea	['A_KORKEA']	1
oikea	['N_SOKEA']	2
oikeakätinen	['A_KYLMÄJÄRKINEN']	1
oikeakätinen	['N_KYLKIÄINEN']	2
oikee	['A_OIKEE']	1
oikee	['N_TOKEE']	2
OIKOS	['ACRO_ÄKS']	1
OIKOS	['N_PUNK']	2
Oinas	['N_PATSAS']	1
Oinas	['N_VAKUUTUS']	2
Oinassaarenpuhti	['N_RUUVI']	1
Oinassaarenpuhti	['N_TAUTI']	2
Oive	['N_ASTE']	1
Oive	['N_NALLE']	2
Ojanlatvarimpi	['N_LAMMI']	1
Ojanlatvarimpi	['N_SAMPI']	2
Ojanperänrimpi	['N_RIMMI']	1
Ojanperänrimpi	['N_RIMPI']	2
Ojansuunpuhti	['N_RUUVI']	1
Ojansuunpuhti	['N_TAUTI']	2
ok	['ACRO_OO']	1
ok	['PCLE_VAAN']	2
Ola	['N_CHACHACHA']	1
Ola	['N_VOIMA']	2
Olahszentgyörgy	['N_KÄRRY']	1
Olahszentgyörgy	['N_ZEN']	2
Oláhszentgyörgy	['N_KÄRRY']	1
Oláhszentgyörgy	['N_ZEN']	2
olas	['N_PATSAS']	1
olas	['N_VAKUUTUS']	2
oliivinruskea	['A_KORKEA']	1
oliivinruskea	['N_SOKEA']	2
oliivinvihreä	['A_JÄREÄ']	1
oliivinvihreä	['N_LIPEÄ']	2
olka	['N_OLKA']	1
olka	['N_SULKA']	2
olkaimeton	['A_VIATON']	1
olkaimeton	['N_OSATON']	2
OLL	['ACRO_ÄKS']	1
OLL	['N_PUNK']	2
Ollikkaanrimpi	['N_LAMMI']	1
Ollikkaanrimpi	['N_SAMPI']	2
Olympie	['N_BERNIE']	1
Olympie	['N_BRIE']	2
Olympos	['N_PUNK']	1
Olympos	['N_VAKUUTUS']	2
Ólympos	['N_PUNK']	1
Ólympos	['N_VAKUUTUS']	2
Olynthos	['N_PUNK']	1
Olynthos	['N_VAKUUTUS']	2
Ólynthos	['N_PUNK']	1
Ólynthos	['N_VAKUUTUS']	2
omainen	['A_AAKKOSELLINEN']	1
omainen	['N_AAKKOSTAMINEN']	2
omakuva	['N_51omakuva']	1
omakuva	['N_VOIMA']	2
omanilainen	['A_AAKKOSELLINEN']	1
omanilainen	['N_AAKKOSTAMINEN']	2
omatunto	['N_51omatunto']	1
omatunto	['N_TUNTO']	2
Onni	['N_ONNI']	1
Onni	['N_RUUVI']	2
onttosarvinen	['A_AAKKOSELLINEN']	1
onttosarvinen	['N_AAKKOSTAMINEN']	2
opasvihko	['N_PELKO']	1
opasvihko	['N_TALO']	2
OPEC	['ACRO_EE']	1
OPEC	['N_PUNK']	2
opintovapaa	['A_VAPAA']	1
opintovapaa	['N_VAINAA']	2
OPKO	['ACRO_OO']	1
OPKO	['N_TALO']	2
oppinut	['A_KULUNUT']	1
oppinut	['N_AIVOKUOLLUT']	2
oranssi	['A_ABNORMI']	1
oranssi	['N_RUUVI']	2
oranssinkeltainen	['A_AAKKOSELLINEN']	1
oranssinkeltainen	['N_AAKKOSTAMINEN']	2
oranssinpunainen	['A_AAKKOSELLINEN']	1
oranssinpunainen	['N_AAKKOSTAMINEN']	2
Oras	['N_PATSAS']	1
Oras	['N_VAKUUTUS']	2
oravaislainen	['A_AAKKOSELLINEN']	1
oravaislainen	['N_AAKKOSTAMINEN']	2
Orbis	['N_PUNK']	1
Orbis	['N_VAKUUTUS']	2
orhi	['N_ONNI']	1
orhi	['N_RUUVI']	2
ori	['N_ORI']	1
ori	['N_RUUVI']	2
orimattilainen	['A_AAKKOSELLINEN']	1
orimattilainen	['N_AAKKOSTAMINEN']	2
orimattilalainen	['A_AAKKOSELLINEN']	1
orimattilalainen	['N_AAKKOSTAMINEN']	2
oripääläinen	['A_KYLMÄJÄRKINEN']	1
oripääläinen	['N_KYLKIÄINEN']	2
Oritlampi	['N_LAMMI']	1
Oritlampi	['N_SAMPI']	2
oriveteläinen	['A_KYLMÄJÄRKINEN']	1
oriveteläinen	['N_KYLKIÄINEN']	2
Orko	['N_PELKO']	1
Orko	['N_TALO']	2
Oroszlany	['N_KÄRRY']	1
Oroszlany	['N_ZEN']	2
Oroszlány	['N_KÄRRY']	1
Oroszlány	['N_ZEN']	2
ortodoksijuutalainen	['A_AAKKOSELLINEN']	1
ortodoksijuutalainen	['N_AAKKOSTAMINEN']	2
osallinen	['A_AAKKOSELLINEN']	1
osallinen	['N_AAKKOSTAMINEN']	2
osastoton	['A_VIATON']	1
osastoton	['N_OSATON']	2
OSKE	['ACRO_EE']	1
OSKE	['N_NALLE']	2
osmani	['N_KANAALI']	1
osmani	['N_RUUVI']	2
OTE	['ACRO_EE']	1
OTE	['N_NALLE']	2
