lemma	new_para	argument
erkaantua	V_VAKAANTUA	intransitive
erkautua	V_ROHTUA	intransitive
erodoida	V_KOPIOIDA	intransitive
erodoitua	V_ROHTUA	intransitive
eroittaa	V_VIEROITTAA	intransitive
eroottistaa	V_MUTRISTAA	intransitive
eroottistua	V_KAUNISTUA	intransitive
erota	V_KARHUTA	intransitive
erotella	V_SULATELLA	intransitive
erotisoida	V_KOPIOIDA	intransitive
erotisoitua	V_ROHTUA	intransitive
erottaa	V_VIEROITTAA	intransitive
erottautua	V_ROHTUA	intransitive
erottua	V_HERMOTTUA	intransitive
erääntyä	V_TYHJENTYÄ	intransitive
esialtistaa	V_MUTRISTAA	intransitive
esieristää	V_KIVISTÄÄ	intransitive
esiinhuutaa	V_HUUTAA	intransitive
esiintuoda	V_TUODA	intransitive
esiintyä	V_TYHJENTYÄ	intransitive
esijännittää	V_RÄPSYTTÄÄ	intransitive
esikasvattaa	V_VIEROITTAA	intransitive
esikaupunkimaistua	V_KAUNISTUA	intransitive
esikeittää	V_RÄPSYTTÄÄ	intransitive
esikoota	V_KAIKOTA	intransitive
esikuormittaa	V_VIEROITTAA	intransitive
esikuumentaa	V_HUONONTAA	intransitive
esikypsentää	V_HIVENTÄÄ	intransitive
esikäsitellä	V_HERÄTELLÄ	intransitive
esiladata	V_JAHDATA	intransitive
esilleantaa	V_KANTAA	intransitive
esillehuutaa	V_HUUTAA	intransitive
esillenostaa	V_MUTRISTAA	intransitive
esillenousta	V_MARISTA	intransitive
esilleottaa	V_VIEROITTAA	intransitive
esillepanna	V_PANNA	intransitive
esillepilkahtaa	V_MOJAHTAA	intransitive
esillepuristaa	V_MUTRISTAA	intransitive
esillepursua	V_KAUNISTUA	intransitive
esillepyrkiä	V_HYLKIÄ	intransitive
esillesaada	V_SAADA	intransitive
esilletulla	V_ETUILLA	intransitive
esilletuoda	V_TUODA	intransitive
esilämmittää	V_RÄPSYTTÄÄ	intransitive
esimuotoilla	V_ARVAILLA	intransitive
esineellistyä	V_ÄLLISTYÄ	intransitive
esineellistää	V_KIVISTÄÄ	intransitive
esineistyä	V_ÄLLISTYÄ	intransitive
esineistää	V_KIVISTÄÄ	intransitive
esipainaa	V_KASVAA	intransitive
esipainattaa	V_VIEROITTAA	intransitive
esipestä	V_ÄRISTÄ	intransitive
esipuhdistaa	V_MUTRISTAA	intransitive
esiseuloa	V_PUNOA	intransitive
esisulattaa	V_VIEROITTAA	intransitive
esitellä	V_HERÄTELLÄ	intransitive
esitelmöidä	V_ÖYKKÄRÖIDÄ	intransitive
esittäytyä	V_SILIYTYÄ	intransitive
esittää	V_RÄPSYTTÄÄ	intransitive
esityttää	V_RÄPSYTTÄÄ	intransitive
esivakauttaa	V_VIEROITTAA	intransitive
esivalmistaa	V_MUTRISTAA	intransitive
esivalmistella	V_ETUILLA	intransitive
esiytyä	V_SILIYTYÄ	intransitive
eskaloida	V_KOPIOIDA	intransitive
eskaloitua	V_ROHTUA	intransitive
estellä	V_ÄKSYILLÄ	intransitive
esteröidä	V_ÖYKKÄRÖIDÄ	intransitive
estimoida	V_KOPIOIDA	intransitive
estohäiritä	V_MERKITÄ	intransitive
estyä	V_ÄLLISTYÄ	intransitive
estää	V_KIVISTÄÄ	intransitive
etabloitua	V_ROHTUA	intransitive
etiketoida	V_KOPIOIDA	intransitive
etiketöidä	V_ÖYKKÄRÖIDÄ	intransitive
etoa	V_KIETOA	intransitive
etsata	V_ARVATA	intransitive
etsintäkuuluttaa	V_VIEROITTAA	intransitive
etsiskellä	V_ÄKSYILLÄ	intransitive
etsiytyä	V_SILIYTYÄ	intransitive
etsiä	V_RYSKIÄ	intransitive
etuilla	V_ETUILLA	intransitive
etusijaistaa	V_MUTRISTAA	intransitive
etäyttää	V_RÄPSYTTÄÄ	intransitive
etäännyttää	V_RÄPSYTTÄÄ	intransitive
etääntyä	V_TYHJENTYÄ	intransitive
eurooppalaistaa	V_MUTRISTAA	intransitive
eurooppalaistua	V_KAUNISTUA	intransitive
evakuoida	V_KOPIOIDA	intransitive
evaluoida	V_KOPIOIDA	intransitive
evankelioida	V_KOPIOIDA	intransitive
evästellä	V_ÄKSYILLÄ	intransitive
evästää	V_KIVISTÄÄ	intransitive
evätä	V_LEVÄTÄ	intransitive
fabuloida	V_KOPIOIDA	intransitive
facebookata	V_MORKATA	intransitive
fagosytoida	V_KOPIOIDA	intransitive
fakkiintua	V_VAKAANTUA	intransitive
fakkiutua	V_ROHTUA	intransitive
faksata	V_ARVATA	intransitive
faktoroida	V_KOPIOIDA	intransitive
falsifioida	V_KOPIOIDA	intransitive
falskata	V_ARVATA	intransitive
fanittaa	V_VIEROITTAA	intransitive
fantisoida	V_KOPIOIDA	intransitive
fasetoida	V_KOPIOIDA	intransitive
feidata	V_ARVATA	intransitive
feilata	V_ARVATA	intransitive
fermentoida	V_KOPIOIDA	intransitive
fermentoitua	V_ROHTUA	intransitive
fibata	V_ARVATA	intransitive
fikseerata	V_ARVATA	intransitive
fiksoida	V_KOPIOIDA	intransitive
fiksoitua	V_ROHTUA	intransitive
fiktionalisoida	V_KOPIOIDA	intransitive
fileerata	V_ARVATA	intransitive
fileoida	V_KOPIOIDA	intransitive
fillaroida	V_KOPIOIDA	intransitive
filmata	V_ARVATA	intransitive
filmatisoida	V_KOPIOIDA	intransitive
filmintää	V_HIVENTÄÄ	intransitive
filosofoida	V_KOPIOIDA	intransitive
filtrata	V_ARVATA	intransitive
finansioida	V_KOPIOIDA	intransitive
fissioitua	V_ROHTUA	intransitive
flambeerata	V_ARVATA	intransitive
flekteerata	V_ARVATA	intransitive
flirtata	V_LUNTATA	intransitive
flirttailla	V_ARVAILLA	intransitive
flokkikuvioida	V_KOPIOIDA	intransitive
flopata	V_SIEPATA	intransitive
fluorata	V_ARVATA	intransitive
fluoresoida	V_KOPIOIDA	intransitive
fluorittaa	V_VIEROITTAA	intransitive
fluoroida	V_KOPIOIDA	intransitive
fokalisoida	V_KOPIOIDA	intransitive
fokusoida	V_KOPIOIDA	intransitive
folioida	V_KOPIOIDA	intransitive
formaalistaa	V_MUTRISTAA	intransitive
formalisoida	V_KOPIOIDA	intransitive
formatoida	V_KOPIOIDA	intransitive
formuloida	V_KOPIOIDA	intransitive
fosfaattipuskuroida	V_KOPIOIDA	intransitive
fosforesoida	V_KOPIOIDA	intransitive
fosforoida	V_KOPIOIDA	intransitive
fosforyloida	V_KOPIOIDA	intransitive
fossiilistua	V_KAUNISTUA	intransitive
fossilisoitua	V_ROHTUA	intransitive
fragmentoida	V_KOPIOIDA	intransitive
fraktioida	V_KOPIOIDA	intransitive
frankeerata	V_ARVATA	intransitive
frankkeerata	V_ARVATA	intransitive
fraseerata	V_ARVATA	intransitive
friikahtaa	V_MOJAHTAA	intransitive
friteerata	V_ARVATA	intransitive
frustroida	V_KOPIOIDA	intransitive
frustroitua	V_ROHTUA	intransitive
fubaroida	V_KOPIOIDA	intransitive
fudata	V_ARVATA	intransitive
fudia	V_KOSIA	intransitive
fundeerata	V_ARVATA	intransitive
funtsata	V_ARVATA	intransitive
funtsia	V_KOSIA	intransitive
fuskata	V_ARVATA	intransitive
futata	V_ARVATA	intransitive
futia	V_KOSIA	intransitive
fuusata	V_ARVATA	intransitive
fuusioida	V_KOPIOIDA	intransitive
fuusioitua	V_ROHTUA	intransitive
föönata	V_ARVATA	intransitive
gallupoida	V_KOPIOIDA	intransitive
galvanoida	V_KOPIOIDA	intransitive
garnetoida	V_KOPIOIDA	intransitive
geenimuunnella	V_KOMENNELLA	intransitive
geminoida	V_KOPIOIDA	intransitive
geminoitua	V_ROHTUA	intransitive
generoida	V_KOPIOIDA	intransitive
gettoistua	V_KAUNISTUA	intransitive
gettoutua	V_ROHTUA	intransitive
ghettoutua	V_ROHTUA	intransitive
glaseerata	V_ARVATA	intransitive
globaalistaa	V_MUTRISTAA	intransitive
globaalistua	V_KAUNISTUA	intransitive
globalisoida	V_KOPIOIDA	intransitive
globalisoitua	V_ROHTUA	intransitive
golfata	V_ARVATA	intransitive
googlata	V_ARVATA	intransitive
googlettaa	V_VIEROITTAA	intransitive
graavata	V_ARVATA	intransitive
gratinoida	V_KOPIOIDA	intransitive
graveerata	V_ARVATA	intransitive
griljeerata	V_ARVATA	intransitive
grillailla	V_ARVAILLA	intransitive
grillata	V_ARVATA	intransitive
gryndata	V_ARVATA	intransitive
guuglata	V_ARVATA	intransitive
haahuilla	V_ETUILLA	intransitive
haaksirikkoutua	V_ROHTUA	intransitive
haalata	V_ARVATA	intransitive
haalentaa	V_HUONONTAA	intransitive
haalentua	V_VAKAANTUA	intransitive
haaleta	V_KARHETA	intransitive
haalia	V_KOSIA	intransitive
haalistaa	V_MUTRISTAA	intransitive
haalistua	V_KAUNISTUA	intransitive
haaltua	V_HUMALTUA	intransitive
haaraantua	V_VAKAANTUA	intransitive
haarautua	V_ROHTUA	intransitive
haarniskoida	V_KOPIOIDA	intransitive
haaroa	V_PUNOA	intransitive
haaroittaa	V_VIEROITTAA	intransitive
haaroittua	V_HERMOTTUA	intransitive
haarottaa	V_VIEROITTAA	intransitive
haarukoida	V_KOPIOIDA	intransitive
haasioida	V_KOPIOIDA	intransitive
haaskaantua	V_VAKAANTUA	intransitive
haaskata	V_ARVATA	intransitive
haaskautua	V_ROHTUA	intransitive
haastaa	V_KASVAA	intransitive
haastatella	V_SULATELLA	intransitive
haastattaa	V_VIEROITTAA	intransitive
haastella	V_ETUILLA	intransitive
haavautua	V_ROHTUA	intransitive
haaveilla	V_ETUILLA	intransitive
haaveksia	V_KOSIA	intransitive
haavia	V_KOSIA	intransitive
haavoittaa	V_VIEROITTAA	intransitive
haavoittua	V_HERMOTTUA	intransitive
haeskella	V_ETUILLA	intransitive
haettaa	V_VIEROITTAA	intransitive
haetuttaa	V_VIEROITTAA	intransitive
hahattaa	V_VIEROITTAA	intransitive
hahmontaa	V_HUONONTAA	intransitive
hahmotella	V_SULATELLA	intransitive
hahmottaa	V_VIEROITTAA	intransitive
hahmottua	V_HERMOTTUA	intransitive
hahmoutua	V_ROHTUA	intransitive
haihatella	V_SULATELLA	intransitive
haihduttaa	V_VIEROITTAA	intransitive
haihtua	V_ROHTUA	intransitive
haikailla	V_ARVAILLA	intransitive
haipua	V_HIIPUA	intransitive
hairahtaa	V_MOJAHTAA	intransitive
hairahtua	V_ROHTUA	intransitive
hairata	V_ARVATA	intransitive
haisahtaa	V_MOJAHTAA	intransitive
haiskahtaa	V_MOJAHTAA	intransitive
haista	V_MARISTA	intransitive
haistaa	V_KASVAA	intransitive
haistatella	V_SULATELLA	intransitive
haistattaa	V_VIEROITTAA	intransitive
haistella	V_ETUILLA	intransitive
haitata	V_LUNTATA	intransitive
haivertaa	V_KUHERTAA	intransitive
hajaannuttaa	V_VIEROITTAA	intransitive
hajaantua	V_VAKAANTUA	intransitive
hajahtaa	V_MOJAHTAA	intransitive
hajakeskittää	V_RÄPSYTTÄÄ	intransitive
hajakylvää	V_KIVISTÄÄ	intransitive
hajasijoittaa	V_VIEROITTAA	intransitive
hajauttaa	V_VIEROITTAA	intransitive
hajautua	V_ROHTUA	intransitive
hajoittaa	V_VIEROITTAA	intransitive
hajota	V_KARHUTA	intransitive
hajottaa	V_VIEROITTAA	intransitive
hajottua	V_HERMOTTUA	intransitive
hajustaa	V_MUTRISTAA	intransitive
hakata	V_MORKATA	intransitive
hakautua	V_ROHTUA	intransitive
hakea	V_PUKEA	intransitive
hakettaa	V_VIEROITTAA	intransitive
hakeutua	V_ROHTUA	intransitive
hakkaantua	V_VAKAANTUA	intransitive
hakkailla	V_ARVAILLA	intransitive
hakkauttaa	V_VIEROITTAA	intransitive
hakkautua	V_ROHTUA	intransitive
hakkeroida	V_KOPIOIDA	intransitive
hakkuuttaa	V_VIEROITTAA	intransitive
haksahtaa	V_MOJAHTAA	intransitive
haksahtua	V_ROHTUA	intransitive
halailla	V_ARVAILLA	intransitive
halaista	V_MARISTA	intransitive
halata	V_ARVATA	intransitive
halata	V_HALAJAA	intransitive
halia	V_KOSIA	intransitive
haljeta	V_HALJETA	intransitive
halkaista	V_MARISTA	intransitive
halkeilla	V_ETUILLA	intransitive
halkoa	V_TAKOA	intransitive
hallinnoida	V_KOPIOIDA	intransitive
hallita	V_PALKITA	intransitive
halogenoida	V_KOPIOIDA	intransitive
halstaroida	V_KOPIOIDA	intransitive
halsteroida	V_KOPIOIDA	intransitive
halstrata	V_ARVATA	intransitive
haltioitua	V_ROHTUA	intransitive
haltuunottaa	V_VIEROITTAA	intransitive
haluta	V_LASSOTA	intransitive
haluttaa	V_VIEROITTAA	intransitive
halvaannuttaa	V_VIEROITTAA	intransitive
halvaantua	V_VAKAANTUA	intransitive
halvata	V_ARVATA	intransitive
halvauttaa	V_VIEROITTAA	intransitive
halvautua	V_ROHTUA	intransitive
halveerata	V_ARVATA	intransitive
halveksia	V_KOSIA	intransitive
halveksua	V_KAUNISTUA	intransitive
halventaa	V_HUONONTAA	intransitive
halventua	V_VAKAANTUA	intransitive
halveta	V_KAVETA	intransitive
hammastaa	V_MUTRISTAA	intransitive
hammastella	V_ETUILLA	intransitive
hammastua	V_KAUNISTUA	intransitive
hampparoida	V_KOPIOIDA	intransitive
hampsia	V_KOSIA	intransitive
hamstrata	V_ARVATA	intransitive
hamuilla	V_ETUILLA	intransitive
hamuta	V_LASSOTA	intransitive
hangata	V_VONGATA	intransitive
hangoitella	V_SULATELLA	intransitive
hangota	V_PINGOTA	intransitive
hankaantua	V_VAKAANTUA	intransitive
hankaloittaa	V_VIEROITTAA	intransitive
hankaloitua	V_ROHTUA	intransitive
hankautua	V_ROHTUA	intransitive
hankkia	V_KUKKIA	intransitive
hankkiutua	V_ROHTUA	intransitive
hapannuttaa	V_VIEROITTAA	intransitive
hapantua	V_VAKAANTUA	intransitive
haparoida	V_KOPIOIDA	intransitive
hapata	V_HAPATA	intransitive
hapattaa	V_VIEROITTAA	intransitive
hapertua	V_PUSERTUA	intransitive
hapettaa	V_VIEROITTAA	intransitive
hapettua	V_HERMOTTUA	intransitive
hapottaa	V_VIEROITTAA	intransitive
hapottua	V_HERMOTTUA	intransitive
happamoittaa	V_VIEROITTAA	intransitive
happamoitua	V_ROHTUA	intransitive
happopestä	V_ÄRISTÄ	intransitive
hapsottaa	V_VIEROITTAA	intransitive
hapsuttaa	V_VIEROITTAA	intransitive
hapuilla	V_ETUILLA	intransitive
harata	V_ARVATA	intransitive
haravoida	V_MELLAKOIDA	intransitive
harhaanjohtaa	V_MOJAHTAA	intransitive
harhaannuttaa	V_VIEROITTAA	intransitive
harhaantua	V_VAKAANTUA	intransitive
harhailla	V_ARVAILLA	intransitive
harhauttaa	V_VIEROITTAA	intransitive
harhautua	V_ROHTUA	intransitive
harittaa	V_VIEROITTAA	intransitive
harjaannuttaa	V_VIEROITTAA	intransitive
harjaantua	V_VAKAANTUA	intransitive
harjata	V_ARVATA	intransitive
harjoitella	V_SULATELLA	intransitive
harjoittaa	V_VIEROITTAA	intransitive
harjoituttaa	V_VIEROITTAA	intransitive
harkita	V_PALKITA	intransitive
harmaannuttaa	V_VIEROITTAA	intransitive
harmaantua	V_VAKAANTUA	intransitive
harmahtaa	V_MOJAHTAA	intransitive
harmentaa	V_HUONONTAA	intransitive
harmentua	V_VAKAANTUA	intransitive
harmeta	V_KARHETA	intransitive
harmistua	V_KAUNISTUA	intransitive
harmitella	V_SULATELLA	intransitive
harmittaa	V_VIEROITTAA	intransitive
harmonioida	V_KOPIOIDA	intransitive
harmonisoida	V_KOPIOIDA	intransitive
harmonisoitua	V_ROHTUA	intransitive
harmonistaa	V_MUTRISTAA	intransitive
harmonistua	V_KAUNISTUA	intransitive
haroa	V_PUNOA	intransitive
harottaa	V_VIEROITTAA	intransitive
harpata	V_SIEPATA	intransitive
harppailla	V_ARVAILLA	intransitive
harppia	V_KALPPIA	intransitive
harppoa	V_HARPPOA	intransitive
harppunoida	V_KOPIOIDA	intransitive
harrastaa	V_MUTRISTAA	intransitive
harrastella	V_ETUILLA	intransitive
harrastua	V_KAUNISTUA	intransitive
harsia	V_KOSIA	intransitive
harsuuntua	V_VAKAANTUA	intransitive
hartsaantua	V_VAKAANTUA	intransitive
hartsata	V_ARVATA	intransitive
hartsiintua	V_VAKAANTUA	intransitive
hartsittaa	V_VIEROITTAA	intransitive
harustaa	V_MUTRISTAA	intransitive
harventaa	V_HUONONTAA	intransitive
harventua	V_VAKAANTUA	intransitive
harveta	V_KARHETA	intransitive
harvinaistua	V_KAUNISTUA	intransitive
hassahtaa	V_MOJAHTAA	intransitive
hassata	V_ARVATA	intransitive
hassutella	V_SULATELLA	intransitive
hassuttaa	V_VIEROITTAA	intransitive
hattuuntua	V_VAKAANTUA	intransitive
hatuttaa	V_VIEROITTAA	intransitive
haudata	V_JAHDATA	intransitive
haudella	V_TIPAHDELLA	intransitive
haudottaa	V_VIEROITTAA	intransitive
hauduttaa	V_VIEROITTAA	intransitive
haukahtaa	V_MOJAHTAA	intransitive
haukata	V_MORKATA	intransitive
haukkoa	V_HAUKKOA	intransitive
haukkua	V_NUOKKUA	intransitive
haukotella	V_SULATELLA	intransitive
haukottaa	V_VIEROITTAA	intransitive
haukotuttaa	V_VIEROITTAA	intransitive
haukuskella	V_ETUILLA	intransitive
haurastaa	V_MUTRISTAA	intransitive
haurastua	V_KAUNISTUA	intransitive
haurastuttaa	V_VIEROITTAA	intransitive
hauskuttaa	V_VIEROITTAA	intransitive
hauskuuttaa	V_VIEROITTAA	intransitive
hautaantua	V_VAKAANTUA	intransitive
hautautua	V_ROHTUA	intransitive
hautoa	V_KIETOA	intransitive
hautoutua	V_ROHTUA	intransitive
hautua	V_ROHTUA	intransitive
havahduttaa	V_VIEROITTAA	intransitive
havahtua	V_ROHTUA	intransitive
havainnoida	V_KOPIOIDA	intransitive
havainnollistaa	V_MUTRISTAA	intransitive
havainnollistua	V_KAUNISTUA	intransitive
havaita	V_PALKITA	intransitive
havista	V_MARISTA	intransitive
havisuttaa	V_VIEROITTAA	intransitive
havitella	V_SULATELLA	intransitive
havuttaa	V_VIEROITTAA	intransitive
hedelmöidä	V_ÖYKKÄRÖIDÄ	intransitive
hedelmöittyä	V_KIVETTYÄ	intransitive
hedelmöittää	V_RÄPSYTTÄÄ	intransitive
hedelmöityä	V_SILIYTYÄ	intransitive
hedgata	V_ARVATA	intransitive
hehkua	V_KAUNISTUA	intransitive
hehkuttaa	V_VIEROITTAA	intransitive
heihettää	V_KIVISTÄÄ	intransitive
heijastaa	V_MUTRISTAA	intransitive
heijastella	V_ETUILLA	intransitive
heijastua	V_KAUNISTUA	intransitive
heijata	V_ARVATA	intransitive
heikentyä	V_TYHJENTYÄ	intransitive
heikentää	V_HIVENTÄÄ	intransitive
heiketä	V_JYRKETÄ	intransitive
heikontaa	V_HUONONTAA	intransitive
heikontua	V_VAKAANTUA	intransitive
heikota	V_ULOTA	intransitive
heikottaa	V_VIEROITTAA	intransitive
heilahdella	V_TIPAHDELLA	intransitive
heilahduttaa	V_VIEROITTAA	intransitive
heilahtaa	V_MOJAHTAA	intransitive
heilastella	V_ETUILLA	intransitive
heilautella	V_SULATELLA	intransitive
heilauttaa	V_VIEROITTAA	intransitive
heilimoida	V_KOPIOIDA	intransitive
heilimöidä	V_ISÄNNÖIDÄ	intransitive
heilua	V_KAUNISTUA	intransitive
heilutella	V_SULATELLA	intransitive
heiluttaa	V_VIEROITTAA	intransitive
heinittyä	V_KIVETTYÄ	intransitive
heinittää	V_RÄPSYTTÄÄ	intransitive
heitellä	V_HERÄTELLÄ	intransitive
heitteillejättää	V_RÄPSYTTÄÄ	intransitive
heittelehtiä	V_EHTIÄ	intransitive
heittomerkittää	V_RÄPSYTTÄÄ	intransitive
heittyä	V_KIVETTYÄ	intransitive
heittäytyä	V_SILIYTYÄ	intransitive
heittää	V_RÄPSYTTÄÄ	intransitive
heitättää	V_RÄPSYTTÄÄ	intransitive
heivata	V_ARVATA	intransitive
heivauttaa	V_VIEROITTAA	intransitive
hekkumoida	V_MELLAKOIDA	intransitive
hekotella	V_SULATELLA	intransitive
hekottaa	V_VIEROITTAA	intransitive
hekumoida	V_MELLAKOIDA	intransitive
helistellä	V_ÄKSYILLÄ	intransitive
helistä	V_ÄRISTÄ	intransitive
helistää	V_KIVISTÄÄ	intransitive
helisyttää	V_RÄPSYTTÄÄ	intransitive
helkkyä	V_KÄRKKYÄ	intransitive
helkytellä	V_HERÄTELLÄ	intransitive
helkyttää	V_RÄPSYTTÄÄ	intransitive
helkähtää	V_YSKÄHTÄÄ	intransitive
helkätä	V_YÖKÄTÄ	intransitive
hellitellä	V_HERÄTELLÄ	intransitive
hellittää	V_RÄPSYTTÄÄ	intransitive
hellitä	V_HELLITÄ	intransitive
helliä	V_RYSKIÄ	intransitive
hellyttää	V_RÄPSYTTÄÄ	intransitive
hellätä	V_YNNÄTÄ	intransitive
helmeillä	V_ÄKSYILLÄ	intransitive
helmestää	V_KIVISTÄÄ	intransitive
heloittaa	V_VIEROITTAA	intransitive
helottaa	V_VIEROITTAA	intransitive
helpontaa	V_HUONONTAA	intransitive
helpontua	V_VAKAANTUA	intransitive
helpota	V_HELPOTA	intransitive
helpottaa	V_VIEROITTAA	intransitive
helpottua	V_HERMOTTUA	intransitive
helppotajuistaa	V_MUTRISTAA	intransitive
helskytellä	V_HERÄTELLÄ	intransitive
helskyttää	V_RÄPSYTTÄÄ	intransitive
helskyä	V_ÄLLISTYÄ	intransitive
helskähtää	V_YSKÄHTÄÄ	intransitive
helskää	V_ÄHKÄÄ	intransitive
heltyä	V_MIELTYÄ	intransitive
helähdellä	V_SÄPSÄHDELLÄ	intransitive
helähdyttää	V_RÄPSYTTÄÄ	intransitive
helähtää	V_YSKÄHTÄÄ	intransitive
heläjää	V_HELÄJÄÄ	intransitive
heläyttää	V_RÄPSYTTÄÄ	intransitive
hemaista	V_MARISTA	intransitive
hemmotella	V_SULATELLA	intransitive
hempeillä	V_ÄKSYILLÄ	intransitive
hengailla	V_ARVAILLA	intransitive
hengata	V_ARVATA	intransitive
hengellistää	V_KIVISTÄÄ	intransitive
hengitellä	V_HERÄTELLÄ	intransitive
hengittää	V_RÄPSYTTÄÄ	intransitive
hengähtää	V_YSKÄHTÄÄ	intransitive
hengästyttää	V_RÄPSYTTÄÄ	intransitive
hengästyä	V_ÄLLISTYÄ	intransitive
henkevöidä	V_ÖYKKÄRÖIDÄ	intransitive
henkevöittää	V_RÄPSYTTÄÄ	intransitive
henkevöityä	V_SILIYTYÄ	intransitive
henkilöidä	V_ÖYKKÄRÖIDÄ	intransitive
henkilöityä	V_SILIYTYÄ	intransitive
henkistyä	V_ÄLLISTYÄ	intransitive
henkistää	V_KIVISTÄÄ	intransitive
henkivakuuttaa	V_VIEROITTAA	intransitive
henkiä	V_MÖNKIÄ	intransitive
henkäillä	V_LEPÄILLÄ	intransitive
henkäistä	V_ÄRISTÄ	intransitive
hennata	V_ARVATA	intransitive
hennoa	V_PUNOA	intransitive
hentoilla	V_ARVAILLA	intransitive
herahdella	V_TIPAHDELLA	intransitive
herahtaa	V_MOJAHTAA	intransitive
herauttaa	V_VIEROITTAA	intransitive
heristellä	V_ÄKSYILLÄ	intransitive
heristyä	V_ÄLLISTYÄ	intransitive
heristää	V_KIVISTÄÄ	intransitive
herjailla	V_ARVAILLA	intransitive
herjata	V_ARVATA	intransitive
herjetä	V_ILJETÄ	intransitive
herkentyä	V_TYHJENTYÄ	intransitive
herkentää	V_HIVENTÄÄ	intransitive
herketä	V_JYRKETÄ	intransitive
herkistellä	V_ÄKSYILLÄ	intransitive
herkistyä	V_ÄLLISTYÄ	intransitive
herkistää	V_KIVISTÄÄ	intransitive
herkutella	V_SULATELLA	intransitive
hermoilla	V_ARVAILLA	intransitive
hermostua	V_KAUNISTUA	intransitive
hermostuttaa	V_VIEROITTAA	intransitive
hermottaa	V_VIEROITTAA	intransitive
hermottua	V_HERMOTTUA	intransitive
herpaannuttaa	V_VIEROITTAA	intransitive
herpaantua	V_VAKAANTUA	intransitive
herpaista	V_MARISTA	intransitive
herpauttaa	V_VIEROITTAA	intransitive
herpautua	V_ROHTUA	intransitive
herraantua	V_VAKAANTUA	intransitive
herrastella	V_ETUILLA	intransitive
herroitella	V_SULATELLA	intransitive
hersyä	V_ÄLLISTYÄ	intransitive
herua	V_KAUNISTUA	intransitive
heruttaa	V_VIEROITTAA	intransitive
hervahtaa	V_MOJAHTAA	intransitive
hervota	V_KIRVOTA	intransitive
heräillä	V_LEPÄILLÄ	intransitive
herätellä	V_HERÄTELLÄ	intransitive
herättää	V_RÄPSYTTÄÄ	intransitive
herätä	V_YNNÄTÄ	intransitive
hetkahtaa	V_MOJAHTAA	intransitive
hetkauttaa	V_VIEROITTAA	intransitive
hetkua	V_KAUNISTUA	intransitive
hetkutella	V_SULATELLA	intransitive
hetkuttaa	V_VIEROITTAA	intransitive
hevostella	V_ETUILLA	intransitive
hidastaa	V_MUTRISTAA	intransitive
hidastella	V_ETUILLA	intransitive
hidastua	V_KAUNISTUA	intransitive
hidastuttaa	V_VIEROITTAA	intransitive
hiekkapestä	V_ÄRISTÄ	intransitive
hiekkapuhaltaa	V_SIVALTAA	intransitive
hiekoittaa	V_VIEROITTAA	intransitive
hiekoituttaa	V_VIEROITTAA	intransitive
hienontaa	V_HUONONTAA	intransitive
hienontua	V_VAKAANTUA	intransitive
hienosahata	V_ARVATA	intransitive
hienostaa	V_MUTRISTAA	intransitive
hienostella	V_ETUILLA	intransitive
hienostua	V_KAUNISTUA	intransitive
hienosäätää	V_YSKÄHTÄÄ	intransitive
hienota	V_KARHETA	intransitive
hieraista	V_MARISTA	intransitive
hierarkisoida	V_KOPIOIDA	intransitive
hieroa	V_PUNOA	intransitive
hieroskella	V_ETUILLA	intransitive
hierottaa	V_VIEROITTAA	intransitive
hieroutua	V_ROHTUA	intransitive
hiertyä	V_KIERTYÄ	intransitive
hiertää	V_NÄPERTÄÄ	intransitive
hiestyä	V_ÄLLISTYÄ	intransitive
hiestää	V_KIVISTÄÄ	intransitive
hievahtaa	V_MOJAHTAA	intransitive
hievauttaa	V_VIEROITTAA	intransitive
hiffata	V_ARVATA	intransitive
hihhuloida	V_MELLAKOIDA	intransitive
hihitellä	V_HERÄTELLÄ	intransitive
hihittää	V_RÄPSYTTÄÄ	intransitive
hihityttää	V_RÄPSYTTÄÄ	intransitive
hihkaista	V_MARISTA	intransitive
hihkua	V_KAUNISTUA	intransitive
hihnoittaa	V_VIEROITTAA	intransitive
hiihdellä	V_SÄPSÄHDELLÄ	intransitive
hiihtää	V_YSKÄHTÄÄ	intransitive
hiilestää	V_KIVISTÄÄ	intransitive
hiilettyä	V_KIVETTYÄ	intransitive
hiilettää	V_RÄPSYTTÄÄ	intransitive
hiilihapottaa	V_VIEROITTAA	intransitive
hiilittää	V_RÄPSYTTÄÄ	intransitive
hiillostaa	V_MUTRISTAA	intransitive
hiillostua	V_KAUNISTUA	intransitive
hiillyttää	V_RÄPSYTTÄÄ	intransitive
hiiltyä	V_MIELTYÄ	intransitive
hiiltää	V_VIHELTÄÄ	intransitive
hiipata	V_SIEPATA	intransitive
hiipiä	V_RIIPIÄ	intransitive
hiippailla	V_ARVAILLA	intransitive
hiipua	V_HIIPUA	intransitive
hiiskahtaa	V_MOJAHTAA	intransitive
hiiskua	V_KAUNISTUA	intransitive
