lemma	new_para	argument
pakkosyöttää	V_RÄPSYTTÄÄ	intransitive
paklata	V_ARVATA	intransitive
pakoilla	V_ARVAILLA	intransitive
pakollistaa	V_MUTRISTAA	intransitive
pakottaa	V_VIEROITTAA	intransitive
pakottautua	V_ROHTUA	intransitive
paksuntaa	V_HUONONTAA	intransitive
paksuntua	V_VAKAANTUA	intransitive
paksuta	V_KARHETA	intransitive
paksuuntua	V_VAKAANTUA	intransitive
palaa	V_KASVAA	intransitive
palailla	V_ARVAILLA	intransitive
palata	V_ARVATA	intransitive
palataalistaa	V_MUTRISTAA	intransitive
palataalistua	V_KAUNISTUA	intransitive
palautella	V_SULATELLA	intransitive
palauttaa	V_VIEROITTAA	intransitive
palautua	V_ROHTUA	intransitive
palella	V_ETUILLA	intransitive
palelluttaa	V_VIEROITTAA	intransitive
paleltaa	V_SIVALTAA	intransitive
paleltua	V_HUMALTUA	intransitive
paljastaa	V_MUTRISTAA	intransitive
paljastua	V_KAUNISTUA	intransitive
paljoksua	V_KAUNISTUA	intransitive
palkata	V_MORKATA	intransitive
palkita	V_PALKITA	intransitive
palloilla	V_ARVAILLA	intransitive
pallotella	V_SULATELLA	intransitive
pallottaa	V_VIEROITTAA	intransitive
palmikoida	V_KOPIOIDA	intransitive
paloa	V_PUNOA	intransitive
paloitella	V_SULATELLA	intransitive
paloittaa	V_VIEROITTAA	intransitive
palosuojata	V_ARVATA	intransitive
palovakuuttaa	V_VIEROITTAA	intransitive
palpattaa	V_VIEROITTAA	intransitive
palpoida	V_KOPIOIDA	intransitive
palsamoida	V_KOPIOIDA	intransitive
palstoittaa	V_VIEROITTAA	intransitive
paltata	V_LUNTATA	intransitive
palttaa	V_AUTTAA	intransitive
palvata	V_ARVATA	intransitive
palvella	V_ETUILLA	intransitive
palvoa	V_PUNOA	intransitive
pamahdella	V_TIPAHDELLA	intransitive
pamahtaa	V_MOJAHTAA	intransitive
pamautella	V_SULATELLA	intransitive
pamauttaa	V_VIEROITTAA	intransitive
pamista	V_MARISTA	intransitive
pampattaa	V_VIEROITTAA	intransitive
pamppailla	V_ARVAILLA	intransitive
pamputtaa	V_VIEROITTAA	intransitive
paneerata	V_ARVATA	intransitive
paneloida	V_KOPIOIDA	intransitive
paneroida	V_KOPIOIDA	intransitive
paneskella	V_ETUILLA	intransitive
panetella	V_SULATELLA	intransitive
panettaa	V_VIEROITTAA	intransitive
paneutua	V_ROHTUA	intransitive
panikoida	V_KOPIOIDA	intransitive
panna	V_PANNA	intransitive
panoroida	V_KOPIOIDA	intransitive
panostaa	V_MUTRISTAA	intransitive
panssaroida	V_KOPIOIDA	intransitive
panssaroitua	V_ROHTUA	intransitive
pantata	V_LUNTATA	intransitive
papattaa	V_VIEROITTAA	intransitive
paperoida	V_KOPIOIDA	intransitive
parafinoida	V_KOPIOIDA	intransitive
parafoida	V_KOPIOIDA	intransitive
parahtaa	V_MOJAHTAA	intransitive
parannella	V_KOMENNELLA	intransitive
parantaa	V_HUONONTAA	intransitive
parantua	V_VAKAANTUA	intransitive
parata	V_KARHETA	intransitive
parfymoida	V_KOPIOIDA	intransitive
pariloida	V_KOPIOIDA	intransitive
paritella	V_SULATELLA	intransitive
parittaa	V_VIEROITTAA	intransitive
pariuttaa	V_VIEROITTAA	intransitive
pariutua	V_ROHTUA	intransitive
parjata	V_ARVATA	intransitive
parkaista	V_MARISTA	intransitive
parketoida	V_KOPIOIDA	intransitive
parkita	V_PALKITA	intransitive
parkkeerata	V_ARVATA	intransitive
parkkiintua	V_VAKAANTUA	intransitive
parkkiutua	V_ROHTUA	intransitive
parkua	V_NUOKKUA	intransitive
parodioida	V_KOPIOIDA	intransitive
parroittua	V_HERMOTTUA	intransitive
parsia	V_KOSIA	intransitive
partioida	V_KOPIOIDA	intransitive
partitioida	V_KOPIOIDA	intransitive
parturoida	V_KOPIOIDA	intransitive
parveilla	V_ETUILLA	intransitive
parveutua	V_ROHTUA	intransitive
paseerailla	V_ARVAILLA	intransitive
paseerata	V_ARVATA	intransitive
paskantaa	V_HUONONTAA	intransitive
paskattaa	V_VIEROITTAA	intransitive
paskoa	V_PUNOA	intransitive
pasmata	V_ARVATA	intransitive
passata	V_ARVATA	intransitive
passauttaa	V_VIEROITTAA	intransitive
passiivistaa	V_MUTRISTAA	intransitive
passiivistua	V_KAUNISTUA	intransitive
passittaa	V_VIEROITTAA	intransitive
passivoida	V_KOPIOIDA	intransitive
passivoitua	V_ROHTUA	intransitive
pasteerailla	V_ARVAILLA	intransitive
pasteerata	V_ARVATA	intransitive
pastöroida	V_KOPIOIDA	intransitive
pasuttaa	V_VIEROITTAA	intransitive
patentoida	V_KOPIOIDA	intransitive
patikoida	V_MELLAKOIDA	intransitive
patinoida	V_KOPIOIDA	intransitive
patinoitua	V_ROHTUA	intransitive
patistaa	V_MUTRISTAA	intransitive
patistella	V_ETUILLA	intransitive
patoutua	V_ROHTUA	intransitive
patsastella	V_ETUILLA	intransitive
patukoida	V_KOPIOIDA	intransitive
pauhata	V_ARVATA	intransitive
pauhuta	V_KARHUTA	intransitive
paukahdella	V_TIPAHDELLA	intransitive
paukahtaa	V_MOJAHTAA	intransitive
paukautella	V_SULATELLA	intransitive
paukauttaa	V_VIEROITTAA	intransitive
paukkaa	V_RAIKAA	intransitive
paukkua	V_NUOKKUA	intransitive
paukutella	V_SULATELLA	intransitive
paukuttaa	V_VIEROITTAA	intransitive
pauloittaa	V_VIEROITTAA	intransitive
pedata	V_JAHDATA	intransitive
peesata	V_ARVATA	intransitive
pehertää	V_NÄPERTÄÄ	intransitive
pehmentyä	V_TYHJENTYÄ	intransitive
pehmentää	V_HIVENTÄÄ	intransitive
pehmetä	V_VÄHETÄ	intransitive
pehmittyä	V_KIVETTYÄ	intransitive
pehmittää	V_RÄPSYTTÄÄ	intransitive
pehmitä	V_SELVITÄ	intransitive
pehmoilla	V_ARVAILLA	intransitive
pehmustaa	V_MUTRISTAA	intransitive
peilailla	V_ARVAILLA	intransitive
peilata	V_ARVATA	intransitive
peilautua	V_ROHTUA	intransitive
peipata	V_SIEPATA	intransitive
peitata	V_LUNTATA	intransitive
peitellä	V_HERÄTELLÄ	intransitive
peitota	V_PEITOTA	intransitive
peitsata	V_ARVATA	intransitive
peittyä	V_KIVETTYÄ	intransitive
peittää	V_RÄPSYTTÄÄ	intransitive
pelailla	V_ARVAILLA	intransitive
pelastaa	V_MUTRISTAA	intransitive
pelastautua	V_ROHTUA	intransitive
pelastua	V_KAUNISTUA	intransitive
pelata	V_ARVATA	intransitive
pelauttaa	V_VIEROITTAA	intransitive
pelehtiä	V_EHTIÄ	intransitive
peljästyttää	V_RÄPSYTTÄÄ	intransitive
peljästyä	V_ÄLLISTYÄ	intransitive
peljättää	V_RÄPSYTTÄÄ	intransitive
peljätä	V_HYLJÄTÄ	intransitive
pelkistyä	V_ÄLLISTYÄ	intransitive
pelkistää	V_KIVISTÄÄ	intransitive
pelleillä	V_ÄKSYILLÄ	intransitive
pelletoida	V_KOPIOIDA	intransitive
pellittää	V_RÄPSYTTÄÄ	intransitive
pelmahdella	V_TIPAHDELLA	intransitive
pelmahtaa	V_MOJAHTAA	intransitive
pelmuta	V_KARHUTA	intransitive
pelmuttaa	V_VIEROITTAA	intransitive
pelotella	V_SULATELLA	intransitive
pelottaa	V_VIEROITTAA	intransitive
peluuttaa	V_VIEROITTAA	intransitive
pelästyttää	V_RÄPSYTTÄÄ	intransitive
pelästyä	V_ÄLLISTYÄ	intransitive
pelätä	V_YÖKÄTÄ	intransitive
penetroida	V_KOPIOIDA	intransitive
pengertää	V_NÄPERTÄÄ	intransitive
penikoida	V_KOPIOIDA	intransitive
penkoa	V_PENKOA	intransitive
penkoutua	V_ROHTUA	intransitive
pensastaa	V_MUTRISTAA	intransitive
pensastua	V_KAUNISTUA	intransitive
penslata	V_ARVATA	intransitive
pensoa	V_PUNOA	intransitive
pensoittua	V_HERMOTTUA	intransitive
pensselöidä	V_ÖYKKÄRÖIDÄ	intransitive
penätä	V_YNNÄTÄ	intransitive
peptisoida	V_KOPIOIDA	intransitive
perata	V_MORKATA	intransitive
perehdyttää	V_RÄPSYTTÄÄ	intransitive
perehtyä	V_SILIYTYÄ	intransitive
perennoida	V_KOPIOIDA	intransitive
perforoida	V_KOPIOIDA	intransitive
perhostaa	V_MUTRISTAA	intransitive
perhostella	V_ETUILLA	intransitive
periyttää	V_RÄPSYTTÄÄ	intransitive
periytyä	V_SILIYTYÄ	intransitive
periä	V_RYSKIÄ	intransitive
permanentata	V_LUNTATA	intransitive
perseveroida	V_KOPIOIDA	intransitive
personifioida	V_KOPIOIDA	intransitive
personoida	V_KOPIOIDA	intransitive
personoitua	V_ROHTUA	intransitive
persoonallistua	V_KAUNISTUA	intransitive
perua	V_KAUNISTUA	intransitive
peruskartoittaa	V_VIEROITTAA	intransitive
peruskorjata	V_ARVATA	intransitive
perustaa	V_MUTRISTAA	intransitive
perustella	V_ETUILLA	intransitive
perustua	V_KAUNISTUA	intransitive
peruuntua	V_VAKAANTUA	intransitive
peruuttaa	V_VIEROITTAA	intransitive
peruutua	V_ROHTUA	intransitive
perätä	V_YNNÄTÄ	intransitive
peräyttää	V_RÄPSYTTÄÄ	intransitive
peräytyä	V_SILIYTYÄ	intransitive
peräänkuuluttaa	V_VIEROITTAA	intransitive
perääntyä	V_TYHJENTYÄ	intransitive
pesaista	V_MARISTA	intransitive
pesettää	V_RÄPSYTTÄÄ	intransitive
peseytyä	V_SILIYTYÄ	intransitive
pesiintyä	V_TYHJENTYÄ	intransitive
pesiytyä	V_SILIYTYÄ	intransitive
pesiä	V_RYSKIÄ	intransitive
pestata	V_ARVATA	intransitive
pestautua	V_ROHTUA	intransitive
pestä	V_ÄRISTÄ	intransitive
petata	V_ARVATA	intransitive
petkuttaa	V_VIEROITTAA	intransitive
petrata	V_ARVATA	intransitive
petrifioitua	V_ROHTUA	intransitive
petsata	V_ARVATA	intransitive
pettyä	V_KIVETTYÄ	intransitive
pettää	V_RÄPSYTTÄÄ	intransitive
peuhata	V_ARVATA	intransitive
peukaloida	V_KOPIOIDA	intransitive
pidellä	V_SÄPSÄHDELLÄ	intransitive
pidennyttää	V_KIVISTÄÄ	intransitive
pidentyä	V_TYHJENTYÄ	intransitive
pidentää	V_HIVENTÄÄ	intransitive
pidetä	V_PIDETÄ	intransitive
pidätellä	V_HERÄTELLÄ	intransitive
pidättyä	V_KIVETTYÄ	intransitive
pidättäytyä	V_SILIYTYÄ	intransitive
pidättää	V_RÄPSYTTÄÄ	intransitive
pidätyttää	V_RÄPSYTTÄÄ	intransitive
piehtaroida	V_KOPIOIDA	intransitive
pieksää	V_KIVISTÄÄ	intransitive
pielestää	V_KIVISTÄÄ	intransitive
pieneksyä	V_ÄLLISTYÄ	intransitive
pienentyä	V_TYHJENTYÄ	intransitive
pienentää	V_HIVENTÄÄ	intransitive
pienetä	V_VÄHETÄ	intransitive
pieniä	V_RYSKIÄ	intransitive
pieraista	V_MARISTA	intransitive
piereksiä	V_RYSKIÄ	intransitive
piereskellä	V_ÄKSYILLÄ	intransitive
pierettää	V_RÄPSYTTÄÄ	intransitive
pierrä	V_PIERRÄ	intransitive
piestä	V_PIESTÄ	intransitive
pietä	V_KERETÄ	intransitive
piffata	V_ARVATA	intransitive
pigmentoida	V_KOPIOIDA	intransitive
pigmentoitua	V_ROHTUA	intransitive
pihahdella	V_TIPAHDELLA	intransitive
pihahtaa	V_MOJAHTAA	intransitive
pihdata	V_JAHDATA	intransitive
pihistellä	V_ÄKSYILLÄ	intransitive
pihistä	V_ÄRISTÄ	intransitive
pihistää	V_KIVISTÄÄ	intransitive
pihiä	V_RYSKIÄ	intransitive
pihkaantua	V_VAKAANTUA	intransitive
pihkoittua	V_HERMOTTUA	intransitive
pihtailla	V_ARVAILLA	intransitive
piikata	V_MORKATA	intransitive
piikitellä	V_HERÄTELLÄ	intransitive
piikittää	V_RÄPSYTTÄÄ	intransitive
piikoa	V_TAKOA	intransitive
piileksiä	V_RYSKIÄ	intransitive
piileskellä	V_ÄKSYILLÄ	intransitive
piillä	V_ÄKSYILLÄ	intransitive
piilokonttoristua	V_KAUNISTUA	intransitive
piilotella	V_SULATELLA	intransitive
piilottaa	V_VIEROITTAA	intransitive
piilottautua	V_ROHTUA	intransitive
piiloutua	V_ROHTUA	intransitive
piiluta	V_LASSOTA	intransitive
piimittää	V_RÄPSYTTÄÄ	intransitive
piimiä	V_RYSKIÄ	intransitive
piinata	V_ARVATA	intransitive
piintyä	V_TYHJENTYÄ	intransitive
piipahtaa	V_MOJAHTAA	intransitive
piipata	V_SIEPATA	intransitive
piipertää	V_NÄPERTÄÄ	intransitive
piipittää	V_RÄPSYTTÄÄ	intransitive
piipottaa	V_VIEROITTAA	intransitive
piiputtaa	V_VIEROITTAA	intransitive
piirittää	V_RÄPSYTTÄÄ	intransitive
piirrellä	V_KIHERRELLÄ	intransitive
piirrättää	V_RÄPSYTTÄÄ	intransitive
piirtyä	V_KIERTYÄ	intransitive
piirtää	V_NÄPERTÄÄ	intransitive
piirustaa	V_MUTRISTAA	intransitive
piirustella	V_ETUILLA	intransitive
piisata	V_ARVATA	intransitive
piiskata	V_ARVATA	intransitive
piiskuttaa	V_VIEROITTAA	intransitive
piitata	V_LUNTATA	intransitive
pikaistua	V_KAUNISTUA	intransitive
pikakirjoittaa	V_VIEROITTAA	intransitive
pikaviestittää	V_RÄPSYTTÄÄ	intransitive
pikeentyä	V_TYHJENTYÄ	intransitive
pikeytyä	V_SILIYTYÄ	intransitive
pikiintyä	V_TYHJENTYÄ	intransitive
pilaantua	V_VAKAANTUA	intransitive
pilailla	V_ARVAILLA	intransitive
pilata	V_ARVATA	intransitive
pilkahdella	V_TIPAHDELLA	intransitive
pilkahtaa	V_MOJAHTAA	intransitive
pilkata	V_MORKATA	intransitive
pilkistellä	V_ÄKSYILLÄ	intransitive
pilkistää	V_KIVISTÄÄ	intransitive
pilkkiä	V_SÖRKKIÄ	intransitive
pilkkoa	V_HAUKKOA	intransitive
pilkkoutua	V_ROHTUA	intransitive
pilkoittaa	V_VIEROITTAA	intransitive
pilkottaa	V_VIEROITTAA	intransitive
pilkuttaa	V_VIEROITTAA	intransitive
pillahtaa	V_MOJAHTAA	intransitive
pillastua	V_KAUNISTUA	intransitive
pillittää	V_RÄPSYTTÄÄ	intransitive
pilveillä	V_ÄKSYILLÄ	intransitive
pilvetä	V_VÄHETÄ	intransitive
pilvistyä	V_ÄLLISTYÄ	intransitive
pimahtaa	V_MOJAHTAA	intransitive
pimentyä	V_TYHJENTYÄ	intransitive
pimentää	V_HIVENTÄÄ	intransitive
pimetä	V_VÄHETÄ	intransitive
pimittää	V_RÄPSYTTÄÄ	intransitive
pimputtaa	V_VIEROITTAA	intransitive
pingota	V_PINGOTA	intransitive
pingottaa	V_VIEROITTAA	intransitive
pingottua	V_HERMOTTUA	intransitive
pinkaista	V_MARISTA	intransitive
pinkoa	V_PENKOA	intransitive
pinnallistaa	V_MUTRISTAA	intransitive
pinnallistua	V_KAUNISTUA	intransitive
pinnata	V_ARVATA	intransitive
pinnistellä	V_ÄKSYILLÄ	intransitive
pinnistyä	V_ÄLLISTYÄ	intransitive
pinnistää	V_KIVISTÄÄ	intransitive
pinniä	V_RYSKIÄ	intransitive
pinnoittaa	V_VIEROITTAA	intransitive
pinota	V_KARHUTA	intransitive
pintakarkaista	V_MARISTA	intransitive
pintakäsitellä	V_HERÄTELLÄ	intransitive
pintaliitää	V_KIITÄÄ	intransitive
pintasukeltaa	V_SIVALTAA	intransitive
pintautua	V_ROHTUA	intransitive
pinttyä	V_KIVETTYÄ	intransitive
pipertää	V_NÄPERTÄÄ	intransitive
pipetoida	V_KOPIOIDA	intransitive
pippuroida	V_KOPIOIDA	intransitive
pirahdella	V_TIPAHDELLA	intransitive
pirahtaa	V_MOJAHTAA	intransitive
pirauttaa	V_VIEROITTAA	intransitive
piristyä	V_ÄLLISTYÄ	intransitive
piristä	V_ÄRISTÄ	intransitive
piristäytyä	V_SILIYTYÄ	intransitive
piristää	V_KIVISTÄÄ	intransitive
pirskahdella	V_TIPAHDELLA	intransitive
pirskahtaa	V_MOJAHTAA	intransitive
pirskauttaa	V_VIEROITTAA	intransitive
pirskottaa	V_VIEROITTAA	intransitive
pirskua	V_KAUNISTUA	intransitive
pirstaloitua	V_ROHTUA	intransitive
pirstoa	V_PUNOA	intransitive
pirstoutua	V_ROHTUA	intransitive
piruilla	V_ETUILLA	intransitive
piruuntua	V_VAKAANTUA	intransitive
pisamoitua	V_ROHTUA	intransitive
pisaroida	V_KOPIOIDA	intransitive
pisaroitua	V_ROHTUA	intransitive
pisiä	V_RYSKIÄ	intransitive
pissata	V_ARVATA	intransitive
pissattaa	V_VIEROITTAA	intransitive
pissittää	V_RÄPSYTTÄÄ	intransitive
pissiä	V_RYSKIÄ	intransitive
pistehitsata	V_ARVATA	intransitive
pisteittää	V_RÄPSYTTÄÄ	intransitive
pistellä	V_ÄKSYILLÄ	intransitive
pisteyttää	V_RÄPSYTTÄÄ	intransitive
pistouvata	V_ARVATA	intransitive
pistättää	V_RÄPSYTTÄÄ	intransitive
pistäytyä	V_SILIYTYÄ	intransitive
pistää	V_KIVISTÄÄ	intransitive
pitentyä	V_TYHJENTYÄ	intransitive
pitentää	V_HIVENTÄÄ	intransitive
pitkistyä	V_ÄLLISTYÄ	intransitive
pitkittyä	V_KIVETTYÄ	intransitive
pitkittää	V_RÄPSYTTÄÄ	intransitive
pitkästyttää	V_RÄPSYTTÄÄ	intransitive
pitkästyä	V_ÄLLISTYÄ	intransitive
pitäytyä	V_SILIYTYÄ	intransitive
pitää	V_YSKÄHTÄÄ	ainf
plaanata	V_ARVATA	intransitive
plagioida	V_KOPIOIDA	intransitive
plankata	V_MORKATA	intransitive
plarata	V_ARVATA	intransitive
plaseerata	V_ARVATA	intransitive
plastinoida	V_KOPIOIDA	intransitive
platinoida	V_KOPIOIDA	intransitive
pleissata	V_ARVATA	intransitive
pleteroida	V_KOPIOIDA	intransitive
pliseerata	V_ARVATA	intransitive
plombeerata	V_ARVATA	intransitive
plombittaa	V_VIEROITTAA	intransitive
plumpsahtaa	V_MOJAHTAA	intransitive
plussata	V_ARVATA	intransitive
pläjäyttää	V_RÄPSYTTÄÄ	intransitive
pohdiskella	V_ETUILLA	intransitive
pohdituttaa	V_VIEROITTAA	intransitive
pohjamaalata	V_ARVATA	intransitive
pohjata	V_ARVATA	intransitive
pohjauttaa	V_VIEROITTAA	intransitive
pohjautua	V_ROHTUA	intransitive
pohjittaa	V_VIEROITTAA	intransitive
pohjustaa	V_MUTRISTAA	intransitive
pohtia	V_AHNEHTIA	intransitive
poi’ittaa	V_VIEROITTAA	intransitive
poijuttaa	V_VIEROITTAA	intransitive
poiketa	V_POIKETA	intransitive
poikia	V_KUKKIA	intransitive
poikkaista	V_MARISTA	intransitive
poikkeuttaa	V_VIEROITTAA	intransitive
poimia	V_KOSIA	intransitive
poimiskella	V_ETUILLA	intransitive
poimuilla	V_ETUILLA	intransitive
poimuttaa	V_VIEROITTAA	intransitive
poimuttua	V_HERMOTTUA	intransitive
poimuuntua	V_VAKAANTUA	intransitive
poislukea	V_PUKEA	intransitive
poissulkea	V_POLKEA	intransitive
poistaa	V_MUTRISTAA	intransitive
poistattaa	V_VIEROITTAA	intransitive
poistua	V_KAUNISTUA	intransitive
pokata	V_ARVATA	intransitive
pokata	V_MORKATA	intransitive
pokkailla	V_ARVAILLA	intransitive
pokkuroida	V_MELLAKOIDA	intransitive
poksahtaa	V_MOJAHTAA	intransitive
poksauttaa	V_VIEROITTAA	intransitive
polarisoida	V_KOPIOIDA	intransitive
polarisoitua	V_ROHTUA	intransitive
polaroida	V_KOPIOIDA	intransitive
polaroitua	V_ROHTUA	intransitive
polemikoida	V_KOPIOIDA	intransitive
polemisoida	V_KOPIOIDA	intransitive
poliittistaa	V_MUTRISTAA	intransitive
poliittistua	V_KAUNISTUA	intransitive
politikoida	V_KOPIOIDA	intransitive
politisoida	V_KOPIOIDA	intransitive
politisoitua	V_ROHTUA	intransitive
polkaista	V_MARISTA	intransitive
polkea	V_POLKEA	intransitive
polkeutua	V_ROHTUA	intransitive
polkupyöräillä	V_LEPÄILLÄ	intransitive
polottaa	V_VIEROITTAA	intransitive
polskahtaa	V_MOJAHTAA	intransitive
polskauttaa	V_VIEROITTAA	intransitive
polskia	V_KOSIA	intransitive
polskutella	V_SULATELLA	intransitive
polskuttaa	V_VIEROITTAA	intransitive
poltattaa	V_VIEROITTAA	intransitive
poltella	V_SULATELLA	intransitive
polttaa	V_VIEROITTAA	intransitive
polttohaudata	V_JAHDATA	intransitive
polttolakata	V_MORKATA	intransitive
polttoleikata	V_MORKATA	intransitive
polttoleimata	V_ARVATA	intransitive
polttomaalata	V_ARVATA	intransitive
polttomerkitä	V_MERKITÄ	intransitive
polveilla	V_ETUILLA	intransitive
polveutua	V_ROHTUA	intransitive
polvistaa	V_MUTRISTAA	intransitive
polvistua	V_KAUNISTUA	intransitive
polymerisoida	V_KOPIOIDA	intransitive
polymerisoitua	V_ROHTUA	intransitive
polymeroida	V_KOPIOIDA	intransitive
polymeroitua	V_ROHTUA	intransitive
pomiloida	V_MELLAKOIDA	intransitive
pommitella	V_SULATELLA	intransitive
pommittaa	V_VIEROITTAA	intransitive
pomoilla	V_ARVAILLA	intransitive
pomottaa	V_VIEROITTAA	intransitive
pompahdella	V_TIPAHDELLA	intransitive
pompahtaa	V_MOJAHTAA	intransitive
pompata	V_SIEPATA	intransitive
pompottaa	V_VIEROITTAA	intransitive
pomppia	V_KALPPIA	intransitive
pomppoilla	V_ARVAILLA	intransitive
ponkaista	V_MARISTA	intransitive
ponnahduttaa	V_VIEROITTAA	intransitive
ponnahtaa	V_MOJAHTAA	intransitive
ponnauttaa	V_VIEROITTAA	intransitive
ponnistaa	V_MUTRISTAA	intransitive
ponnistautua	V_ROHTUA	intransitive
ponnistella	V_ETUILLA	intransitive
pontata	V_LUNTATA	intransitive
poolata	V_ARVATA	intransitive
popata	V_SIEPATA	intransitive
popsia	V_KOSIA	intransitive
populaaristaa	V_MUTRISTAA	intransitive
popularisoida	V_KOPIOIDA	intransitive
porata	V_ARVATA	intransitive
porautua	V_ROHTUA	intransitive
poreilla	V_ETUILLA	intransitive
porhaltaa	V_SIVALTAA	intransitive
porista	V_MARISTA	intransitive
pornoilla	V_ARVAILLA	intransitive
porottaa	V_VIEROITTAA	intransitive
porrastaa	V_MUTRISTAA	intransitive
porrastua	V_KAUNISTUA	intransitive
porsastella	V_ETUILLA	intransitive
porsia	V_KOSIA	intransitive
porsittaa	V_VIEROITTAA	intransitive
porskutella	V_SULATELLA	intransitive
porskuttaa	V_VIEROITTAA	intransitive
porukoida	V_KOPIOIDA	intransitive
porvarillistaa	V_MUTRISTAA	intransitive
porvarillistua	V_KAUNISTUA	intransitive
posahtaa	V_MOJAHTAA	intransitive
posauttaa	V_VIEROITTAA	intransitive
poseerata	V_ARVATA	intransitive
posmittaa	V_VIEROITTAA	intransitive
posmottaa	V_VIEROITTAA	intransitive
posottaa	V_VIEROITTAA	intransitive
postimerkittää	V_RÄPSYTTÄÄ	intransitive
postimerkkeillä	V_ÄKSYILLÄ	intransitive
postittaa	V_VIEROITTAA	intransitive
postuloida	V_KOPIOIDA	intransitive
potea	V_KUTEA	intransitive
potensoida	V_KOPIOIDA	intransitive
potensoitua	V_ROHTUA	intransitive
potkaista	V_MARISTA	intransitive
potkia	V_KOSIA	intransitive
potkiskella	V_ETUILLA	intransitive
pottakasvattaa	V_VIEROITTAA	intransitive
pottuilla	V_ETUILLA	intransitive
pottuuntua	V_VAKAANTUA	intransitive
potuttaa	V_VIEROITTAA	intransitive
poukahdella	V_TIPAHDELLA	intransitive
poukahtaa	V_MOJAHTAA	intransitive
poukata	V_MORKATA	intransitive
poukauttaa	V_VIEROITTAA	intransitive
poukkoilla	V_ARVAILLA	intransitive
poukota	V_KAIKOTA	intransitive
poutia	V_AHNEHTIA	intransitive
povailla	V_ARVAILLA	intransitive
povata	V_ARVATA	intransitive
povauttaa	V_VIEROITTAA	intransitive
prakata	V_ARVATA	intransitive
praktikoida	V_KOPIOIDA	intransitive
praktisoida	V_KOPIOIDA	intransitive
prameilla	V_ETUILLA	intransitive
predestinoida	V_KOPIOIDA	intransitive
predestinoitua	V_ROHTUA	intransitive
predikoida	V_KOPIOIDA	intransitive
prekessoida	V_KOPIOIDA	intransitive
preparoida	V_KOPIOIDA	intransitive
prepata	V_SIEPATA	intransitive
presisoida	V_KOPIOIDA	intransitive
prestabiloida	V_KOPIOIDA	intransitive
previsualisoida	V_KOPIOIDA	intransitive
printata	V_LUNTATA	intransitive
priorisoida	V_KOPIOIDA	intransitive
privatisoida	V_KOPIOIDA	intransitive
privatisoitua	V_ROHTUA	intransitive
problematisoida	V_KOPIOIDA	intransitive
problematisoitua	V_ROHTUA	intransitive
produktiivistua	V_KAUNISTUA	intransitive
produsoida	V_KOPIOIDA	intransitive
profanoida	V_KOPIOIDA	intransitive
profanoitua	V_ROHTUA	intransitive
profetoida	V_KOPIOIDA	intransitive
profiloida	V_KOPIOIDA	intransitive
profiloitua	V_ROHTUA	intransitive
progredioida	V_KOPIOIDA	intransitive
projektoida	V_KOPIOIDA	intransitive
projisioida	V_KOPIOIDA	intransitive
projisoida	V_KOPIOIDA	intransitive
proletaaristaa	V_MUTRISTAA	intransitive
proletaaristua	V_KAUNISTUA	intransitive
proletarisoida	V_KOPIOIDA	intransitive
proletarisoitua	V_ROHTUA	intransitive
promota	V_KARHUTA	intransitive
promovoida	V_KOPIOIDA	intransitive
pronssata	V_ARVATA	intransitive
pronssittaa	V_VIEROITTAA	intransitive
propagoida	V_KOPIOIDA	intransitive
propata	V_SIEPATA	intransitive
prosessoida	V_KOPIOIDA	intransitive
prostituoida	V_KOPIOIDA	intransitive
prostituoitua	V_ROHTUA	intransitive
protestata	V_ARVATA	intransitive
protesteerata	V_ARVATA	intransitive
protestoida	V_KOPIOIDA	intransitive
provosoida	V_KOPIOIDA	intransitive
provosoitua	V_ROHTUA	intransitive
prutkuttaa	V_VIEROITTAA	intransitive
prässätä	V_YNNÄTÄ	intransitive
prässäyttää	V_RÄPSYTTÄÄ	intransitive
prässäytyä	V_SILIYTYÄ	intransitive
pröystäillä	V_LEPÄILLÄ	intransitive
psykoanalysoida	V_KOPIOIDA	intransitive
psykologioida	V_KOPIOIDA	intransitive
psykologisoida	V_KOPIOIDA	intransitive
psyykata	V_MORKATA	intransitive
pudistaa	V_MUTRISTAA	intransitive
pudistella	V_ETUILLA	intransitive
pudota	V_VAAHDOTA	intransitive
pudotella	V_SULATELLA	intransitive
pudottaa	V_VIEROITTAA	intransitive
pudottautua	V_ROHTUA	intransitive
pueskella	V_ETUILLA	intransitive
puettaa	V_VIEROITTAA	intransitive
puffata	V_ARVATA	intransitive
puhahtaa	V_MOJAHTAA	intransitive
puhallella	V_VAELLELLA	intransitive
puhalluttaa	V_VIEROITTAA	intransitive
puhaltaa	V_SIVALTAA	intransitive
puhdistaa	V_MUTRISTAA	intransitive
puhdistautua	V_ROHTUA	intransitive
puhdistua	V_KAUNISTUA	intransitive
puhdistuttaa	V_VIEROITTAA	intransitive
puhella	V_ETUILLA	intransitive
puhista	V_MARISTA	intransitive
puhjeta	V_HALJETA	intransitive
puhkaa	V_RAIKAA	intransitive
puhkaista	V_MARISTA	intransitive
puhkeilla	V_ETUILLA	intransitive
puhkia	V_KOSIA	intransitive
puhkoa	V_PUNOA	intransitive
puhkua	V_KAUNISTUA	intransitive
puhtaaksikirjoittaa	V_VIEROITTAA	intransitive
puhtaaksimuurata	V_ARVATA	intransitive
